$ tỉ	$ miljard	$ billion
thừa	overtollig	redundant
thừng	touw	"(term should be ""thẳng thừng"") mercilessly"
thử	passen	try
thửa	pakket	square
thự	villa	mansion
thực	echt	perform
ti	ti	titov
tia	straal	ray
tiananmen	tiananmen	tiananmen
tiara	tiara	tiara
tibet	tibet	(proper noun) tibet
tigris	tigris	tigris
tiliaceus	tiliaceus	hoa dam but
tim	hart	heart
timor	timor	timor
timothy	timothy	timothy
tin	geloven	believe
tinbắc	bericht	file bac
tincầu	tinnen brug	file bridge
tinh	planeet	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	blikken huis	folder: house
tinsông	nieuws	file river
tinthị	tinthị	file: town
tirol	tirol	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	televisie	television
tizard	tizard	(proper noun) tizard
tiên	eerste	first
tiêu	peper	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	spijt	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	goofy	seize
tiến	omhoog	operate
tiếng	taal	language
tiết	afscheiding	abstinence/intensity
tiếu	gek	"(should be ""đàm tiếu"") to sneer"
tiềm	potentieel	potential
tiền	geld	money (n.)
tiều	shit	(proper noun) the name of a poet
tiểu	plas	tiểu sử= biography
tiễu	mr. liu	patrol
tiệc	feest	party
tiệm	winkel	shop
tiện	handig	mean
tiệp	tsjechisch	gustav franck
tiệt	neuken	sterilize
tncs	tncs	communist youth union
tngt	tngt	traffic accidents
tnhh	beperkt	limited
toang	toang	fast
tobago	tobago	tobago
toei	toei	toei
tokugawa	tokugawa	tokugawa
tokyo	tokyo	tokyo, the capital of japan
tokyopop	tokyopop	tokyopop
tomas	tomas	(proper noun) tomas
tommy	tommy	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	top	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	toerisme	tourism
tourist	toerist	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	rechtbank	office
toàn	veilig	entire or whole (adj.)
toán	wiskunde	team
toát	goed	to exude or emit, as in sweat (v.)
toạ	coördinaten	locate
toại	bij	satisfaction
toả	straalt uit	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	stad	city ho
tpvĩnh	stad	vinh city
tqlc	tqlc	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafford	trafford in greater manchester
trai	mosselen	boy
trang	bladzijde	a page (n.)
tranh	afbeeldingen	to compete (v.)
trao	uitgedeeld	reward
trau	trau	polish
tre	bamboe	bamboo (n.)
treo	hangen	hang
tri	tri	tri
tribune	tribune	a name
trinh	maagd	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	drie-eenheid	trinity
tristan	tristan	tristan
triết	filosofie	philosophy
triền	trien	"(should be ""triền miên"") endless"
triều	tij	court
triện	zegel	stamp
triệt	grondig	completely
triệu	miljoen	a million
tro	as	ashes
troia	troia	troy
trondheim	trondheim	trondheim
trong	in	inside (adv.)
true	waar	true
truman	truman	(proper noun) truman
trung	midden-	"(term should be ""trung gian"") agent (n.)"
trungnhật	eerlijkheid	china-japan
truong	truong	truong
truyên	truyen	story
truyện	verhaal	story
truân	truân	arduous
truất	tegenstanders	cancel
truởng	chef	leader (n.)
truỵ	liggen	depraved
trà	thee	tea (n.)
tràm	cajuput	melaleuca
tràng	dikke darm	"entire term should be ""truc trang""; means ""rectum"""
trào	uitbarsting	movement
trác	trac	trac
trách	de schuld geven	blame
trái	links	against
trán	voorhoofd	forehead
tráng	gecoat	to coat (v.)
tránh	vermijden	to avoid (v.)
tráo	frauduleus	tráo trở= liar/betrayal/treacherous
tráp	doos	casket
trát	bevel	pile
trâm	broche	a type of elegant hairpin (n.)
trân	met vriendelijke groet	respect
trâu	buffel	a last name
trãi	verspreide	trai
trèo	beklimmen	climb
trên	aan	above
trình	indienen	process
trí	geest	intellectual
trích	uittreksel	to extract (v.)
trò	truc	role
tròn	ronde	rounding
trói	vastgebonden	tie
trôi	afdrijven	afloat
trông	uiterlijk	look
trùm	baas	cover
trùng	samenvallen	"(should be ""tinh trùng"") sperm"
trùy	echt	something to with monk
trú	instappen	residence
trúc	bamboe	structure
trăm	honderd	hundred
trăn	python	"(term should be ""trăn trở"") to ponder (v.)"
trăng	maan	moon
trĩ	aambeien	hemorrhoids
trũng	gezonken	medium
trơ	inert	bare
trơn	glad	slippery (adj.)
trư	tru	a pig (n.)
trưa	middag	noon (n.)
trưng	vorderen	symbolic
trưngcông	tentoongesteld	truongcong
trương	truong	policy
trước	voordat	front
trước 	voordat	front
trướng	uitbreiding	expand
trườn	kruipen	crawl
trường	school-	case
trượng	caduceus	a unit of length used in vietnam equal to 4 meters (n.)
trượt	glijden	slide
trạch	trach	ze
trại	kamp	camp
trạm	station	station
trạng	staat	situation
trạo	tao	trao
trả	betalen	to return
trải	hoes	spread
trảm	kisten	beheaded
trảo	kapmessen	trao
trấn	stad-	town
trấu	rijstschil	rice skin
trầm	diep	depression
trần	kaal	tran
trầu	betel	trầu
trầy	bekrast	scratch
trẩy	stuiteren	pilgrimage
trẫm	ik ben	i
trận	de wedstrijd	battle
trật	uit de kom	order
trắc	biometrie	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	wit	white
trặc	hik	"entire phrase is ""truc trac""; means ""problem"""
trẻ	jong	youth
trễ	laat	late
trệ	stagneert	bamboo
trị	behandeling	cure
trịnh	zigzag	trịnh, a vietnamese last name
trọ	cafe	motel
trọn	vol	whole
trọng	belangrijk	serious
trỏ	aanwijzers	index
trối	laatste	last words
trốn	zich verstoppen	to hide
trống	leeg	in
trồi	opkomend	to emerge (v.)
trồng	toenemen	plant
trổ	laten zien	to burst open or display
trỗi	verschijning	rise
trội	dominant	better
trộm	dieven	theft
trớn	strelen	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	god	sun
trợ	ondersteuning	support
trụ	kantoor	universe
trục	as	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	naakt	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	ei	egg
trừ	minus	except
trừng	schittering	punish
trừu	schapen	abstract
trữ	opslag	reserve
trực	in functie	direct
ts	ts	phd
tt	tt	news
tua	tentakel	fringe
tucker	tucker	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tukhachevsky	(proper noun) tukhachevsky
tulip	tulp	tulip
tum	tum	tum
tung	toss	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	toscaans	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	echter	however
tuyên	verklaren	"(should be ""tuyên ngôn"") a declaration"
tuyết	sneeuw	snow (n.)
tuyền	tuyen	tuyen
tuyển	werving	recruit
tuyệt	super goed	excellent (adj.)
tuân	gehoorzamen	comply
tuông	blozen	jealous
tuý	tuyý	drug
tuần	week	week
tuế	minnows	years
tuệ	wijsheid	intelligence
tuốc	plukken	turbine
tuổi	jaar oud	age
tuộc	octopus	octopus
tuột	afglijden	slip
tuỳ	optioneel	depend
tv	televisie	tv
tvb	tvb	tvb
twin	tweeling	twin
twitter	tjilpen	twitter
ty	ty	company
type	type	type
typhon	typhon	typhon
tà	onheil	we
tài	fortuin	talent (n.)
tàn	as	dying
tàng	museum	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	schip	ship
tá	dozijn	"(term should be ""thiếu tá"") major (n.)"
tách	kop	to separate
tái	opnieuw	return
tám	acht	eight
tán	luifel	support
tánh	tanh	life
táp	kraan	to lap at (v.)
táu	schuldig	ashton
tâm	centrum	tâm
tâu	mijn heer	peach
tây	west	western
tâynam	westnam	"(should be ""tây-nam"") southwest"
tã	luiers	diaper
tét	krijsen	tet
tê	verdoven	numb
tên	naam	name (n.)
tì	milt	to lean on (v.)
tìm	vind	find
tìmdiệt	zoeken	find-kill
tình	liefde	sex
tía	purper	dad
tích	product	"(term should be ""tích cực"") to be zealous (adv.)"
tím	paars	purple
tín	credits	"(entire term should be ""tín dụng"") credit"
tít	kop	"(term should be ""tít mù"") very far away (adv.)"
tò	nieuwsgierigheid	curious
tòa	rechtbank	a court
tòi	spullen	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	tong	tòng, a last name
tóm	compendium	summary
tô	kom	car
tôi	ik	i
tôm	garnalen	shrimp
tôn	gegolfd	venerate
tông	karton	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	gevangenis	prison
tùng	reserve	tung
tùy	optioneel	depend on
túc	voldoende	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	handtas	pocket
túm	grijp	catch
túng	onhandig	confuse
túp	hut	hut
túy	drug	"(term should be ""thuần túy"") pure (adj.)"
tý	rat	mouse, as in year of the mouse
tăm	tandenstoker	"(term should be ""tiếng tăm"") reputation"
tăng	toename	increase
tĩnh	statisch	calm
tơi	ik	ragged
tư	van	posture
tưng	wankel	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	vers	fresh
tương	vergelijkbaar	"(term should be ""tương tự"") to be similar to"
tước	strippen	title (n.)
tưới	water geven	irrigation
tướng	algemeen	prime minister (thu tuong)
tường	muur	"a common vietnamese first name; means ""wall"""
tạ	barbell	weight
tạc	beeldhouwen	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	in	survival
tạm	voorlopige	temporary
tạo	creëren	create
tạp	tijdschrift	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	omschrijving	describe
tản	dissipatie	disperse
tảng	platform	platform
tấc	inch	inch
tấm	borden	mirror
tấn	ton	tan
tấp	getrokken	crowded
tất	sokken	all
tấu	instrumentaal	tau
tầm	spellen	range or extent (n.)
tần	frequentie	"(term should be ""tần số"") frequency (n.)"
tầng	verdieping	layer
tầu	trein	ship
tẩm	geïmpregneerd	soak
tẩy	gom	to bleach
tận	einde	dedicated
tật	onbekwaamheid	disease
tắc	schakelaars	priciple
tắm	douche	bathing
tắt	uitschakelen	initial
tặc	hackers	"(term should be ""hải tặc"") a pirate (n.)"
tặng	doneren	donate
tẻ	saai	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	economisch	economy - society
tề	qi	tidy
tể	meneer	lord
tệ	slecht	bad
tệp	het dossier	file
tỉa	trimmen	"(term should be ""bắn tỉa"") to snipe"
tỉnh	de provinciaal	province
tị	afgunst	refugee
tịch	president	"(""chủ tịch"") president or chairman"
tọa	coördinaten	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	uitgedrukt	to
tỏa	straalt uit	radiate
tỏi	knoflook	garlic
tốc	snelheid	speed
tốn	kosten	to cost (v.)
tống	escort	dispose
tốp	groep	top
tốt	goed	good
tồi	slecht	bad
tồn	bestaan	exist
tổn	pijn doen	damage
tổng	totaal	president
tộc	clan	"(term should be ""dân tộc"") a race or people"
tội	zonde	crime
tột	extreem	extreme
tớ	me	servant
tới	de volgende	to the point
tờ	vel	paper/document
tởm	walgelijk	disgusting
tục	ontheiligen	"(term should be ""tập tục"") customs or practices"
tụy	alvleesklier	"(term should be ""tận tụy"") devoted (adj.)"
tủ	kasten	shelf
tủi	slecht	humiliated
tủy	merg	spine
tức	instant	i.e.
từ	van	from
từng	ooit	each
tử	dood	lion (su tu)
tửu	alcoholtolerantie	wine
tự	zelf	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	titel	lean
tựu	prestaties	achievement
tỵ	slang	the han name for the year of the snake, according to the chinese zodiac
tỷ	miljard	billion
u	u	tumor
ua	ua	ua
uae	vae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	uh	uh
uk	uk	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	un	(proper noun) un, as in chung un chan of korea
und	und	und
under	onder	under
unesco	unesco	unesco
ung	verrot	cancer
unicorn	eenhoorn	unicorn
unit	eenheid	unit
unix	unix	unix
up	ups	up
ural	ural	ural, as in the ural mountains
urani	uranium	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruguay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	uyghur	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyen	scholarly
uyển	eufemisme	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	oezbekistan	uzbekistan
uông	uong	uong
uất	nee	busy
uốn	curling	to curl (v.)
uống	drinken	to drink
uổng	verspillen	vain
v	v	v
va	va	collide
vaccine	vaccin	vaccine
vai	schouder	shoulder
valencia	valencia	valencia
valentine	valentijn	valentine
valley	vallei	valley
van	klep	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	lenen	borrow
vectơ	vector	vector
ven	langs	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	venus	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	omdat	behavior
viagra	viagra	viagra
victor	victor	(proper noun) victor
victoria	victoria	victoria, a province of australia
vienna	wenen	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	viking	viking
villa	villa	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginia	(proper noun) virginia, as in the state
virus	virus	virus
virút	virus	virus
vissarionovich	vissarionovich	vissarionovich
vista	uitzicht	vista, as in windows vista
vitamin	vitamine	vitamin
vitruvius	vitruvius	vitruvius
viz	namelijk	(proper noun) viz
viêm	ontsteking	inflammation
viên	tabletten	member
viêng	viang	vientiane
viêt	schrijven	vietnam
viếng	bezoek	visit
viết	schrijven	write
việc	baan	thing
viện	instituut	institute
việt	vietnam	viet
việtmường	vietnamese muong	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	olifanten	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	wolfraam	wolfram
vong	slachtoffers	injured
voyager	voyager	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	koning	king
vui	pret	happy
vulcan	vulcaan	vulcan
vuông	vierkant	square
vuốt	klauw	stroke
vv	enzovoort.	etc.
vy	vy	vy
vyacheslav	vyacheslav	vyacheslav
và	en	and
vài	weinig	several
vàm	vm	the mouth of a rivulet (n.)
vàng	geel	gold
vành	rand	coronary
vào	in de	into
vá	patch	patchy
vác	dragen	to shoulder (v.)
vách	muur	wall
vái	ja	some
ván	plank	game
váng	uitschot	film
váy	jurk	skirt
vân	spoedig	"(term should be ""vân vân"") et cetera"
vây	vin	encircle
vã	gehaast	rush
vãi	shit	to release
vãn	van	save
vè	plas	to glance slyly (v.)
vé	ticket	ticket
vét	baggeren	plunder
vê	over	tremolo
vì	omdat	because
ví	portemonnee	example
vía	portemonnee	soul
vít	schroef	screw
vò	verfrommeld	jar
vòi	slang	tap
vòm	dak	upper jaw
vòng	ring	around
vó	hoooo	hooves
vóc	grootte	"(should be ""vóc sương"") dew-like or delicate"
vô	nee	"(term should be ""vô số"") countless (adj.)"
vôi	limoen	limestone
võ	krijgs	martial arts (n.)
võng	hangmat	hammock
vùi	begraven	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	regio	region
vú	borst	breast (n.)
vút	stijgend	"entire term should be ""cong vut""; extreme curling"
văn	literatuur	culture
văng	plons	a name
vĩ	super goed	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	permanent	ving
vũ	vu	armed
vũng	plas	vung
vơ	hulpeloos	lost
vơi	met	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	bereiken	reach
vương	koning	kingdom
vướng	verstrikt	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	tuin	garden
vượn	apen	gibbon
vượt	slagen voor	to overcome
vạ	zo	unfortunate problem
vạc	ketel	cauldron
vạch	bar	bar
vại	pot	jar
vạn	tien duizend	thousand
vạng	schemering	twilight
vả	fig	hard
vải	kleding stof	fabric
vảy	weegschaal	scale
vấn	advies	vấn đề= problem
vấp	struikelde over	stumble
vất	weggooien	hard
vần	rijm	spell
vầng	halo	moon (vang trang)
vẩn	nog steeds	wander
vẩy	vlokken	scale
vẫn	nog steeds	still
vẫy	zwaaien	wave
vận	fortuin	active
vắc	vaccin	vaccine
vắcxin	vaccin	vaccine
vắn	kort	short
vắng	afwezig	absent
vặn	schroef	to twist (v.)
vặt	advertenties	odd
vẹn	integriteit	complete
vẹt	papegaaien	parrots
vẽ	schilderen	draw
vết	patch	wound
vểnh	baars	warping
vệ	verdediging	"(term should be ""bảo vệ"") to defend (v.)"
vệt	strepen	streak
vỉa	naden	"(term should be ""vỉa hè"") sidewalk"
vịnh	baai	bay
vịt	eend	duck
vọng	hoop	"(term should be ""hy vọng"") hope (n.)"
vọt	omhoogschieten	to spurt out (v.)
vỏ	schors	shell
vồ	maul	"(term should be ""gạch vồ"") a type of brick"
vỗ	pat	to clap
vội	haast je	hurriedly (adv.)
vớ	sokken	"(term should be ""vớ vẩn"") silly (adj.)"
với	met	to
vớt	vis	salvage
vờ	doen alsof	"(term should be ""giả vờ"") to pretend (v.)"
vời	super goed	wonderful
vở	notebook	"(term should be ""vở kịch"") a play"
vỡ	gebroken	break
vợ	vrouw	wife
vụn	chips	debris
vụng	onhandig	covert
vứt	weggooien	throw away
vừa	passen	just (adv.)
vừng	sesam	sesame (n.)
vững	firma	firm (adj.)
vực	veld-	place
vựng	woordenschat	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	zo	majestic
w	w	w
wa	wa	wa
walt	walt	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	wan	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	wil	wanna
warren	doolhof	a name
warsaw	warschau	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	washington	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	watergate	watergate
waterloo	waterloo	(proper noun) waterloo
waters	wateren	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	wemel	weasley, as in ron weasley in the harry potter series
weblog	weblog	weblog
webmail	webmail	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	putten	wells, as in author orson wells
welsh	welsh	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	westermarck	westermarck
western	westers	western
westlife	westlife	westlife
westview	westview	westview, as in westview press
wheeler	speculant	a name
widener	verbreding	widener
wien	wien	wien
wiener	worstje	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikibooks	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	wild	wild
wilder	wilder	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	willard	willard
wimbledon	wimbledon	wimbledon
windows	ramen	windows
winer	wijnmaker	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	binnen	within
without	zonder	without
wolfgang	wolfgang	wolfgang
won	won	won
wong	wong	wong
woodrow	woodrow	woodrow
woods	bossen	(proper noun) woods, as in tiger woods
would	zou	would
wrestling	worstelen	wrestling
wright	goed	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	ver	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	blauw	green
xao	slap	xôn xao = chatting
xay	malen	grind
xe	auto	a car (n.)
xem	zien	watch
xen	xen	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	alstublieft	please
xinh	mooi	beautiful
xiv	xiv	fourteenth
xiêm	siamees	(proper noun) xiêm, or siam
xiên	schuin	oblique
xiêu	ciao	soften
xiếc	circus	circus
xiết	vastdraaien	to twist tightly (v.)
xiềng	ketenen	chain
xo	xo	spring
xoa	wrijven	massage
xoay	beurt	turn
xong	bereikt	completed
xoàng	middelmatig	mediocre
xoá	verwijderen	delete
xoáy	eddy	vortex
xoắn	verdraaid	coiled
xu	munt	trend
xua	verdrijven	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	pech	incite
xuka	xuka	xuka
xum	weelderig	a name
xuyên	doordringend	frequently
xuyến	armbanden	manage
xuân	voorjaar	spring
xuâncông	voorjaar	xuan public
xuôi	geveegd	down
xuất	exporteren	ejaculate
xuấtnhập	export-import	import/export
xuống	beneden	down
xuồng	kano	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	besteden	use
xào	bak	stir fry
xách	handtas	to carry by the handle (v.)
xám	grijs	ustox
xán	gebakken	"(term should be ""xán lạn"") bright (adj.)"
xáo	verstoring	chaos
xát	wrijven	touch
xâm	getatoeëerd	invasion
xâu	draad	string
xây	bouwen	build
xã	gemeente	society
xãy	wispelturig	occur
xèo	xèo	xeo
xé	scheur	tear
xén	bijsnijden	"(term should be ""biếu xén"") to gift (v.)"
xéo	zijdelings	diagonally (adv.)
xét	overwegen	examine
xê	actie	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	scheet	scandal
xìu	scheet	to become flaccid (v.)
xí	fabriek	factory (xi nghiep)
xít	fascinerend	nazi
xíu	klein	small
xòe	verspreiden	spread
xóa	wissen	clear
xói	erosie	erode
xóm	buren	village
xót	genade	mercy
xô	duw	soviet
xôi	kleverige rijst	pierce
xôn	roeren	tumultuous
xông	gehaast	rush
xôphần	emmer sectie	soviet-poland
xôviết	sovjet unie	soviet
xù	verstoord	gigantic
xú	onbeleefd	xu
xúc	contact	touch
xúi	induceren	induce
xăm	tatoeëren	"(term should be ""xa xăm"") far away (adj.)"
xăng	benzine	gasoline
xơ	vezel	xo
xưa	oud	old
xưng	bekennen	"(should be ""tự xưng"") self-proclaimed"
xương	bot	bone (n.)
xước	bekrast	scratch
xướng	refrein	provoke
xưởng	werkplaats	workshop
xạ	straling	"(term should be ""phản xạ"") to reflect"
xả	kwijting	release
xảo	sluw	detailed
xảy	optreden	happen
xấp	ca.	approximate
xấu	slecht	bad
xẩm	ruig	a type of traditional vietnamese singing
xẩy	optreden	occur
xắt	dobbelsteen	cut
xẻo	pech	cut off
xếp	gevouwen	rank
xỉ	slakken	approximately
xỉa	floss	to pick (v.)
xỉu	flauw	to faint
xốc	schok	to lift up (v.)
xốp	piepschuim	porous
xổ	verloten	rush into
xộn	rommelig	messy
xứ	land-	native
xứng	waardig	appropriate
xử	traktatie	judge
y	y	medical
y=fracsin	y = fracsin	a function
ya	ja	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	yakushima	yakushima
yalta	yalta	(proper noun) yalta
yankee	yankee	(proper noun) yankee
yard	werf	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	yeltsin	yeltsin, as in boris yeltsin
yemen	jemen	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	yo	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	york	york
yorker	yorker	yorker
yorkshire	yorkshire	yorkshire
youtube	youtube	youtube
ypres	ieper	ypres
ytv	ytv	ytv
yu	yu	yu
yuan	yuan	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	yuri	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	yurt	yurt
yên	yen	peace or stillness (n.)
yêu	houden van	love
yếm	overall	tender
yến	vogelnest	a type of swallow (n.)
yết	lijst	yet
yếu	zwak	mainly
yểm	hoes	support
yển	yen	"is a name meaning, ""bird"""
yểu	lief	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	zambia	(proper noun) zambia, as in the nation
zealand	zeeland	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	nul	zero
zeus	zeus	zeus
zheng	zheng	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	zinedine	(proper noun) zinedine
zing	zing	zing, as in the website
zoe	zoe	zoe
zurich	zürich	(proper noun) zurich
zürich	zürich	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| drijft	"(term should be ""nổi"") to float (v.)"
|petya	| petya	(proper noun) petya
|tên	| naam	"(should be ""tên"") name (n.)"
|việt	| vietnamees	vietnam
 kg	kg	kg
 triệu	miljoen	million
 °c	° c	degrees celsius
°đến	° tot	up to
°độ	° graden	degree
×	×	x
ào	wauw	rush
á	aziatisch	asia
ác	onheil	evil
ách	juk	yoke (n.)
ái	verlangen	ai
ám	wordt weergegeven	(with the word chi) to hint at
ánh	glans	light
áo	overhemd	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	druk	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aoi	eurasian
â	een	a vietnamese vowel sound
âm	minus	vagina
ân	gunst	deed
én	zwaluwen	swallow
ép	knijpen	press
êgê	ego	aegean
êm	glad	smooth
ích	nuttig	benefit
ílam	ílam	tamil language name for the island of sri lanka
ít	weinig	less
île	ile	Île, as in Île de la cité, france
îledefrance	îledefrance	ile-de-france
ðiều	artikel	article
ðài	ðài	taiwan
ðường	suiker	a road
ðảng	partij	party
ðức	duitsland	"Đức, a common vietnamese first name; means ""virtue"""
ó	o	(with the word la) to boo down
óc	hersenen	brain
óng	iriserend	"(term should be ""óng ả"") flexible"
ôi	oh	"vietnamese version of the exclamation ""oh"""
ôm	knuffel	hug
ôn	met mate	peaceful (on hoa)
ông	hij	a man (n.)
ôtô	auto	car
ôxi	zuurstof	oxygen
ôxy	zuurstof	the element oxygen (n.)
ôxít	oxyde	oxide
ôzôn	ozon	ozone
ùn	jam	congest
úng	doordrenkt	flood
úp	naar beneden	upside
úy	luitenant	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	italië	italian
ăn	eten	eat
ăng	mier	antenna
ăngten	antenne	antenna
đa	multi	majority
đai	band	"(term should be ""Đai khố"") name of a village"
đak	dak	(proper noun) Đak
đan	brei	scandal
đau	pijn	painful
đay	jute-	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	db	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
đe	aambeeld	threaten
đem	brengen	to bring (v.)
đen	zwart	black
