$	dollarni tashkil etadi	dollar
గ్రహస్థితి	grahasiti	planetary position
గ్రహాంతర	musofir	astronomical
గ్రహానికి	sayyora	satellite
గ్రహాల	sayyoralar	of planets
గ్రహాలు	sayyoralar	planets
గ్రహించి	amalga oshirilmoqda	understand
గ్రహించిన	idrok qilindi	received
గ్రహీత	qabul qiluvchi	reciepient
గ్రహీతలు	qabul qiluvchilar	winners
గ్రాండ్	grand	grand
గ్రాంథిక	matnli	literal
గ్రానైట్	granit	granite
గ్రాఫికల్	grafik	graphical
గ్రాఫిక్స్	grafika	graphics
గ్రామ	qishloq	village
గ్రామంలో	qishloq	in village
గ్రామము	qishloq	vilage
గ్రామానికి	qishloq	to the village
గ్రామాల	qishloqlar	villages
గ్రామాలను	qishloqlar	villages
గ్రామాలలో	qishloqlar	in the villages
గ్రామాలు	qishloqlar	villages
గ్రామీణ	qishloq	grameena
గ్రీకు	yunon	greek
గ్రీకులు	yunonlar	greeks
గ్రీక్	yunon	greek
గ్రీన్	yashil	green
గ్రీసు	gretsiya	green
గ్రీస్	gretsiya	greece
గ్రూపు	guruh	group
గ్రూప్	guruh	group
గ్రేట్	ajoyib	great
గ్రౌండ్	zamin	ground
గ్లాసు	shisha	glass
గ్లూకోజు	glyukoza	glucose
గ్లోబల్	global	global
ఘంటసాల	gantasala	gantasala name
ఘజనీ	gajani	ghajani
ఘటన	hodisa	incident
ఘటనలు	hodisalar	incidents
ఘట్టం	hodisa	section
ఘట్టాలు	hodisalar	incidents
ఘన	qattiq	solid
ఘనంగా	boy	gloriously
ఘనత	kredit	greatness
ఘనపరిమాణము	ovoz	volume
ఘనమైన	taxminiy	large
ఘర్షణ	ishqalanish	quarell
ఘర్షణలు	qarama-qarshiliklar	clashes
ఘాట్	tushundim	raj ghar in delhi
ఘోర	ajoyib	dangerous
చ	mashg&#39;ulot	cha
చందమామ	oy	moon
చందమామను	oy	moon
చందమామలో	oy	in the moon
చంద్ర	chandra	chandra
చంద్రకళ	chandra	chandrakala
చంద్రగిరి	chandragiri	chandragiri
చంద్రబాబు	naidu	chandra babu
చంద్రవంక	yarim oy	chandravanka
చంద్రశేఖర్	chandrasekhar	chandrasekhar
చంద్రుడి	oy	moon
చంద్రుడు	oy	moon
చంద్రుని	oy	moon's
చంపడం	qotillik	killing
చంపి	qotillik	after killing
చంపిన	qotillik	killed
చక్కగా	yaxshi	nicely
చక్కటి	yaxshi	nice
చక్కని	yaxshi	clear
చక్కెర	shakar	suger
చక్ర	g&#39;ildirak	wheel
చక్రం	g&#39;ildirak	wheel
చక్రపాణి	eng kichigi	chakrapani
చక్రము	burilib	wheel
చక్రవర్తి	imperator	emperor
చక్రవర్తుల	imperatorlar	kings
చక్రాన్ని	tsikl	lifetime
చట్ట	huquqiy	law
చట్టం	amal	law
చట్టపరంగా	qonuniy ravishda	legal
చట్టపరమైన	huquqiy	lawly
చట్టానికి	qonun	law
చట్టాన్ని	qonun	law
చట్టాల	havoriylar	law
చట్టాలను	qonunlar	laws
చట్టాలు	havoriylar	rules
చతురస్రం	maydon	square
చతుర్భుజి	to&#39;rt tomonli	square
చత్తీస్	chxattisgarh	chathis
చదరంగ	shaxmat	chess
చదరంగం	shaxmat	chess
చదరపు	maydon	square
చదవడం	o&#39;qing	read
చదవడానికి	o&#39;qing	to read
చదివాడు	o&#39;qing	studied
చదివి	o&#39;qing	read
చదివిన	o&#39;qing	read
చదివే	o&#39;qish	study
చదునుగా	tekis	flat
చదువు	o&#39;qing	education
చదువుకున్న	ma&#39;lumotli	educated (ladies)
చనిపోయారు	o&#39;ldi	chanipoyaru
చనిపోయిన	o&#39;lik	died
చనుబాలు	laktatsiya	mother's milk
చప్పుడు	splash	sound
చమురు	yog &#39;	oil
చరిత్ర	tarix	history
చరిత్రకారుడు	tarixchi	historical person
చరిత్రకారుల	tarixchilar	historiens
చరిత్రకారులు	tarixchilar	historians
చరిత్రకు	tarix	for the history
చరిత్రను	tarix	history
చరిత్రలు	tarixlar	histories
చరిత్రలో	tarix	in history
చరిత్రలోని	tarix	in the history
చరిత్రలోనే	tarix	in the history
చరియలు	nishablar	steps
చర్చ	munozara	discussion
చర్చలకు	suhbatlar	meetings
చర్చలు	munozaralar	churches
చర్చి	cherkov	church
చర్మ	teri	skin
చర్మం	teri	skin
చర్మము	peel	skin
చర్య	harakat	steps
చర్యకు	harakat	action
చర్యల	harakatlar	affect
చర్యలకు	harakatlar	action
చర్యలను	harakatlar	acts
చర్యలు	harakatlar	works
చలం	erkaklar	chalam
చలన	harakat	motion
చలనం	harakat	motion
చలనచిత్ర	film	motion picture
చలి	boshliqlar	winter
చల్లగా	sovuq	cold
చల్లని	salqin	cool
చవితి	chaturthi	chavithi
చాక్	bo&#39;r	chalk
చాణక్య	chanakya	chanakya
చాద్	chad	chad
చాప్లిన్	chaplin	chaplin
చారల	tasma	stripes
చారిత్రక	tarixiy	historic
చారిత్రకంగా	tarixan	historically
చారిత్రాత్మక	tarixiy	historical
చారిత్రాత్మకంగా	tarixan	historically
చారిత్రికంగా	tarixan	historically
చార్లెస్	charlz	charles
చాల	ko&#39;pchilik	huge, most
చాలా	ko&#39;pchilik	many
చాలాకాలం	uzoq muddatga	long time
చాలామంది	ko&#39;pchilik	more people
చాలావరకు	ko&#39;pchilik	most
చాలు	qo&#39;y	enough
చాళుక్య	chalukya	chalukya
చాళుక్యుల	chalukyas	chalukya
చాళుక్యులు	chalukyas	chalukyas
చింత	xavotirlar	sorrow
చింతపల్లి	chintapalli	chinthapalli
చింతలపూడి	chintalapudi	chinthalapudi
చింతామణి	chintamani	chintamani
చికాగో	chikagoda	chicago
చికాగోలో	chikagoda	in chicago
చికిత్స	davolash	treatment
చికిత్సా	terapevtik	treatment
చిక్కు	labirint	puzzle
చిట్టా	jurnal	list
చిట్టెలుక	hamster	rat
చిత్త	kayfiyat	chitta
చిత్తూరు	chittur	chittur
చిత్ర	chitra	film
చిత్రం	rasm	image
చిత్రంగా	film	as a film
చిత్రంతో	rasm	with this film
చిత్రంలో	rasm	in picture
చిత్రకళ	san&#39;at asari	art of painting
చిత్రకారుడు	rassom	painter
చిత్రకారులు	rassomlar	chitrakaarulu
చిత్రణ	tasavvur	chitrana
చిత్రపటం	xarita	picture
చిత్రమాలిక	fotosuratlar	pictures
చిత్రము	surat	film
చిత్రమూలము	citramulamu	picture
చిత్రమైన	film	strange
చిత్రా	chitra	chitra
చిత్రానికి	rasm	movie
చిత్రాన్ని	rasm	the film
చిత్రాల	rasmlar	of cinemas
చిత్రాలకు	filmlar	movies
చిత్రాలని	rasm	images
చిత్రాలను	rasmlar	movies
చిత్రాలలో	rasmlar	in filims
చిత్రాలు	rasmlar	films
చిత్రాల్లో	filmlar	in films
చిత్రించిన	bo&#39;yalgan	picturised
చిత్రీకరణ	otish	picturize
చిన్న	kichik	small
చిన్నచిన్న	kichik	small
చిన్నది	kichik	small
చిన్నదిగా	qisqartiring	small
చిన్నవి	kichik	small
చిన్నవిగా	kichik	smaller
చిరంజీవి	chiranjeevi	chiranjeevi
చిరు	kichik	small
చిరునామా	manzil	address
చిరునామాలు	manzillar	address
చిలుక	to&#39;tiqush	parrot
చివర	oxiri	last
చివరకు	va nihoyat	at last
చివరగా	va nihoyat	in the end
చివరలో	oxirida	at last
చివరి	oxiri	last
చివరికి	oxir-oqibat	in the end
చివరిగా	va nihoyat	finally
చివరిలో	oxirida	in the end
చిహ్నం	belgi	mark
చిహ్నంగా	belgi	symbol
చిహ్నాలు	belgilar	symbols
చిహ్నాలుగా	belgilar	signs
చీకటి	qorong&#39;i	dark
చీపురు	yuvinish xonasi	sweeper
చీమ	chumoli	ant
చీమలు	chumolilar	ants
చీర	sari	saree
చీరాల	chirala	cheeralla
చీలిక	darzlik	divided
చీల్చి	split	tear
చుక్క	yulduzcha	dot
చుక్కలు	nuqtalar	drops
చుట్టి	sichqoncha	close
చుట్టు	otish	neighboring
చుట్టుపక్కల	atrofda	surroundings
చుట్టుప్రక్కల	atrofda	in and around
చుట్టూ	atrofda	sorounding
చురుకుగా	faol	actively
చురుకైన	jonli	active
చూచి	syuzi	to see
చూడండి	ko&#39;rinish	see
చూడగానే	ko&#39;rinishi	soon after seeing
చూడటం	ko&#39;rilmoqda	seeing
చూడటానికి	tomosha qiling	to view
చూడడం	ko&#39;rilmoqda	seeing
చూడడానికి	qarang	looks like
చూడదగిన	do&#39;stona	to be seen
చూడలేదు	qarang	did not see
చూడవచ్చు	topish mumkin	can be seen
చూడవచ్చును	yo&#39;ldan o&#39;ting	can see
చూడవలసిన	qarang	must visit
చూడు	fikr-mulohaza	see
చూడుము	qarang	see
చూపడం	shou	to show
చూపారు	belgilangan	shown
చూపి	shou	show
చూపించి	shou	showing
చూపించే	shou	show
చూపింది	ko&#39;rsatilgan	shown
చూపిన	ko&#39;rsatilgan	shown
చూపిస్తుంది	ko&#39;rsatadi	it shows
చూపు	shou	sight
చూపుతారు	sizlar	show
చూపే	shoular	see
చూసి	qarang	watched
చూసింది	ko&#39;rdi	have seen
చూసిన	ko&#39;rilgan	viewed
చూసినా	xavfli	seen
చూసే	qarang	seeing
చూస్తారు	qarang	seen
చూస్తుంది	ko&#39;radi	watching
చూస్తున్న	qarayapti	looking
చూస్తే	da	to see
చెందడం	kimga	belong
చెందాడు	edi	become
చెందాయి	sizlar	become
చెంది	bo&#39;lish	included
చెందింది	bu	belongs to
చెందిన	the	belong
చెందినవారు	qayerdan	belongs to
చెందినవి	qayerdan	belong
చెందినా	ning	related
చెందుతాయి	sizlar	belong
చెందుతుంది	bu	belongs
చెందుతున్న	o&#39;sib borayotgan	developing
చెందే	bu	belongs
చెక్	chexiya	check
చెక్క	yog&#39;och	wood
చెక్కిన	o&#39;yilgan	chipped
చెట్టు	daraxt	tree
చెట్ల	daraxtlar	trees
చెట్లను	daraxtlar	trees
చెట్లు	daraxtlar	trees
చెడు	yomon	bad
చెడ్డ	yomon	bad
చెత్త	eng yomon	waste material
చెన్నారెడ్డి	chenna reddy	chenna reddy
చెన్నై	chennai	chennai
చెపుతారు	aytishlaricha	they say
చెప్తారు	demoq	tell
చెప్పగా	- dedi	saying
చెప్పటం	ovoz berish	says
చెప్పడం	ayt	saying
చెప్పడానికి	ayt	without saying
చెప్పబడింది	aytilishicha	been told
