$ tỉ	miljarder dollar	$ billion
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	turism	tourism
tourist	turist	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	domstol	office
toàn	säker	entire or whole (adj.)
toán	matte	team
toát	bra	to exude or emit, as in sweat (v.)
toạ	koordinater	locate
toại	på	satisfaction
toả	utstråla	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	stad	city ho
tpvĩnh	stad	vinh city
tqlc	tqlc	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafforden	trafford in greater manchester
trai	musslor	boy
trang	sida	a page (n.)
tranh	bilder	to compete (v.)
trao	delade ut	reward
trau	trau	polish
tre	bambu	bamboo (n.)
treo	hänga	hang
tri	tri	tri
tribune	tribun	a name
trinh	jungfrulig	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	trinity	trinity
tristan	tristan	tristan
triết	filosofi	philosophy
triền	trien	"(should be ""triền miên"") endless"
triều	tidvatten	court
triện	täta	stamp
triệt	grundligt	completely
triệu	miljon	a million
tro	aska	ashes
troia	troia	troy
trondheim	trondheim	trondheim
trong	i	inside (adv.)
true	sann	true
truman	truman	(proper noun) truman
trung	mitten	"(term should be ""trung gian"") agent (n.)"
trungnhật	ärlighet	china-japan
truong	truong	truong
truyên	truyen	story
truyện	berättelse	story
truân	truân	arduous
truất	belackare	cancel
truởng	chef	leader (n.)
truỵ	lögn	depraved
trà	te	tea (n.)
tràm	cajuput	melaleuca
tràng	kolon	"entire term should be ""truc trang""; means ""rectum"""
trào	utbrott	movement
trác	trac	trac
trách	skylla	blame
trái	vänster	against
trán	panna	forehead
tráng	överdragen	to coat (v.)
tránh	undvika	to avoid (v.)
tráo	bedrägligt	tráo trở= liar/betrayal/treacherous
tráp	låda	casket
trát	motivera	pile
trâm	brosch	a type of elegant hairpin (n.)
trân	vänliga hälsningar	respect
trâu	buffel	a last name
trãi	spridd	trai
trèo	klättra	climb
trên	på	above
trình	skicka in	process
trí	sinne	intellectual
trích	utdrag	to extract (v.)
trò	lura	role
tròn	runda	rounding
trói	upptagen	tie
trôi	drifting	afloat
trông	utseende	look
trùm	chef	cover
trùng	sammanfaller	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	ombordstigning	residence
trúc	bambu	structure
trăm	hundra	hundred
trăn	pytonorm	"(term should be ""trăn trở"") to ponder (v.)"
trăng	måne	moon
trĩ	hemorrojder	hemorrhoids
trũng	nedsänkt	medium
trơ	inert	bare
trơn	hal	slippery (adj.)
trư	tru	a pig (n.)
trưa	middag	noon (n.)
trưng	rekvisition	symbolic
trưngcông	uppvisade	truongcong
trương	truong	policy
trước	innan	front
trước 	innan	front
trướng	expansion	expand
trườn	krypa	crawl
trường	skola	case
trượng	caduceus	a unit of length used in vietnam equal to 4 meters (n.)
trượt	att glida	slide
trạch	trach	ze
trại	läger	camp
trạm	station	station
trạng	tillstånd	situation
trạo	tao	trao
trả	betala	to return
trải	omslag	spread
trảm	cajuput	beheaded
trảo	machetes	trao
trấn	stad	town
trấu	risskal	rice skin
trầm	djup	depression
trần	bar	tran
trầu	betel	trầu
trầy	repig	scratch
trẩy	studsa	pilgrimage
trẫm	jag är	i
trận	matchen	battle
trật	ur led	order
trắc	biometri	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	vit	white
trặc	hicka	"entire phrase is ""truc trac""; means ""problem"""
trẻ	ung	youth
trễ	sent	late
trệ	stagnerande	bamboo
trị	behandling	cure
trịnh	phnh	trịnh, a vietnamese last name
trọ	värdshus	motel
trọn	full	whole
trọng	viktig	serious
trỏ	pekare	index
trối	slutlig	last words
trốn	dölj	to hide
trống	tömma	in
trồi	framväxande	to emerge (v.)
trồng	växa	plant
trổ	visa	to burst open or display
trỗi	uppkomsten	rise
trội	dominerande	better
trộm	tjuvar	theft
trớn	smeka	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	gud	sun
trợ	stöd	support
trụ	kontor	universe
trục	axel	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	naken	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	ägg	egg
trừ	minus-	except
trừng	lysa skarpt	punish
trừu	får	abstract
trữ	lagring	reserve
trực	i tjänst	direct
ts	ts	phd
tt	tt	news
tua	tentakel	fringe
tucker	tucker	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tuchatjevskij	(proper noun) tukhachevsky
tulip	tulpan	tulip
tum	tum	tum
tung	kasta	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	tuscan	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	i alla fall	however
tuyên	deklarera	"(should be ""tuyên ngôn"") a declaration"
tuyết	snö	snow (n.)
tuyền	tuyen	tuyen
tuyển	rekrytering	recruit
tuyệt	bra	excellent (adj.)
tuân	lyda	comply
tuông	spola	jealous
tuý	tuyý	drug
tuần	vecka	week
tuế	promelas	years
tuệ	visdom	intelligence
tuốc	plockning	turbine
tuổi	år gammal	age
tuộc	bläckfisk	octopus
tuột	glida av	slip
tuỳ	frivillig	depend
tv	tv	tv
tvb	tvb	tvb
twin	tvilling	twin
twitter	twitter	twitter
ty	tack	company
type	typ	type
typhon	typhon	typhon
tà	ondska	we
tài	förmögenhet	talent (n.)
tàn	aska	dying
tàng	museum	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	fartyg	ship
tá	dussin	"(term should be ""thiếu tá"") major (n.)"
tách	kopp	to separate
tái	re	return
tám	åtta	eight
tán	tak	support
tánh	tanh	life
táp	knacka	to lap at (v.)
táu	skyldig	ashton
tâm	centrum	tâm
tâu	min herre	peach
tây	väst	western
tâynam	westnam	"(should be ""tây-nam"") southwest"
tã	blöjor	diaper
tét	tjut	tet
tê	stel	numb
tên	namn	name (n.)
tì	mjälte	to lean on (v.)
tìm	hitta	find
tìmdiệt	sök	find-kill
tình	kärlek	sex
tía	lila	dad
tích	produkt	"(term should be ""tích cực"") to be zealous (adv.)"
tím	violett	purple
tín	hp	"(entire term should be ""tín dụng"") credit"
tít	rubrik	"(term should be ""tít mù"") very far away (adv.)"
tò	nyfikenhet	curious
tòa	domstol	a court
tòi	grejer	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	tong	tòng, a last name
tóm	kompendium	summary
tô	skål	car
tôi	jag	i
tôm	räka	shrimp
tôn	korrugerad	venerate
tông	kartong	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	fängelse	prison
tùng	reserv	tung
tùy	frivillig	depend on
túc	sufficiency	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	handväska	pocket
túm	hugg	catch
túng	besvärlig	confuse
túp	hydda	hut
túy	läkemedel	"(term should be ""thuần túy"") pure (adj.)"
tý	råtta	mouse, as in year of the mouse
tăm	tandpetare	"(term should be ""tiếng tăm"") reputation"
tăng	öka	increase
tĩnh	statisk	calm
tơi	jag	ragged
tư	från	posture
tưng	skakig	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	färsk	fresh
tương	liknande	"(term should be ""tương tự"") to be similar to"
tước	stripp	title (n.)
tưới	vattning	irrigation
tướng	allmän	prime minister (thu tuong)
tường	vägg	"a common vietnamese first name; means ""wall"""
tạ	skivstång	weight
tạc	skulptera	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	i	survival
tạm	provisorisk	temporary
tạo	skapa	create
tạp	tidskrift	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	beskrivning	describe
tản	dissipation	disperse
tảng	plattform	platform
tấc	tum	inch
tấm	plattor	mirror
tấn	ton	tan
tấp	drog	crowded
tất	strumpor	all
tấu	instrumental	tau
tầm	spel	range or extent (n.)
tần	frekvens	"(term should be ""tần số"") frequency (n.)"
tầng	golv	layer
tầu	tåg	ship
tẩm	impregnerade	soak
tẩy	suddgummi	to bleach
tận	slutet	dedicated
tật	handikapp	disease
tắc	switchar	priciple
tắm	dusch	bathing
tắt	stäng av	initial
tặc	hackare	"(term should be ""hải tặc"") a pirate (n.)"
tặng	donera	donate
tẻ	drab	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	ekonomiskt	economy - society
tề	qi	tidy
tể	mister	lord
tệ	dålig	bad
tệp	fil	file
tỉa	trim	"(term should be ""bắn tỉa"") to snipe"
tỉnh	provinsiella	province
tị	avundas	refugee
tịch	president	"(""chủ tịch"") president or chairman"
tọa	koordinater	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	uttryckt	to
tỏa	utstråla	radiate
tỏi	vitlök	garlic
tốc	fart	speed
tốn	kosta	to cost (v.)
tống	eskort	dispose
tốp	grupp	top
tốt	bra	good
tồi	dålig	bad
tồn	existera	exist
tổn	ont	damage
tổng	total	president
tộc	klan	"(term should be ""dân tộc"") a race or people"
tội	synd	crime
tột	extrem	extreme
tớ	mig	servant
tới	nästa	to the point
tờ	ark	paper/document
tởm	äcklig	disgusting
tục	vanhelga	"(term should be ""tập tục"") customs or practices"
tụy	bukspottkörteln	"(term should be ""tận tụy"") devoted (adj.)"
tủ	skåp	shelf
tủi	dålig	humiliated
tủy	märg	spine
tức	omedelbar	i.e.
từ	från	from
từng	någonsin	each
tử	död	lion (su tu)
tửu	alkoholtolerans	wine
tự	själv	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	titel	lean
tựu	prestationer	achievement
tỵ	orm	the han name for the year of the snake, according to the chinese zodiac
tỷ	miljard	billion
u	u	tumor
ua	ua	ua
uae	uae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	uh	uh
uk	storbritannien	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	fn	(proper noun) un, as in chung un chan of korea
und	und	und
under	under	under
unesco	unesco	unesco
ung	rutten	cancer
unicorn	enhörning	unicorn
unit	enhet	unit
unix	unix	unix
up	posten	up
ural	ural	ural, as in the ural mountains
urani	uran	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruguay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	uyghur	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyen	scholarly
uyển	eufemism	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	uzbekistan	uzbekistan
uông	uong	uong
uất	uat	busy
uốn	curling	to curl (v.)
uống	att dricka	to drink
uổng	slöseri	vain
v	v	v
va	va	collide
vaccine	vaccin	vaccine
vai	axel	shoulder
valencia	valencia	valencia
valentine	valentine	valentine
valley	dal	valley
van	ventil	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	låna	borrow
vectơ	vektor	vector
ven	längs	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	venus	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	därför att	behavior
viagra	viagra	viagra
victor	segrare	(proper noun) victor
victoria	victoria	victoria, a province of australia
vienna	wien	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	viking	viking
villa	villa	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginia	(proper noun) virginia, as in the state
virus	virus	virus
virút	virus	virus
vissarionovich	vissarionovitj	vissarionovich
vista	perspektiv	vista, as in windows vista
vitamin	vitamin	vitamin
vitruvius	vitruvius	vitruvius
viz	nämligen	(proper noun) viz
viêm	inflammation	inflammation
viên	tabletter	member
viêng	viang	vientiane
viêt	skrivande	vietnam
viếng	besök	visit
viết	skriva	write
việc	jobb	thing
viện	inleda	institute
việt	vietnam	viet
việtmường	vietnamesiska muong	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	elefanter	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	volfram	wolfram
vong	förluster	injured
voyager	voyager	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	kung	king
vui	roligt	happy
vulcan	vulcanus	vulcan
vuông	fyrkant	square
vuốt	klo	stroke
vv	etc.	etc.
vy	vy	vy
vyacheslav	vyacheslav	vyacheslav
và	och	and
vài	få	several
vàm	vm	the mouth of a rivulet (n.)
vàng	gul	gold
vành	fälg	coronary
vào	in i	into
vá	lappa	patchy
vác	bärande	to shoulder (v.)
vách	vägg	wall
vái	ja	some
ván	planka	game
váng	avskum	film
váy	klänning	skirt
vân	så vidare	"(term should be ""vân vân"") et cetera"
vây	fena	encircle
vã	forcerat	rush
vãi	skit	to release
vãn	skåpbil	save
vè	kissa	to glance slyly (v.)
vé	biljett	ticket
vét	muddra	plunder
vê	handla om	tremolo
vì	därför att	because
ví	plånbok	example
vía	plånbok	soul
vít	skruva	screw
vò	skrynkliga	jar
vòi	slang	tap
vòm	tak	upper jaw
vòng	ringa	around
vó	hoooo	hooves
vóc	storlek	"(should be ""vóc sương"") dew-like or delicate"
vô	nej	"(term should be ""vô số"") countless (adj.)"
vôi	kalk	limestone
võ	krigisk	martial arts (n.)
võng	hängmatta	hammock
vùi	begravd	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	område	region
vú	bröst	breast (n.)
vút	stigande	"entire term should be ""cong vut""; extreme curling"
văn	litteratur	culture
văng	stänk	a name
vĩ	bra	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	permanent	ving
vũ	vu	armed
vũng	pöl	vung
vơ	hjälplös	lost
vơi	med	ullage
vưu	vuu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	nå	reach
vương	kung	kingdom
vướng	intrasslad	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	trädgård	garden
vượn	apor	gibbon
vượt	passera	to overcome
vạ	så	unfortunate problem
vạc	kittel	cauldron
vạch	bar	bar
vại	burk	jar
vạn	tio tusen	thousand
vạng	skymning	twilight
vả	fikon	hard
vải	tyg	fabric
vảy	skalor	scale
vấn	råd	vấn đề= problem
vấp	snubblade över	stumble
vất	kasta iväg	hard
vần	rim	spell
vầng	halo	moon (vang trang)
vẩn	fortfarande	wander
vẩy	flingor	scale
vẫn	fortfarande	still
vẫy	vinka	wave
vận	förmögenhet	active
vắc	vaccin	vaccine
vắcxin	vaccin	vaccine
vắn	kort	short
vắng	frånvarande	absent
vặn	skruva	to twist (v.)
vặt	classifieds	odd
vẹn	integritet	complete
vẹt	papegojor	parrots
vẽ	målning	draw
vết	lappa	wound
vểnh	abborre	warping
vệ	försvar	"(term should be ""bảo vệ"") to defend (v.)"
vệt	ränder	streak
vỉa	sömmar	"(term should be ""vỉa hè"") sidewalk"
vịnh	vik	bay
vịt	anka	duck
vọng	hoppas	"(term should be ""hy vọng"") hope (n.)"
vọt	raket	to spurt out (v.)
vỏ	bark	shell
vồ	maul	"(term should be ""gạch vồ"") a type of brick"
vỗ	klappa	to clap
vội	skynda	hurriedly (adv.)
vớ	strumpor	"(term should be ""vớ vẩn"") silly (adj.)"
với	med	to
vớt	fisk	salvage
vờ	låtsas	"(term should be ""giả vờ"") to pretend (v.)"
vời	bra	wonderful
vở	anteckningsbok	"(term should be ""vở kịch"") a play"
vỡ	bruten	break
vợ	fru	wife
vụn	pommes frites	debris
vụng	klumpig	covert
vứt	kasta iväg	throw away
vừa	passa	just (adv.)
vừng	sesam	sesame (n.)
vững	fast	firm (adj.)
vực	fält	place
vựng	ordförråd	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	så	majestic
w	w	w
wa	wa	wa
walt	walt	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	glåmig	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	vill	wanna
warren	warren	a name
warsaw	warsaw	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	washington	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	watergate	watergate
waterloo	waterloo	(proper noun) waterloo
waters	vattnen	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	webblogg	weblog
webmail	webmail	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	brunnar	wells, as in author orson wells
welsh	welsh	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	wester	westermarck
western	västra	western
westlife	westlife	westlife
westview	westview	westview, as in westview press
wheeler	wheeler	a name
widener	breddare	widener
wien	wien	wien
wiener	wiener	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	books	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	vild	wild
wilder	vildare	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	willardromney	willard
wimbledon	wimbledon	wimbledon
windows	fönster	windows
winer	winer	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	inom	within
without	utan	without
wolfgang	wolfgang	wolfgang
won	vann	won
wong	wong	wong
woodrow	woodrow	woodrow
woods	trän	(proper noun) woods, as in tiger woods
would	skulle	would
wrestling	brottning	wrestling
wright	wright	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	långt	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	blå	green
xao	slapp	xôn xao = chatting
xay	slipa	grind
xe	bil	a car (n.)
xem	ser	watch
xen	xen	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	snälla du	please
xinh	skön	beautiful
xiv	xiv	fourteenth
xiêm	siamese	(proper noun) xiêm, or siam
xiên	luta	oblique
xiêu	xiao	soften
xiếc	cirkus	circus
xiết	spänna	to twist tightly (v.)
xiềng	fjättrar	chain
xo	puss kram	spring
xoa	gnugga	massage
xoay	sväng	turn
xong	skicklig	completed
xoàng	medelmåttig	mediocre
xoá	radera	delete
xoáy	virvel	vortex
xoắn	vriden	coiled
xu	mynt	trend
xua	skingra	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	olycklig	incite
xuka	xuka	xuka
xum	frodig	a name
xuyên	genomträngande	frequently
xuyến	armband	manage
xuân	vår	spring
xuâncông	vår	xuan public
xuôi	sopas	down
xuất	exportera	ejaculate
xuấtnhập	export import	import/export
xuống	ner	down
xuồng	kanot	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	spendera	use
xào	fritera	stir fry
xách	handväska	to carry by the handle (v.)
xám	grå	ustox
xán	friterad	"(term should be ""xán lạn"") bright (adj.)"
xáo	störning	chaos
xát	gnuggning	touch
xâm	tatuerade	invasion
xâu	sträng	string
xây	bygga	build
xã	kommun	society
xãy	ombytlig	occur
xèo	xeo	xeo
xé	riva	tear
xén	beskärning	"(term should be ""biếu xén"") to gift (v.)"
xéo	strömningar	diagonally (adv.)
xét	överväga	examine
xê	flytta	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	fisa	scandal
xìu	fisa	to become flaccid (v.)
xí	fabrik	factory (xi nghiep)
xít	fascinerande	nazi
xíu	mycket liten	small
xòe	spridning	spread
xóa	radera	clear
xói	erosion	erode
xóm	grannar	village
xót	barmhärtighet	mercy
xô	knuff	soviet
xôi	klibbigt ris	pierce
xôn	vispa	tumultuous
xông	forcerat	rush
xôphần	skopan	soviet-poland
xôviết	sovjetunionen	soviet
xù	ruggig	gigantic
xú	oförskämd	xu
xúc	kontakt	touch
xúi	inducera	induce
xăm	tatuering	"(term should be ""xa xăm"") far away (adj.)"
xăng	bensin	gasoline
xơ	fiber	xo
xưa	gammal	old
xưng	bekänna	"(should be ""tự xưng"") self-proclaimed"
xương	ben	bone (n.)
xước	repig	scratch
xướng	kör	provoke
xưởng	verkstad	workshop
xạ	strålning	"(term should be ""phản xạ"") to reflect"
xả	ansvarsfrihet	release
xảo	listig	detailed
xảy	inträffa	happen
xấp	ungefär	approximate
xấu	dålig	bad
xẩm	lurvig	a type of traditional vietnamese singing
xẩy	inträffa	occur
xắt	tärningar	cut
xẻo	olycklig	cut off
xếp	vikta	rank
xỉ	slagg	approximately
xỉa	flock	to pick (v.)
xỉu	svag	to faint
xốc	chock	to lift up (v.)
xốp	frigolit	porous
xổ	lotta ut	rush into
xộn	rörig	messy
xứ	landa	native
xứng	värdig	appropriate
xử	behandla	judge
y	y	medical
y=fracsin	y = fracsin	a function
ya	ya	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	yakushima	yakushima
yalta	yalta	(proper noun) yalta
yankee	yankee	(proper noun) yankee
yard	gård	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	yeltsin	yeltsin, as in boris yeltsin
yemen	jemen	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	yo	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	york	york
yorker	yorker	yorker
yorkshire	yorkshire	yorkshire
youtube	youtube	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	yu	yu
yuan	yuan	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	yuri	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	jurta	yurt
yên	yen	peace or stillness (n.)
yêu	att älska	love
yếm	overall	tender
yến	fågelbo	a type of swallow (n.)
yết	lista	yet
yếu	svag	mainly
yểm	omslag	support
yển	yen	"is a name meaning, ""bird"""
yểu	härlig	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	zambia	(proper noun) zambia, as in the nation
zealand	zealand	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	noll	zero
zeus	zeus	zeus
zheng	zheng	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	zinedine	(proper noun) zinedine
zing	fart	zing, as in the website
zoe	zoe	zoe
zurich	zurich	(proper noun) zurich
zürich	zurich	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| flyter	"(term should be ""nổi"") to float (v.)"
|petya	| petya	(proper noun) petya
|tên	| namn	"(should be ""tên"") name (n.)"
|việt	vietnamesisk	vietnam
 kg	kg	kg
 triệu	miljon	million
 °c	° c	degrees celsius
°đến	° till	up to
°độ	° grader	degree
×	×	x
ào	wow	rush
á	asiatiska	asia
ác	ondska	evil
ách	ok	yoke (n.)
ái	begär	ai
ám	gör	(with the word chi) to hint at
ánh	lyster	light
áo	skjorta	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	tryck	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aoi	eurasian
â	â	a vietnamese vowel sound
âm	minus-	vagina
ân	förmån	deed
én	sväljer	swallow
ép	pressa	press
êgê	ego	aegean
êm	slät	smooth
ích	användbar	benefit
ílam	ilam	tamil language name for the island of sri lanka
ít	liten	less
île	île	Île, as in Île de la cité, france
îledefrance	île-de-france	ile-de-france
ðiều	artikel	article
ðài	dai	taiwan
ðường	socker	a road
ðảng	fest	party
ðức	tyskland	"Đức, a common vietnamese first name; means ""virtue"""
ó	o	(with the word la) to boo down
óc	hjärna	brain
óng	regnbågsskimrande	"(term should be ""óng ả"") flexible"
ôi	åh	"vietnamese version of the exclamation ""oh"""
ôm	kram	hug
ôn	måtta	peaceful (on hoa)
ông	han	a man (n.)
ôtô	bil	car
ôxi	syre	oxygen
ôxy	syre	the element oxygen (n.)
ôxít	oxid	oxide
ôzôn	ozon	ozone
ùn	sylt	congest
úng	vattendränkt	flood
úp	ansiktet nedåt	upside
úy	löjtnant	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	italien	italian
ăn	äta	eat
ăng	myra	antenna
ăngten	antenn	antenna
đa	mång	majority
đai	band	"(term should be ""Đai khố"") name of a village"
đak	dak	(proper noun) Đak
đan	sticka	scandal
đau	smärta	painful
đay	jute	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	db	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
đe	städ	threaten
đem	föra	to bring (v.)
đen	svart	black
đentrắng	svartvitt	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	ha på sig	wear
đh	djh	university
đhcn	đcn	university of industry
đhtm	dhtm	university of economics
đhông	öst	dhong
đi	gå	go
điên	galen	crazy
điêu	sak	sculpture
điôxít	dioxid	dioxide
điạ	da	dia
điếc	döv	heron
điếu	cigarett	funeral oration
điềm	tecken	omen
điền	fylla	estate
điều	sak	control
điểm	punkt	bearing point
điển	ordbok	"(term should be ""từ điển"") a dictionary"
điểu	knulla	thing
điệp	budskapet	spy
điệu	tona	memorial
đo	mäta	measure
đoa	doa	doa
đoan	grupp	extreme
đom	eldflugor	firefly
đoài	mango	the west
đoàn	grupp	an organization or group (n.)
đoái	utbyta	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	paragraf	a stage or phase (n.)
đt	tel	training
đtđ	mobiltelefon	diabetes
đua	lopp	emulate
đui	blind	blind
đun	värme	cook
đuôi	svans	tail
đuốc	fackla	a torch
đuối	drunkning	drowning
đuống	stam	(proper noun) Đuống, the name of a river
đuổi	jaga	pursue
đài	radio	statue
đàm	samtal	negotiation
đàn	besättning	musical instrument
đàng	ja	side
đào	gräv	train
đày	exil	exile
đá	sten	to kick
đái	kissa	pee
đám	grupp	dam
đán	dan	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	värde	deserve
đáo	unik	unique
đáp	svar	response
đát	landa	"(term should be ""bi đát"") lamentable (adj.)"
đâm	hugg	pierce
đâu	var	anywhere
đây	här	below
đã	är redan	already
đãi	behandla	"(should be ""bạc đãi"") to ill-treat"
đãng	liderlig	dissolute
đè	åsidosätta	to press on
đèn	lampa	light
đèo	passera	a mountain pass (n.)
đê	dike	a dike (n.)
đêm	natt	night
đênh	bock	lênh đênh= float to unknown
đích	destination	goal
đính	bifogad	attached (adj.)
đò	färja	a ferry (n.)
đòi	krav	require
đòn	blåsa	welcome
đó	där	that or there (adv.)
đóa	nah	"(term should be ""đoá hoa"") a flower bloom"
đói	hungrig	hungry
đón	plocka upp	welcome
đôi	dubbel-	sometimes
đôla	dollar	dollar
đôn	piedestal	london
đông	brons	eastern
đôngbắc	nordost	north-east
