$ tỉ	miliarde de dolari	$ billion
tinthị	tinthị	file: town
tirol	tirol	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	televiziune	television
tizard	tizard	(proper noun) tizard
tiên	primul	first
tiêu	piper	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	regret	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	nătărău	seize
tiến	sus	operate
tiếng	limba	language
tiết	secreţie	abstinence/intensity
tiếu	nătărău	"(should be ""đàm tiếu"") to sneer"
tiềm	potenţial	potential
tiền	bani	money (n.)
tiều	rahat	(proper noun) the name of a poet
tiểu	pee	tiểu sử= biography
tiễu	domnule liu	patrol
tiệc	sărbătoare	party
tiệm	magazin	shop
tiện	convenabil	mean
tiệp	ceh	gustav franck
tiệt	dracului	sterilize
tncs	ctn	communist youth union
tngt	tngt	traffic accidents
tnhh	limitat	limited
toang	toang	fast
tobago	tobago	tobago
toei	toei	toei
tokugawa	tokugawa	tokugawa
tokyo	tokyo	tokyo, the capital of japan
tokyopop	tokyopop	tokyopop
tomas	tomas	(proper noun) tomas
tommy	răcan	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	top	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	turism	tourism
tourist	turist	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	curte	office
toàn	sigur	entire or whole (adj.)
toán	matematica	team
toát	bun	to exude or emit, as in sweat (v.)
toạ	coordonatele	locate
toại	la	satisfaction
toả	radia	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	oraș	city ho
tpvĩnh	oraș	vinh city
tqlc	tqlc	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafford	trafford in greater manchester
trai	midii	boy
trang	pagină	a page (n.)
tranh	poze	to compete (v.)
trao	înmânat	reward
trau	trau	polish
tre	bambus	bamboo (n.)
treo	atârna	hang
tri	tri	tri
tribune	tribună	a name
trinh	virgin	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	treime	trinity
tristan	tristan	tristan
triết	filozofie	philosophy
triền	trien	"(should be ""triền miên"") endless"
triều	maree	court
triện	sigiliu	stamp
triệt	complet	completely
triệu	milion	a million
tro	frasin	ashes
troia	troia	troy
trondheim	trondheim	trondheim
trong	în	inside (adv.)
true	adevărat	true
truman	truman	(proper noun) truman
trung	mijloc	"(term should be ""trung gian"") agent (n.)"
trungnhật	onestitate	china-japan
truong	truong	truong
truyên	truyen	story
truyện	poveste	story
truân	truân	arduous
truất	detractori	cancel
truởng	şef	leader (n.)
truỵ	minciună	depraved
trà	ceai	tea (n.)
tràm	cajuput	melaleuca
tràng	colon	"entire term should be ""truc trang""; means ""rectum"""
trào	erupţie	movement
trác	trac	trac
trách	vină	blame
trái	stânga	against
trán	frunte	forehead
tráng	acoperit	to coat (v.)
tránh	evita	to avoid (v.)
tráo	în mod fraudulos	tráo trở= liar/betrayal/treacherous
tráp	cutie	casket
trát	mandat	pile
trâm	broşă	a type of elegant hairpin (n.)
trân	toate cele bune	respect
trâu	bivol	a last name
trãi	risipit	trai
trèo	a urca	climb
trên	pe	above
trình	trimite	process
trí	minte	intellectual
trích	extras	to extract (v.)
trò	truc	role
tròn	rundă	rounding
trói	legat	tie
trôi	drifting	afloat
trông	arată	look
trùm	șef	cover
trùng	coincide	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	îmbarcare	residence
trúc	bambus	structure
trăm	sută	hundred
trăn	piton	"(term should be ""trăn trở"") to ponder (v.)"
trăng	lună	moon
trĩ	hemoroizi	hemorrhoids
trũng	scufundat	medium
trơ	inert	bare
trơn	alunecos	slippery (adj.)
trư	tru	a pig (n.)
trưa	amiază	noon (n.)
trưng	rechiziție	symbolic
trưngcông	expus	truongcong
trương	truong	policy
trước	inainte de	front
trước 	inainte de	front
trướng	expansiune	expand
trườn	crawl	crawl
trường	şcoală	case
trượng	caduceu	a unit of length used in vietnam equal to 4 meters (n.)
trượt	a aluneca	slide
trạch	trach	ze
trại	tabără	camp
trạm	statie	station
trạng	condiție	situation
trạo	tao	trao
trả	a plati	to return
trải	acoperi	spread
trảm	cajuput	beheaded
trảo	macete	trao
trấn	oraș	town
trấu	coajă de orez	rice skin
trầm	adâncime	depression
trần	neizolat	tran
trầu	betel	trầu
trầy	zgâriat	scratch
trẩy	sări	pilgrimage
trẫm	eu sunt	i
trận	meci	battle
trật	dislocat	order
trắc	biometriei	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	alb	white
trặc	sughiţ	"entire phrase is ""truc trac""; means ""problem"""
trẻ	tineri	youth
trễ	târziu	late
trệ	stagnant	bamboo
trị	tratament	cure
trịnh	zigzag	trịnh, a vietnamese last name
trọ	han	motel
trọn	deplin	whole
trọng	important	serious
trỏ	indicii	index
trối	final	last words
trốn	ascunde	to hide
trống	gol	in
trồi	în curs de dezvoltare	to emerge (v.)
trồng	se dezvolta	plant
trổ	spectacol	to burst open or display
trỗi	apariție	rise
trội	dominant	better
trộm	hoți	theft
trớn	mângâiere	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	dumnezeu	sun
trợ	a sustine	support
trụ	birou	universe
trục	axă	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	gol	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	ou	egg
trừ	minus	except
trừng	orbi	punish
trừu	oaie	abstract
trữ	depozitare	reserve
trực	la datorie	direct
ts	ts	phd
tt	tt	news
tua	tentacul	fringe
tucker	fălțuit	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tukhachevsky	(proper noun) tukhachevsky
tulip	lalea	tulip
tum	tum	tum
tung	arunca	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	toscan	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	in orice caz	however
tuyên	declara	"(should be ""tuyên ngôn"") a declaration"
tuyết	zăpadă	snow (n.)
tuyền	tuyen	tuyen
tuyển	recrutare	recruit
tuyệt	grozav	excellent (adj.)
tuân	supuneti	comply
tuông	culoare	jealous
tuý	tuyý	drug
tuần	săptămână	week
tuế	minnows	years
tuệ	înţelepciune	intelligence
tuốc	jumulirii	turbine
tuổi	de ani	age
tuộc	caracatiță	octopus
tuột	aluneca	slip
tuỳ	facultativ	depend
tv	televiziune	tv
tvb	tvb	tvb
twin	geamăn	twin
twitter	stare de nervozitate	twitter
ty	multumesc	company
type	tip	type
typhon	typhon	typhon
tà	rău	we
tài	avere	talent (n.)
tàn	cenusa	dying
tàng	muzeu	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	navă	ship
tá	duzină	"(term should be ""thiếu tá"") major (n.)"
tách	ceașcă	to separate
tái	re	return
tám	opt	eight
tán	baldachin	support
tánh	tanh	life
táp	atingeți	to lap at (v.)
táu	vinovat	ashton
tâm	centru	tâm
tâu	lordul meu	peach
tây	vest	western
tâynam	westnam	"(should be ""tây-nam"") southwest"
tã	scutece	diaper
tét	ţipăt	tet
tê	amorțit	numb
tên	nume	name (n.)
tì	splină	to lean on (v.)
tìm	găsi	find
tìmdiệt	căutare	find-kill
tình	dragoste	sex
tía	violet	dad
tích	produs	"(term should be ""tích cực"") to be zealous (adv.)"
tím	violet	purple
tín	credite	"(entire term should be ""tín dụng"") credit"
tít	titlu	"(term should be ""tít mù"") very far away (adv.)"
tò	curiozitate	curious
tòa	curte	a court
tòi	chestie	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	tong	tòng, a last name
tóm	compendiu	summary
tô	castron	car
tôi	eu	i
tôm	crevetă	shrimp
tôn	ondulat	venerate
tông	carton	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	închisoare	prison
tùng	de rezervă	tung
tùy	facultativ	depend on
túc	suficienta	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	geantă de mână	pocket
túm	apuca	catch
túng	incomod	confuse
túp	colibă	hut
túy	medicament	"(term should be ""thuần túy"") pure (adj.)"
tý	şobolan	mouse, as in year of the mouse
tăm	scobitoare	"(term should be ""tiếng tăm"") reputation"
tăng	crește	increase
tĩnh	static	calm
tơi	eu	ragged
tư	din	posture
tưng	tremurător	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	proaspăt	fresh
tương	asemănător	"(term should be ""tương tự"") to be similar to"
tước	stripping	title (n.)
tưới	udare	irrigation
tướng	general	prime minister (thu tuong)
tường	perete	"a common vietnamese first name; means ""wall"""
tạ	halteră	weight
tạc	sculpt	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	în	survival
tạm	temporar	temporary
tạo	crea	create
tạp	revistă	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	descriere	describe
tản	destrăbălare	disperse
tảng	platformă	platform
tấc	inch	inch
tấm	farfurii	mirror
tấn	tonă	tan
tấp	tras	crowded
tất	șosete	all
tấu	instrumental	tau
tầm	jocuri	range or extent (n.)
tần	frecvență	"(term should be ""tần số"") frequency (n.)"
tầng	podea	layer
tầu	tren	ship
tẩm	impregnata	soak
tẩy	radieră	to bleach
tận	sfârșit	dedicated
tật	incapacitate	disease
tắc	întrerupătoare	priciple
tắm	duș	bathing
tắt	opriți	initial
tặc	hackeri	"(term should be ""hải tặc"") a pirate (n.)"
tặng	donează	donate
tẻ	monotonie	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	punct de vedere economic	economy - society
tề	qi	tidy
tể	domnule	lord
tệ	rău	bad
tệp	fişier	file
tỉa	tunde	"(term should be ""bắn tỉa"") to snipe"
tỉnh	provincia	province
tị	invidie	refugee
tịch	președintele	"(""chủ tịch"") president or chairman"
tọa	coordonatele	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	exprimate	to
tỏa	radia	radiate
tỏi	usturoi	garlic
tốc	viteză	speed
tốn	cost	to cost (v.)
tống	escorta	dispose
tốp	grup	top
tốt	bun	good
tồi	rău	bad
tồn	exista	exist
tổn	rănit	damage
tổng	total	president
tộc	clan	"(term should be ""dân tộc"") a race or people"
tội	păcat	crime
tột	extrem	extreme
tớ	pe mine	servant
tới	următor →	to the point
tờ	foaie	paper/document
tởm	dezgustător	disgusting
tục	profan	"(term should be ""tập tục"") customs or practices"
tụy	pancreas	"(term should be ""tận tụy"") devoted (adj.)"
tủ	dulapuri	shelf
tủi	rău	humiliated
tủy	măduvă	spine
tức	clipă	i.e.
từ	din	from
từng	vreodată	each
tử	moarte	lion (su tu)
tửu	toleranța la alcool	wine
tự	de sine	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	titlu	lean
tựu	realizări	achievement
tỵ	şarpe	the han name for the year of the snake, according to the chinese zodiac
tỷ	miliard	billion
u	u	tumor
ua	ua	ua
uae	uae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	uh	uh
uk	regatul unit	uk
ukiyoe	ukiyo-e	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	onu	(proper noun) un, as in chung un chan of korea
und	und	und
under	sub	under
unesco	unesco	unesco
ung	putred	cancer
unicorn	inorog	unicorn
unit	unitate	unit
unix	unix	unix
up	ups	up
ural	ural	ural, as in the ural mountains
urani	uraniu	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruguay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	uigur	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyen	scholarly
uyển	eufemism	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	uzbekistanul	uzbekistan
uông	uong	uong
uất	uat	busy
uốn	curling	to curl (v.)
uống	a bea	to drink
uổng	irosirea	vain
v	v	v
va	va	collide
vaccine	vaccin	vaccine
vai	umăr	shoulder
valencia	valencia	valencia
valentine	aleasă a inimii	valentine
valley	vale	valley
van	supapă	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	împrumuta	borrow
vectơ	vector	vector
ven	de-a lungul	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	venus	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	shv	vhs
vi	pentru că	behavior
viagra	viagra	viagra
victor	victor	(proper noun) victor
victoria	victoria	victoria, a province of australia
vienna	viena	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	viking	viking
villa	vilă	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginia	(proper noun) virginia, as in the state
virus	virus	virus
virút	virus	virus
vissarionovich	visarionovici	vissarionovich
vista	perspectivă	vista, as in windows vista
vitamin	vitamină	vitamin
vitruvius	vitruviu	vitruvius
viz	anume	(proper noun) viz
viêm	inflamaţie	inflammation
viên	tablete	member
viêng	viang	vientiane
viêt	scris	vietnam
viếng	vizita	visit
viết	scrie	write
việc	loc de munca	thing
viện	institut	institute
việt	vietnam	viet
việtmường	muong vietnamez	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	elefanți	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	tungsten	wolfram
vong	victime	injured
voyager	voiajor	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	rege	king
vui	distracţie	happy
vulcan	vulcanian	vulcan
vuông	pătrat	square
vuốt	gheară	stroke
vv	etc.	etc.
vy	vy	vy
vyacheslav	viaceslav	vyacheslav
và	și	and
vài	puțini	several
vàm	vm	the mouth of a rivulet (n.)
vàng	galben	gold
vành	buză	coronary
vào	în	into
vá	plasture	patchy
vác	transport	to shoulder (v.)
vách	perete	wall
vái	da	some
ván	scândură	game
váng	gunoi	film
váy	rochie	skirt
vân	curând	"(term should be ""vân vân"") et cetera"
vây	aripioară	encircle
vã	s-au grabit	rush
vãi	rahat	to release
vãn	dubă	save
vè	pee	to glance slyly (v.)
vé	bilet	ticket
vét	dragat	plunder
vê	despre	tremolo
vì	deoarece	because
ví	portofel	example
vía	portofel	soul
vít	şurub	screw
vò	necălcat	jar
vòi	furtun	tap
vòm	acoperiş	upper jaw
vòng	inel	around
vó	hoooo	hooves
vóc	mărimea	"(should be ""vóc sương"") dew-like or delicate"
vô	nu	"(term should be ""vô số"") countless (adj.)"
vôi	lămâie verde	limestone
võ	marțial	martial arts (n.)
võng	hamac	hammock
vùi	îngropat	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	regiune	region
vú	sân	breast (n.)
vút	soaring	"entire term should be ""cong vut""; extreme curling"
văn	literatură	culture
văng	stropi	a name
vĩ	grozav	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	in permanenta	ving
vũ	vu	armed
vũng	baltă	vung
vơ	neajutorat	lost
vơi	cu	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	a ajunge	reach
vương	rege	kingdom
vướng	încurcate	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	grădină	garden
vượn	maimuțele	gibbon
vượt	trece	to overcome
vạ	asa de	unfortunate problem
vạc	cazan	cauldron
vạch	bar	bar
vại	borcan	jar
vạn	zece mii	thousand
vạng	amurg	twilight
vả	fig	hard
vải	țesătură	fabric
vảy	cântare	scale
vấn	sfat	vấn đề= problem
vấp	împiedicat peste	stumble
vất	aruncă	hard
vần	rima	spell
vầng	aura	moon (vang trang)
vẩn	încă	wander
vẩy	fulgi	scale
vẫn	încă	still
vẫy	fluturand	wave
vận	avere	active
vắc	vaccin	vaccine
vắcxin	vaccin	vaccine
vắn	mic de statura	short
vắng	absent	absent
vặn	şurub	to twist (v.)
vặt	anunturi	odd
vẹn	integritate	complete
vẹt	papagali	parrots
vẽ	pictură	draw
vết	plasture	wound
vểnh	biban	warping
vệ	apărare	"(term should be ""bảo vệ"") to defend (v.)"
vệt	dungi	streak
vỉa	cusături	"(term should be ""vỉa hè"") sidewalk"
vịnh	dafin	bay
vịt	rață	duck
vọng	speranţă	"(term should be ""hy vọng"") hope (n.)"
vọt	skyrocket	to spurt out (v.)
vỏ	latra	shell
vồ	schilodi	"(term should be ""gạch vồ"") a type of brick"
vỗ	bate	to clap
vội	grabă	hurriedly (adv.)
vớ	șosete	"(term should be ""vớ vẩn"") silly (adj.)"
với	cu	to
vớt	peşte	salvage
vờ	pretinde	"(term should be ""giả vờ"") to pretend (v.)"
vời	grozav	wonderful
vở	caiet	"(term should be ""vở kịch"") a play"
vỡ	rupt	break
vợ	soție	wife
vụn	chipsuri	debris
vụng	neîndemânatic	covert
vứt	aruncă	throw away
vừa	potrivi	just (adv.)
vừng	susan	sesame (n.)
vững	firmă	firm (adj.)
vực	camp	place
vựng	vocabular	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	asa de	majestic
w	w	w
wa	wa	wa
walt	walt	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	spălăcit	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	vreau	wanna
warren	crescătorie de iepuri de casă	a name
warsaw	varşovia	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	washington	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	watergate	watergate
waterloo	waterloo	(proper noun) waterloo
waters	apă	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	weblog	weblog
webmail	webmail	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	puțuri	wells, as in author orson wells
welsh	velșă	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	westermarck	westermarck
western	vestic	western
westlife	viata de vest	westlife
westview	westview	westview, as in westview press
wheeler	wheeler	a name
widener	widener	widener
wien	wien	wien
wiener	cârnatul	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikimanuale	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimediei	wikimedia
wikitravel	wikitravel	a name
wild	sălbatic	wild
wilder	wilder	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	willard	willard
wimbledon	wimbledon	wimbledon
windows	ferestre	windows
winer	winer	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	în	within
without	fără	without
wolfgang	wolfgang	wolfgang
won	castigat	won
wong	wong	wong
woodrow	woodrow	woodrow
woods	pădure	(proper noun) woods, as in tiger woods
would	ati	would
wrestling	lupte libere	wrestling
wright	wright	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	departe	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	albastru	green
xao	flasc	xôn xao = chatting
xay	pisa	grind
xe	mașină	a car (n.)
xem	vedea	watch
xen	xen	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	vă rog	please
xinh	frumoasa	beautiful
xiv	xiv	fourteenth
xiêm	siamez	(proper noun) xiêm, or siam
xiên	pantă	oblique
xiêu	xiao	soften
xiếc	circ	circus
xiết	strânge	to twist tightly (v.)
xiềng	fier	chain
xo	xo	spring
xoa	freca	massage
xoay	rândul său,	turn
xong	realizat	completed
xoàng	mediocru	mediocre
xoá	șterge	delete
xoáy	bulboană	vortex
xoắn	răsucit	coiled
xu	monedă	trend
xua	risipi	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	ghinionist	incite
xuka	xuka	xuka
xum	luxuriant	a name
xuyên	piercing	frequently
xuyến	brățări	manage
xuân	primăvară	spring
xuâncông	primăvară	xuan public
xuôi	măturat	down
xuất	export	ejaculate
xuấtnhập	export import	import/export
xuống	jos	down
xuồng	canoe	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	x y	cylinder
xài	petrece	use
xào	prăji	stir fry
xách	geantă de mână	to carry by the handle (v.)
xám	gri	ustox
xán	prăjit	"(term should be ""xán lạn"") bright (adj.)"
xáo	tulburare	chaos
xát	frecare	touch
xâm	tatuat	invasion
xâu	şir	string
xây	construi	build
xã	comună	society
xãy	nestatornic	occur
xèo	xeo	xeo
xé	rupere	tear
xén	trunchiere	"(term should be ""biếu xén"") to gift (v.)"
xéo	la o parte	diagonally (adv.)
xét	considera	examine
xê	mișcare	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	bășina	scandal
xìu	bășina	to become flaccid (v.)
xí	fabrică	factory (xi nghiep)
xít	fascinant	nazi
xíu	minuscul	small
xòe	răspândire	spread
xóa	şterge	clear
xói	eroziune	erode
xóm	vecini	village
xót	milă	mercy
xô	îmbrânci	soviet
xôi	orez lipicios	pierce
xôn	agitație	tumultuous
xông	s-au grabit	rush
xôphần	secțiune cu găleată	soviet-poland
xôviết	uniunea sovietica	soviet
xù	ciufulit	gigantic
xú	nepoliticos	xu
xúc	a lua legatura	touch
xúi	induce	induce
xăm	tatuaj	"(term should be ""xa xăm"") far away (adj.)"
xăng	benzină	gasoline
xơ	fibră	xo
xưa	vechi	old
xưng	mărturisi	"(should be ""tự xưng"") self-proclaimed"
xương	os	bone (n.)
xước	zgâriat	scratch
xướng	cor	provoke
xưởng	atelier	workshop
xạ	radiație	"(term should be ""phản xạ"") to reflect"
xả	descărcare	release
xảo	viclean	detailed
xảy	avea loc	happen
xấp	aproximativ	approximate
xấu	rău	bad
xẩm	pletos	a type of traditional vietnamese singing
xẩy	avea loc	occur
xắt	zaruri	cut
xẻo	ghinionist	cut off
xếp	pliat	rank
xỉ	zgură	approximately
xỉa	puf	to pick (v.)
xỉu	slab	to faint
xốc	şoc	to lift up (v.)
xốp	styrofoam	porous
xổ	tombolă	rush into
xộn	murdar	messy
xứ	teren	native
xứng	vrednic	appropriate
xử	trata	judge
y	y	medical
y=fracsin	y = fracsin	a function
ya	ya	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	yakushima	yakushima
yalta	ialta	(proper noun) yalta
yankee	iancheu	(proper noun) yankee
yard	curte	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	elțîn	yeltsin, as in boris yeltsin
yemen	yemenul	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	yo	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	york	york
yorker	newyorkez	yorker
yorkshire	yorkshire	yorkshire
youtube	youtube	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	yu	yu
yuan	yuan	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	yuri	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	yurt	yurt
yên	yen	peace or stillness (n.)
yêu	a iubi	love
yếm	combinezoane	tender
yến	cuib de pasare	a type of swallow (n.)
yết	listare	yet
yếu	slab	mainly
yểm	acoperi	support
yển	yen	"is a name meaning, ""bird"""
yểu	minunat	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	zambia	(proper noun) zambia, as in the nation
zealand	zeelanda	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	zero	zero
zeus	zeus	zeus
zheng	zheng	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	zinedine	(proper noun) zinedine
zing	zing	zing, as in the website
zoe	zoe	zoe
zurich	zurich	(proper noun) zurich
zürich	zurich	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| plutește	"(term should be ""nổi"") to float (v.)"
|petya	| petya	(proper noun) petya
|tên	| nume	"(should be ""tên"") name (n.)"
|việt	| vietnamez	vietnam
 kg	kg	kg
 triệu	milion	million
 °c	° c	degrees celsius
°đến	° la	up to
°độ	° grade	degree
×	×	x
ào	wow	rush
á	asiatic	asia
ác	rău	evil
ách	jug	yoke (n.)
ái	sete	ai
ám	face	(with the word chi) to hint at
ánh	luciu	light
áo	cămaşă	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	presiune	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aoi	eurasian
â	a	a vietnamese vowel sound
âm	minus	vagina
ân	favoare	deed
én	inghite	swallow
ép	stoarce	press
êgê	ego-ul	aegean
êm	neted	smooth
ích	util	benefit
ílam	ilam	tamil language name for the island of sri lanka
ít	mic	less
île	île	Île, as in Île de la cité, france
îledefrance	île-de-france	ile-de-france
ðiều	articol	article
ðài	dai	taiwan
ðường	zahăr	a road
ðảng	parte	party
ðức	germania	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	creier	brain
óng	irizat	"(term should be ""óng ả"") flexible"
ôi	oh	"vietnamese version of the exclamation ""oh"""
ôm	îmbrăţişare	hug
ôn	moderare	peaceful (on hoa)
ông	el	a man (n.)
ôtô	mașină	car
ôxi	oxigen	oxygen
ôxy	oxigen	the element oxygen (n.)
ôxít	oxid	oxide
ôzôn	ozon	ozone
ùn	blocaje	congest
úng	îmbibat cu apă	flood
úp	fata in jos	upside
úy	locotenent	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	italia	italian
ăn	mânca	eat
ăng	furnică	antenna
ăngten	antenă	antenna
đa	multi	majority
đai	grup	"(term should be ""Đai khố"") name of a village"
đak	dak	(proper noun) Đak
đan	knit	scandal
đau	durere	painful
đay	iută	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	db	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
đe	nicovală	threaten
đem	aduce	to bring (v.)
đen	negru	black
đentrắng	alb-negru	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	purta	wear
đh	djh	university
đhcn	đcn	university of industry
đhtm	dhtm	university of economics
đhông	est	dhong
đi	merge	go
điên	nebun	crazy
điêu	lucru	sculpture
điôxít	bioxid	dioxide
điạ	da	dia
điếc	surd	heron
điếu	ţigară	funeral oration
điềm	semn	omen
điền	completati	estate
điều	lucru	control
điểm	punct	bearing point
điển	dicţionar	"(term should be ""từ điển"") a dictionary"
điểu	la dracu	thing
điệp	mesajul	spy
điệu	ton	memorial
đo	măsura	measure
đoa	doa	doa
đoan	grup	extreme
đom	licurici	firefly
đoài	mango	the west
đoàn	grup	an organization or group (n.)
