$ tỉ	$ biliwn	$ billion
thôi	dewch ymlaen	only
thông	gwybodus	"(term should be ""thông thường"") usual (adj.)"
thù	ffiw	"entire term should be ""ke thu""; means ""enemy"""
thùng	casgen	barrel
thùy	llabed	thuy
thú	diddorol	"(should be ""thích thú"") pleasurable"
thúc	diwedd	push
thúy	thuy	thuy
thăm	ymweld	visit
thăng	hyrwyddo	helicopter
thơm	persawrus	aromatic
thư	llythyr	"(term should be ""ung thư"") cancer (n.)"
thưa	annwyl	sparse
thương	cariad	love
thước	pren mesur	ruler
thường	yn aml	usually (adv.)
thưởng	gwobr	to reward (v.)
thược	thud	(proper noun) thược
thượng	uchaf	upper
thạc	meistri	master
thạch	jeli	rock or stone (n.)
thạnh	thanh	thanh
thạo	arbenigwr	fluent
thả	gollwng	"(term should be ""thả lỏng"") to let loose (v.)"
thải	gwastraff	waste
thảm	carped	carpet or rug (n.)
thản	tawel	calmly
thảo	thao	"(term should be ""hội thảo"") a workshop (n.)"
thấp	isel	low (adj.)
thấu	treiddiol	penetrate
thầm	yn ddistaw	"(term should be ""thì thầm"") to whisper (v.)"
thần	duw	"entire term should be ""tinh than""; means ""of the mind"""
thầy	athro	teacher (n.)
thẩm	rheithwyr	osmotic/leak
thẫm	tywyll	dark
thận	arennau	careful
thập	croes	tens
thật	wir	true (adj.)
thắm	petal	tham
thắn	a dweud y gwir	frank
thắng	ennill	win
thắngthua	wonthua	win-lose
thắp	ysgafn	light
thắt	clymu i fyny	tense
thằn	madfall	"entire term should be ""than lan""; means ""lizard"""
thằng	guy	a derogatory term for a man (n.)
thẳm	dwfn	"(term should be ""thăm thẳm"") extremely deep (adj.)"
thẳng	yn syth	horizontal
thặng	gwarged	surplus
thẹn	cywilydd	shameful
thẻ	cerdyn	card
thế	felly	"with word ""tu,"" means ""posture"" or ""a position"""
thếp	dur	steel
thề	ei dyngu	swear
thềm	silff	shelf
thể	fod	maybe
thỉnh	weithiau	"(term should be ""thỉnh thoảng"") occasionally"
thịnh	ffasiynol	prosperous
thịt	cig	meat (n.)
thọ	hirhoedledd	phu tho
thọc	pigiad	jab
thỏ	cwningen	rabbit
thỏa	cytundeb	"(term should be ""thoả thuận"") to come to an agreement (v.)"
thỏi	ingot	a bar (n.)
thối	wedi pydru	smelly
thốt	uttered	scream
thồ	pecyn	to transport via horse (v.)
thổ	ddaear	"(term should be ""lãnh thổ"") territory (n.)"
thổi	i chwythu	blow
thớt	bwrdd torri	sparse
thời	amser	period
thở	anadlu	breathe
thợ	gweithiwr	craftman
thụ	derbynnydd	"(term should be ""thụ thai"") to become pregnant"
thục	shu	(proper noun) a vietnamese first name
thụt	mewnoli	clyster
thủ	cysefin	masturbate
thủa	thua	during childhood
thủng	tyllu	having holes
thứ	pethau	no.
thức	deffro	way
thừa	diangen	redundant
thừng	rhaff	"(term should be ""thẳng thừng"") mercilessly"
thử	ceisiwch	try
thửa	parsel	square
thự	fila	mansion
thực	go iawn	perform
ti	ti	titov
tia	pelydrau	ray
tiananmen	tiananmen	tiananmen
tiara	tiara	tiara
tibet	tibet	(proper noun) tibet
tigris	tigris	tigris
tiliaceus	tiliaceus	hoa dam but
tim	galon	heart
timor	amserydd	timor
timothy	timothy	timothy
tin	credu	believe
tinbắc	neges	file bac
tincầu	pont dun	file bridge
tinh	blaned	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	tinhome	folder: house
tinsông	newyddion	file river
tinthị	degfedị	file: town
tirol	tirol	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	teledu	television
tizard	tizard	(proper noun) tizard
tiên	yn gyntaf	first
tiêu	pupur	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	yn anffodus	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	goofy	seize
tiến	ymlaen	operate
tiếng	oriau	language
tiết	secretion	abstinence/intensity
tiếu	goofy	"(should be ""đàm tiếu"") to sneer"
tiềm	potensial	potential
tiền	arian	money (n.)
tiều	cachu	(proper noun) the name of a poet
tiểu	pee	tiểu sử= biography
tiễu	liu	patrol
tiệc	parti	party
tiệm	salon	shop
tiện	cyfleus	mean
tiệp	tsiec	gustav franck
tiệt	ffycin	sterilize
tncs	tncs	communist youth union
tngt	tngt	traffic accidents
tnhh	cyfyngedig	limited
toang	toang	fast
tobago	tobago	tobago
toei	toei	toei
tokugawa	tokugawa	tokugawa
tokyo	tokyo	tokyo, the capital of japan
tokyopop	tokyopop	tokyopop
tomas	tomas	(proper noun) tomas
tommy	tommy	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	brig	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	twristiaeth	tourism
tourist	twristiaid	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	llys	office
toàn	yn ddiogel	entire or whole (adj.)
toán	mathemateg	team
toát	da	to exude or emit, as in sweat (v.)
toạ	cyfesurynnau	locate
toại	yn	satisfaction
toả	pelydru	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	ddinas	city ho
tpvĩnh	ddinas	vinh city
tqlc	tqlc	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafford	trafford in greater manchester
trai	cregyn gleision	boy
trang	tudalen	a page (n.)
tranh	lluniau	to compete (v.)
trao	dyfarnwyd	reward
trau	trau	polish
tre	bambŵ	bamboo (n.)
treo	hongian	hang
tri	tri	tri
tribune	tribune	a name
trinh	gwyryf	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	trinity	trinity
tristan	tristan	tristan
triết	athroniaeth	philosophy
triền	trien	"(should be ""triền miên"") endless"
triều	llanw	court
triện	sêl	stamp
triệt	yn drylwyr	completely
triệu	miliwn	a million
tro	lludw	ashes
troia	troia	troy
trondheim	trondheim	trondheim
trong	yn	inside (adv.)
true	wir	true
truman	truman	(proper noun) truman
trung	canol	"(term should be ""trung gian"") agent (n.)"
trungnhật	gonestrwydd	china-japan
truong	truong	truong
truyên	truyen	story
truyện	stori	story
truân	truân	arduous
truất	detractors	cancel
truởng	prif	leader (n.)
truỵ	celwydd	depraved
trà	te	tea (n.)
tràm	cajuput	melaleuca
tràng	colon	"entire term should be ""truc trang""; means ""rectum"""
trào	ffrwydrad	movement
trác	trac	trac
trách	bai	blame
trái	chwith	against
trán	talcen	forehead
tráng	gorchuddio	to coat (v.)
tránh	osgoi	to avoid (v.)
tráo	trwy dwyll	tráo trở= liar/betrayal/treacherous
tráp	casgedi	casket
trát	gwarant	pile
trâm	tlws	a type of elegant hairpin (n.)
trân	cofion gorau	respect
trâu	byfflo	a last name
trãi	gwasgaredig	trai
trèo	dringo	climb
trên	ymlaen	above
trình	cyflwyniad	process
trí	meddwl	intellectual
trích	dyfyniad	to extract (v.)
trò	gemau	role
tròn	rownd	rounding
trói	clymu i fyny	tie
trôi	drifftio	afloat
trông	edrych	look
trùm	bos	cover
trùng	cyd-daro	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	byrddio	residence
trúc	bambŵ	structure
trăm	cant	hundred
trăn	python	"(term should be ""trăn trở"") to ponder (v.)"
trăng	lleuad	moon
trĩ	hemorrhoids	hemorrhoids
trũng	suddedig	medium
trơ	anadweithiol	bare
trơn	llyfn	slippery (adj.)
trư	tru	a pig (n.)
trưa	hanner dydd	noon (n.)
trưng	ymholiad	symbolic
trưngcông	arddangos	truongcong
trương	truong	policy
trước	o&#39;r blaen	front
trước 	o&#39;r blaen	front
trướng	ehangu	expand
trườn	cropian	crawl
trường	ysgol	case
trượng	caduceus	a unit of length used in vietnam equal to 4 meters (n.)
trượt	slip	slide
trạch	trach	ze
trại	gwersyll	camp
trạm	gorsaf	station
trạng	cyflwr	situation
trạo	tao	trao
trả	talu	to return
trải	gorchudd	spread
trảm	cajuput	beheaded
trảo	machetes	trao
trấn	tref	town
trấu	husk reis	rice skin
trầm	bas	depression
trần	noeth	tran
trầu	betel	trầu
trầy	crafu	scratch
trẩy	bownsio	pilgrimage
trẫm	yr wyf	i
trận	yr ornest	battle
trật	dislocated	order
trắc	biometreg	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	gwyn	white
trặc	hiccup	"entire phrase is ""truc trac""; means ""problem"""
trẻ	ifanc	youth
trễ	byddwch yn hwyr	late
trệ	llonydd	bamboo
trị	triniaeth	cure
trịnh	phnh	trịnh, a vietnamese last name
trọ	tafarn	motel
trọn	llawn	whole
trọng	bwysig	serious
trỏ	awgrymiadau	index
trối	terfynol	last words
trốn	cuddio	to hide
trống	gwag	in
trồi	yn dod i&#39;r amlwg	to emerge (v.)
trồng	plannu	plant
trổ	sioe	to burst open or display
trỗi	ymddangosiad	rise
trội	dominyddol	better
trộm	lleidr	theft
trớn	annwyl	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	duw	sun
trợ	cefnogaeth	support
trụ	swyddfa	universe
trục	echel	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	noeth	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	wyau	egg
trừ	heblaw	except
trừng	llacharedd	punish
trừu	haniaethol	abstract
trữ	storio	reserve
trực	ar ddyletswydd	direct
ts	ts	phd
tt	tt	news
tua	pabell	fringe
tucker	tucker	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tukhachevsky	(proper noun) tukhachevsky
tulip	tiwlip	tulip
tum	tum	tum
tung	taflu	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	tuscan	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	fodd bynnag	however
tuyên	datgan	"(should be ""tuyên ngôn"") a declaration"
tuyết	eira	snow (n.)
tuyền	tuyen	tuyen
tuyển	recriwtio	recruit
tuyệt	gwych	excellent (adj.)
tuân	ufuddhau	comply
tuông	fflysio	jealous
tuý	tuyý	drug
tuần	wythnos	week
tuế	minnows	years
tuệ	doethineb	intelligence
tuốc	pluo	turbine
tuổi	oed	age
tuộc	octopws	octopus
tuột	llithro i ffwrdd	slip
tuỳ	dewisol	depend
tv	teledu	tv
tvb	tvb	tvb
twin	gefell	twin
twitter	twitter	twitter
ty	ty	company
type	math	type
typhon	typhon	typhon
tà	drwg	we
tài	ffortiwn	talent (n.)
tàn	lludw	dying
tàng	amgueddfa	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	llong	ship
tá	dwsin	"(term should be ""thiếu tá"") major (n.)"
tách	cwpan	to separate
tái	parthed	return
tám	wyth	eight
tán	canopi	support
tánh	tanh	life
táp	tap	to lap at (v.)
táu	euog	ashton
tâm	meddwl	tâm
tâu	fy arglwydd	peach
tây	gorllewin	western
tâynam	westnam	"(should be ""tây-nam"") southwest"
tã	diapers	diaper
tét	sgrech	tet
tê	ddideimlad	numb
tên	yr enw	name (n.)
tì	dueg	to lean on (v.)
tìm	dod o hyd	find
tìmdiệt	chwilio	find-kill
tình	cariad	sex
tía	porffor	dad
tích	cynnyrch	"(term should be ""tích cực"") to be zealous (adv.)"
tím	porffor	purple
tín	credydau	"(entire term should be ""tín dụng"") credit"
tít	pennawd	"(term should be ""tít mù"") very far away (adv.)"
tò	chwilfrydedd	curious
tòa	llys	a court
tòi	stwff	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	tong	tòng, a last name
tóm	compendiwm	summary
tô	bowlen	car
tôi	fi	i
tôm	berdys	shrimp
tôn	rhychog	venerate
tông	cardbord	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	carchar	prison
tùng	sbâr	tung
tùy	dewisol	depend on
túc	digonolrwydd	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	bag	pocket
túm	cydio	catch
túng	lletchwith	confuse
túp	cwt	hut
túy	cyffur	"(term should be ""thuần túy"") pure (adj.)"
tý	llygoden fawr	mouse, as in year of the mouse
tăm	pigyn dannedd	"(term should be ""tiếng tăm"") reputation"
tăng	cynyddu	increase
tĩnh	statig	calm
tơi	i.	ragged
tư	o	posture
tưng	sigledig	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	ffres	fresh
tương	tebyg	"(term should be ""tương tự"") to be similar to"
tước	tynnu	title (n.)
tưới	dyfrio	irrigation
tướng	cyffredinol	prime minister (thu tuong)
tường	wal	"a common vietnamese first name; means ""wall"""
tạ	barbell	weight
tạc	cerflun	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	yn	survival
tạm	dros dro	temporary
tạo	creu	create
tạp	cylchgrawn	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	disgrifiad	describe
tản	afradu	disperse
tảng	platfform	platform
tấc	modfedd	inch
tấm	platiau	mirror
tấn	tunnell	tan
tấp	tynnu	crowded
tất	sanau	all
tấu	offerynnol	tau
tầm	gemau	range or extent (n.)
tần	amledd	"(term should be ""tần số"") frequency (n.)"
tầng	llawr	layer
tầu	trên	ship
tẩm	trwytho	soak
tẩy	rhwbiwr	to bleach
tận	diwedd	dedicated
tật	anabledd	disease
tắc	switshis	priciple
tắm	cymryd bath	bathing
tắt	i ffwrdd	initial
tặc	hacwyr	"(term should be ""hải tặc"") a pirate (n.)"
tặng	rhoi	donate
tẻ	llwm	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	yn economaidd	economy - society
tề	qi	tidy
tể	mister	lord
tệ	drwg	bad
tệp	ffeil	file
tỉa	tocio	"(term should be ""bắn tỉa"") to snipe"
tỉnh	talaith	province
tị	cenfigen	refugee
tịch	llywydd	"(""chủ tịch"") president or chairman"
tọa	cyfesurynnau	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	wedi&#39;i fynegi	to
tỏa	pelydru	radiate
tỏi	garlleg	garlic
tốc	cyflymder	speed
tốn	cost	to cost (v.)
tống	hebrwng	dispose
tốp	gang	top
tốt	da	good
tồi	drwg	bad
tồn	bodoli	exist
tổn	brifo	damage
tổng	cyfanswm	president
tộc	clan	"(term should be ""dân tộc"") a race or people"
tội	trosedd	crime
tột	eithafol	extreme
tớ	fi	servant
tới	i	to the point
tờ	taflen	paper/document
tởm	ffiaidd	disgusting
tục	halogedig	"(term should be ""tập tục"") customs or practices"
tụy	pancreas	"(term should be ""tận tụy"") devoted (adj.)"
tủ	cypyrddau	shelf
tủi	drwg	humiliated
tủy	medulla	spine
tức	amrantiad	i.e.
từ	o	from
từng	yr un	each
tử	marwolaeth	lion (su tu)
tửu	yfed	wine
tự	hunan	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	teitl	lean
tựu	cyflawniadau	achievement
tỵ	neidr	the han name for the year of the snake, according to the chinese zodiac
tỷ	biliwn	billion
u	u	tumor
ua	ua	ua
uae	uae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	uh	uh
uk	uk	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	un	(proper noun) un, as in chung un chan of korea
und	und	und
under	dan	under
unesco	unesco	unesco
ung	ung	cancer
unicorn	unicorn	unicorn
unit	uned	unit
unix	unix	unix
up	ups	up
ural	ural	ural, as in the ural mountains
urani	wraniwm	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruguay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	uyghur	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyen	scholarly
uyển	ewffism	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	uzbekistan	uzbekistan
uông	uong	uong
uất	uất	busy
uốn	plygu	to curl (v.)
uống	i yfed	to drink
uổng	gwastraffu	vain
v	v	v
va	va	collide
vaccine	brechlyn	vaccine
vai	ysgwydd	shoulder
valencia	valencia	valencia
valentine	valentine	valentine
valley	cwm	valley
van	fan	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	benthyg	borrow
vectơ	fector	vector
ven	ven	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	argaen	venice
venus	gwythien	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	cy	behavior
viagra	viagra	viagra
victor	buddugwr	(proper noun) victor
victoria	victoria	victoria, a province of australia
vienna	fienna	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	fietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	viking	viking
villa	fila	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginia	(proper noun) virginia, as in the state
virus	firws	virus
virút	firws	virus
vissarionovich	vissarionovich	vissarionovich
vista	vista	vista, as in windows vista
vitamin	fitaminau	vitamin
vitruvius	vitruvius	vitruvius
viz	viz	(proper noun) viz
viêm	llid	inflammation
viên	tabledi	member
viêng	viang	vientiane
viêt	ysgrifennu	vietnam
viếng	ymweld	visit
viết	ysgrifennu	write
việc	gwaith	thing
viện	athrofa	institute
việt	fietnam	viet
việtmường	muong fietnam	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	eliffant	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	twngsten	wolfram
vong	anafusion	injured
voyager	mordaith	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	brenin	king
vui	hwyl	happy
vulcan	vulcan	vulcan
vuông	sgwâr	square
vuốt	crafangau	stroke
vv	ac ati.	etc.
vy	vy	vy
vyacheslav	vyacheslav	vyacheslav
và	a	and
vài	ychydig	several
vàm	vm	the mouth of a rivulet (n.)
vàng	aur	gold
vành	ymyl	coronary
vào	ymlaen	into
vá	clwt	patchy
vác	cario	to shoulder (v.)
vách	wal	wall
vái	ydw	some
ván	planc	game
váng	llysnafedd	film
váy	sgert	skirt
vân	yn y blaen	"(term should be ""vân vân"") et cetera"
vây	fin	encircle
vã	rhuthro	rush
vãi	cachu	to release
vãn	fan	save
vè	pee	to glance slyly (v.)
vé	tocynnau	ticket
vét	carthu	plunder
vê	am	tremolo
vì	oherwydd	because
ví	pwrs	example
vía	waled	soul
vít	sgriw	screw
vò	crychlyd	jar
vòi	pibell	tap
vòm	bwâu	upper jaw
vòng	rownd	around
vó	hoooo	hooves
vóc	physique	"(should be ""vóc sương"") dew-like or delicate"
vô	na	"(term should be ""vô số"") countless (adj.)"
vôi	calch	limestone
võ	ymladd	martial arts (n.)
võng	hamog	hammock
vùi	claddwyd	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	rhanbarth	region
vú	bronnau	breast (n.)
vút	soaring	"entire term should be ""cong vut""; extreme curling"
văn	postiwyd	culture
văng	sblash	a name
vĩ	gwych	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	yn barhaol	ving
vũ	vu	armed
vũng	pwdin	vung
vơ	ddiymadferth	lost
vơi	gyda	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	cyrraedd	reach
vương	brenin	kingdom
vướng	wedi ymgolli	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	gardd	garden
vượn	epaod	gibbon
vượt	pasio	to overcome
vạ	felly	unfortunate problem
vạc	crochan	cauldron
vạch	bar	bar
vại	tanc	jar
vạn	deng mil	thousand
vạng	cyfnos	twilight
vả	ffig	hard
vải	lliain	fabric
vảy	graddfeydd	scale
vấn	cyngor	vấn đề= problem
vấp	baglu	stumble
vất	taflu i ffwrdd	hard
vần	odl	spell
vầng	halo	moon (vang trang)
vẩn	o hyd	wander
vẩy	naddion	scale
vẫn	o hyd	still
vẫy	chwifio	wave
vận	ffortiwn	active
vắc	brechlyn	vaccine
vắcxin	brechlyn	vaccine
vắn	briff	short
vắng	yn absennol	absent
vặn	sgriw	to twist (v.)
vặt	dosbarthiadau	odd
vẹn	uniondeb	complete
vẹt	parotiaid	parrots
vẽ	tynnu	draw
vết	staen	wound
vểnh	clwyd	warping
vệ	amddiffyn	"(term should be ""bảo vệ"") to defend (v.)"
vệt	streaks	streak
vỉa	gwythiennau	"(term should be ""vỉa hè"") sidewalk"
vịnh	bae	bay
vịt	hwyaden	duck
vọng	gobeithio	"(term should be ""hy vọng"") hope (n.)"
vọt	skyrocket	to spurt out (v.)
vỏ	plisgyn	shell
vồ	mallet	"(term should be ""gạch vồ"") a type of brick"
vỗ	pat	to clap
vội	brysiwch	hurriedly (adv.)
vớ	sanau	"(term should be ""vớ vẩn"") silly (adj.)"
với	gyda	to
vớt	achubwyd	salvage
vờ	esgus	"(term should be ""giả vờ"") to pretend (v.)"
vời	gwych	wonderful
vở	llyfr nodiadau	"(term should be ""vở kịch"") a play"
vỡ	wedi torri	break
vợ	gwraig	wife
vụn	sglodion	debris
vụng	trwsgl	covert
vứt	taflu i ffwrdd	throw away
vừa	canolig	just (adv.)
vừng	sesame	sesame (n.)
vững	cadarn	firm (adj.)
vực	maes	place
vựng	geirfa	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	felly	majestic
w	w	w
wa	wa	wa
walt	walt	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	wan	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	eisiau	wanna
warren	cwningar	a name
warsaw	llong ryfel	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	washington	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	porth dŵr	watergate
waterloo	waterloo	(proper noun) waterloo
waters	dyfroedd	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	gweflog	weblog
webmail	gwe-bost	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	ffynhonnau	wells, as in author orson wells
welsh	cymraeg	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	gorllewin-orllewin	westermarck
western	gorllewinol	western
westlife	gorllewin bywyd	westlife
westview	westview	westview, as in westview press
wheeler	olwyn	a name
widener	lledydd	widener
wien	wien	wien
wiener	wiener	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikibooks	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	gwyllt	wild
wilder	yn wannach	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	willard	willard
wimbledon	wimbledon	wimbledon
windows	ffenestri	windows
winer	winer	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	o fewn	within
without	heb	without
wolfgang	wolfgang	wolfgang
won	ennill	won
wong	wong	wong
woodrow	rhych	woodrow
woods	coedydd	(proper noun) woods, as in tiger woods
would	fyddai	would
wrestling	reslo	wrestling
wright	wright	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	bell i ffwrdd	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	gwyrdd	green
xao	flabby	xôn xao = chatting
xay	malu	grind
xe	car	a car (n.)
xem	gwel	watch
xen	xen	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	os gwelwch yn dda	please
xinh	hardd	beautiful
xiv	xiv	fourteenth
xiêm	siamese	(proper noun) xiêm, or siam
xiên	gogwydd	oblique
xiêu	xiao	soften
xiếc	syrcas	circus
xiết	tynhau	to twist tightly (v.)
xiềng	hualau	chain
xo	xo	spring
xoa	rhwbiwch	massage
xoay	cylchdroi	turn
xong	wedi&#39;i wneud	completed
xoàng	cyffredin	mediocre
xoá	dileu	delete
xoáy	chwyrlio	vortex
xoắn	dirdro	coiled
xu	sent	trend
xua	chwalu	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	anlwcus	incite
xuka	xuka	xuka
xum	moethus	a name
xuyên	tyllu	frequently
xuyến	torso	manage
xuân	gwanwyn	spring
xuâncông	gwanwyn	xuan public
xuôi	ysgubo	down
xuất	allforio	ejaculate
xuấtnhập	allforio	import/export
xuống	i lawr	down
xuồng	canŵ	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	gwario	use
xào	wedi&#39;i sawsio	stir fry
xách	bag llaw	to carry by the handle (v.)
xám	llwyd	ustox
xán	ffrio	"(term should be ""xán lạn"") bright (adj.)"
xáo	aflonyddwch	chaos
xát	rhwbio	touch
xâm	tat	invasion
xâu	llinyn	string
xây	adeiladu	build
xã	commune	society
xãy	anwadal	occur
xèo	xèo	xeo
xé	rhwygo	tear
xén	cnydio	"(term should be ""biếu xén"") to gift (v.)"
xéo	aslant	diagonally (adv.)
xét	ystyried	examine
xê	symud	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	fart	scandal
xìu	fart	to become flaccid (v.)
xí	ffatri	factory (xi nghiep)
xít	yn ddiddorol	nazi
xíu	bach iawn	small
xòe	lledaenu	spread
xóa	dileu	clear
xói	erydiad	erode
xóm	cymdogion	village
xót	trugaredd	mercy
xô	bwced	soviet
xôi	reis gludiog	pierce
xôn	troi	tumultuous
xông	rhuthro	rush
xôphần	adran bwced	soviet-poland
xôviết	undeb sofietaidd	soviet
xù	ruffled	gigantic
xú	anghwrtais	xu
xúc	cyswllt	touch
xúi	cythrudd	induce
xăm	tatŵ	"(term should be ""xa xăm"") far away (adj.)"
xăng	gasoline	gasoline
xơ	ffibr	xo
xưa	hen	old
xưng	cyfaddef	"(should be ""tự xưng"") self-proclaimed"
xương	asgwrn	bone (n.)
xước	crafu	scratch
xướng	cytgan	provoke
xưởng	gweithdy	workshop
xạ	ymbelydredd	"(term should be ""phản xạ"") to reflect"
xả	rhyddhau	release
xảo	crefftus	detailed
xảy	digwydd	happen
xấp	tua	approximate
xấu	drwg	bad
xẩm	sigledig	a type of traditional vietnamese singing
xẩy	digwydd	occur
xắt	torri	cut
xẻo	anlwcus	cut off
xếp	plygu	rank
xỉ	slag	approximately
xỉa	fflos	to pick (v.)
xỉu	llewygu	to faint
xốc	sioc	to lift up (v.)
xốp	hydraidd	porous
xổ	raffl	rush into
xộn	yn flêr	messy
xứ	wedi&#39;i wneud	native
xứng	teilwng	appropriate
xử	trin	judge
y	y	medical
y=fracsin	y = fracsin	a function
ya	ya	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	yakushima	yakushima
yalta	yalta	(proper noun) yalta
yankee	yankee	(proper noun) yankee
yard	iard	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	yeltsin	yeltsin, as in boris yeltsin
yemen	yemen	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
