$  	usd	dollar
használta	izmanto	used
használtak	izmanto	used
használták	izmanto	used
használva	izmantojot	using
használó	lietotājs	using
hat	seši	six
hatalma	spēks	power of
hatalmak	pilnvaras	powers
hatalmas	spēcīgs	huge
hatalmat	spēks	power
hatalmi	spēks	of power
hatalmának	spēks	power
hatalmát	spēks	power
hatalom	spēks	power
hatalommal	spēks	power
hatalomra	spēks	to power
hatodik	sestais	sixth
hatott	varētu	influenced
hatottak	skarto	influenced
hatvanas	sekssimāls	sixties
határ	robeža	border
határa	ierobežot	border of
határain	robežas	on its borders
határait	robežas	borders
határok	robežas	borders
határolja	norobežots	delimited
határon	robeža	on the border
határos	blakus	neighbouring
határozott	noteikti	certain
határozottan	stingri	definitely
határozta	identificēts	defined
határozza	noteikts	decides
határozzák	noteikts	appoint
határozószó	sakāmvārds	definer
határt	ierobežot	border
határában	robeža	in the border of sg
határán	robeža	boundary
határát	robeža	border of
hatás	efekts	effect
hatása	efekts	effect of
hatásai	efektus	(its) effects
hatások	efektus	effects
hatásos	efektīvs	effective
hatással	ietekmēt	with effect
hatást	efekts	effect
hatására	efekts	to the effect
hatását	efekts	effect
hatású	efekts	with effect
hatékony	efektīvs	efficient
ható	darbojas	affecting
hatóság	varas iestādes	authority
hatóságok	varas iestādes	authorities
havi	mēnesī	monthly
havonta	mēnesī	monthly
hawaii	havaju salas	havaii
haydn	haidns	haydn
haydnt	haidns	haydnt
haza	mājas	home
hazafelé	mājās	on the way home
hazafias	patriotisks	patriotic
hazai	iekšzemes	national
hazatért	atnāca mājās	returned
hazája	valsts	home
hazánk	ungārija	our fatherland
hazánkban	mūsu valsts	our country
head	galva	head
hegedű	vijole	violin
hegedűs	vijole	hegedus
hegesztés	metināšana	joint
hegy	kalns	mountain
hegyek	kalni	mountains
hegyi	kalns	mountain
hegység	kalns	mountains
hegyvidék	augstienes	mountains
hegyvidéki	kalnains	highland
heinrich	heinrihs	heinrich (a person's name)
helikon	helikons	helikon
heliocentrikus	heliocentrisks	heliocentric
hely	vieta	place
helyben	vietā	in the place
helye	vieta	place of
helyek	vietas	places
helyeken	atrašanās vietas	locations
helyen	vieta	at a place
helyenként	dažviet	locally
helyes	pareizi	right
helyesen	pareizi	correctly
helyet	vieta	place
helyett	tā vietā	in place of
helyette	tā vietā	instead
helyezett	novērtēts	placed
helyezi	liek	put
helyezik	ievietots	place
helyezkedik	atrodas	lies
helyezkednek	atrodas	positioning
helyezte	ievietots	placed
helyeztek	ievietots	placed
helyezték	ievietots	placed
helyezés	vieta	ranking
helyi	vietējie	local
helyre	vieta	location
helyről	vieta	from
helyszín	norises vieta	place
helyszíne	vietnes	the scene of sg
helyszínei	vietnes	scenes of sg
helyszínek	vietnes	sites
helyszínen	vietne	on the spot
helytelen	nepareiza	incorrect
helyzet	valsts	status
helyzetbe	pozīcija	situation
helyzetben	pozīcijas	in situation
helyzete	situācija	situation
helyzetet	situāciju	situation
helyzetét	situācija	situation
helyébe	aizstāts	replaced by
helyén	vieta	(on sy/sg's) place
helyére	vieta	in place of
helyét	vieta	place
helyüket	vieta	their place
hemingway	hemingvejs	hemingway
hendrix	hendrix	hendrix
henri	henri	henry
henrik	henrijs	henrik
henry	henrijs	henry
hepatitis	hepatīts	hepatitis
herbert	herberts	herbert
herceg	princis	prince
hercege	hercogs	prince (of sg)
hercegi	hercogs	princely
hercegnő	princese	princess
hercegség	hercogiste	princedom
hermann	hermans	hermann
hermione	hermione	hermione
hess	spējīgs	begone
hetedik	septītais	seventh
hetek	es	sevens
hetente	iknedēļas	weekly
hetet	nedēļā	week
hetfield	hetfīlda	hetfield
heti	iknedēļas	weekly
hetvenes	septiņdesmitie gadi	seventies
heves	uzkarsē	vehement
hiba	vaina	mistake
hibák	kļūdas	mistakes
hibás	nepareizi	faulty
hibát	kļūdas	error
hidak	tilti	bridges
hidat	tilts	bridge
hideg	auksts	cold
hidegháború	aukstais karš	cold war
hihetetlen	neticami	unbelievable
hill	kalns	hill
himnusz	himna	hymn
himnusza	himna	hymn of
hindu	hindu	hindu
hinduizmus	hinduisms	hinduism
hirdetett	reklamēts	advertised
hirdette	sludināja	announced, advertised
hirtelen	pēkšņi	suddenly
history	vēsture	history
hisz	domā	since
hiszen	jo	since
hiszi	tu domā	think
hit	ticība	faith
hite	ienīst	one's religion
hitel	kredīts	credit
hiteles	autentisks	credible
hitet	ticība	belief
hitler	hitlers	hitler
hitre	ticība	to a religion
hitt	ticēja	believed
hitte	domāja	believed
hitték	domāja	believed
hivatal	birojs	office
hivatala	birojs	office of
hivatali	administratīvā	magisterial
hivatalos	ierēdnis	official
hivatalosan	oficiāli	officially
hivatkoznak	saite	refer to
hivatkozott	minēts	referenced
hivatkozva	atsaucoties uz	referring to
hivatkozás	atsauce	reference
hivatkozások	atsauces	links
hivatott	paredzēta, lai	meant
hivatásos	profesionāls	professional
hiába	veltīgi	in vain
hiánya	trūkums	lack of
hiányzik	garām	misses
hiányzott	pietrūka	lacked
hiányzó	trūkst	missing
hiányában	neizdodas	lacking
hn	hn	germ
ho	mēnesī	ho
hogy	ka	that
hogyan	kā	how
hol	kur	where
hold	mēness	moon
holdak	pavadoņi	satellites
holdat	mēness	the moon
holdi	mēness	moon-
holdkomp	mēness modulis	moon cruiser
holdon	mēness	on the moon
holdra	mēness	to the moon
holland	holandiešu	dutsch
hollandia	nīderlande	holland
hollandiában	nīderlandē	in the netherlands
hollywood	holivuda	hollywood
hollywoodi	holivuda	hollywoodian
holló	krauklis	crow
holmes	holmss	holmes
holnap	rīt	tomorrow
holocaust	holokausts	holocaus
holokauszt	holokausts	holocaust
holott	lai gan	although
holtan	miris	dead
holttestét	līķis	body
homo	homo	homo
homoszexuális	homoseksuāls	homosexual
honda	honda	honda
honfoglalás	iekarošana	original settlement
hongkong	honkonga	hongkong
hongkongi	honkonga	hongkong
honlap	vietne	webpage
honlapja	vietne	website
honlapján	vietne	webpage
honvéd	aizstāvība	soldier
honvédelmi	aizstāvība	of national defence
honvédség	armija	army
horthy	cienīgs	horthy
horvát	horvātu	croatian
horváth	horvāts	horváth
horvátok	horvāti	croat
horvátország	horvātija	croatia
hossza	garums	length
hosszabb	ilgāk	longer
hosszan	ilgi	prolonged
hosszas	gari	long
hosszú	ilgi	long
hosszúságú	garums	of length
hotel	viesnīca	hotel
house	māja	house
howard	howard	howard
hoz	uz	brings
hoznak	ņemt	bring
hozni	atnest	bring
hozott	atnesa	brought
hozta	atnesa	brought
hoztak	atnesa	(they) brought
hozták	tas bija	they have brought
hozza	atnesīs	bring
hozzá	viņu	to
hozzájuk	viņiem	to them
hozzájárul	dot ieguldījumu	contribute
hozzájárult	veicināja	contributed to
hozzájárultak	veicināja	consented
hozzák	atnest	bring
hozzávetőleg	aptuveni	approximately
hozó	nodibinot	bringing
html	html	html
hugh	hjū	hugh
hughes	hughes	hughes
hugo	hugo	hugo
hullám	vilnis	wave
hullámok	viļņi	waves
humanista	humānists	humanist
humor	humors	humor
humoros	smieklīgs	humorous
hun	hun	hun
hungary	ungārija	hungary
hunok	huns	huns
hunyadi	hunyadi	hunyadi
hunyt	nomira	die
huszadik	divdesmitais	twentieth
huszár	huzārs	hussar
hybrid	hibrīds	hybrid
háború	karš	war
háborúba	karš	in war
háborúban	karš	in war
háborúellenes	pretkaru	antiwar
háborúja	kari	war of sy/sg
háborúk	kari	wars
háborús	kara laiks	of war
háborút	cīņas	war
hálózat	tīkls	network
hálózati	spēks	network
hálózatok	tīkli	networks
hány	cik daudz	how many
hármas	trīskāršs	threesome
három	trīs	three
háromszor	trīs reizes	three times
háromszög	trīsstūris	triangle
hártyásszárnyúak	hymenoptera	membranous wings
hát	atpakaļ	so
hátra	atpakaļ	to the back
hátránya	mīnusi	disadvantage of sg
hátsó	aizmugurē	back
háttere	fons	background of
hátterében	fons	background of
háttér	fons	background
háttérbe	fons	background
háttérben	fons	in the background
hátulról	no aizmugures	behind
hátán	viņa mugura	on the back of
ház	māja	house
háza	mājas	house of
házak	mājas	houses
házaspár	precēts pāris	couple
házasság	laulība	marriage
házasságot	precējies	marriage
házat	māja	house
házba	māja	to the house
házban	māja	house
házi	mājas	home
házában	māja	in the house of sy
häkkinen	hakkinens	häkkinen
händel	händels	händel
héber	ebreju valodā	hebrew
hélium	hēlijs	helium
hét	septiņi	seven
héten	nedēļā	week
hétig	uz nedēļu	week
héttel	nedēļas	week
híd	tilts	bridge
hídon	tilts	bridge
híján	pietrūkst	lack of
hím	vīrietis	male
hír	ziņas	news
híre	ziņas	its reputation
hírek	ziņas	news
híres	slavens	famous
híressé	slavens	well-known
hírhedt	bēdīgi slavens	notorious
hírlap	avīze	newspaper
hírneve	reputācija	reputation
hírnevet	slava	fame
hírnevét	reputācija	reputation
hírt	ziņas	message
hírére	ziņas	news
hírű	slavens	famous
híve	bhakta	vassal
hívei	piekritēji	believers
hívja	zvana	call
hívjuk	zvana	call
hívják	zvana	is called
hívnak	viņi mani sauc	call
hívott	sauca	named
hívta	viņš zvanīja	called
hívták	viņus sauca	called
hívő	zvanītājs	believer
hívők	ticīgie	believers
hó	mēnesī	snow
hódfélék	kastrolis	castoridae
hódoltság	nodarbošanās	territory under enemy rule
hódítás	iekarošana	conquest
hódító	iekarotājs	conqueror
hónap	mēnesī	month
hónapban	mēnesī	in the month
hónapig	mēneši	month
hónapok	mēneši	months
hónapokban	mēneši	in the ... months
hónapos	mēnesī	months old
hónapot	mēneši	month
hónappal	mēneši	month
hónapra	mēneši	to the month
hölgy	lēdija	lady
húga	māsa	sy's sister
húr	virkne	string
húrok	cilpa	strings
húrtartó	astes gabals	string holder
hús	gaļa	meat
húsvét	lieldienas	easter
húsvéti	lieldienas	eastern
húsz	divdesmit	twenty
húzódik	pagarina	lies
húzódott	zīmēja	ran
húzódó	stiepjas	running
hüvelyk	collas	inch
hő	mēnesī	heat
hőmérséklet	temperatūra	temperature
hőmérséklete	temperatūra	sg's temperature
hőmérsékleten	temperatūra	temperature
hőmérsékleti	temperatūra	temperature
hős	varonis	hero
hőse	varonis	hero
hősi	varonīgs	heroic
hősök	varoņi	heroes
hű	lojāls	loyal
hűséges	uzticīgs	faithful
hűvös	forši	cold
i	i	i.
ian	ian	ian
ibm	ibm	ibm
ibn	ibn	ibn
ibolya	violets	ibolya
ich	ich	german word
icsigo	icsigo	icsigo
id	id	senior
ida	ida	ida (forename)
ide	šeit	to here
idegen	ārzemju	foreign
idegenforgalmi	tūrists	tourism
idegenforgalom	tūrisms	tourism
ideig	laiks	for a time
ideiglenes	īslaicīgs	temporary
ideiglenesen	īslaicīgi	temporarily
ideje	laiks	timeslot of
idejében	laiks	in the time of
idején	iekšā	in the time of
idejére	laiks	for the time of
idejét	laiks	time of sg
ideológia	ideoloģija	ideology
ideális	ideāls	ideal
idény	gada sezonu	season
idézet	citāts	quote
idézetek	pēdiņas	quotes
idézi	atgādina	quotes
idő	laiks	time
időben	laikā	in time
időjárás	laikapstākļi	weather
időjárási	meteoroloģiskā	weather
idők	laiks	times
időkben	laiks	times
időközben	tikmēr	in the meantime
időmérő	laiks	time trial
időn	laiks	on time
időnként	dažreiz	sometime
időpont	laiks	date
időpontja	laiks	data
időre	laiks	to time
időről	laiks	about time
idős	vecāka gadagājuma cilvēki	old
idősebb	vecākais	elder
időszak	periods	time
időszaka	periods	age of
időszakban	gada sezonu	(in this) period
időszakot	palikt	period
időszakra	periods	on a period
időszakában	laiks	period
időszámítás	laiks	time
időt	laiks	time of
idővel	ar laiku	with time
ie	b.c	b.c.
ifj	dž.	jr.
ifjabb	jaunākais	younger
ifjú	jauneklis	young
ifjúkora	viņa jaunība	youth
ifjúság	jaunatne	youth
ifjúsági	nepilngadīgais	youth
ig	augšā	until
igaz	taisnība	true
igazgató	režisors	director
igazgatója	režisors	director of
igazi	īsts	true
igazolt	pierādīts	proved
igazság	patiesība	truth
igazságot	patiesība	truth
igazságszolgáltatás	taisnīgums	jurisdiction
igazságügyi	taisnīgums	justice
igazából	patiesi	really
igazán	tiešām	truly
ige	darbības vārds	ige
igen	jā	quite
igencsak	ļoti	rather
igenév	jā gads	verb
ignác	ignacijs	ignác
igyekezett	meklēja	made an effort to
igyekeznek	mēģinot	make an effort
igyekeztek	meklēja	strived
igyekszik	mēģinot	endeavors to
igék	darbības vārdi	verbs
igény	vajag	need
igénybe	piekļuvi	in need
igénye	pieprasīt	need of
igényel	vajag	requires
igénylő	prasot	requiring
igényt	pieprasīt	claim
ihlette	iedvesmots	inspired by
ii	ii	"abbreviation of ""second"""
iii	iii	iii.
ikarus	ikarus	ikarus
il	yl	or
ildikó	ildikó	ildikó
ill	vai	resp.
illegális	pretlikumīgs	illegal
illeti	kas attiecas uz	concerns
illetve	vai	or rather
illető	attiecīgi	concerning
illetően	attiecībā uz	relative to
illetőleg	attiecīgi	respectively
illyés	vintons	illyes
illés	elija	elijah
illúzió	ilūzija	unreality
ilona	ilona	helena
ily	tādējādi	such
ilyen	tāds	such
ilyenek	jebkura	such
ilyenkor	šoreiz	then
im	es esmu	im
immunrendszer	imūnsistēma	immune system
immár	tagad	now
imperial	impēriskais	imperial
importtermékek	importētie produkti	imported products
imre	imre	imre
in	cīpsla	in
increment	pieaugums	english word
index	indekss	index
indexhu	indexhu	index.hu, hungarian infoportal
india	indija	india
indiai	indiānis	indian
indiában	indija	india
indián	indiānis	indian
indiánok	indiāņi	indians
indoeurópai	indoeiropietis	indo-european
indonéz	indonēziešu	indonesian
indonézia	indonēzija	indonesia
indul	sākas	starts
indulnak	izlidot	(they) start from
indult	sākās	started
indultak	palaists	started
induló	gājiens	starter
indított	palaists	started
indította	palaists	started
indítottak	palaists	started
indították	palaists	started
infinitiv	infinitīvs	infinitive
influenza	gripa	influenza
infláció	inflācija	inflation
információ	informācija	information
információk	informācija	information
információkat	informācija	information
információs	informācija	information
információt	informācija	information
infrastruktúra	infrastruktūra	infrastucture
ingyen	bez maksas	free
ingyenes	bez maksas	free
inka	inka	inca
inkább	drīzāk	rather
innen	tātad	hence
innentől	no šejienes	from then
institute	institūts	institute
int	int	beckon
intel	intel	intel
intelligens	inteliģents	intelligent
intenzív	intensīva	intensive
interaktív	interaktīvs	interactive
interjú	intervija	interview
interjúban	intervija	interview
international	starptautiskā	international
internazionale	internazionale	internazionale
internet	internets	internet
interneten	internetā	on internet
internetes	tiešsaistē	internet
intézet	institūts	institute
intézett	uzrunāts	executed
intézkedések	noteikumiem	arrangements
intézmény	institūcija	institution
intézménye	institūcijas	institution of
intézményei	institūcijas	institute
intézmények	institūcijas	institutes
inzulin	insulīns	insulin
io	es	io
ipar	nozare	industry
iparban	nozare	in the industry
ipari	rūpniecības	industrial
iparművészeti	mākslas un amatniecības	of arts and crafts
