$	dollar təşkil edib	dollar
జాక్	cek	jack
జాక్సన్	cekson	jackson
జాగ్రత్త	ehtiyatlı olun	carefull
జాగ్రత్తగా	diqqətlə	care
జాతక	bürclər	jataka
జాతర	ədalətli	festival
జాతి	yarış	race
జాతికి	cins	gender
జాతిపిత	millətin atası	father of nation
జాతీయ	milli	national
జాతీయగీతం	himni	national anthem
జాతీయపతాకాన్ని	jatiyapatakanni	national flag
జాతీయాలు	süleymanın məsəlləri	nationality
జాతుల	növlər	races
జాతులు	növlər	races
జానకి	janaki	janaki
జానపద	xalq	tribal
జానుఫలకము	diqqet	patella (its a round shape bone)
జాన్	john	jan
జాన్సన్	johnson	sejanus
జాబితా	siyahı	count
జాబితాను	siyahı	list
జాబితాలు	siyahıları	forms
జాబితాలో	siyahı	list
జామ్	cem	jam
జారీ	verilmişdir	release
జార్ఖండ్	jharkhand	jharkand
జార్జి	george	george
జార్జియా	gürcüstan	georgia
జార్జ్	george	jorge
జావా	java	java
జాషువా	joshua	jashuva
జి	g	g
జింక	maral	antelope
జింజిబరేసి	jinjibaresi	zingiberaceae
జింబాబ్వే	zimbabve	zimbabwe
జిడ్డు	yağ	jiddu
జిల్లా	rayon	state
జిల్లాకు	rayon	for district
జిల్లాను	rayon	district
జిల్లాల	rayonlar	districts
జిల్లాలకు	rayonlar	districts
జిల్లాలను	rayonlar	districts
జిల్లాలలో	rayonlar	districts
జిల్లాలు	rayonlar	districts
జిల్లాలో	rayon	districts
జిల్లాలోని	rayon	in the town
జిల్లాలోనే	rayon	in the district only
జీడిమామిడి	keş qozu	cashewfruit
జీన్	jean	jean nouvel
జీన్స్	cins geyimlər	genes
జీర్ణకోశం	mədə	stomach
జీవ	bio	biological
జీవం	həyat	living
జీవనం	davamlılıq	livelihood
జీవనంలో	həyat	living
జీవనము	həyat	living
జీవశాస్త్రం	biologiya	natural science
జీవాత్మ	jivatma	living spirit
జీవావరణ	ekologiya	biological
జీవి	məxluqat	body
జీవించడానికి	yaşamaq	to live
జీవించి	yaşamaq üçün	jeevinchi
జీవిత	həyat	life
జీవితం	həyat	life
జీవితంలో	həyat	in the life
జీవితము	həyat	life
జీవితాంతం	həyat	whole life
జీవితానికి	həyat	to life
జీవితాన్ని	həyat	life
జీవుని	məxluqlar	human
జీవుల	növlər	lives
జీవులకు	növlər	beings
జీవులను	məxluqlar	living things
జీవులు	məxluqlar	life
జుట్టు	saçlar	hair
జులై	i̇yul	july
జూనియర్	junior	junior
జూలియన్	julian	julian
జూలియస్	julius	julius
జూలై	i̇yul	july
జె	j	je
జెండా	bayraq	flag
జెట్	jet	jet
జెనివా	cenevrə	jeniva
జెనీవా	cenevrə	geneva
జెనీవాలో	cenevrə	in geneva
జెన్	zen	zen
జెర్మనీ	almaniya	germany
జేమ్స్	james	james
జై	jai	jai
జైగోమైకోటా	jaigomaikota	jaigomaikota
జైన	jain	jain
జైనుల	jain	jains
జైలు	həbsxana	jail
జైలుకు	cəza	to prison
జైలులో	həbsxana	jail
జోక్యం	müdaxilə	involve
జోర్డాన్	i̇ordaniya	jordan
జోసెఫ్	yusif	joseph
జోస్యం	proqnozlaşdırma	astrology
జ్ఞాన	bilik	knowledge
జ్ఞానం	hikmət	brave
జ్ఞానపీఠ	jnanpith	gnanapeeth
జ్ఞానబోధ	jnanabodha	teaching wisdom
జ్ఞానభోద	jnanabhoda	teaching of knowledge
జ్ఞానము	qavrayış	knowledge
జ్ఞానాన్ని	bilik	knowledge
జ్యురిక్	sürix	juric
జ్యూరిక్	sürix	juric
జ్యోతి	jyoti	jyothi
జ్యోతిష	astrologiya	jadagam
జ్యోతిషం	jyotish	fortune telling
జ్యోతిష్య	astral	astrology
జ్వరం	hərarət	fever
జ్వలన	atəş	volcano
జ్వాలా	jwala	jwaala
టంగుటూరి	tanguturi	tanguturi
టర్కిష్	türk	turkish
టర్కీ	türkiyə	turkey
టవర్	qüllə	tower
టాగోర్	tagore	tagore
టాప్	üst	top
టాలీవుడ్	tollibey	tollywood
టి	t	tei
టిప్పు	tipu	tipu
టిబెటన్	tibet	tibetan
టిబెట్	tibet	tibbet
టివి	tv	tv
టిసినో	ticino	ticino
టీ	çay	t(technology)
టీం	komanda	team
టీఎన్ఎల్	tienel	tnl
టీకా	peyvənd	drops
టీవీ	tv	tv
టు	üçün	to
టూర్	tur	tour
టెండుల్కర్	tendulkar	tendulkar
టెంపుల్	məbəd	temple
టెక్టోనిక్	tektonik	tectonic
టెక్నాలజీ	texnologiya	technology
టెక్స్ట్	mətn	text
టెన్	on	x
టెన్నిస్	tennis	tennis
టెన్నీస్	tennis	tennis
టెలివిజన్	televiziya	television
టెలీస్కోపు	teleskop	telescope
టెస్ట్	test	test
టైం	vaxt	time
టైగర్	pələng	tiger
టైగర్స్	pələnglər	tigers
టైటానిక్	titanik	titanic
టైటిల్	başlıq	title
టైప్	növü	type
టైమ్	vaxt	time
టైమ్స్	the times	times
టౌన్	qəsəbə	town
ట్రకోమా	trakoma	rough eye
ట్రాక్	i̇zləmə	track
ట్రాన్స్	trans	transpot
ట్రాఫిక్	trafik	traffic
ట్రేడ్	ticarət	trade
ట్రోఫీ	kubok	trophy
ట్వంటీ	twente	twenty
డచ్	holland	dutch
డబ్బు	pul	money
డబ్బులు	pul	money
డయాబెటిస్	diabet	diabetics
డా	dr.	daa
డాక్టర్	dr.	doctor
డాక్టర్‌	dr.	doctor
డాన్	don	don
డామన్	damon	daman
డార్విన్	darvin	darwin
డాలర్ల	dollar	dollars
డి	t	d
డిఎన్ఎ	dnt	d.s.a
డిక్షనరీ	lüğət	dictionary
డిగ్రీ	dərəcəsi	degree
డిజిటల్	rəqəmsal	digital
డిప్యూటీ	müavin	deputy
డిమాండ్	tələb edin	demand
డివిజన్	bölmə	division
డివిజన్లు	bölmələr	divisions
డిసెంబరు	dekabr	december
డిసెంబర్	dekabr	december
డిస్క్	disk	disc
డీ	t	de
డెట్రాయిట్	detroyt	detroit
డెన్మార్క్	danimarka	denmark
డెల్టా	delta	delta
డెవలప్‌మెంట్	i̇nkişaf	development
డెస్క్‌టాప్	masaüstü	desktop
డే	gün	day
డేటా	məlumat	data
డేటాను	məlumat	data
డేటాబేస్	verilənlər bazası	database
డేవిడ్	davud	david
డై	ölmək	dioxide
డైరెక్టరీ	kataloq	directory
డైవర్టిక్యులైటిస్	daivartikyulait	dyvartikulitis
డౌన్	aşağı	down
డౌన్‌టౌన్	downtown	downtown
డ్యాము	baraj	dam
డ్రైవరు	sürücü	driver
డ్రైవర్	sürücü	driver
డ్రైవ్	sürücü	drive
డ్రోసిరా	drosira	drodira
ఢాకా	dakka	dhaka
ఢిల్లీ	yeni dehli	delhi
ఢిల్లీకి	yeni dehli	delhi
ఢిల్లీలో	yeni dehli	delhi
త	the	its a letter and word
తంజావూరు	thanjavur	tanjore
తండ్రి	ata	father
తండ్రికి	ata	for the father
తంతి	tel	thanthi
తక్కిన	digərləri	rest of
తక్కువ	aşağı	less
తక్కువగా	aşağı	less than
తగరము	qalay	metel
తగిన	uyğun	then
తగినంత	yetər	required
తగినట్లుగా	görə	sufficiently
తగు	yoxlanmamış	necessary
తగ్గడం	zərər	decreases
తగ్గి	rədd edildi	drained
తగ్గించడం	azaltma	reduce
తగ్గించడానికి	azaldın	to decrease
తగ్గించి	yavaş	reduce
తగ్గించే	düşük	reduce
తగ్గింది	azalıb	came down
తగ్గిపోయింది	çıxdı	declined
తగ్గిస్తాయి	azaltmaq	minimize
తగ్గిస్తుంది	azaldır	lessens
తగ్గుతుంది	azalır	decreased
తగ్గుముఖం	aşağı	downward
తటస్థ	neytral	occured
తట్టు	boşqab	measles
తట్టుకోలేక	i̇yrənc	tattuykoleka
తడి	yaş	swet
తణుకు	tanuku	tanuku
తత్ఫలితంగా	nəticə olaraq,	as a result
తత్వ	prinsip	philosophical
తత్వం	fəlsəfə	type
తత్వము	ens	his irony
తత్వవేత్త	filosof	philosopher
తత్వవేత్తలు	filosoflar	poet
తత్వానికి	fəlsəfə	philosophical
తత్వాన్ని	fəlsəfə	principle
తదనంతర	daha sonra	after that
తదనంతరం	sonradan	after that
తదితర	və s.	extra(more)
తదుపరి	sonrakı	next
తద్వారా	və	by that
తన	onun	his
తనంతట	özü	independently
తనకు	onun	his
తనచుట్టూ	ətrafında	surroundings
తనతో	i̇lə	with him
తనను	özü	himself
తనయ	qızım	son
తనలో	özü	in it
తనిఖీ	yoxlayın	enquiry
తను	onun	he
తనే	özü	he only
తపస్సు	yoga	meditation
తపాలా	i̇smarıclar	postal
తప్ప	i̇stisna olmaqla	apart from
తప్పక	olmalıdır	must be
తప్పకుండా	şübhəsiz	definitely
తప్పదు	olmalıdır	neccessary
తప్పని	yalan	must and should
తప్పనిసరి	məcburi	mandatory
తప్పనిసరిగా	olmalıdır	definitely
తప్పలేదు	olmaq	could not avoid
తప్పించి	i̇stisna olmaqla	except
తప్పు	yalan	thappu
తప్పులు	səhvlər	mistakes
తమ	onların	theirs
తమకు	the	yours
తమతమ	onların	your
తమను	özləri	them
తమలో	özləri	inthem
తమిళ	tamil	in tamil
తమిళం	tamil	tamil
తమిళంలో	tamil	in tamil
తమిళనాట	tamil	in tamilnadu
తమిళనాడు	tamil nadu	tamilnadu
తమిళనాడుకు	tamil nadu	tamilnadu
తమిళనాడులో	tamil nadu	tamilnadu
తమిళుల	tamils	of tamilians
తమిళులు	tamils	tamilians
తమ్ముడు	qardaş	younger brother
తయారయిన	cse	ready
