$	ps	dollar
kreont	creon	creon
kreta	creta	crete
kretanja	movimientos	motion
kretanje	movimiento	motion
kretanju	movimiento	moving
kreće	moviente	move
kreću	se están moviendo	move
kreševo	kreševo	kreševo
krila	alas	wings
krilo	ala	wing
kripton	criptón	krypton
krist	krist	christ
krista	krista	christ
kristala	cristales	crystals
kristalni	cristalino	crystal
kristina	kristina	christine
kritika	crítica	critics
kritike	crítica	critics
kritičara	críticos	critics
kritičari	críticos	critics
kriza	crisis	crisis
krize	crisis	crisis
križa	cruzar	crisis
krleža	garrapatas	krleza
krležin	krležin	krleza's
krompir	patata	potato
kroz	mediante	through
krpelj	garrapata	barnacle
krstaški	cruzado	crusade
krug	circulo	circle
kruga	circulo	circle
krugova	círculos	circles
krugovi	círculos	circles
krugovima	círculos	circles
krugu	circulo	circle
kruna	corona	crown
krune	corona	crown
krunidbe	coronación	coronation
krunu	corona	crown
krupa	sémola	krupa
krupe	sémola	krupa
krupi	sémola	krupi
krutost	rigidez	frigidity
krv	sangre	blood
krvarenja	sangrado	bleeding
krvarenje	sangrado	bleeding
krvi	sangre	blood
krvlju	sangre	blood
krvne	sangre	blood
krvni	sangre	blood
krvnih	sangre	blood
krvotok	circulación sanguínea	bloodstream
krzno	pelaje	coat
kršćani	cristianos	christians
kršćanska	cristiano	christian
kršćanske	cristiano	christian
kršćanski	cristiano	christian
kršćanskih	cristiano	christian
kršćanstva	cristiandad	christianity
kršćanstvo	cristiandad	christian
kud	dónde	cas (cultural and artistic societies)
kugle	pelotas	balls
kukuruz	maíz	corn
kula	torre	tower
kule	torres	towers
kulenović	kulenović	kulenovic
kulin	kulin	kulin
kulina	kulina	kulina
kulon	colgante	kulon
kult	culto	cult
kultura	cultura	culture
kulturama	culturas	cultures
kulture	cultura	culture
kulturi	cultura	cultures
kulturna	cultural	cultural
kulturne	cultural	cultural
kulturni	cultural	cultural
kulturnih	cultural	cultural
kulturnim	cultural	cultural
kulturno	culturalmente	cultural
kulturnog	cultural	cultural
kulturnoj	cultural	cultural
kulturnu	cultural	cultural
kulturom	cultura	culture
kulturu	cultura	culture
kup	taza	cup
kupa	taza	cups
kupe	cupé	kupa
kupres	kupres	kupres
kupu	un manojo	cup
kuran	corán	koran
kurana	corán	quran
kuranu	corán	koran
kurban	sacrificio	kurban
kurtović	kurtović	kurtovich
kustos	curador	custodian
kusturica	kusturica	kusturica
kuter	cortador	coast guard
kuvajt	kuwait	kuwait
kuća	casa	house
kućama	casas	houses
kućanice	amas de casa	housewifes
kuće	casas	houses
kući	hogar	home
kućni	hogar	house
kuću	casa	house
kvadrata	cuadrícula	square
kvadratni	cuadrado	square
kvalifikacijama	calificaciones	qualifications
kvalifikovana	calificado	qualified
kvalitet	calidad	quality
kvaliteta	calidad	quality
kvalitetu	calidad	quality
kvantne	cuántico	quantum
kćer	hija	daughter
kćeri	hija	daughter
kćerka	hija	daughter
kćerke	hijas	daughter
kćerku	hija	daughter
l	l	i
la	la	la
lagano	fácil	slowly
laguna	laguna	lagune
lahko	lata	easy
lako	fácil	easily
laktoza	lactosa	lactose
lakše	más fácil	easier
lan	y	lan
lanac	cadena	range
lanci	cadenas	chains
langer	langer	langer,popular singer's last name
larve	larvas	cocoon
lat	lat	lat.
latin	latín	latinus
latinica	latín	latin alphabet
latinska	latín	latin
latinske	latín	latin
latinski	latín	latin
latinsko	latín	latin
latinskog	latín	latin
latinskom	latín	latin
latvija	letonia	latvia
lav	lav	lion
lazar	lazar	lazar
lcd	lcd	lcd
le	le	le
led	hielo	ice
legenda	leyenda	legend
legende	leyendas	legends
legendi	leyendas	legend
legija	legión	legion
legije	legiones	legion
legiji	legión	legion
legio	legión	legio
legionara	legionarios	legionnaires
legionari	legionarios	legionnaires
legura	aleación	alloy
legure	aleaciones	alloy
leksikologija	lexicología	lexicology
leonardo	leonardo	leonardo
let	dejar	flight
lete	volar	fly
letjelica	aeronave	aircraft
lezbejka	lesbiana	lesbian
leđa	espalda	back
leže	mentiras	lie
leži	mentiras	lies
ležišta	aspectos	founding sites
li	li	i
liberalna	liberal	liberal
lica	caras	people
lice	cara	face
licence	licencia	license
licu	cara	on the spot
liga	liga	league
lige	liga	league
ligi	liga	league
ligu	liga	league
lijek	medicamento	medicine
lijekova	drogas	drugs
lijekovi	medicamentos	medicine
lijekovima	drogas	drugs
lijep	bonito	beautiful
lijepa	hermoso	beautiful
lijepo	bonito	nicely
lijeva	izquierda	left
lijeve	izquierda	left
lijevo	izquierda	left
lijevoj	izquierda	left
lijevom	izquierda	left
lijevu	izquierda	left
liječenja	tratamiento	treatment
liječenje	tratamiento	treatment
liječenju	tratamiento	treatment
lik	personaje	character
lika	personaje	lika
like	me gusta	lika
liker	licor	licker
likom	personaje	character
likova	caracteres	characters
likovi	caracteres	characters
likovna	multa	art
limfa	linfa	lymph
linearno	lineal	linear
lingvistika	lingüística	linguistics
linija	línea	line
linijama	líneas	lines
linije	líneas	line
liniji	línea	line
linijom	línea	line
liniju	línea	line
linkovi	enlaces	links
linux	linux	linux
lirika	letra	lyric poetry
list	lista	newspaper
lista	lista	newspapers
liste	liza	lists
listi	liza	list
listopadne	octubre	deciduous
listova	hojas	leaves
listove	hojas	leaves
listovi	hojas	leaves
listovima	hojas	pages
listu	lista	list
literatura	literatura	literature
literature	literatura	literature
literaturi	literatura	literature
litvanija	lituania	lithuania
livanjskog	livanjskog	livanjskog
livna	emitir	livna
livno	livno	livno
livnu	ducha	livno
lični	personal	personal
lično	personalmente	personal
ličnost	personalidad	personality
ličnosti	alusiones personales	persons
lj	lj	lj
ljekar	médico	physician
ljepote	belleza	beauties
ljestvicama	escamas	ladders
ljeta	verano	summer
ljeti	en verano	summer
ljetima	en el verano	summers
ljetne	verano	summer
ljetnim	verano	summer
ljeto	verano	summer
ljiljan	lilly	lily
ljiljana	lirio	lilies
ljubav	amor	love
ljubavi	amor	love
ljubavna	amoroso	love
ljubavne	amor	love
ljubljana	liubliana	ljubljana
ljubljani	ljubljani	ljubljana
ljubuški	novio	ljubuški
ljude	personas	people
ljudi	personas	people
ljudima	personas	people
ljudska	humano	human
ljudske	humano	human
ljudski	humano	human
ljudskih	humano	human
ljudskim	humano	human
ljudsko	humano	human
ljudskog	humano	human
ljudskom	humano	human
ljudsku	humano	human
lobanja	cráneo	skulls
lociran	situado	located
logika	lógica	logic
logička	lógico	logical
logično	lógico	logical
logor	acampar	camp
logora	acampar	camp
logoraša	reclusos de campo	immates
logoraši	reclusos de campo	immates
logore	campamentos	camps
logori	campamentos	leaguer
logoru	acampar	camp
lokacija	ubicación	location
lokacije	ubicaciones	locations
lokaciji	ubicación	location
lokaliteta	localidad	sites
lokalitetu	localidad	location
lokalna	local	local
lokalne	local	local
lokalni	local	local
lokalnih	local	local
lokalnim	local	local
lokalno	en la zona	locally
lokalnog	local	local
lokalnom	local	local
london	londres	london
londona	londres	london
londonu	londres	london
lopta	la pelota	ball
lopte	pelotas	balls
loptica	pelota	ball
loptice	pelotas	ball
lopticu	la pelota	ball
loptom	pelota	ball
loptu	la pelota	ball
lord	señor	lord
los	los	los
louis	louis	louis
louisa	louisa	loise
lov	caza	hunting
love	amor	hunted
loza	vino	vine
loze	vides	lineage
loša	malo	bad
loše	malo	bad
lošeg	malo	poor
lp	lp	lp
luci	luci	luci
luj	luj	louis
luja	luja	louis
luk	cebolla	arc
luka	puerto	luka (banja luka)
lukavac	astucia	lukavac
luke	puertos	luka
luksemburg	luxemburgo	luxembourg
luksemburga	luxemburgo	luxembourg
luksemburgu	luxemburgo	luxembourg
luksemburški	luxemburgués	luxembourg
luku	cebolla	port
luminiscencija	luminiscencia	luminescence
lutecijum	lutecio	lutecium
luxembourg	luxemburgo	luxembourg
luče	luces	secrete
lučenje	secreción	secretion
luči	luces	is secreted
m	metro	m
ma	mamá	ma
maajka	madre	maajka
mac	mac	mac
mada	aunque	albeit
mafija	mafia	mafia
maglaj	niebla	maglaj
magnetna	magnético	magnetic
magnezijum	magnesio	magnesium
magnezijuma	magnesio	magnesium
mahala	mahala	mahala
mahmud	mahmud	mahmud
mahom	principalmente	mostly
maj	mayo	may
maja	mayo	maja
majevice	majevice	majevica (mountain)
majka	madre	mother
majke	madres	mothers
majko	madre	mother
majkom	madre	mother
major	mayor	major
majstori	maestros	masters
maju	mayo	may
mak	mak	mak
makedonci	macedonios	macedonians
makedonija	macedonia	macedonia
makedonije	macedonia	macedonia
makedoniji	macedonia	macedonia
makedonski	macedónio	macedonian
makroekonomija	macroeconómica	macroeconomics
makromolekula	macromolécula	macro-molecule
maksimalno	máximo	max
maksimum	máximo	maximum
mala	pequeña	small
male	pequeño	small
mali	pequeña	small
maligni	maligno	malignant
malih	pequeña	small
malim	pequeña	small
malo	pequeño	little
malog	pequeña	small
maloj	pequeña	little
malom	pequeña	small
malu	pequeña	small
man	hombre	man
manastir	monasterio	monastery
manastiru	monasterio	monastery
mandat	mandato	mandate
mangan	manganeso	manganese
manhattan	manhattan	manhattan
manifestacija	manifestación	manifestation
manifestacije	manifestaciones	manifestations
manja	menor	smaller
manje	menos	less
manji	menor	smaller
manjih	menor	smaller
manjim	menor	smaller
manjina	minoría	minority
manjine	minorías	minorities
manjinu	minoría	minority
manjoj	menor	smaller
manju	menos	smaller
mao	mao	mao
mapa	mapa	map
maraka	sellos	stamps
maria	maria	maria
marie	marie	marie
marija	marija	marija
marije	de maría	marijas (name)
mariji	mariji	marija
marijin	marijin	marias
marijom	maría	with maria
mariju	mariju	mario
mariner	marinero	mariner
marino	marino	marino
mario	mario	mario
mark	marca	mark (name)
marka	marca	stamp
markama	marcas	marks
marke	marcas	stamp
marketing	márketing	marketing
marki	marcas	brand
marko	marko	marco
marković	markovic	markovik
marks	marcas	marks
maroka	marruecos	morocco
maroko	marruecos	morocco
maroku	marruecos	morocco
mars	marzo	mars
marshall	marshall	marshall
marsu	marte	mars
mart	marzo	march
marta	marzo	march
martin	martín	martin
martu	marzo	march
marx	marx	marx
mary	maría	mary
maršala	mariscal	marshal
masa	masa	mass
masakr	masacre	massacre
masakra	masacre	massacre
mase	masa	masses
masleša	mantequilla	mashlesha
masovna	masa	mass
masovne	masa	mass
masovnih	masa	mass
masovno	en masa	mass
masti	grasa	fat
masu	masa	mass
mata	mata	mata,name of the music band,hari mata hari
mate	compañero	mate
matematici	matemáticas	mathematics
matematika	matemáticas	mathematics
matematike	matemáticas	mathematics
matematičar	matemático	mathematician
matematički	matemáticamente	mathematical
materica	útero	uterus
materice	útero	uterus
materija	importar	matter
materijal	material	material
materijala	material	material
materijale	materiales	materials
materijali	materiales	"bruno langer termination of this cooperation describes as the release of ""atomic shelter"" from all that is superfluous and foreign to rock and roll but the fact remains that by far the best material was recorded while bosko obradovic was a songwriter and spiritual leader of ""shelter"". to date, this is one of the largest settlements found in bosnia, which is showed by found materials, production of the archaeological material, and the number of beats detected by geomagnetic recording. since ancient times people have tried to fathom the behavior of the particular matter, why objects fall to the ground when they lose grip, why different materials have different properties, etc."
materijalna	material	material
materijalne	material	material
materijalni	material	material
materijalnih	material	material
materijalnu	material	material
materijalom	material	material
materije	importar	matter
maternji	materno	mother
matica	nuez	matica (name of organization)
matija	matija	matija,first name
matična	padre	mother
matične	padre	motherboard
matičnih	padre	mother
matičnu	padre	motherboard
matrica	matriz	matrix
matrice	matriz	matrix
may	mayo	may
maya	maya	maya
mač	espada	sword
mađari	húngaros	hungarians
mađarska	hungría	hungary
mađarske	húngaro	hungary
mađarski	húngaro	hungarian
mađarskoj	hungría	hungary
mađarskom	húngaro	hungary
mašina	máquina	machine
mašine	máquinas	machine
mašinski	mecánico	machine
me	yo	me
medalja	medalla	medal
medalje	medallas	medals
media	medios de comunicación	media
medicina	medicamento	medicine
medicine	medicamento	medicine
medicini	medicamento	medicine
medicinska	médico	medical
medicinske	médico	medical
medicinski	médico	medical
medicinu	medicamento	medicine
medij	medio	media
medija	medios de comunicación	media
medije	medios de comunicación	media
mediji	medios de comunicación	media
medijima	medios de comunicación	media
medina	medina	medina  (name)
medine	medina	medine
medinu	medina	medicine
mediteran	mediterráneo	mediterranean
mediterana	mediterráneo	mediterranian
mediteranu	el mediterraneo	mediterranean
medresa	madrasa	madrassas
mehanizam	mecanismo	mechanism
mehaničke	mecánico	mechanics
mehanički	mecánicamente	mechanical
mehmed	mehmed	mehmed
mehmeda	mehmeda	mehmed
mehmedpaša	mehmedpasha	mehmed pasha
mehmedpaše	mehmedpasha	mehmed-pasha
mehmedu	mehmedu	mehmed
meho	pelaje	meho
meke	suave	mecca
meki	suave	mekka
meksika	mexico	mexico
meksiko	mexico	mexico
meku	suave	mecca
melodije	melodias	melodies
membrane	membrana	membranes
memić	memić	memic
memići	memići	memici
memorija	memoria	memory
memorije	memoria	memory
memoriju	memoria	memory
menadžer	gerente	manager
menadžment	administración	management
mene	yo	me
meni	a mi	me
menstruacije	menstruación	menstruation
menstrualni	menstrual	menstrual
menstrualnog	menstrual	menstrual
mercury	mercurio	mercury
merlin	esmerejón	merlin
mesa	carne	meat
meso	carne	meat
meta	meta	target
metabolizam	metabolismo	metabolism
metabolizma	metabolismo	metabolism
metafizika	metafísica	metaphysics
metafora	metáfora	metaphor
metal	metal	metal
metala	metal	metal
metali	rieles	metals
metalne	metal	metal
metalurgija	metalurgia	metallurgy
metar	metro	metre
metara	metros	meters
metilen	metileno	methylene
metod	método	method
metoda	método	method
