$ tỉ	$ mil millones	$ billion
tiền	dinero	money (n.)
tiều	mierda	(proper noun) the name of a poet
tiểu	orinar	tiểu sử= biography
tiễu	señor liu	patrol
tiệc	fiesta	party
tiệm	salon	shop
tiện	conveniente	mean
tiệp	checo	gustav franck
tiệt	follando	sterilize
tncs	tncs	communist youth union
tngt	tngt	traffic accidents
tnhh	limitado	limited
toang	toang	fast
tobago	tobago	tobago
toei	toei	toei
tokugawa	tokugawa	tokugawa
tokyo	tokio	tokyo, the capital of japan
tokyopop	tokiopop	tokyopop
tomas	tomas	(proper noun) tomas
tommy	tommy	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	arriba	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	turismo	tourism
tourist	turista	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	corte	office
toàn	seguro	entire or whole (adj.)
toán	matematicas	team
toát	bueno	to exude or emit, as in sweat (v.)
toạ	coordenadas	locate
toại	a las	satisfaction
toả	irradiar	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	ciudad	city ho
tpvĩnh	ciudad	vinh city
tqlc	tqlc	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafford	trafford in greater manchester
trai	mejillones	boy
trang	página	a page (n.)
tranh	fotos	to compete (v.)
trao	premiado	reward
trau	trau	polish
tre	bambú	bamboo (n.)
treo	colgando	hang
tri	tri	tri
tribune	tribuna	a name
trinh	virgen	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	trinidad	trinity
tristan	tristan	tristan
triết	filosofia	philosophy
triền	trien	"(should be ""triền miên"") endless"
triều	marea	court
triện	sello	stamp
triệt	completamente	completely
triệu	millones	a million
tro	ceniza	ashes
troia	troia	troy
trondheim	trondheim	trondheim
trong	en	inside (adv.)
true	cierto	true
truman	truman	(proper noun) truman
trung	medio	"(term should be ""trung gian"") agent (n.)"
trungnhật	honestidad	china-japan
truong	truong	truong
truyên	truyen	story
truyện	historia	story
truân	truân	arduous
truất	detractores	cancel
truởng	jefe	leader (n.)
truỵ	mentir	depraved
trà	te	tea (n.)
tràm	cajuput	melaleuca
tràng	colon	"entire term should be ""truc trang""; means ""rectum"""
trào	erupción	movement
trác	trac	trac
trách	culpar	blame
trái	izquierda	against
trán	frente	forehead
tráng	recubierto	to coat (v.)
tránh	evitar	to avoid (v.)
tráo	fraudulentamente	tráo trở= liar/betrayal/treacherous
tráp	ataúdes	casket
trát	orden	pile
trâm	broche	a type of elegant hairpin (n.)
trân	saludos cordiales	respect
trâu	búfalo	a last name
trãi	dispersos	trai
trèo	escalar	climb
trên	en	above
trình	sumisión	process
trí	mente	intellectual
trích	extracto	to extract (v.)
trò	juegos	role
tròn	ronda	rounding
trói	atado	tie
trôi	a la deriva	afloat
trông	se ve	look
trùm	jefe	cover
trùng	coincidir	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	embarque	residence
trúc	bambú	structure
trăm	cien	hundred
trăn	pitón	"(term should be ""trăn trở"") to ponder (v.)"
trăng	luna	moon
trĩ	hemorroides	hemorrhoids
trũng	hundido	medium
trơ	inerte	bare
trơn	suave	slippery (adj.)
trư	tru	a pig (n.)
trưa	mediodia	noon (n.)
trưng	requisa	symbolic
trưngcông	exhibido	truongcong
trương	truong	policy
trước	antes	front
trước 	antes	front
trướng	expansión	expand
trườn	gatear	crawl
trường	escuela	case
trượng	caduceo	a unit of length used in vietnam equal to 4 meters (n.)
trượt	deslizamiento	slide
trạch	trach	ze
trại	acampar	camp
trạm	estacion	station
trạng	condicion	situation
trạo	tao	trao
trả	pagar	to return
trải	cubrir	spread
trảm	cajuput	beheaded
trảo	machetes	trao
trấn	pueblo	town
trấu	cascarilla de arroz	rice skin
trầm	bajo	depression
trần	desnudo	tran
trầu	betel	trầu
trầy	rayado	scratch
trẩy	rebotar	pilgrimage
trẫm	yo soy	i
trận	el partido	battle
trật	dislocado	order
trắc	biometría	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	blanco	white
trặc	hipo	"entire phrase is ""truc trac""; means ""problem"""
trẻ	joven	youth
trễ	llegar tarde	late
trệ	estancado	bamboo
trị	tratamiento	cure
trịnh	phnh	trịnh, a vietnamese last name
trọ	posada	motel
trọn	lleno	whole
trọng	importante	serious
trỏ	punteros	index
trối	final	last words
trốn	esconderse	to hide
trống	vacio	in
trồi	emergente	to emerge (v.)
trồng	plantando	plant
trổ	mostrar	to burst open or display
trỗi	aparición	rise
trội	dominante	better
trộm	ladron	theft
trớn	caricia	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	dios	sun
trợ	apoyo	support
trụ	oficina	universe
trục	eje	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	desnudo	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	huevos	egg
trừ	excepto	except
trừng	resplandor	punish
trừu	resumen	abstract
trữ	almacenamiento	reserve
trực	de turno	direct
ts	ts	phd
tt	tt	news
tua	tentáculo	fringe
tucker	tucker	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tukhachevsky	(proper noun) tukhachevsky
tulip	tulipán	tulip
tum	tum	tum
tung	tirar	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	toscano	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	sin embargo	however
tuyên	declarar	"(should be ""tuyên ngôn"") a declaration"
tuyết	nieve	snow (n.)
tuyền	tuyen	tuyen
tuyển	reclutamiento	recruit
tuyệt	genial	excellent (adj.)
tuân	obedecer	comply
tuông	rubor	jealous
tuý	tuyý	drug
tuần	semana	week
tuế	pececillos	years
tuệ	sabiduria	intelligence
tuốc	desplume	turbine
tuổi	edad	age
tuộc	pulpo	octopus
tuột	resbalar	slip
tuỳ	opcional	depend
tv	tv	tv
tvb	tvb	tvb
twin	gemelo	twin
twitter	gorjeo	twitter
ty	ty	company
type	tipo	type
typhon	tifón	typhon
tà	el mal	we
tài	fortuna	talent (n.)
tàn	cenizas	dying
tàng	museo	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	barco	ship
tá	docena	"(term should be ""thiếu tá"") major (n.)"
tách	taza	to separate
tái	re	return
tám	ocho	eight
tán	dosel	support
tánh	tanh	life
táp	toque	to lap at (v.)
táu	culpable	ashton
tâm	mente	tâm
tâu	mi señor	peach
tây	oeste	western
tâynam	westnam	"(should be ""tây-nam"") southwest"
tã	pañales	diaper
tét	chillido	tet
tê	entumecido	numb
tên	el nombre	name (n.)
tì	bazo	to lean on (v.)
tìm	encontrar	find
tìmdiệt	buscar	find-kill
tình	amor	sex
tía	morado	dad
tích	producto	"(term should be ""tích cực"") to be zealous (adv.)"
tím	morado	purple
tín	créditos	"(entire term should be ""tín dụng"") credit"
tít	titular	"(term should be ""tít mù"") very far away (adv.)"
tò	curiosidad	curious
tòa	corte	a court
tòi	cosas	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	pinzas	tòng, a last name
tóm	compendio	summary
tô	tazón	car
tôi	yo	i
tôm	camarones	shrimp
tôn	corrugado	venerate
tông	carton	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	prisión	prison
tùng	repuesto	tung
tùy	opcional	depend on
túc	suficiencia	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	bolsa	pocket
túm	agarrar	catch
túng	incómodo	confuse
túp	choza	hut
túy	droga	"(term should be ""thuần túy"") pure (adj.)"
tý	rata	mouse, as in year of the mouse
tăm	palillo de dientes	"(term should be ""tiếng tăm"") reputation"
tăng	aumentar	increase
tĩnh	estática	calm
tơi	yo	ragged
tư	de	posture
tưng	tembloroso	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	fresco	fresh
tương	similar	"(term should be ""tương tự"") to be similar to"
tước	despojado	title (n.)
tưới	riego	irrigation
tướng	general	prime minister (thu tuong)
tường	pared	"a common vietnamese first name; means ""wall"""
tạ	barra	weight
tạc	esculpir	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	a las	survival
tạm	provisional	temporary
tạo	crear	create
tạp	revista	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	descripción	describe
tản	disipación	disperse
tảng	plataforma	platform
tấc	pulgada	inch
tấm	platos	mirror
tấn	toneladas	tan
tấp	tirado	crowded
tất	calcetines	all
tấu	instrumental	tau
tầm	juegos	range or extent (n.)
tần	frecuencia	"(term should be ""tần số"") frequency (n.)"
tầng	piso	layer
tầu	entrenar	ship
tẩm	impregnado	soak
tẩy	borrador	to bleach
tận	fin	dedicated
tật	discapacidad	disease
tắc	interruptores	priciple
tắm	tomar un baño	bathing
tắt	fuera	initial
tặc	hackers	"(term should be ""hải tặc"") a pirate (n.)"
tặng	donar	donate
tẻ	monótono	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	económicamente	economy - society
tề	qi	tidy
tể	señor	lord
tệ	mal	bad
tệp	archivo	file
tỉa	recortado	"(term should be ""bắn tỉa"") to snipe"
tỉnh	provincia	province
tị	envidia	refugee
tịch	presidente	"(""chủ tịch"") president or chairman"
tọa	coordenadas	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	expresado	to
tỏa	irradiar	radiate
tỏi	ajo	garlic
tốc	velocidad	speed
tốn	costo	to cost (v.)
tống	escolta	dispose
tốp	pandilla	top
tốt	bueno	good
tồi	mal	bad
tồn	existir	exist
tổn	herir	damage
tổng	total	president
tộc	clan	"(term should be ""dân tộc"") a race or people"
tội	crimen	crime
tột	extrema	extreme
tớ	yo	servant
tới	a	to the point
tờ	hoja	paper/document
tởm	asqueroso	disgusting
tục	profano	"(term should be ""tập tục"") customs or practices"
tụy	páncreas	"(term should be ""tận tụy"") devoted (adj.)"
tủ	armarios	shelf
tủi	mal	humiliated
tủy	médula	spine
tức	instantaneo	i.e.
từ	de	from
từng	cada uno	each
tử	muerte	lion (su tu)
tửu	bebiendo	wine
tự	yo	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	titulo	lean
tựu	logros	achievement
tỵ	serpiente	the han name for the year of the snake, according to the chinese zodiac
tỷ	mil millones	billion
u	tu	tumor
ua	ua	ua
uae	uae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	eh	uh
uk	reino unido	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	un	(proper noun) un, as in chung un chan of korea
und	und	und
under	bajo	under
unesco	la unesco	unesco
ung	ung	cancer
unicorn	unicornio	unicorn
unit	unidad	unit
unix	unix	unix
up	ups	up
ural	ural	ural, as in the ural mountains
urani	uranio	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruguay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	uigur	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyen	scholarly
uyển	eufemismo	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	uzbekistán	uzbekistan
uông	uong	uong
uất	uất	busy
uốn	doblar	to curl (v.)
uống	tomar	to drink
uổng	desperdiciando	vain
v	v	v
va	va	collide
vaccine	vacuna	vaccine
vai	hombro	shoulder
valencia	valencia	valencia
valentine	san valentin	valentine
valley	valle	valley
van	furgoneta	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	pedir prestado	borrow
vectơ	vector	vector
ven	ven	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	venus	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versalles	(proper noun) versailles
vhs	vhs	vhs
vi	en	behavior
viagra	viagra	viagra
victor	vencedor	(proper noun) victor
victoria	victoria	victoria, a province of australia
vienna	viena	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	vikingo	viking
villa	villa	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginia	(proper noun) virginia, as in the state
virus	virus	virus
virút	virus	virus
vissarionovich	vissarionovich	vissarionovich
vista	vista	vista, as in windows vista
vitamin	vitaminas	vitamin
vitruvius	vitruvio	vitruvius
viz	a saber	(proper noun) viz
viêm	inflamación	inflammation
viên	tabletas	member
viêng	viang	vientiane
viêt	escritura	vietnam
viếng	visita	visit
viết	escribir	write
việc	trabajar	thing
viện	instituto	institute
việt	vietnamita	viet
việtmường	muong vietnamita	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	elefante	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	tungsteno	wolfram
vong	bajas	injured
voyager	viajero	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	rey	king
vui	divertido	happy
vulcan	vulcan	vulcan
vuông	plaza	square
vuốt	garras	stroke
vv	etc.	etc.
vy	vy	vy
vyacheslav	vyacheslav	vyacheslav
và	y	and
vài	pocos	several
vàm	vm	the mouth of a rivulet (n.)
vàng	oro	gold
vành	llanta	coronary
vào	en	into
vá	parche	patchy
vác	llevando	to shoulder (v.)
vách	pared	wall
vái	si	some
ván	tablón	game
váng	escoria	film
váy	falda	skirt
vân	etc.	"(term should be ""vân vân"") et cetera"
vây	aleta	encircle
vã	apresurado	rush
vãi	mierda	to release
vãn	van	save
vè	orinar	to glance slyly (v.)
vé	entradas	ticket
vét	dragar	plunder
vê	acerca de	tremolo
vì	por	because
ví	monedero	example
vía	billetera	soul
vít	atornillar	screw
vò	arrugado	jar
vòi	manguera	tap
vòm	arcos	upper jaw
vòng	ronda	around
vó	hoooo	hooves
vóc	físico	"(should be ""vóc sương"") dew-like or delicate"
vô	no	"(term should be ""vô số"") countless (adj.)"
vôi	lima	limestone
võ	marcial	martial arts (n.)
võng	hamaca	hammock
vùi	enterrado	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	región	region
vú	los senos	breast (n.)
vút	alza	"entire term should be ""cong vut""; extreme curling"
văn	publicado	culture
văng	salpicar	a name
vĩ	genial	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	permanentemente	ving
vũ	vu	armed
vũng	charco	vung
vơ	indefenso	lost
vơi	con	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	alcanzar	reach
vương	rey	kingdom
vướng	enredado	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	jardin	garden
vượn	simios	gibbon
vượt	pasar	to overcome
vạ	entonces	unfortunate problem
vạc	caldero	cauldron
vạch	bar	bar
vại	tanque	jar
vạn	diez mil	thousand
vạng	crepúsculo	twilight
vả	higo	hard
vải	tela	fabric
vảy	escamas	scale
vấn	consejo	vấn đề= problem
vấp	tropezó	stumble
vất	tirar	hard
vần	rima	spell
vầng	aureola	moon (vang trang)
vẩn	todavia	wander
vẩy	copos	scale
vẫn	todavia	still
vẫy	saludando	wave
vận	fortuna	active
vắc	vacuna	vaccine
vắcxin	vacuna	vaccine
vắn	breve	short
vắng	ausente	absent
vặn	atornillar	to twist (v.)
vặt	clasificados	odd
vẹn	integridad	complete
vẹt	loros	parrots
vẽ	dibujar	draw
vết	mancha	wound
vểnh	perca	warping
vệ	defensa	"(term should be ""bảo vệ"") to defend (v.)"
vệt	rayas	streak
vỉa	costuras	"(term should be ""vỉa hè"") sidewalk"
vịnh	bahía	bay
vịt	pato	duck
vọng	esperanza	"(term should be ""hy vọng"") hope (n.)"
vọt	cohete	to spurt out (v.)
vỏ	concha	shell
vồ	mazo	"(term should be ""gạch vồ"") a type of brick"
vỗ	palmadita	to clap
vội	date prisa	hurriedly (adv.)
vớ	calcetines	"(term should be ""vớ vẩn"") silly (adj.)"
với	con	to
vớt	rescatado	salvage
vờ	pretender	"(term should be ""giả vờ"") to pretend (v.)"
vời	genial	wonderful
vở	cuaderno	"(term should be ""vở kịch"") a play"
vỡ	roto	break
vợ	esposa	wife
vụn	papas fritas	debris
vụng	torpe	covert
vứt	tirar	throw away
vừa	medio	just (adv.)
vừng	sésamo	sesame (n.)
vững	firme	firm (adj.)
vực	campo	place
vựng	vocabulario	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	entonces	majestic
w	w	w
wa	wa	wa
walt	walt	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	pálido	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	quiero	wanna
warren	warren	a name
warsaw	varsovia	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	washington	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	puerta de agua	watergate
waterloo	waterloo	(proper noun) waterloo
waters	aguas	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	weblog	weblog
webmail	webmail	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	pozos	wells, as in author orson wells
welsh	galés	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	westermarck	westermarck
western	occidental	western
westlife	westlife	westlife
westview	westview	westview, as in westview press
wheeler	rueda	a name
widener	más ancho	widener
wien	viena	wien
wiener	wiener	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikilibros	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	salvaje	wild
wilder	más salvaje	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	willard	willard
wimbledon	wimbledon	wimbledon
windows	ventanas	windows
winer	winer	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	dentro de	within
without	sin	without
wolfgang	wolfgang	wolfgang
won	ganó	won
wong	wong	wong
woodrow	woodrow	woodrow
woods	bosque	(proper noun) woods, as in tiger woods
would	lo haría	would
wrestling	lucha libre	wrestling
wright	wright	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	lejos	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	verde	green
xao	flácido	xôn xao = chatting
xay	moler	grind
xe	carro	a car (n.)
xem	ver	watch
xen	xen	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	por favor	please
xinh	hermosa	beautiful
xiv	xiv	fourteenth
xiêm	siamés	(proper noun) xiêm, or siam
xiên	inclinación	oblique
xiêu	xiao	soften
xiếc	circo	circus
xiết	apretar	to twist tightly (v.)
xiềng	grilletes	chain
xo	xo	spring
xoa	frotar	massage
xoay	rotar	turn
xong	hecho	completed
xoàng	mediocre	mediocre
xoá	eliminar	delete
xoáy	remolino	vortex
xoắn	retorcido	coiled
xu	centavos	trend
xua	disipar	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	desafortunado	incite
xuka	xuka	xuka
xum	exuberante	a name
xuyên	piercing	frequently
xuyến	torso	manage
xuân	la primavera	spring
xuâncông	la primavera	xuan public
xuôi	barrido	down
xuất	exportar	ejaculate
xuấtnhập	exportar	import/export
xuống	abajo	down
xuồng	canoa	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	gastar	use
xào	salteado	stir fry
xách	bolso de mano	to carry by the handle (v.)
xám	gris	ustox
xán	frito	"(term should be ""xán lạn"") bright (adj.)"
xáo	perturbación	chaos
xát	frotar	touch
xâm	tatuado	invasion
xâu	cuerda	string
xây	construir	build
xã	comuna	society
xãy	voluble	occur
xèo	xèo	xeo
xé	rasgar	tear
xén	recortar	"(term should be ""biếu xén"") to gift (v.)"
xéo	aslant	diagonally (adv.)
xét	considerar	examine
xê	moverse	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	pedo	scandal
xìu	pedo	to become flaccid (v.)
xí	fabrica	factory (xi nghiep)
xít	fascinante	nazi
xíu	pequeño	small
xòe	propagación	spread
xóa	eliminar	clear
xói	erosion	erode
xóm	vecinos	village
xót	misericordia	mercy
xô	cubo	soviet
xôi	arroz pegajoso	pierce
xôn	remover	tumultuous
xông	apresurado	rush
xôphần	sección de cubo	soviet-poland
xôviết	unión soviética	soviet
xù	rizado	gigantic
xú	grosero	xu
xúc	contacto	touch
xúi	provocar	induce
xăm	tatuaje	"(term should be ""xa xăm"") far away (adj.)"
xăng	gasolina	gasoline
xơ	fibra	xo
xưa	viejo	old
xưng	confesar	"(should be ""tự xưng"") self-proclaimed"
xương	hueso	bone (n.)
xước	rayado	scratch
xướng	coro	provoke
xưởng	taller	workshop
xạ	radiación	"(term should be ""phản xạ"") to reflect"
xả	descarga	release
xảo	astuto	detailed
xảy	ocurrir	happen
xấp	aprox.	approximate
xấu	mal	bad
xẩm	peludo	a type of traditional vietnamese singing
xẩy	ocurrir	occur
xắt	cortar	cut
xẻo	desafortunado	cut off
xếp	doblado	rank
xỉ	escoria	approximately
xỉa	hilo dental	to pick (v.)
xỉu	desmayo	to faint
xốc	shock	to lift up (v.)
xốp	poroso	porous
xổ	sorteo	rush into
xộn	desordenado	messy
xứ	hecho	native
xứng	digno	appropriate
xử	tratar	judge
y	y	medical
y=fracsin	y = fracsina	a function
ya	ya	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	yakushima	yakushima
yalta	yalta	(proper noun) yalta
yankee	yankee	(proper noun) yankee
yard	patio	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	yeltsin	yeltsin, as in boris yeltsin
yemen	yemen	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	yo	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	york	york
yorker	yorker	yorker
yorkshire	yorkshire	yorkshire
youtube	youtube	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	yu	yu
yuan	yuan	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	yuri	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	yurta	yurt
yên	yenes	peace or stillness (n.)
yêu	amor	love
yếm	overoles	tender
yến	nido de pájaro	a type of swallow (n.)
yết	listado	yet
yếu	debil	mainly
yểm	cubrir	support
yển	yenes	"is a name meaning, ""bird"""
yểu	encantador	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	zambia	(proper noun) zambia, as in the nation
zealand	zelanda	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	cero	zero
zeus	zeus	zeus
zheng	zheng	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	zinedine	(proper noun) zinedine
zing	zing	zing, as in the website
zoe	zoe	zoe
zurich	zurich	(proper noun) zurich
zürich	zurich	(proper noun) zurich, as in zurich, switzerland
|nguyễn	nguyen	a common vietnamese last name
|nổi	flotadores	"(term should be ""nổi"") to float (v.)"
|petya	petya	(proper noun) petya
|tên	nombre	"(should be ""tên"") name (n.)"
|việt	| vietnamita	vietnam
 kg	kg	kg
 triệu	millones	million
 °c	° c	degrees celsius
°đến	° a	up to
°độ	° grados	degree
×	×	x
ào	wow	rush
á	á	asia
ác	el mal	evil
ách	yugo	yoke (n.)
ái	ansia	ai
ám	rinde	(with the word chi) to hint at
ánh	brillo	light
áo	abrigo	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	presion	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aoi	eurasian
â	â	a vietnamese vowel sound
âm	negativo	vagina
ân	favor	deed
én	golondrinas	swallow
ép	presionado	press
êgê	ego	aegean
êm	suave	smooth
ích	útil	benefit
ílam	ílam	tamil language name for the island of sri lanka
ít	poco	less
île	île	Île, as in Île de la cité, france
îledefrance	îledefrance	ile-de-france
ðiều	artículo	article
ðài	ðài	taiwan
ðường	azúcar	a road
ðảng	fiesta	party
ðức	alemania	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	cerebro	brain
óng	iridiscente	"(term should be ""óng ả"") flexible"
ôi	oh oh	"vietnamese version of the exclamation ""oh"""
ôm	abrazo	hug
ôn	moderación	peaceful (on hoa)
ông	señor	a man (n.)
ôtô	carros	car
ôxi	oxigeno	oxygen
ôxy	oxigeno	the element oxygen (n.)
ôxít	óxido	oxide
ôzôn	ozono	ozone
ùn	mermeladas	congest
úng	anegado	flood
úp	boca abajo	upside
úy	teniente	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	italia	italian
ăn	comer	eat
ăng	hormiga	antenna
ăngten	antena	antenna
đa	multi	majority
đai	cinturón	"(term should be ""Đai khố"") name of a village"
đak	dak	(proper noun) Đak
đan	tejer	scandal
đau	dolor	painful
đay	yute	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	db	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
đe	el yunque	threaten
đem	traer	to bring (v.)
đen	negro	black
đentrắng	blanco negro	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	llevar	wear
đh	đh	university
đhcn	đcn	university of industry
đhtm	dhtm	university of economics
đhông	este	dhong
đi	ir	go
điên	loco	crazy
điêu	cosa	sculpture
điôxít	dióxido	dioxide
điạ	dạ	dia
điếc	sordo	heron
điếu	cigarrillo	funeral oration
điềm	presagio	omen
điền	rellenar	estate
điều	cosa	control
điểm	punto	bearing point
điển	diccionario	"(term should be ""từ điển"") a dictionary"
điểu	joder	thing
điệp	el mensaje	spy
điệu	tono	memorial
đo	medir	measure
đoa	doa	doa
đoan	presentable	extreme
đom	luciérnagas	firefly
đoài	el mango	the west
đoàn	unión	an organization or group (n.)
đoái	intercambio	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	párrafo	a stage or phase (n.)
đt	đt	training
đtđ	celular	diabetes
đua	carrera	emulate
đui	ciego	blind
đun	hervir	cook
đuôi	cola	tail
đuốc	antorcha	a torch
đuối	ahogamiento	drowning
đuống	tallo	(proper noun) Đuống, the name of a river
đuổi	perseguir	pursue
đài	radio	statue
đàm	conversaciones	negotiation
đàn	rebaño	musical instrument
đàng	si	side
đào	duraznos	train
đày	el exilio	exile
đá	piedra	to kick
đái	orinar	pee
đám	horda	dam
đán	dan	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	vale la pena	deserve
đáo	único	unique
đáp	contestar	response
