$  	dollarni tashkil etadi	dollar
gránit	granit	granite
gróf	quloq	count
grófja	hisoblash	earl
grófság	quloq pardasi	countship
grúz	gruzin	georgian
guevara	gevara	guevara
guide	qo&#39;llanma	guide
gumó	tuber	bump
gusztáv	gustav	gusztáv
guy	yigit	guy
gyakori	tez-tez	frequent
gyakoriak	umumiy	frequent
gyakoribb	ko&#39;proq keng tarqalgan	more frequent
gyakorlat	mashq	practice
gyakorlatban	amalda	practically
gyakorlati	amaliy	practical
gyakorlatilag	deyarli	virtually
gyakorló	mashq qilish	practicing
gyakorolt	yoqilgan	on
gyakoroltak	mashq qilinadi	impacted
gyakorta	ko&#39;p hollarda	often
gyakrabban	yanada tez-tez	more often
gyakran	tez-tez	frequently
gyalog	oyoqda	on foot
gyarmat	mustamlaka	colony
gyarmati	mustamlaka	gyarmati
gyenge	kuchsiz	weak
gyengébb	kuchsizroq	weaker
gyerek	bola	child
gyerekek	bolalar	children
gyerekeket	bolalar	kids
gyerekkorában	bolalik	during sy's childhood
gyermek	bola	child
gyermeke	bolalar	child of
gyermekei	bolalar	children
gyermekek	bolalar	children
gyermekeként	yosh boladek	as child
gyermeket	bolalar	child
gyermekkora	bolalik	childhood
gyermekkori	bolalik	childhood
gyermekkorában	bolalik	in his/her childhood
gyermekét	bolalar	child of
gyermekük	bolalar	children
gyilkos	qotil	killer
gyilkosság	qotillik	murder
gyilkosságok	qotillik	murders
gyom	begona o&#39;tlar	weed
gyomor	oshqozon	stomach
gyors	tez	rapid
gyorsabb	tezroq	faster
gyorsabban	tezroq	faster
gyorsan	tez	fast
gyorsforgalmi	katta tezlikda harakatlanish yo&#39;li	expressway
gyula	alba	gyula (forename)
gyulai	gyula	gyulai
gyulladás	yallig&#39;lanish	inflammation
gyurcsány	gyurcsany	gyurcsány
gyár	zavod	factory
gyártás	ishlab chiqarish	production
gyártása	ishlab chiqarish	production of
gyártási	ishlab chiqarish	production
gyártó	ishlab chiqaruvchi	manufacturer
gyémánt	olmos	diamond
gyémántok	olmos	diamonds
gyógyfürdő	kurort	spa
gyógyhatása	shifobaxsh ta&#39;siri	sg's curative effect
gyógyszer	dori	medicine
gyógyszerek	dorilar	pharmaceuticals
gyökerei	ildizlari	roots of
gyöngyház	nacre	mother of pearl
gyönyörű	chiroyli	beautiful
györgy	jorj	györgy
gyümölcs	meva	fruit
győr	győr	győr (hungarian city)
győri	gyr	of győr
győzelem	g&#39;alaba	victory
győzelemmel	g&#39;alaba	with victory
győzelme	g&#39;alaba	victory of
győzelmet	g&#39;alaba	victory
győzelmét	g&#39;alaba	victory of sy/sg
győzelmével	g&#39;alaba	with the victory of
győzni	yutmoq	win
győztes	g&#39;olib	winning / winner
győzött	yutuq	win
győző	gyozo	győző
gyűjtemény	yig&#39;ish	collection
gyűjteménye	yig&#39;ish	collection of
gyűjtött	yig&#39;ilgan	collected
gyűlés	uchrashuv	meeting
gyűrű	uzuk	ring
gyűrűk	uzuklar	rings
gyűrűt	uzuk	ring
gábor	gabar	gabor
gárda	soqchilar	guards
gárdonyi	gardony	gárdonyi
gáspár	jasper	gáspár
gátolja	bloklar	inhibits
gáz	gaz	gas
gázok	gazlar	gases
gébicsfélék	qisqarish	shrikes
gén	gen	gene
gének	genlar	genes
gép	mashina	machine
gépek	mashinalari	machines
gépgyártás	mashinasozlik	machinery production
géza	géza	géza (common fist name)
gírosz	giros	gyros
gól	maqsad	goal
gólját	maqsad	his goal
góljával	maqsadlar	with his goal
góllal	otish	with goal
gólok	maqsadlar	goals
gólt	qo&#39;rg&#39;oshin	goal
gótika	gotika	gothic
gótikus	gotika	gothic
gödényfélék	gödényfélék	pelecanidae
gömb	orb	sphere
görbe	egri chiziq	crooked
görgei	gorgi	görgei
görgey	go&#39;rgey	görgey
görög	yunon	greek
görögország	gretsiya	greece
görögországban	gretsiya	greece
görögök	yunonlar	greeks
görögül	yunon	greek for
ha	agar	if
habsburg	xabsburg	habsburg
habsburgház	xabsburg uyi	house of habsburg
habsburgok	xabsburglar	habsburgs
habár	chayqalish	although
had	harbiy	army
hadaikum	xadis	hadean perion
hadak	qo&#39;shinlar	armies
hadarás	g&#39;iybat	gabble
hadat	urush	declare war (hadat üzen)
haderő	kuchlar	force
hadi	harbiy	military
haditengerészet	dengiz floti	navy
hadjárat	kampaniyasi	campaign
hadjáratok	kampaniyalari	campaigns
hadjáratot	kampaniyasi	crusade
hadművelet	operatsiyalar	maneuver
hadnagy	leytenant	lieutenant
hadosztály	bo&#39;linish	division
hadsereg	armiya	army
hadseregben	armiya	(in) army
hadseregcsoport	armiya guruhi	army group
hadserege	armiya	army of
hadsereget	armiya	army
hadtest	korpus	legion
hadvezetés	harbiy rahbarlik	army command
hadvezér	umumiy	war-lord
hadászati	strategik	strategic
hagyatéka	vasiyat qilib qoldiring	legacy of
hagyja	qoldiring	leave
hagyják	qoldiring	leave
hagyni	qoldiring	leave
hagynia	qoldiring	leave
hagyomány	an&#39;ana	tradition
hagyománya	urf-odatlari	traditional
hagyományai	urf-odatlari	traditions of
hagyományok	urf-odatlari	traditions
hagyományos	an&#39;anaviy	traditional
hagyományosan	an&#39;anaviy ravishda	traditionally
hagyott	chapga	left
hagyta	ijozat bering	left
hagyták	ular ketishdi	let
hagyva	ketish	let
hajdani	avvalgi	prestine
hajlandó	tayyor	willing
hajnal	tong	hajnal
hajnalban	tong	at dawn
hajnali	auroral	early morning
hajtott	boshqariladi	drove
hajtotta	tashqarida	drove
hajtottak	bo&#39;lgan	executed
hajó	kema	ship
hajók	kemalar	ships
hajón	bortda	on a ship
hajós	dengizchi	sailors
hajót	kema	ship
hal	baliq	die
halad	davom eting	advances
haladt	ko&#39;chib	went on
haladva	ketayotgan	going
haladó	rivojlangan	going
halak	balıqlar	fish
hallani	eshiting	to hear
hallgatott	tinglang	attended
hallható	eshitiladigan	available for listening
halott	o&#39;lik	death
halottak	o&#39;lik	deads
halotti	o&#39;likxona	death
halt	vafot etdi	died
haltak	vafot etdi	died
haltetvek	kepek	fishlices
halál	o&#39;lim	death
halála	uning o&#39;limi	(his) death
halálakor	uning o&#39;limi	at sy's death
halálbüntetés	o&#39;lim jazosi	death penalty
halálbüntetést	o&#39;lim jazosi	death penalty
halálistenek	o&#39;lim xudolari	death gods
halállal	o&#39;lim	death
halálos	halokatli	lethal
halálra	o&#39;lim	death
halált	o&#39;lim	death
haláláig	uning o&#39;limi	to his death
halálának	o&#39;lim	death
halálát	o&#39;lim	death
halálával	o&#39;lim	with his death
halászat	baliq ovlash	fishery
hamar	yaqinda	soon
hamarabb	avvalroq	sooner
hamarosan	yaqinda	shortly
hamburg	gamburg	hamburg
hamilton	hamilton	hamilton
hamis	yolg&#39;on	false
hamlet	hamlet	hamlet
hamvait	kul	ashes
hanem	biroq shu bilan birga	but
hang	ovozi	sound
hangja	ovoz	's voice
hangján	ovozi	with the voice
hangját	ovozi	voice
hangok	tovushlar	sounds
hangot	ovoz	sound
hangszer	asbob	musical instrument
hangszerek	musiqiy asboblar	instruments
hangszeres	instrumental	instrumental
hangsúly	urg&#39;u	emphasis
hangsúlyos	ta&#39;sirchan	articular
hangsúlyt	diqqat	accent
hangulat	vibe	mood
hangversenyt	konsert	concert
hangvételű	ohang	intonation
hangyászmadárfélék	piyoz	thmnophilideae
hangzik	ovoz	sound
hangzott	jarangladi	sounded
hangzású	jaranglaydi	sound
hangú	qiya	worded
hanks	hanks	hanks
hannah	xanna	hannah
hans	hans	hans
harc	jang	fight
harca	jang	battle of
harcba	jang	to battle
harcban	jang	in battle
harci	jang	battle
harcművészeti	jang san&#39;ati	martial
harcok	janglar	fights
harcokban	janglar	in battles
harcolt	jang qildi	fought
harcoltak	jang qildi	fought
harcoló	jang	fighting
harcos	jangchi	warrior
harcosok	jangchilar	warriors
harcot	jang	fight
hargita	xargita	hungarian mountain
harkályfélék	yog&#39;ochbopchilar	picidaes
harmadik	uchinchi	third
harminc	o&#39;ttizda	thirty
harmincas	o&#39;ttizinchi	30's
harold	qo&#39;pol	harold
harrison	xarrison	harrison
harry	garri	harry
harryt	garri	harry
harvard	garvard	the university
hasfelmetsző	ripper	ripper
hashajtó	laksatif	laxative
hasmenés	diareya	diarrhea
hasonlít	o&#39;xshash	reminiscent
hasonlítanak	kabi	compare
hasonlított	kabi	was look like
hasonló	o&#39;xshash	similar
hasonlóan	kabi	similarlay
hasonlóképpen	xuddi shunday	similarly
hasznos	foydali	useful
használ	foydalanish	use
használat	foydalanish	usage
használata	foydalanish	use of
használatban	ishlatilmoqda	benefits
használatos	foydali	in use
használatára	foydalanish	usage of
használatát	foydalanish	use
használatával	foydalanish	use
használható	foydalanish mumkin	use
használja	foydalanish	use
használjuk	ishlatilgan	use
használják	ishlatilgan	use
használnak	ishlatilgan	use
használni	foydalanish	to use
használt	ishlatilgan	used
használta	ishlatilgan	used
használtak	ishlatilgan	used
használták	ishlatilgan	used
használva	foydalanish	using
használó	foydalanuvchi	using
hat	olti	six
hatalma	quvvat	power of
hatalmak	vakolatlari	powers
hatalmas	kuchli	huge
hatalmat	quvvat	power
hatalmi	quvvat	of power
hatalmának	quvvat	power
hatalmát	quvvat	power
hatalom	quvvat	power
hatalommal	quvvat	power
hatalomra	quvvat	to power
hatodik	oltinchi	sixth
hatott	mumkin edi	influenced
hatottak	ta&#39;sir ko&#39;rsatdi	influenced
hatvanas	jinsiy aloqa	sixties
határ	chegara	border
határa	chegarasi	border of
határain	chegaralari	on its borders
határait	chegaralari	borders
határok	chegaralari	borders
határolja	chegaralangan	delimited
határon	chegara	on the border
határos	qo&#39;shni	neighbouring
határozott	aniq	certain
határozottan	mahkam	definitely
határozta	aniqlandi	defined
határozza	aniqlangan	decides
határozzák	aniqlangan	appoint
határozószó	ravishdosh	definer
határt	chegarasi	border
határában	chegarasi	in the border of sg
határán	chegara	boundary
határát	chegara	border of
hatás	ta&#39;siri	effect
hatása	ta&#39;siri	effect of
hatásai	effektlari	(its) effects
hatások	effektlari	effects
hatásos	samarali	effective
hatással	ta&#39;sir qiladi	with effect
hatást	ta&#39;siri	effect
hatására	ta&#39;siri	to the effect
hatását	ta&#39;siri	effect
hatású	ta&#39;siri	with effect
hatékony	samarali	efficient
ható	aktyorlik	affecting
hatóság	hokimiyat	authority
hatóságok	hokimiyat	authorities
havi	oylik	monthly
havonta	oyiga	monthly
hawaii	gavayi	havaii
haydn	gaydn	haydn
haydnt	gaydn	haydnt
haza	uy	home
hazafelé	uyga	on the way home
hazafias	vatanparvar	patriotic
hazai	mahalliy	national
hazatért	uyga keldi	returned
hazája	mamlakat	home
hazánk	vengriya	our fatherland
hazánkban	bizning mamlakatimiz	our country
head	bosh	head
hegedű	skripka	violin
hegedűs	skripkachi	hegedus
hegesztés	payvandlash	joint
hegy	tog	mountain
hegyek	tog&#39;lar	mountains
hegyi	tog	mountain
hegység	tog	mountains
hegyvidék	tog&#39;lar	mountains
hegyvidéki	tog&#39;li	highland
heinrich	geynrix	heinrich (a person's name)
helikon	helikon	helikon
heliocentrikus	geliotsentrik	heliocentric
hely	joy	place
helyben	joyida	in the place
helye	joy	place of
helyek	joylar	places
helyeken	joylar	locations
helyen	joy	at a place
helyenként	ba&#39;zi joylarda	locally
helyes	to‘g‘ri	right
helyesen	to&#39;g&#39;ri	correctly
helyet	joy	place
helyett	ning o&#39;rniga	in place of
helyette	o&#39;rniga	instead
helyezett	baholandi	placed
helyezi	qo&#39;yadi	put
helyezik	joylashtirilgan	place
helyezkedik	joylashgan	lies
helyezkednek	joylashgan	positioning
helyezte	joylashtirilgan	placed
helyeztek	joylashtirilgan	placed
helyezték	joylashtirilgan	placed
helyezés	joy	ranking
helyi	mahalliy	local
helyre	joy	location
helyről	joy	from
helyszín	joy	place
helyszíne	saytlar	the scene of sg
helyszínei	saytlar	scenes of sg
helyszínek	saytlar	sites
helyszínen	sayt	on the spot
helytelen	noto‘g‘ri	incorrect
helyzet	davlat	status
helyzetbe	holati	situation
helyzetben	pozitsiyalari	in situation
helyzete	vaziyat	situation
helyzetet	vaziyat	situation
helyzetét	vaziyat	situation
helyébe	almashtirildi	replaced by
helyén	joy	(on sy/sg's) place
helyére	joy	in place of
helyét	joy	place
helyüket	joy	their place
hemingway	xeminguey	hemingway
hendrix	hendrix	hendrix
henri	henri	henry
henrik	genri	henrik
henry	yana	henry
hepatitis	gepatit	hepatitis
herbert	gerbert	herbert
herceg	shahzoda	prince
hercege	dyuk	prince (of sg)
hercegi	ducal	princely
hercegnő	malika	princess
hercegség	gersoglik	princedom
hermann	germann	hermann
hermione	germiona	hermione
hess	qodir	begone
hetedik	ettinchisi	seventh
hetek	men	sevens
hetente	haftalik	weekly
hetet	hafta	week
hetfield	xetfild	hetfield
heti	haftalik	weekly
hetvenes	etmishinchi	seventies
heves	qizdirilgan	vehement
hiba	xato	mistake
hibák	xatolar	mistakes
hibás	noto&#39;g&#39;ri	faulty
hibát	xatolar	error
hidak	ko&#39;priklar	bridges
hidat	ko&#39;prik	bridge
hideg	sovuq	cold
hidegháború	sovuq urush	cold war
hihetetlen	aql bovar qilmaydigan	unbelievable
hill	tepalik	hill
himnusz	madhiya	hymn
himnusza	madhiya	hymn of
hindu	hindular	hindu
hinduizmus	hinduizm	hinduism
hirdetett	targ&#39;ib qilingan	advertised
hirdette	va&#39;z qilingan	announced, advertised
hirtelen	to&#39;satdan	suddenly
history	tarixi	history
hisz	o&#39;ylab ko&#39;ring	since
hiszen	chunki	since
hiszi	sen o&#39;ylaysan	think
hit	imon	faith
hite	xit	one's religion
hitel	kredit	credit
hiteles	haqiqiy	credible
hitet	imon	belief
hitler	urishqoq	hitler
hitre	imon	to a religion
hitt	ishondi	believed
hitte	o&#39;yladi	believed
hitték	o&#39;yladi	believed
hivatal	idora	office
hivatala	idora	office of
hivatali	ma&#39;muriy	magisterial
hivatalos	rasmiy	official
hivatalosan	rasmiy ravishda	officially
hivatkoznak	havola	refer to
hivatkozott	murojaat qilinadi	referenced
hivatkozva	ga murojaat qilish	referring to
hivatkozás	ma&#39;lumotnoma	reference
hivatkozások	havolalar	links
hivatott	mo&#39;ljallangan	meant
hivatásos	professional	professional
hiába	bekordan bekorga	in vain
hiánya	etishmasligi	lack of
hiányzik	sog&#39;indim	misses
hiányzott	etishmayotgan edi	lacked
hiányzó	etishmayotgan	missing
hiányában	muvaffaqiyatsiz	lacking
hn	hn	germ
ho	oy	ho
hogy	bu	that
hogyan	qanday	how
hol	qayerda	where
hold	oy	moon
holdak	oylar	satellites
holdat	oy	the moon
holdi	oy	moon-
holdkomp	oy moduli	moon cruiser
holdon	oy	on the moon
holdra	oy	to the moon
holland	golland	dutsch
hollandia	gollandiya	holland
hollandiában	gollandiyada	in the netherlands
hollywood	gollivud	hollywood
hollywoodi	gollivud	hollywoodian
holló	qarg&#39;a	crow
holmes	holmes	holmes
holnap	ertaga	tomorrow
holocaust	xolokost	holocaus
holokauszt	xolokost	holocaust
holott	garchi	although
holtan	o&#39;lik	dead
holttestét	o&#39;lik jasad	body
homo	homo	homo
homoszexuális	gomoseksual	homosexual
honda	honda	honda
honfoglalás	zabt etish	original settlement
hongkong	xongkong	hongkong
hongkongi	gonkong	hongkong
honlap	veb-sayti	webpage
honlapja	veb-sayti	website
honlapján	veb-sayti	webpage
honvéd	mudofaa	soldier
honvédelmi	mudofaa	of national defence
honvédség	armiya	army
horthy	munosib	horthy
horvát	xorvat	croatian
horváth	horvath	horváth
horvátok	xo&#39;rvalar	croat
horvátország	xorvatiya	croatia
hossza	uzunligi	length
hosszabb	uzoqroq	longer
hosszan	uzoq	prolonged
hosszas	uzun	long
hosszú	uzoq	long
hosszúságú	uzunligi	of length
hotel	mehmonxona	hotel
house	uy	house
howard	qanday qilib	howard
hoz	ga	brings
hoznak	olmoq	bring
hozni	olib kelmoq	bring
hozott	olib keldi	brought
hozta	olib keldi	brought
hoztak	olib keldi	(they) brought
hozták	bu bo&#39;lgandi	they have brought
hozza	olib keladi	bring
hozzá	uni	to
hozzájuk	ularga	to them
hozzájárul	hissa qo&#39;shmoq	contribute
hozzájárult	hissa qo&#39;shdi	contributed to
hozzájárultak	hissa qo&#39;shdi	consented
hozzák	olib keling	bring
hozzávetőleg	taxminan	approximately
hozó	tashkil etish	bringing
html	html	html
hugh	hug	hugh
hughes	quchoq	hughes
hugo	hugo	hugo
hullám	to&#39;lqin	wave
hullámok	to&#39;lqinlar	waves
humanista	gumanist	humanist
humor	hazil	humor
humoros	hazilkash	humorous
hun	ov	hun
hungary	osilgan	hungary
hunok	hunlar	huns
hunyadi	xunyadi	hunyadi
hunyt	vafot etdi	die
huszadik	yigirmanchi	twentieth
huszár	hussar	hussar
hybrid	gibrid	hybrid
háború	urush	war
háborúba	urush	in war
háborúban	urush	in war
háborúellenes	urushga qarshi	antiwar
háborúja	urushlar	war of sy/sg
háborúk	urushlar	wars
háborús	urush paytida	of war
háborút	janglar	war
hálózat	tarmoq	network
hálózati	quvvat	network
hálózatok	tarmoqlar	networks
