$ tỉ	en milliards de dollars	$ billion
tommy	tommy	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	haut	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	le tourisme	tourism
tourist	touriste	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	cour	office
toàn	sûr	entire or whole (adj.)
toán	mathématiques	team
toát	bon	to exude or emit, as in sweat (v.)
toạ	coordonnées	locate
toại	à	satisfaction
toả	rayonner	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	ville	city ho
tpvĩnh	ville	vinh city
tqlc	tqlc	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafic	trafford in greater manchester
trai	moules	boy
trang	page	a page (n.)
tranh	photos	to compete (v.)
trao	récompensé	reward
trau	trau	polish
tre	bambou	bamboo (n.)
treo	pendaison	hang
tri	tri	tri
tribune	tribune	a name
trinh	vierge	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	trinité	trinity
tristan	tristan	tristan
triết	la philosophie	philosophy
triền	trien	"(should be ""triền miên"") endless"
triều	marée	court
triện	joint	stamp
triệt	bien	completely
triệu	millions	a million
tro	cendre	ashes
troia	troia	troy
trondheim	trondheim	trondheim
trong	dans	inside (adv.)
true	vrai	true
truman	truman	(proper noun) truman
trung	milieu	"(term should be ""trung gian"") agent (n.)"
trungnhật	l&#39;honnêteté	china-japan
truong	truong	truong
truyên	truyen	story
truyện	histoire	story
truân	truân	arduous
truất	détracteurs	cancel
truởng	chef	leader (n.)
truỵ	mentir	depraved
trà	thé	tea (n.)
tràm	cajuput	melaleuca
tràng	colon	"entire term should be ""truc trang""; means ""rectum"""
trào	éruption	movement
trác	trac	trac
trách	blâmer	blame
trái	à gauche	against
trán	le front	forehead
tráng	enduit	to coat (v.)
tránh	éviter	to avoid (v.)
tráo	brouiller	tráo trở= liar/betrayal/treacherous
tráp	cercueils	casket
trát	mandat	pile
trâm	broche	a type of elegant hairpin (n.)
trân	cordialement	respect
trâu	buffle	a last name
trãi	dispersé	trai
trèo	grimper	climb
trên	sur	above
trình	soumission	process
trí	esprit	intellectual
trích	extrait	to extract (v.)
trò	jeux	role
tròn	rond	rounding
trói	ligoté	tie
trôi	dérive	afloat
trông	regarde	look
trùm	patron	cover
trùng	coïncider	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	embarquement	residence
trúc	bambou	structure
trăm	cent	hundred
trăn	python	"(term should be ""trăn trở"") to ponder (v.)"
trăng	lune	moon
trĩ	hémorroïdes	hemorrhoids
trũng	coulé	medium
trơ	inerte	bare
trơn	lisse	slippery (adj.)
trư	tru	a pig (n.)
trưa	midi	noon (n.)
trưng	réquisition	symbolic
trưngcông	exposé	truongcong
trương	truong	policy
trước	avant	front
trước 	avant	front
trướng	expansion	expand
trườn	ramper	crawl
trường	l&#39;école	case
trượng	caducée	a unit of length used in vietnam equal to 4 meters (n.)
trượt	glisser	slide
trạch	trach	ze
trại	camp	camp
trạm	station	station
trạng	condition	situation
trạo	trạo	trao
trả	payer	to return
trải	couverture	spread
trảm	cajuput	beheaded
trảo	machettes	trao
trấn	ville	town
trấu	cosse de riz	rice skin
trầm	basse	depression
trần	nu	tran
trầu	bétel	trầu
trầy	rayé	scratch
trẩy	rebondir	pilgrimage
trẫm	je suis	i
trận	le match	battle
trật	disloquée	order
trắc	biométrie	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	blanc	white
trặc	hoquet	"entire phrase is ""truc trac""; means ""problem"""
trẻ	jeune	youth
trễ	être en retard	late
trệ	stagnant	bamboo
trị	traitement	cure
trịnh	phnh	trịnh, a vietnamese last name
trọ	auberge	motel
trọn	plein	whole
trọng	important	serious
trỏ	pointeurs	index
trối	finale	last words
trốn	cacher	to hide
trống	vide	in
trồi	émergente	to emerge (v.)
trồng	plantation	plant
trổ	montrer	to burst open or display
trỗi	émergence	rise
trội	dominant	better
trộm	voleur	theft
trớn	caresse	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	dieu	sun
trợ	soutien	support
trụ	bureau	universe
trục	axe	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	nu	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	oeufs	egg
trừ	sauf	except
trừng	éblouissement	punish
trừu	résumé	abstract
trữ	stockage	reserve
trực	en service	direct
ts	ts	phd
tt	tt	news
tua	tentacule	fringe
tucker	tucker	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tukhachevsky	(proper noun) tukhachevsky
tulip	tulipe	tulip
tum	tum	tum
tung	lancer	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	toscan	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	cependant	however
tuyên	déclarer	"(should be ""tuyên ngôn"") a declaration"
tuyết	neige	snow (n.)
tuyền	tuyen	tuyen
tuyển	recrutement	recruit
tuyệt	super	excellent (adj.)
tuân	obéir	comply
tuông	rincer	jealous
tuý	tuyý	drug
tuần	semaine	week
tuế	vairons	years
tuệ	la sagesse	intelligence
tuốc	plumer	turbine
tuổi	l&#39;âge	age
tuộc	poulpe	octopus
tuột	glisser	slip
tuỳ	en option	depend
tv	tv	tv
tvb	tvb	tvb
twin	jumeau	twin
twitter	twitter	twitter
ty	ty	company
type	type	type
typhon	typhon	typhon
tà	mal	we
tài	fortune	talent (n.)
tàn	cendres	dying
tàng	musée	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	navire	ship
tá	douzaine	"(term should be ""thiếu tá"") major (n.)"
tách	tasse	to separate
tái	re	return
tám	huit	eight
tán	auvent	support
tánh	tanh	life
táp	taper	to lap at (v.)
táu	coupable	ashton
tâm	esprit	tâm
tâu	mon seigneur	peach
tây	ouest	western
tâynam	westnam	"(should be ""tây-nam"") southwest"
tã	couches	diaper
tét	hurler	tet
tê	engourdi	numb
tên	le nom	name (n.)
tì	rate	to lean on (v.)
tìm	trouver	find
tìmdiệt	recherche	find-kill
tình	l&#39;amour	sex
tía	pourpre	dad
tích	produit	"(term should be ""tích cực"") to be zealous (adv.)"
tím	pourpre	purple
tín	crédits	"(entire term should be ""tín dụng"") credit"
tít	titre	"(term should be ""tít mù"") very far away (adv.)"
tò	curiosité	curious
tòa	cour	a court
tòi	truc	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	tong	tòng, a last name
tóm	recueil	summary
tô	bol	car
tôi	moi	i
tôm	crevettes	shrimp
tôn	ondulé	venerate
tông	carton	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	prison	prison
tùng	de rechange	tung
tùy	en option	depend on
túc	suffisance	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	sac	pocket
túm	saisir	catch
túng	maladroit	confuse
túp	cabane	hut
túy	drogue	"(term should be ""thuần túy"") pure (adj.)"
tý	rat	mouse, as in year of the mouse
tăm	cure-dent	"(term should be ""tiếng tăm"") reputation"
tăng	augmenter	increase
tĩnh	statique	calm
tơi	je	ragged
tư	de	posture
tưng	fragile	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	frais	fresh
tương	similaire	"(term should be ""tương tự"") to be similar to"
tước	dépouillé	title (n.)
tưới	arrosage	irrigation
tướng	général	prime minister (thu tuong)
tường	mur	"a common vietnamese first name; means ""wall"""
tạ	barbell	weight
tạc	sculpter	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	à	survival
tạm	provisoire	temporary
tạo	créer	create
tạp	magazine	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	description	describe
tản	dissipation	disperse
tảng	plate-forme	platform
tấc	pouce	inch
tấm	assiettes	mirror
tấn	tonnes	tan
tấp	tiré	crowded
tất	chaussettes	all
tấu	instrumental	tau
tầm	jeux	range or extent (n.)
tần	fréquence	"(term should be ""tần số"") frequency (n.)"
tầng	étage	layer
tầu	train	ship
tẩm	imprégné	soak
tẩy	gomme	to bleach
tận	fin	dedicated
tật	handicap	disease
tắc	interrupteurs	priciple
tắm	prendre un bain	bathing
tắt	éteint	initial
tặc	les pirates	"(term should be ""hải tặc"") a pirate (n.)"
tặng	faire un don	donate
tẻ	terne	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	économiquement	economy - society
tề	qi	tidy
tể	monsieur	lord
tệ	mauvais	bad
tệp	fichier	file
tỉa	paré	"(term should be ""bắn tỉa"") to snipe"
tỉnh	province	province
tị	envie	refugee
tịch	président	"(""chủ tịch"") president or chairman"
tọa	coordonnées	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	exprimé	to
tỏa	rayonner	radiate
tỏi	l&#39;ail	garlic
tốc	vitesse	speed
tốn	coût	to cost (v.)
tống	escorte	dispose
tốp	gang	top
tốt	bon	good
tồi	mauvais	bad
tồn	exister	exist
tổn	mal	damage
tổng	au total	president
tộc	clan	"(term should be ""dân tộc"") a race or people"
tội	crime	crime
tột	extrême	extreme
tớ	moi	servant
tới	à	to the point
tờ	fiche	paper/document
tởm	dégoûtant	disgusting
tục	profane	"(term should be ""tập tục"") customs or practices"
tụy	pancréas	"(term should be ""tận tụy"") devoted (adj.)"
tủ	armoires	shelf
tủi	mauvais	humiliated
tủy	moelle	spine
tức	instantané	i.e.
từ	de	from
từng	chacun	each
tử	la mort	lion (su tu)
tửu	boire	wine
tự	moi	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	titre	lean
tựu	réalisations	achievement
tỵ	serpent	the han name for the year of the snake, according to the chinese zodiac
tỷ	milliards	billion
u	u	tumor
ua	ua	ua
uae	eau	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	euh	uh
uk	royaume-uni	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	euh	umm
un	un	(proper noun) un, as in chung un chan of korea
und	und	und
under	sous	under
unesco	unesco	unesco
ung	ung	cancer
unicorn	licorne	unicorn
unit	unité	unit
unix	unix	unix
up	ups	up
ural	ural	ural, as in the ural mountains
urani	l&#39;uranium	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruguay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	ouïghour	(proper noun) uyghur
uygur	ouïgour	uygur
uyên	uyen	scholarly
uyển	euphémisme	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	ouzbékistan	uzbekistan
uông	uong	uong
uất	uất	busy
uốn	pliage	to curl (v.)
uống	boire	to drink
uổng	gaspillage	vain
v	v	v
va	va	collide
vaccine	vaccin	vaccine
vai	épaule	shoulder
valencia	valence	valencia
valentine	valentin	valentine
valley	vallée	valley
van	van	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	emprunter	borrow
vectơ	vecteur	vector
ven	ven	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	vénus	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	vérone	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	en	behavior
viagra	viagra	viagra
victor	vainqueur	(proper noun) victor
victoria	victoria	victoria, a province of australia
vienna	vienne	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	viking	viking
villa	villa	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginie	(proper noun) virginia, as in the state
virus	virus	virus
virút	virus	virus
vissarionovich	vissarionovich	vissarionovich
vista	vue	vista, as in windows vista
vitamin	vitamines	vitamin
vitruvius	vitruve	vitruvius
viz	à savoir	(proper noun) viz
viêm	inflammation	inflammation
viên	comprimés	member
viêng	viang	vientiane
viêt	écrit	vietnam
viếng	visite	visit
viết	écrire	write
việc	travailler	thing
viện	institut	institute
việt	vietnamien	viet
việtmường	muong vietnamien	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	éléphant	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	tungstène	wolfram
vong	victimes	injured
voyager	voyager	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	roi	king
vui	amusant	happy
vulcan	vulcan	vulcan
vuông	carré	square
vuốt	griffes	stroke
vv	etc.	etc.
vy	vy	vy
vyacheslav	vyacheslav	vyacheslav
và	et	and
vài	peu	several
vàm	vm	the mouth of a rivulet (n.)
vàng	or	gold
vành	jante	coronary
vào	sur	into
vá	patch	patchy
vác	porter	to shoulder (v.)
vách	mur	wall
vái	oui	some
ván	planche	game
váng	écume	film
váy	jupe	skirt
vân	ainsi de suite	"(term should be ""vân vân"") et cetera"
vây	nageoire	encircle
vã	précipité	rush
vãi	merde	to release
vãn	van	save
vè	faire pipi	to glance slyly (v.)
vé	billets	ticket
vét	draguer	plunder
vê	à propos	tremolo
vì	à cause de	because
ví	sac à main	example
vía	portefeuille	soul
vít	vis	screw
vò	froissé	jar
vòi	tuyau	tap
vòm	arches	upper jaw
vòng	rond	around
vó	hoooo	hooves
vóc	physique	"(should be ""vóc sương"") dew-like or delicate"
vô	non	"(term should be ""vô số"") countless (adj.)"
vôi	citron vert	limestone
võ	martial	martial arts (n.)
võng	hamac	hammock
vùi	enterré	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	région	region
vú	les seins	breast (n.)
vút	planant	"entire term should be ""cong vut""; extreme curling"
văn	publié	culture
văng	éclabousser	a name
vĩ	super	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	en permanence	ving
vũ	vu	armed
vũng	flaque	vung
vơ	impuissant	lost
vơi	avec	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	atteindre	reach
vương	roi	kingdom
vướng	empêtré	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	jardin	garden
vượn	singes	gibbon
vượt	passer	to overcome
vạ	donc	unfortunate problem
vạc	chaudron	cauldron
vạch	bar	bar
vại	réservoir	jar
vạn	dix mille	thousand
vạng	crépuscule	twilight
vả	figue	hard
vải	tissu	fabric
vảy	écailles	scale
vấn	des conseils	vấn đề= problem
vấp	trébuché	stumble
vất	jeter	hard
vần	rime	spell
vầng	halo	moon (vang trang)
vẩn	encore	wander
vẩy	flocons	scale
vẫn	encore	still
vẫy	agitant	wave
vận	fortune	active
vắc	vaccin	vaccine
vắcxin	vaccin	vaccine
vắn	bref	short
vắng	absent	absent
vặn	vis	to twist (v.)
vặt	petites annonces	odd
vẹn	l&#39;intégrité	complete
vẹt	perroquets	parrots
vẽ	dessiner	draw
vết	tache	wound
vểnh	perche	warping
vệ	défense	"(term should be ""bảo vệ"") to defend (v.)"
vệt	stries	streak
vỉa	coutures	"(term should be ""vỉa hè"") sidewalk"
vịnh	baie	bay
vịt	canard	duck
vọng	espérer	"(term should be ""hy vọng"") hope (n.)"
vọt	monter en flèche	to spurt out (v.)
vỏ	coquille	shell
vồ	maillet	"(term should be ""gạch vồ"") a type of brick"
vỗ	tapoter	to clap
vội	pressé	hurriedly (adv.)
vớ	chaussettes	"(term should be ""vớ vẩn"") silly (adj.)"
với	avec	to
vớt	récupéré	salvage
vờ	faire semblant	"(term should be ""giả vờ"") to pretend (v.)"
vời	super	wonderful
vở	cahier	"(term should be ""vở kịch"") a play"
vỡ	cassé	break
vợ	femme	wife
vụn	jetons	debris
vụng	maladroit	covert
vứt	jeter	throw away
vừa	moyen	just (adv.)
vừng	sésame	sesame (n.)
vững	ferme	firm (adj.)
vực	champ	place
vựng	vocabulaire	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	donc	majestic
w	w	w
wa	wa	wa
walt	walt	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	blême	wan
wang	wang	wang
wankel	branlette	(proper noun) wankel
wanna	veux	wanna
warren	warren	a name
warsaw	varsovie	warsaw
warszawa	varsovie	(proper noun) warsaw
washington	washington	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	watergate	watergate
waterloo	waterloo	(proper noun) waterloo
waters	les eaux	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	blog	weblog
webmail	webmail	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	puits	wells, as in author orson wells
welsh	gallois	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	westermarck	westermarck
western	ouest	western
westlife	westlife	westlife
westview	westview	westview, as in westview press
wheeler	wheeler	a name
widener	élargisseur	widener
wien	wien	wien
wiener	saucisse	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikibooks	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	sauvage	wild
wilder	plus sauvage	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	willard	willard
wimbledon	wimbledon	wimbledon
windows	fenêtres	windows
winer	vin	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	à l&#39;intérieur	within
without	sans	without
wolfgang	wolfgang	wolfgang
won	gagné	won
wong	wong	wong
woodrow	woodrow	woodrow
woods	bois	(proper noun) woods, as in tiger woods
would	serait	would
wrestling	lutte	wrestling
wright	wright	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	loin	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	vert	green
xao	flasque	xôn xao = chatting
xay	broyer	grind
xe	voiture	a car (n.)
xem	voir	watch
xen	xen	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	s&#39;il te plait	please
xinh	beau	beautiful
xiv	xiv	fourteenth
xiêm	siamois	(proper noun) xiêm, or siam
xiên	oblique	oblique
xiêu	xiao	soften
xiếc	cirque	circus
xiết	resserrer	to twist tightly (v.)
xiềng	manilles	chain
xo	xo	spring
xoa	frotter	massage
xoay	tourner	turn
xong	fait	completed
xoàng	médiocre	mediocre
xoá	effacer	delete
xoáy	tourbillonner	vortex
xoắn	tordu	coiled
xu	cents	trend
xua	dissiper	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	malchanceux	incite
xuka	xuka	xuka
xum	luxuriant	a name
xuyên	perçant	frequently
xuyến	torse	manage
xuân	printemps	spring
xuâncông	printemps	xuan public
xuôi	balayé	down
xuất	exporter	ejaculate
xuấtnhập	exporter	import/export
xuống	vers le bas	down
xuồng	canoë	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	passer	use
xào	sauté	stir fry
xách	sac à main	to carry by the handle (v.)
xám	gris	ustox
xán	frit	"(term should be ""xán lạn"") bright (adj.)"
xáo	dérangement	chaos
xát	frotter	touch
xâm	tatoué	invasion
xâu	chaîne	string
xây	construire	build
xã	commune	society
xãy	volage	occur
xèo	xèo	xeo
xé	déchirer	tear
xén	recadrage	"(term should be ""biếu xén"") to gift (v.)"
xéo	aslant	diagonally (adv.)
xét	considérer	examine
xê	bouger	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	pet	scandal
xìu	pet	to become flaccid (v.)
xí	usine	factory (xi nghiep)
xít	fascinant	nazi
xíu	minuscule	small
xòe	diffusion	spread
xóa	effacer	clear
xói	l&#39;érosion	erode
xóm	voisins	village
xót	miséricorde	mercy
xô	seau	soviet
xôi	riz gluant	pierce
xôn	remuer	tumultuous
xông	précipité	rush
xôphần	section de godet	soviet-poland
xôviết	union soviétique	soviet
xù	ébouriffé	gigantic
xú	grossier	xu
xúc	contact	touch
xúi	provoquer	induce
xăm	tatouage	"(term should be ""xa xăm"") far away (adj.)"
xăng	essence	gasoline
xơ	fibre	xo
xưa	vieux	old
xưng	avouer	"(should be ""tự xưng"") self-proclaimed"
xương	os	bone (n.)
xước	rayé	scratch
xướng	choeur	provoke
xưởng	atelier	workshop
xạ	rayonnement	"(term should be ""phản xạ"") to reflect"
xả	décharge	release
xảo	rusé	detailed
xảy	se produire	happen
xấp	environ	approximate
xấu	mauvais	bad
xẩm	hirsute	a type of traditional vietnamese singing
xẩy	se produire	occur
xắt	couper	cut
xẻo	malchanceux	cut off
xếp	plié	rank
xỉ	scories	approximately
xỉa	soie dentaire	to pick (v.)
xỉu	faible	to faint
xốc	choc	to lift up (v.)
xốp	poreux	porous
xổ	tirage au sort	rush into
xộn	désordre	messy
xứ	fabriqué	native
xứng	digne	appropriate
xử	traiter	judge
y	y	medical
y=fracsin	y = fracsin	a function
ya	ouais	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	yakushima	yakushima
yalta	yalta	(proper noun) yalta
yankee	yankee	(proper noun) yankee
yard	cour	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	eltsine	yeltsin, as in boris yeltsin
yemen	yémen	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	yo	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	york	york
yorker	yorker	yorker
yorkshire	yorkshire	yorkshire
youtube	youtube	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	yu	yu
yuan	yuan	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	yuri	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	yourte	yurt
yên	yen	peace or stillness (n.)
yêu	l&#39;amour	love
yếm	combinaison	tender
yến	nid d&#39;oiseau	a type of swallow (n.)
yết	annonce	yet
yếu	faible	mainly
yểm	couverture	support
yển	yen	"is a name meaning, ""bird"""
yểu	adorable	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	zambie	(proper noun) zambia, as in the nation
zealand	zélande	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	zéro	zero
zeus	zeus	zeus
zheng	zheng	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	zinedine	(proper noun) zinedine
zing	zing	zing, as in the website
zoe	zoé	zoe
zurich	zurich	(proper noun) zurich
zürich	zurich	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| flotteurs	"(term should be ""nổi"") to float (v.)"
|petya	| petya	(proper noun) petya
|tên	| nom	"(should be ""tên"") name (n.)"
|việt	| vietnamien	vietnam
 kg	kg	kg
 triệu	millions	million
 °c	° c	degrees celsius
°đến	° à	up to
°độ	° degrés	degree
×	×	x
ào	wow	rush
á	á	asia
ác	mal	evil
ách	joug	yoke (n.)
ái	envie	ai
ám	rend	(with the word chi) to hint at
ánh	lustre	light
áo	manteau	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	pression	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aoi	eurasian
â	â	a vietnamese vowel sound
âm	négatif	vagina
ân	faveur	deed
én	avale	swallow
ép	pressé	press
êgê	ego	aegean
êm	lisse	smooth
ích	utile	benefit
ílam	ílam	tamil language name for the island of sri lanka
ít	peu	less
île	île	Île, as in Île de la cité, france
îledefrance	îledefrance	ile-de-france
ðiều	article	article
ðài	ðài	taiwan
ðường	le sucre	a road
ðảng	la fête	party
ðức	allemagne	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	cerveau	brain
óng	irisé	"(term should be ""óng ả"") flexible"
ôi	oh	"vietnamese version of the exclamation ""oh"""
ôm	câlin	hug
ôn	modération	peaceful (on hoa)
ông	monsieur	a man (n.)
ôtô	les voitures	car
ôxi	oxygène	oxygen
ôxy	oxygène	the element oxygen (n.)
ôxít	oxyde	oxide
ôzôn	l&#39;ozone	ozone
ùn	confitures	congest
úng	gorgé d&#39;eau	flood
úp	face cachée	upside
úy	lieutenant	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	italie	italian
ăn	manger	eat
ăng	fourmi	antenna
ăngten	antenne	antenna
đa	multi	majority
đai	ceinture	"(term should be ""Đai khố"") name of a village"
đak	dak	(proper noun) Đak
đan	tricot	scandal
đau	la douleur	painful
đay	jute	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	db	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
đe	enclume	threaten
đem	apporter	to bring (v.)
đen	noir	black
đentrắng	noirblanc	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	porter	wear
đh	đh	university
đhcn	đcn	university of industry
đhtm	dhtm	university of economics
đhông	est	dhong
đi	aller	go
điên	fou	crazy
điêu	chose	sculpture
điôxít	dioxyde	dioxide
điạ	dạ	dia
điếc	sourd	heron
điếu	cigarette	funeral oration
điềm	présage	omen
điền	remplir	estate
điều	chose	control
điểm	pointer	bearing point
điển	dictionnaire	"(term should be ""từ điển"") a dictionary"
điểu	baiser	thing
điệp	le message	spy
điệu	ton	memorial
đo	mesurer	measure
đoa	doa	doa
đoan	présentable	extreme
đom	lucioles	firefly
đoài	mangue	the west
đoàn	union	an organization or group (n.)
đoái	échange	"(term should be ""hối đoái"") to exchange or trade (v.)"
đoạn	paragraphe	a stage or phase (n.)
đt	đt	training
đtđ	téléphone portable	diabetes
đua	course	emulate
đui	aveugle	blind
đun	faire bouillir	cook
đuôi	queue	tail
đuốc	torche	a torch
đuối	noyade	drowning
đuống	tige	(proper noun) Đuống, the name of a river
đuổi	chasser	pursue
đài	la radio	statue
đàm	discussions	negotiation
đàn	troupeau	musical instrument
đàng	oui	side
đào	les pêches	train
đày	exil	exile
đá	pierre	to kick
đái	pipi	pee
đám	horde	dam
đán	dan	"(term should be ""tết nguyên Đán"") vietnamese new year's day"
đáng	ça vaut le coup	deserve
đáo	unique	unique
đáp	répondre	response
đát	terre	"(term should be ""bi đát"") lamentable (adj.)"
đâm	poignarder	pierce
đâu	où	anywhere
đây	ici	below
đã	étaient	already
đãi	traiter	"(should be ""bạc đãi"") to ill-treat"
đãng	lubrique	dissolute
đè	remplacer	to press on
đèn	lumières	light
đèo	passe	a mountain pass (n.)
đê	digue	a dike (n.)
đêm	la nuit	night
đênh	mâle	lênh đênh= float to unknown
đích	destination	goal
đính	attaché	attached (adj.)
đò	ferry	a ferry (n.)
đòi	réclamer	require
đòn	souffler	welcome
đó	ça	that or there (adv.)
đóa	non	"(term should be ""đoá hoa"") a flower bloom"
đói	faim	hungry
