$	dollar təşkil edib	dollar
korišteni	istifadə olunur	used
korištenja	istifadə etmək	usage
korištenje	istifadəsi	using
korištenjem	istifadə edərək	use
korištenju	istifadə etmək	use
kornjača	tısbağa	turtle
kornjače	tısbağalar	turtle
korona	tac	corona
korozija	korroziya	corrosion
korozije	korroziya	corrosion
korpus	korpus	corpus
korpusa	korpus	corpus
kosa	saç	hair
kosača	otbiçən	kosaca
kose	tüklər	hair
kosinus	kosinus	cosynus
kosova	kosovo	kosova
kosovo	kosovo	kosovo
kosovu	kosovo	kosovo
kost	sümük	bone
kosti	sümüklər	bones
kostiju	sümüklər	bones
kostur	skelet	skelet
kotline	hövzələr	valley
kotromanić	kotromanić	kotromanic
kotromanića	kotromanića	kotromanić
kovač	dəmirçi	kovach
kovačević	kovačević	kovacevic
koza	keçi	goat
kozara	kozara	kozara
kočić	dirək	kocic
koš	səbət	basket
koša	səbət	basket
košarci	basketbol	basketball
košarka	basketbol	basketball
košarkaš	basketbol oyunçusu	basketball
košarkaška	basketbol	basketball
košarkaški	basketbol	basketball
košarke	basketbol	basketball
košarku	basketbol	basketball
koševo	səbət	kosevo
košu	səbət	basket
koža	dəri	skin
kože	keçilər	skin
koјi	hansı	which
kraj	son	end
kraja	son	end
krajem	sonda	end
krajeva	bitir	regions
krajeve	bitir	regions
krajevi	bitir	regions
krajevima	bitir	beside
krajina	mənzərə	krajina
krajine	mənzərə	krajine
krajini	mənzərə	frontier
krajnjem	son	ending
krajnji	son	utmost
kraju	sonda	end
kralj	kral	king
kralja	kral	king
kraljem	kral	king
kraljeva	padşahların	kings
kraljevi	padşahlar	kings
kraljevina	səltənət	kingdom
kraljevine	krallıqlar	kingdom
kraljević	şahzadə	kraljevic
kraljevića	şahzadə	kraljevic
kraljevska	kral	royal
kraljevske	kral	royal
kraljevstva	səltənət	kingdom
kraljevstvo	krallığı	kingdom
kraljevstvu	səltənət	kingdom
kraljica	kraliça	queen
kraljice	kraliça	queen
kraljicom	kraliça	queen
kraljicu	kraliça	queen
kralju	padşaha	king
kratak	qısa	short
kratka	qısa	short
kratke	qısa	short
kratki	qısa	short
kratkim	qısa	short
kratko	qısa	short
kratkog	qısa	short
kratkom	qısa	short
krava	inək	cow
kraće	qısadır	shorter
krenula	başladı	started
krenuli	yola düşmək	started
krenuo	yola düşmək	started
kreont	kreon	creon
kreta	krit	crete
kretanja	hərəkətlər	motion
kretanje	hərəkat	motion
kretanju	hərəkat	moving
kreće	hərəkətli	move
kreću	hərəkət edirlər	move
kreševo	kreşevo	kreševo
krila	qanadlar	wings
krilo	qanad	wing
kripton	kripton	krypton
krist	kristal	christ
krista	krista	christ
kristala	kristallar	crystals
kristalni	kristal	crystal
kristina	kristina	christine
kritika	tənqid	critics
kritike	tənqid	critics
kritičara	tənqidçilər	critics
kritičari	tənqidçilər	critics
kriza	böhran	crisis
krize	böhran	crisis
križa	xaç	crisis
krleža	gənə	krleza
krležin	krležin	krleza's
krompir	kartof	potato
kroz	vasitəsilə	through
krpelj	gənə	barnacle
krstaški	səlibçi	crusade
krug	dairə	circle
kruga	dairə	circle
krugova	dairələr	circles
krugovi	dairələr	circles
krugovima	dairələr	circles
krugu	dairə	circle
kruna	tac	crown
krune	tac	crown
krunidbe	tac	coronation
krunu	tac	crown
krupa	qozlar	krupa
krupe	qozlar	krupa
krupi	qozlar	krupi
krutost	sərtlik	frigidity
krv	qan	blood
krvarenja	qanaxma	bleeding
krvarenje	qanaxma	bleeding
krvi	qan	blood
krvlju	qan	blood
krvne	qan	blood
krvni	qan	blood
krvnih	qan	blood
krvotok	qan axını	bloodstream
krzno	xəz	coat
kršćani	xristianlar	christians
kršćanska	xristian	christian
kršćanske	xristian	christian
kršćanski	xristian	christian
kršćanskih	xristian	christian
kršćanstva	xristianlıq	christianity
kršćanstvo	xristianlıq	christian
kud	harada	cas (cultural and artistic societies)
kugle	toplar	balls
kukuruz	qarğıdalı	corn
kula	qüllə	tower
kule	qüllələr	towers
kulenović	kulenović	kulenovic
kulin	kulin	kulin
kulina	kulina	kulina
kulon	asma	kulon
kult	dini	cult
kultura	mədəniyyət	culture
kulturama	mədəniyyətlər	cultures
kulture	mədəniyyət	culture
kulturi	mədəniyyət	cultures
kulturna	mədəni	cultural
kulturne	mədəni	cultural
kulturni	mədəni	cultural
kulturnih	mədəni	cultural
kulturnim	mədəni	cultural
kulturno	mədəni	cultural
kulturnog	mədəni	cultural
kulturnoj	mədəni	cultural
kulturnu	mədəni	cultural
kulturom	mədəniyyət	culture
kulturu	mədəniyyət	culture
kup	kubok	cup
kupa	kubok	cups
kupe	kupça	kupa
kupres	kupres	kupres
kupu	bir dəstə	cup
kuran	quran	koran
kurana	quran	quran
kuranu	quran	koran
kurban	qurban	kurban
kurtović	kurtović	kurtovich
kustos	kurator	custodian
kusturica	kusturika	kusturica
kuter	kəsici	coast guard
kuvajt	küveyt	kuwait
kuća	ev	house
kućama	evlər	houses
kućanice	evdar qadınlar	housewifes
kuće	evlər	houses
kući	ev	home
kućni	ev	house
kuću	ev	house
kvadrata	meydanlar	square
kvadratni	kvadrat	square
kvalifikacijama	ixtisaslar	qualifications
kvalifikovana	ixtisaslı	qualified
kvalitet	keyfiyyət	quality
kvaliteta	keyfiyyət	quality
kvalitetu	keyfiyyət	quality
kvantne	kvant	quantum
kćer	qızı	daughter
kćeri	qızı	daughter
kćerka	qızı	daughter
kćerke	qızları	daughter
kćerku	qızı	daughter
l	l	i
la	la	la
lagano	asan	slowly
laguna	lagoon	lagune
lahko	bacarmaq	easy
lako	asan	easily
laktoza	laktoza	lactose
lakše	daha asan	easier
lan	və	lan
lanac	zəncir	range
lanci	zəncirlər	chains
langer	ləngər	langer,popular singer's last name
larve	sürfələri	cocoon
lat	lat	lat.
latin	latın	latinus
latinica	latınca	latin alphabet
latinska	latınca	latin
latinske	latınca	latin
latinski	latınca	latin
latinsko	latınca	latin
latinskog	latınca	latin
latinskom	latınca	latin
latvija	latviya	latvia
lav	lav	lion
lazar	lazar	lazar
lcd	lcd	lcd
le	le	le
led	buz	ice
legenda	əfsanə	legend
legende	əfsanələr	legends
legendi	əfsanələr	legend
legija	legion	legion
legije	legionlar	legion
legiji	legion	legion
legio	legion	legio
legionara	legionerlər	legionnaires
legionari	legionerlər	legionnaires
legura	ərinti	alloy
legure	ərintilər	alloy
leksikologija	leksikologiya	lexicology
leonardo	leonardo	leonardo
let	qoy	flight
lete	uçmaq	fly
letjelica	təyyarə	aircraft
lezbejka	lezbiyan	lesbian
leđa	geri	back
leže	yalan	lie
leži	yalan	lies
ležišta	rulmanlar	founding sites
li	li	i
liberalna	liberal	liberal
lica	üzlər	people
lice	üz	face
licence	lisenziyası	license
licu	üz	on the spot
liga	liqası	league
lige	liqası	league
ligi	liqası	league
ligu	liqası	league
lijek	dərman	medicine
lijekova	narkotik	drugs
lijekovi	dərmanlar	medicine
lijekovima	narkotik	drugs
lijep	gözəl	beautiful
lijepa	gözəl	beautiful
lijepo	gözəl	nicely
lijeva	qalıb	left
lijeve	qalıb	left
lijevo	qalıb	left
lijevoj	qalıb	left
lijevom	qalıb	left
lijevu	qalıb	left
liječenja	müalicə	treatment
liječenje	müalicə	treatment
liječenju	müalicə	treatment
lik	xarakteri	character
lika	xarakteri	lika
like	kimi	lika
liker	likör	licker
likom	xarakteri	character
likova	simvol	characters
likovi	simvol	characters
likovna	gözəl	art
limfa	limfa	lymph
linearno	xətti	linear
lingvistika	dilçilik	linguistics
linija	xətti	line
linijama	xətləri	lines
linije	xətləri	line
liniji	xətti	line
linijom	xətti	line
liniju	xətti	line
linkovi	bağlantılar	links
linux	linux	linux
lirika	sözləri	lyric poetry
list	siyahısı	newspaper
lista	siyahısı	newspapers
liste	siyahıları	lists
listi	siyahıları	list
listopadne	oktyabr	deciduous
listova	çarşaflar	leaves
listove	çarşaflar	leaves
listovi	yarpaqlar	leaves
listovima	yarpaqlar	pages
listu	siyahısı	list
literatura	ədəbiyyat	literature
literature	ədəbiyyat	literature
literaturi	ədəbiyyat	literature
litvanija	litva	lithuania
livanjskog	livanjskog	livanjskog
livna	tökmə	livna
livno	livno	livno
livnu	duş	livno
lični	şəxsi	personal
lično	şəxsən	personal
ličnost	şəxsiyyət	personality
ličnosti	şəxsiyyətlər	persons
lj	lj	lj
ljekar	həkim	physician
ljepote	gözəllik	beauties
ljestvicama	tərəzi	ladders
ljeta	yay	summer
ljeti	yayda	summer
ljetima	yayda	summers
ljetne	yay	summer
ljetnim	yay	summer
ljeto	yay	summer
ljiljan	lilli	lily
ljiljana	zanbaq	lilies
ljubav	sevgi	love
ljubavi	sevgi	love
ljubavna	sevən	love
ljubavne	sevgi	love
ljubljana	lyublyana	ljubljana
ljubljani	lubljani	ljubljana
ljubuški	sevgilim	ljubuški
ljude	xalq	people
ljudi	xalq	people
ljudima	xalq	people
ljudska	insan	human
ljudske	insan	human
ljudski	insan	human
ljudskih	insan	human
ljudskim	insan	human
ljudsko	insan	human
ljudskog	insan	human
ljudskom	insan	human
ljudsku	insan	human
lobanja	kəllə	skulls
lociran	yerləşən	located
logika	məntiq	logic
logička	məntiqi	logical
logično	məntiqi	logical
logor	düşərgə	camp
logora	düşərgə	camp
logoraša	düşərgə məhbusları	immates
logoraši	düşərgə məhbusları	immates
logore	düşərgələr	camps
logori	düşərgələr	leaguer
logoru	düşərgə	camp
lokacija	yeri	location
lokacije	yerləri	locations
lokaciji	yeri	location
lokaliteta	yerləşmə	sites
lokalitetu	yerləşmə	location
lokalna	yerli	local
lokalne	yerli	local
lokalni	yerli	local
lokalnih	yerli	local
lokalnim	yerli	local
lokalno	yerli	locally
lokalnog	yerli	local
lokalnom	yerli	local
london	london	london
londona	london	london
londonu	london	london
lopta	top	ball
lopte	toplar	balls
loptica	top	ball
loptice	toplar	ball
lopticu	top	ball
loptom	top	ball
loptu	top	ball
lord	lord	lord
los	itirmək	los
louis	louis	louis
louisa	louisa	loise
lov	ovçuluq	hunting
love	sevgi	hunted
loza	üzüm	vine
loze	üzümlər	lineage
loša	pis	bad
loše	pis	bad
lošeg	pis	poor
lp	lp	lp
luci	luci	luci
luj	luj	louis
luja	luja	louis
luk	soğan	arc
luka	liman	luka (banja luka)
lukavac	hiyləgər	lukavac
luke	limanlar	luka
luksemburg	lüksemburq	luxembourg
luksemburga	lüksemburq	luxembourg
luksemburgu	lüksemburq	luxembourg
luksemburški	lüksemburq	luxembourg
luku	soğan	port
luminiscencija	lyuminesans	luminescence
lutecijum	lutetium	lutecium
luxembourg	lüksemburq	luxembourg
luče	işıqlar	secrete
lučenje	ifraz	secretion
luči	işıqlar	is secreted
m	m	m
ma	ma	ma
maajka	ana	maajka
mac	makintoş	mac
mada	baxmayaraq	albeit
mafija	mafiya	mafia
maglaj	duman	maglaj
magnetna	maqnit	magnetic
magnezijum	maqnezium	magnesium
magnezijuma	maqnezium	magnesium
mahala	mahala	mahala
mahmud	mahmud	mahmud
mahom	əsasən	mostly
maj	bilər	may
maja	bilər	maja
majevice	cəsarət	majevica (mountain)
majka	ana	mother
majke	analar	mothers
majko	ana	mother
majkom	ana	mother
major	əsas	major
majstori	ustalar	masters
maju	bilər	may
mak	mak etmək	mak
makedonci	makedoniyalılar	macedonians
makedonija	makedoniya	macedonia
makedonije	makedoniya	macedonia
makedoniji	makedoniya	macedonia
makedonski	makedon	macedonian
makroekonomija	makroiqtisadiyyat	macroeconomics
makromolekula	makromolekul	macro-molecule
maksimalno	maksimum	max
maksimum	maksimum	maximum
mala	kiçik	small
male	az	small
mali	kiçik	small
maligni	zərərli	malignant
malih	kiçik	small
malim	kiçik	small
malo	az	little
malog	kiçik	small
maloj	kiçik	little
malom	kiçik	small
malu	kiçik	small
man	adam	man
manastir	monastır	monastery
manastiru	monastır	monastery
mandat	mandat	mandate
mangan	manqan	manganese
manhattan	manhetten	manhattan
manifestacija	təzahürü	manifestation
manifestacije	təzahürləri	manifestations
manja	kiçikdir	smaller
manje	az	less
manji	kiçikdir	smaller
manjih	kiçikdir	smaller
manjim	kiçikdir	smaller
manjina	azlıq	minority
manjine	azlıqlar	minorities
manjinu	azlıq	minority
manjoj	kiçikdir	smaller
manju	az	smaller
mao	mao	mao
mapa	xəritə	map
maraka	möhürlər	stamps
maria	mariya	maria
marie	marie	marie
marija	mariya	marija
marije	məryəmin	marijas (name)
mariji	marixi	marija
marijin	marixin	marias
marijom	məryəm	with maria
mariju	marixuana	mario
mariner	dənizçi	mariner
marino	marino	marino
mario	mario	mario
mark	işarəsi	mark (name)
marka	marka	stamp
markama	işarələri	marks
marke	markalar	stamp
marketing	marketinq	marketing
marki	markalar	brand
marko	marko	marco
marković	markovik	markovik
marks	işarələri	marks
maroka	mərakeş	morocco
maroko	mərakeş	morocco
maroku	mərakeş	morocco
mars	mart	mars
marshall	marşal	marshall
marsu	mars	mars
mart	mart	march
marta	mart	march
martin	martin	martin
martu	mart	march
marx	marx	marx
mary	meri	mary
maršala	marşal	marshal
masa	kütlə	mass
masakr	qırğın	massacre
masakra	qırğın	massacre
mase	kütlə	masses
masleša	kərə yağı	mashlesha
masovna	kütlə	mass
masovne	kütlə	mass
masovnih	kütlə	mass
masovno	masaj	mass
masti	yağ	fat
masu	kütlə	mass
mata	mata	mata,name of the music band,hari mata hari
mate	ər	mate
matematici	riyaziyyat	mathematics
matematika	riyaziyyat	mathematics
matematike	riyaziyyat	mathematics
matematičar	riyaziyyatçı	mathematician
matematički	riyazi olaraq	mathematical
materica	uterus	uterus
materice	uterus	uterus
materija	məsələ	matter
materijal	material	material
materijala	material	material
materijale	materiallar	materials
materijali	materiallar	"bruno langer termination of this cooperation describes as the release of ""atomic shelter"" from all that is superfluous and foreign to rock and roll but the fact remains that by far the best material was recorded while bosko obradovic was a songwriter and spiritual leader of ""shelter"". to date, this is one of the largest settlements found in bosnia, which is showed by found materials, production of the archaeological material, and the number of beats detected by geomagnetic recording. since ancient times people have tried to fathom the behavior of the particular matter, why objects fall to the ground when they lose grip, why different materials have different properties, etc."
materijalna	material	material
materijalne	material	material
materijalni	material	material
materijalnih	material	material
materijalnu	material	material
materijalom	material	material
materije	məsələ	matter
maternji	ana	mother
matica	qoz	matica (name of organization)
matija	matiya	matija,first name
matična	valideyn	mother
matične	valideyn	motherboard
matičnih	valideyn	mother
matičnu	valideyn	motherboard
matrica	matris	matrix
matrice	matris	matrix
may	bilər	may
maya	maya	maya
mač	qılınc	sword
mađari	macarlar	hungarians
mađarska	macarıstan	hungary
mađarske	macar	hungary
mađarski	macar	hungarian
mađarskoj	macarıstan	hungary
mađarskom	macar	hungary
mašina	maşın	machine
mašine	maşınlar	machine
mašinski	mexaniki	machine
me	menim	me
medalja	medal	medal
medalje	medallar	medals
media	media	media
medicina	dərman	medicine
medicine	dərman	medicine
medicini	dərman	medicine
medicinska	tibbi	medical
medicinske	tibbi	medical
medicinski	tibbi	medical
medicinu	dərman	medicine
medij	orta	media
medija	media	media
medije	media	media
mediji	media	media
medijima	media	media
medina	mədinə	medina  (name)
medine	mədinə	medine
medinu	mədinə	medicine
mediteran	aralıq dənizi	mediterranean
mediterana	aralıq dənizi	mediterranian
mediteranu	aralıq dənizi	mediterranean
medresa	mədrəsə	madrassas
mehanizam	mexanizm	mechanism
mehaničke	mexaniki	mechanics
mehanički	mexaniki olaraq	mechanical
mehmed	mehmed	mehmed
mehmeda	mehmeda	mehmed
mehmedpaša	mehmedpaşa	mehmed pasha
mehmedpaše	mehmedpaşa	mehmed-pasha
mehmedu	mehmedu	mehmed
meho	xəz	meho
meke	yumşaq	mecca
meki	yumşaq	mekka
meksika	meksika	mexico
meksiko	meksika	mexico
meku	yumşaq	mecca
melodije	melodiyalar	melodies
membrane	membran	membranes
memić	memić	memic
memići	memići	memici
memorija	yaddaş	memory
memorije	yaddaş	memory
memoriju	yaddaş	memory
menadžer	menecer	manager
menadžment	idarəetmə	management
mene	menim	me
meni	mənə	me
menstruacije	aybaşı	menstruation
menstrualni	aybaşı	menstrual
menstrualnog	aybaşı	menstrual
mercury	civə	mercury
merlin	merlin	merlin
mesa	ət	meat
meso	ət	meat
meta	meta	target
metabolizam	maddələr mübadiləsi	metabolism
metabolizma	maddələr mübadiləsi	metabolism
metafizika	metafizika	metaphysics
metafora	metafora	metaphor
metal	metal	metal
metala	metal	metal
metali	metallar	metals
metalne	metal	metal
metalurgija	metallurgiya	metallurgy
metar	metr	metre
metara	metr	meters
metilen	metilen	methylene
metod	metodu	method
metoda	metodu	method
metodama	üsulları	methods
metode	üsulları	metods
