$	ps	dollar
категоријаградови	ciudades de categoría	"категорија градови (these are two words meaning ""category""  ""cities"")"
категоријагрчки	categorygreek	greek category
категоријадобитници	ganadores de la categoría	category: winners
категоријадржаве	categoría del estado	category:country
категоријаетничке	categoriesethnic	category: ethnic
категоријаинтернет	categoríainternet	category: internet
категоријаисторија	categoríahistoria	category:history
категоријанасељена	categoría habitada	populated categories
категоријанато	categorizado	categorical
категоријаопштина	categoría municipio	categorymunicipalities
категоријарођени	categoryborn	category
категоријасветска	categoryworld	category: worlds
категоријасрби	categoría de serbios	category serbian's
категоријасрпска	categoríaserbio	serbian category
категоријасрпске	categorías de serbio	category serbian
категоријасрпски	categoríaserbio	category: serbian
категоријаумрли	categoría muertos	category:dead
категоријаучесници	categoría participantes	categories of participants
категоријачланови	categorymembers	category member
категоријајезици	categoríalenguajes	language categories
категоријајугословенски	categoría yugoslava	category: yugoslav
категорије	categorías	category
катедрала	catedral	cathedral
католика	católico	catholics
католици	católicos	catholics
католичка	católico	catholic
католичке	católico	catholic
католички	católico	catholic
католичких	católico	catholic
кањон	cañón	canyon
кв	sq	kilovolts
квадар	cuadrado	cuboid
квалитет	calidad	quality
квалитета	calidad	quality
квалификовала	calificado	qualified
квантна	cuántico	quantum
квантне	cuántico	quantum
келти	céltico	celtics
керамике	cerámica	ceramics
кеса	bolso	bag
килобајт	kilobytes	kilobyte
километара	kilómetros	kilometres
ким	kim	kim (abbreviation,stands for kosovo i metohija)
кина	china	china
кине	vacas	china
кинематографија	cinematografía	cinematography
кинеска	chino	chinese
кинески	chino	chinese
кинетохор	cinetohor	kinetochore
кини	china	china
кином	cine	china
кину	cine	china
кипар	chipre	cyprus
кипра	chipre	cyprus
кипру	chipre	cyprus
киријум	kirium	cirium
киселина	ácido	acid
киселине	ácidos	acid
кисеоник	oxígeno	oxygen
кисеоника	oxígeno	oxygen
кихот	quijote	quixote
кичмењака	vertebrados	vertebrates
киша	lluvia	rain
кише	lluvia	rain
кијев	kiev	kiev
кк	kk	kk
клавје	klavje	clavet
класа	la clase	class
класе	clase	classes
класификација	clasificación	clasification
класична	clásico	classical
класичне	clásico	classical
класични	clásico	classical
класичног	clásico	clasic
клаудије	claudia	claudius
клеопатра	cleopatra	cleopatra
клима	clima	climate
климатологија	climatología	climatology
климатске	climático	climate
климатски	climático	climatic
климатских	climático	climatic
климе	clima	climate
климу	clima	climate
клисура	garganta	gorge
клисуре	garganta	canyon
клитемнестра	klitemnestra	klitemenestra
клица	gérmenes	embryo
клуб	club	club
клуба	club	club
клубова	clubs	clubs
клубови	clubs	clubs
клубу	club	club
кнежевина	principado	baronies
кнежевине	principado	principality
кнежевић	príncipe	knezevic
кнез	príncipe	duke
кнеза	príncipe	duke
кнезова	príncipes	knyaz
кнезу	al príncipe	knight
книн	knin	knin (town name)
книна	knina	knin
ко	co	who
коалиција	coalición	coalition
коалиције	coaliciones	coalition
ковач	herrero	miso
ковачевић	kovačević	kovacevic
ког	kog	who
кога	cuando	whom
