$ tỉ	miljardu dolāru	$ billion
thumb|các	īkšķis |	thumb|many
thunderbolt	pērkons	thunderbolt
thung	ieleja	valley
thuyên	pārvietojums	a name
thuyết	teorija	theory
thuyền	laiva	boat
thuê	īrēt	employ
thuần	tīrs	"(term should be ""đơn thuần"") pure (adj.)"
thuẫn	konflikts	support
thuận	plusi	favourable
thuật	art	term
thuế	nodoklis	tax
thuốc	medicīna	medicine (n.)
thuộc	piederēt	belong
thuớc	ūdens	"(term should be ""kích thước"") dimensions of an object"
thuờng	parasti	usually
thuở	bērnība	period
thuỵ	thuy	"(term should be ""thụy Điển"") the nation of sweden (proper noun)"
thuỷ	thuy	water
thvn	tūkst	vietnam television
thy	tavs	thy
thà	drīzāk	honest
thành	forts	"(term should be ""hình thành"") to take shape"
thày	skolotājs	teacher
thác	kaskāde	harvest
thách	izaicinājums	challenge
thái	taizemietis	attitude
thám	detektīvs	to spy (v.)
tháng	mēnesī	month (n.)
thánh	sv	a holy person; a saint (n.)
tháo	noņemt	"(term should be ""tháo chạy"") to run with abandon"
tháp	tornis	tower
thâm	dziļi	penetrate
thâu	lenti	to collect (v.)
thây	redzēt	body
thãi	sūdi	superabundant
thèm	alkst	desire
thép	tērauda	steel
thét	kliedza	shout
thê		category
thêm	vairāk	more
thêu	īre	to embroider (v.)
thìa	karote	spoon
thìn	tad	(proper noun) thìn, the year of the dragon
thình	pēkšņi	"(term should be ""thình lình"") suddenly"
thí	eksperimenti	(with word du) for example
thít	thit	(proper noun) mân thít, a district in vietnam
thò	iebāza	tho
thòi	trūkums	"(term should be ""thiệt thòi"") to cost (adv.)"
thóc	nelobīts	grain (n.)
thói	ieradums	a habit (n.)
thô	raupja	rough, old-fashioned
thôi	aiziet	only
thông	informēts	"(term should be ""thông thường"") usual (adj.)"
thù	naids	"entire term should be ""ke thu""; means ""enemy"""
thùng	atkritumu tvertne	barrel
thùy	daiva	thuy
thú	interesanti	"(should be ""thích thú"") pleasurable"
thúc	beigas	push
thúy	thuy	thuy
thăm	apmeklējums	visit
thăng	reklamēts	helicopter
thơm	smaržīgs	aromatic
thư	vēstules	"(term should be ""ung thư"") cancer (n.)"
thưa	dārgs	sparse
thương	mīlestība	love
thước	valdnieks	ruler
thường	bieži	usually (adv.)
thưởng	atlīdzība	to reward (v.)
thược	thud	(proper noun) thược
thượng	augšējā	upper
thạc	meistari	master
thạch	želeja	rock or stone (n.)
thạnh	nekā	thanh
thạo	eksperts	fluent
thả	nomest	"(term should be ""thả lỏng"") to let loose (v.)"
thải	atkritumi	waste
thảm	paklājs	carpet or rug (n.)
thản	rāms	calmly
thảo	skaists	"(term should be ""hội thảo"") a workshop (n.)"
thấp	īss	low (adj.)
thấu	caurspīdīgs	penetrate
thầm	klusi	"(term should be ""thì thầm"") to whisper (v.)"
thần	dievs	"entire term should be ""tinh than""; means ""of the mind"""
thầy	skolotājs	teacher (n.)
thẩm	zvērinātie	osmotic/leak
thẫm	tumšs	dark
thận	nieres	careful
thập	krustu	tens
thật	īsts	true (adj.)
thắm	ziedlapa	tham
thắn	atklāti sakot	frank
thắng	uzvarēja	win
thắngthua	uzvarot	win-lose
thắp	viegls	light
thắt	sasiet	tense
thằn	ķirzaka	"entire term should be ""than lan""; means ""lizard"""
thằng	puisis	a derogatory term for a man (n.)
thẳm	dziļi	"(term should be ""thăm thẳm"") extremely deep (adj.)"
thẳng	taisni	horizontal
thặng	pārpalikums	surplus
thẹn	kauns	shameful
thẻ	karti	card
thế	tātad	"with word ""tu,"" means ""posture"" or ""a position"""
thếp	tērauda	steel
thề	zvēru	swear
thềm	plaukts	shelf
thể	būt	maybe
thỉnh	uzaicināt	"(term should be ""thỉnh thoảng"") occasionally"
thịnh	modē	prosperous
thịt	gaļa	meat (n.)
thọ	ilgmūžība	phu tho
thọc	žoklis	jab
thỏ	trusis	rabbit
thỏa	vienošanās	"(term should be ""thoả thuận"") to come to an agreement (v.)"
thỏi	lietnis	a bar (n.)
thối	sapuvis	smelly
thốt	izteicās	scream
thồ	komplekts	to transport via horse (v.)
thổ	zeme	"(term should be ""lãnh thổ"") territory (n.)"
thổi	sitiens	blow
thớt	kapu dēlis	sparse
thời	laiks	period
thở	elpa	breathe
thợ	strādnieks	craftman
thụ	receptoru	"(term should be ""thụ thai"") to become pregnant"
thục	šu	(proper noun) a vietnamese first name
thụt	ievilkts	clyster
thủ	galvenais	masturbate
thủa	thua	during childhood
thủng	perforācija	having holes
thứ	lietas	no.
thức	nomodā	way
thừa	lieks	redundant
thừng	virve	"(term should be ""thẳng thừng"") mercilessly"
thử	uzmērīt	try
thửa	pakomāts	square
thự	villa	mansion
thực	reāli	perform
ti	ti	titov
tia	staru	ray
tiananmen	tiananmen	tiananmen
tiara	tiāra	tiara
tibet	tibeta	(proper noun) tibet
tigris	tigris	tigris
tiliaceus	tiliaceus	hoa dam but
tim	sirds	heart
timor	taimeris	timor
timothy	timotejs	timothy
tin	ticēt	believe
tinbắc	ziņa	file bac
tincầu	alvas tilts	file bridge
tinh	planēta	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	tinhome	folder: house
tinsông	ziņas	file river
tinthị	desmitais	file: town
tirol	tirols	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	televīzija	television
tizard	ķivere	(proper noun) tizard
tiên	vispirms	first
tiêu	pipari	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	nožēlo	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	dumjš	seize
tiến	augšā	operate
tiếng	valoda	language
tiết	sekrēcija	abstinence/intensity
tiếu	dumjš	"(should be ""đàm tiếu"") to sneer"
tiềm	potenciāls	potential
tiền	nauda	money (n.)
tiều	sūdi	(proper noun) the name of a poet
tiểu	urinēt	tiểu sử= biography
tiễu	liu kungs	patrol
tiệc	svētki	party
tiệm	veikals	shop
tiện	ērti	mean
tiệp	čehu	gustav franck
tiệt	jāšanās	sterilize
tncs	tncs	communist youth union
tngt	tngt	traffic accidents
tnhh	ierobežots	limited
toang	toang	fast
tobago	tobago	tobago
toei	toei	toei
tokugawa	tokugawa	tokugawa
tokyo	tokyo	tokyo, the capital of japan
tokyopop	tokopops	tokyopop
tomas	tomas	(proper noun) tomas
tommy	tomijs	tommy
tomoyo	tomoyo	tomoyo
tony	tonijs	tony
toonami	toonami	(proper noun) toonami
top	tops	top
torino	torino	torino, as in the italian city
toriyama	torijama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	tūrisms	tourism
tourist	tūrists	tourist
toyama	tojama	toyama
toyota	rotaļlieta	(proper noun) toyota
toà	tiesa	office
toàn	droši	entire or whole (adj.)
toán	matemātika	team
toát	labi	to exude or emit, as in sweat (v.)
toạ	koordinātas	locate
toại	plkst	satisfaction
toả	izstarot	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	pilsēta	city ho
tpvĩnh	pilsēta	vinh city
tqlc	tqlc	marine
trafalgar	trafalgārs	(proper noun) trafalgar
trafford	traffords	trafford in greater manchester
trai	gliemenes	boy
trang	lappuse	a page (n.)
tranh	bildes	to compete (v.)
trao	izdalīja	reward
trau	trau	polish
tre	bambusa	bamboo (n.)
treo	pakārt	hang
tri	tri	tri
tribune	tribune	a name
trinh	jaunava	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	trīsvienība	trinity
tristan	tristans	tristan
triết	filozofija	philosophy
triền	trīne	"(should be ""triền miên"") endless"
triều	plūdmaiņas	court
triện	ronis	stamp
triệt	pamatīgi	completely
triệu	miljons	a million
tro	pelni	ashes
troia	troja	troy
trondheim	trondheim	trondheim
trong	iekšā	inside (adv.)
true	taisnība	true
truman	truman	(proper noun) truman
trung	vidus	"(term should be ""trung gian"") agent (n.)"
trungnhật	godīgums	china-japan
truong	truong	truong
truyên	trujens	story
truyện	stāsts	story
truân	truāns	arduous
truất	atdalītāji	cancel
truởng	priekšnieks	leader (n.)
truỵ	melot	depraved
trà	tēja	tea (n.)
tràm	cajuput	melaleuca
tràng	kols	"entire term should be ""truc trang""; means ""rectum"""
trào	izvirdums	movement
trác	trac	trac
trách	vainīgi	blame
trái	pa kreisi	against
trán	piere	forehead
tráng	pārklāts	to coat (v.)
tránh	izvairīties	to avoid (v.)
tráo	krāpnieciski	tráo trở= liar/betrayal/treacherous
tráp	kaste	casket
trát	orderi	pile
trâm	piespraude	a type of elegant hairpin (n.)
trân	ar laba vēlējumiem	respect
trâu	bifeļu	a last name
trãi	izkaisīti	trai
trèo	kāpt	climb
trên	ieslēgts	above
trình	iesniegt	process
trí	prāts	intellectual
trích	izraksts	to extract (v.)
trò	triks	role
tròn	raunds	rounding
trói	sasiets	tie
trôi	dreifējošs	afloat
trông	izskatās	look
trùm	priekšnieks	cover
trùng	sakrīt	"(should be ""tinh trùng"") sperm"
trùy	trujs	something to with monk
trú	iekāpšana	residence
trúc	bambusa	structure
trăm	simts	hundred
trăn	pitons	"(term should be ""trăn trở"") to ponder (v.)"
trăng	mēness	moon
trĩ	hemoroīdi	hemorrhoids
trũng	nogrimis	medium
trơ	inerts	bare
trơn	slidens	slippery (adj.)
trư	trū	a pig (n.)
trưa	pusdienlaiks	noon (n.)
trưng	rekvizācija	symbolic
trưngcông	izstādīts	truongcong
trương	truong	policy
trước	pirms tam	front
trước 	pirms tam	front
trướng	paplašināšana	expand
trườn	pārmeklēt	crawl
trường	skola	case
trượng	kaducejs	a unit of length used in vietnam equal to 4 meters (n.)
trượt	slīdēt	slide
trạch	trach	ze
trại	nometne	camp
trạm	stacija	station
trạng	stāvoklis	situation
trạo	tao	trao
trả	maksāt	to return
trải	piesegt	spread
trảm	cajuput	beheaded
trảo	mačetēm	trao
trấn	pilsēta	town
trấu	rīsu miziņa	rice skin
trầm	dziļi	depression
trần	pliks	tran
trầu	beteles	trầu
trầy	saskrāpēts	scratch
trẩy	lielība	pilgrimage
trẫm	es esmu	i
trận	spēle	battle
trật	izmežģīju	order
trắc	biometrija	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	balts	white
trặc	žaga	"entire phrase is ""truc trac""; means ""problem"""
trẻ	jauns	youth
trễ	vēlu	late
trệ	sastingusi	bamboo
trị	ārstēšana	cure
trịnh	līkločs	trịnh, a vietnamese last name
trọ	krogs	motel
trọn	pilns	whole
trọng	svarīgs	serious
trỏ	norādes	index
trối	fināls	last words
trốn	paslēpties	to hide
trống	tukšs	in
trồi	parādās	to emerge (v.)
trồng	augt	plant
trổ	šovs	to burst open or display
trỗi	rašanās	rise
trội	dominējošais	better
trộm	zagļi	theft
trớn	glāstīt	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	dievs	sun
trợ	atbalstu	support
trụ	birojs	universe
trục	ass	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	kails	"(term should be ""trơ trụi"") bare (adj.)"
trứ	trū	famous
trứng	olu	egg
trừ	mīnus	except
trừng	atspīdums	punish
trừu	aitas	abstract
trữ	glabāšana	reserve
trực	darbā	direct
ts	ts	phd
tt	tt	news
tua	tausteklis	fringe
tucker	draņķis	tucker, an english last name
tudor	tudors	(proper noun) tudor, as in the tudor family
tukhachevsky	tukhachevsky	(proper noun) tukhachevsky
tulip	tulpe	tulip
tum	tum	tum
tung	mētāties	release
tupolev	tupolevs	tupolev, as in alexei tupolev
tuscan	toskāna	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	tomēr	however
tuyên	paziņo	"(should be ""tuyên ngôn"") a declaration"
tuyết	sniegs	snow (n.)
tuyền	tuyen	tuyen
tuyển	pieņemšana darbā	recruit
tuyệt	lieliski	excellent (adj.)
tuân	pakļauties	comply
tuông	flush	jealous
tuý	tuyý	drug
tuần	nedēļā	week
tuế	minnows	years
tuệ	gudrība	intelligence
tuốc	noplūkšana	turbine
tuổi	gadus vecs	age
tuộc	astoņkāji	octopus
tuột	nošļukt	slip
tuỳ	neobligāti	depend
tv	televīzija	tv
tvb	tvb	tvb
twin	dvīnīte	twin
twitter	twitter	twitter
ty	ty	company
type	tips	type
typhon	taifons	typhon
tà	ļaunums	we
tài	laime	talent (n.)
tàn	pelni	dying
tàng	muzejs	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	kuģis	ship
tá	duci	"(term should be ""thiếu tá"") major (n.)"
tách	kauss	to separate
tái	re	return
tám	astoņi	eight
tán	nojume	support
tánh	tanh	life
táp	krāns	to lap at (v.)
táu	vainīgs	ashton
tâm	centrā	tâm
tâu	mans kungs	peach
tây	uz rietumiem	western
tâynam	westnam	"(should be ""tây-nam"") southwest"
tã	autiņi	diaper
tét	skandāls	tet
tê	sastindzis	numb
tên	vārds	name (n.)
tì	liesa	to lean on (v.)
tìm	atrodi	find
tìmdiệt	meklēt	find-kill
tình	mīlestība	sex
tía	violets	dad
tích	produkts	"(term should be ""tích cực"") to be zealous (adv.)"
tím	violets	purple
tín	kredītus	"(entire term should be ""tín dụng"") credit"
tít	virsraksts	"(term should be ""tít mù"") very far away (adv.)"
tò	zinātkāre	curious
tòa	tiesa	a court
tòi	sīkumi	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	tongs	tòng, a last name
tóm	apkopojums	summary
tô	bļoda	car
tôi	es	i
tôm	garneles	shrimp
tôn	gofrēts	venerate
tông	kartons	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	cietums	prison
tùng	rezerves	tung
tùy	neobligāti	depend on
túc	pietiekamība	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	rokassomu	pocket
túm	greifers	catch
túng	neveikli	confuse
túp	būda	hut
túy	narkotiku	"(term should be ""thuần túy"") pure (adj.)"
tý	žurka	mouse, as in year of the mouse
tăm	zobu bakstāmais	"(term should be ""tiếng tăm"") reputation"
tăng	palielināt	increase
tĩnh	statisks	calm
tơi	es	ragged
tư	no plkst	posture
tưng	drebošs	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	svaigi	fresh
tương	līdzīgi	"(term should be ""tương tự"") to be similar to"
tước	noņemšana	title (n.)
tưới	laistīšana	irrigation
tướng	vispārējs	prime minister (thu tuong)
tường	sienas	"a common vietnamese first name; means ""wall"""
tạ	stienis	weight
tạc	skulptūra	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	iekšā	survival
tạm	pagaidu	temporary
tạo	izveidot	create
tạp	žurnāls	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	apraksts	describe
tản	izkliedēšana	disperse
tảng	platforma	platform
tấc	collas	inch
tấm	šķīvji	mirror
tấn	tonnu	tan
tấp	velk	crowded
tất	zeķes	all
tấu	instrumentāls	tau
tầm	spēles	range or extent (n.)
tần	biežums	"(term should be ""tần số"") frequency (n.)"
tầng	grīda	layer
tầu	vilciens	ship
tẩm	piesūcināts	soak
tẩy	dzēšgumija	to bleach
tận	beigas	dedicated
tật	invaliditāte	disease
tắc	slēdži	priciple
tắm	duša	bathing
tắt	izslēgt	initial
tặc	hakeri	"(term should be ""hải tặc"") a pirate (n.)"
tặng	ziedot	donate
tẻ	drab	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	ekonomiski	economy - society
tề	qi	tidy
tể	mister	lord
tệ	slikti	bad
tệp	failu	file
tỉa	sagrieziet	"(term should be ""bắn tỉa"") to snipe"
tỉnh	provinces	province
tị	skaudība	refugee
tịch	priekšsēdētājs	"(""chủ tịch"") president or chairman"
tọa	koordinātas	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	izteikts	to
tỏa	izstarot	radiate
tỏi	ķiploki	garlic
tốc	ātrums	speed
tốn	izmaksas	to cost (v.)
tống	eskorts	dispose
tốp	grupa	top
tốt	labi	good
tồi	slikti	bad
tồn	pastāvēt	exist
tổn	ievainot	damage
tổng	kopā	president
tộc	klans	"(term should be ""dân tộc"") a race or people"
tội	grēks	crime
tột	ekstrēms	extreme
tớ	es	servant
tới	nākamais	to the point
tờ	lapa	paper/document
tởm	pretīgi	disgusting
tục	nelietīgs	"(term should be ""tập tục"") customs or practices"
tụy	aizkuņģa dziedzeris	"(term should be ""tận tụy"") devoted (adj.)"
tủ	skapji	shelf
tủi	slikti	humiliated
tủy	smadzenes	spine
tức	tūlītēju	i.e.
từ	no plkst	from
từng	kādreiz	each
tử	nāve	lion (su tu)
tửu	alkohola tolerance	wine
tự	sevi	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	nosaukums	lean
tựu	sasniegumi	achievement
tỵ	čūska	the han name for the year of the snake, according to the chinese zodiac
tỷ	miljardus	billion
u	u	tumor
ua	ua	ua
uae	uae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	nu	uh
uk	uk	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	un	(proper noun) un, as in chung un chan of korea
und	und	und
under	zem	under
unesco	unesco	unesco
ung	sapuvis	cancer
unicorn	vienradzis	unicorn
unit	vienība	unit
unix	unix	unix
up	ups	up
ural	urāls	ural, as in the ural mountains
urani	urāns	uranium
uri	uri	uri, a former political party in south korea
uruguay	urugvaja	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	labi	"(term should be ""uy lực"") power (n.)"
uyghur	uiguru	(proper noun) uyghur
uygur	uigurs	uygur
uyên	uyen	scholarly
uyển	eifēmisms	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	uzbekistāna	uzbekistan
uông	uonga	uong
uất	uất	busy
uốn	kērlings	to curl (v.)
uống	dzert	to drink
uổng	izšķērdēt	vain
v	v	v
va	va	collide
vaccine	vakcīna	vaccine
vai	plecu	shoulder
valencia	valencia	valencia
valentine	izredzētais	valentine
valley	ieleja	valley
van	vārsts	"(term should be ""van xin"") to beg (v.)"
vanessa	vanesa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	aizņemties	borrow
vectơ	vektors	vector
ven	gar	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	venera	venus
verdun	verdun	verdun
vermont	vermonts	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	jo	behavior
viagra	viagra	viagra
victor	uzvarētājs	(proper noun) victor
victoria	viktorija	victoria, a province of australia
vienna	vienna	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vjetnama	vietnam
viettel	viettelis	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	vikings	viking
villa	villa	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincents	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginia	(proper noun) virginia, as in the state
virus	vīruss	virus
virút	vīruss	virus
vissarionovich	vissarionovičs	vissarionovich
vista	vista	vista, as in windows vista
vitamin	vitamīns	vitamin
vitruvius	vitruvius	vitruvius
viz	viz	(proper noun) viz
viêm	iekaisums	inflammation
viên	tabletes	member
viêng	viangs	vientiane
viêt	rakstīšana	vietnam
viếng	apmeklējums	visit
viết	rakstīt	write
việc	darbs	thing
viện	institūts	institute
việt	vjetnama	viet
việtmường	vjetnamas muongs	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	ziloņi	elephant
voip	voip	voip
voldemort	voldemorts	(proper noun) voldemort, the villain from the harry potter series
von	fon	compare
vonfram	volframa	wolfram
vong	zaudējumi	injured
voyager	voyager	voyager
voọc	zūd	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	karalis	king
vui	jautri	happy
vulcan	vulkāns	vulcan
vuông	kvadrāts	square
vuốt	nags	stroke
vv	utt.	etc.
vy	vy	vy
vyacheslav	vjačeslavs	vyacheslav
và	un	and
vài	maz	several
vàm	vm	the mouth of a rivulet (n.)
vàng	dzeltenā krāsā	gold
vành	loka	coronary
vào	iekšā	into
vá	plāksteris	patchy
vác	nēsāšana	to shoulder (v.)
vách	sienas	wall
vái	jā	some
ván	dēlis	game
váng	putas	film
váy	kleita	skirt
vân	utt	"(term should be ""vân vân"") et cetera"
vây	fin	encircle
vã	steidzās	rush
vãi	sūdi	to release
vãn	van	save
vè	urinēt	to glance slyly (v.)
vé	biļete	ticket
vét	draga	plunder
vê	par	tremolo
vì	jo	because
ví	maku	example
vía	maku	soul
vít	skrūve	screw
vò	saburzīts	jar
vòi	šļūtene	tap
vòm	jumts	upper jaw
vòng	gredzens	around
vó	hoooo	hooves
vóc	izmērs	"(should be ""vóc sương"") dew-like or delicate"
vô	nē	"(term should be ""vô số"") countless (adj.)"
vôi	laims	limestone
võ	cīņas	martial arts (n.)
võng	šūpuļtīkls	hammock
vùi	apbedīts	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	novads	region
vú	krūts	breast (n.)
vút	planējošs	"entire term should be ""cong vut""; extreme curling"
văn	literatūra	culture
văng	šļakatas	a name
vĩ	lieliski	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	mūžīgs	ving
vũ	vu	armed
vũng	peļķe	vung
vơ	bezpalīdzīgs	lost
vơi	ar	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	sasniegt	reach
vương	karalis	kingdom
vướng	sapinušies	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	dārzs	garden
vượn	pērtiķi	gibbon
vượt	caurlaide	to overcome
vạ	tātad	unfortunate problem
vạc	katls	cauldron
vạch	bārs	bar
vại	burka	jar
vạn	desmit tūkstoši	thousand
vạng	krēsla	twilight
vả	att	hard
vải	audums	fabric
vảy	svari	scale
vấn	padoms	vấn đề= problem
vấp	paklupis	stumble
vất	izmest	hard
vần	atskaņa	spell
vầng	halo	moon (vang trang)
vẩn	joprojām	wander
vẩy	pārslas	scale
vẫn	joprojām	still
vẫy	vicinot	wave
vận	laime	active
vắc	vakcīna	vaccine
vắcxin	vakcīna	vaccine
vắn	īss	short
vắng	prombūtnē	absent
vặn	skrūve	to twist (v.)
vặt	sludinājumi	odd
vẹn	integritāte	complete
vẹt	papagaiļi	parrots
vẽ	glezna	draw
vết	plāksteris	wound
vểnh	asari	warping
vệ	aizstāvība	"(term should be ""bảo vệ"") to defend (v.)"
vệt	svītras	streak
vỉa	šuves	"(term should be ""vỉa hè"") sidewalk"
vịnh	līcis	bay
vịt	pīle	duck
vọng	ceru	"(term should be ""hy vọng"") hope (n.)"
vọt	raķete	to spurt out (v.)
vỏ	miza	shell
vồ	maul	"(term should be ""gạch vồ"") a type of brick"
vỗ	pat	to clap
vội	pasteidzies	hurriedly (adv.)
vớ	zeķes	"(term should be ""vớ vẩn"") silly (adj.)"
với	ar	to
vớt	zivis	salvage
vờ	izlikties	"(term should be ""giả vờ"") to pretend (v.)"
vời	lieliski	wonderful
vở	piezīmju grāmatiņa	"(term should be ""vở kịch"") a play"
vỡ	salauzts	break
vợ	sieva	wife
vụn	čipsi	debris
vụng	neveikls	covert
vứt	izmest	throw away
vừa	der	just (adv.)
vừng	sezama	sesame (n.)
vững	stingrs	firm (adj.)
vực	lauka	place
vựng	vārdu krājums	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	tātad	majestic
w	w	w
wa	wa	wa
walt	valsis	(proper noun) walt, as in walt disney
walter	valters	walter
walther	valters	walther
wan	bļaut	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	gribi	wanna
warren	warren	a name
warsaw	varšava	warsaw
warszawa	varšava	(proper noun) warsaw
washington	mazgāšanās	(proper noun) washington
wat	vat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	ūdens vārti	watergate
waterloo	ūdenskritums	(proper noun) waterloo
waters	ūdeņi	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	tīmekļa žurnāls	weblog
webmail	tīmekļa pasts	ưebmail
weimar	veimārā	(proper noun) weimar
wellington	velingtona	wellington
wells	akas	wells, as in author orson wells
welsh	velsietis	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	verners	werner
westermarck	rietummarka	westermarck
western	rietumu	western
westlife	westlife	westlife
westview	westview	westview, as in westview press
wheeler	riteņbraucējs	a name
widener	paplašinātājs	widener
wien	wien	wien
wiener	wiener	wiener
wifi	bezvadu internets	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikibooks	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	savvaļas	wild
wilder	mežonīgāks	(proper noun) wilder, as in billy wilder
wiley	viltīgs	wiley
willard	willard	willard
wimbledon	vimbldona	wimbledon
windows	logi	windows
winer	uzvarētājs	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	ietvaros	within
without	bez	without
wolfgang	vilkāns	wolfgang
won	uzvarēja	won
wong	wong	wong
woodrow	kokgriezums	woodrow
woods	meži	(proper noun) woods, as in tiger woods
would	gribētu	would
wrestling	cīkstēšanās	wrestling
wright	brigāde	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	tālu	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	zils	green
xao	ļengans	xôn xao = chatting
xay	sasmalcina	grind
xe	auto	a car (n.)
xem	redzēt	watch
xen	ksens	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	lūdzu	please
xinh	skaists	beautiful
xiv	xiv	fourteenth
xiêm	siāmas	(proper noun) xiêm, or siam
xiên	slīpi	oblique
xiêu	xiao	soften
xiếc	cirks	circus
xiết	pievelciet	to twist tightly (v.)
xiềng	važas	chain
xo	xo	spring
xoa	berzēt	massage
xoay	pagrieziens	turn
xong	paveikts	completed
xoàng	viduvējs	mediocre
xoá	dzēst	delete
xoáy	virpuļi	vortex
xoắn	savīti	coiled
xu	monēta	trend
xua	kliedēt	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	nelaimīgs	incite
xuka	xuka	xuka
xum	grezns	a name
xuyên	pīrsings	frequently
xuyến	aproces	manage
xuân	pavasaris	spring
xuâncông	pavasaris	xuan public
xuôi	slaucīja	down
xuất	eksportēt	ejaculate
xuấtnhập	eksports-imports	import/export
xuống	uz leju	down
xuồng	kanoe	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	tērēt	use
xào	apcep	stir fry
xách	rokassomu	to carry by the handle (v.)
xám	pelēks	ustox
xán	cepts	"(term should be ""xán lạn"") bright (adj.)"
xáo	traucējumi	chaos
xát	berzes	touch
xâm	tetovēts	invasion
xâu	virkne	string
xây	būvēt	build
xã	komūna	society
xãy	dūriens	occur
xèo	xèo	xeo
xé	asaru	tear
xén	apgriešana	"(term should be ""biếu xén"") to gift (v.)"
xéo	sāniski	diagonally (adv.)
xét	apsveriet	examine
xê	kustēties	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	fart	scandal
xìu	fart	to become flaccid (v.)
xí	rūpnīca	factory (xi nghiep)
xít	aizraujoši	nazi
