$	ps	dollar
తరఫున	en nombre de la	side of
తరబడి	mediante	duration
తరలి	moverse	move
తరలించారు	apresuraron	shifted
తరవాత	luego	after
తరవాతి	siguiente	next
తరహా	estilo	type of
తరానికి	generacion	generation of
తరాల	generaciones	generations
తరుచుగా	a menudo	frequently
తరువాత	siguiendo	after
తరువాతి	el siguiente	next
తర్జుమా	traducción	transfer
తర్వాత	luego	after
తర్వాతి	el siguiente	next
తల	cabeza	hed
తలకు	cabeza	head
తలచి	podría	thought
తలపై	cabeza	on head
తలమీద	cabeza	on top of the head
తలసరి	per cápita	first
తల్లి	madre	mother
తల్లికి	madre	to mother
తల్లితండ్రులు	padres	tallitandrulu
తల్లిదండ్రుల	padres	parents
తల్లిదండ్రులు	padres	parents
తల్లిని	madre	mother
తల్లియైన	madre	becoming mother
తళ్ళికోట	tallikota	thallikota war
తస్మై	tasmai	unto him
తా	madre	thaa
తాండూరు	tandur	tandur
తాంత్రిక	técnico	occult
తాగితే	bebiendo	drink
తాజా	último	fresh
తాజ్	taj	taj
తాజ్‌మహల్	taj mahal	taj mahal
తాడిపత్రి	tadipatri	tadipatri
తాడేపల్లి	tadepalli	taadepalli
తాత	abuelo	grand father
తాత్కాలిక	temporal	temperory
తాత్కాలికంగా	temporalmente	for some time
తాత్విక	filosófico	tatwika
తాను	él mismo	taanu
తానుగా	él mismo	herself
తానే	él mismo	himself
తాపీ	albañilería	thapi
తామర	eczema	lotus
తాము	ellos	we
తామే	él mismo	themselves
తార	estrella	actress
తారక	mayor	taraka
తారలు	estrellas	stars
తాలూకా	dependiente	district
తాళం	bloquear	lock
తాళ్ళపాక	tallapaka	tallapaka
తింటారు	comer	will eat
తిండి	comida	food
తిక్కన	tikkana	thikkana
తితిదే	titide	thithide
తిత్తి	quiste	cyst
తినడం	comiendo	eating
తిని	comer	ate
తినే	alimentación	eat
తిన్నా	comer	eaten
తిరస్కరించాడు	rechazado	rejected
తిరిగి	regreso	rounding
తిరుగుతూ	errante	roaming
తిరుగుబాటు	rebelión	revolution
తిరుగుబాటుకు	levantamiento	uprising
తిరుగుబాటును	rebelión	non-co-operation
తిరుపతి	tirupati	thirupati
తిరుపతికి	tirupati	to tirupati
తిరుమల	tirumala	thirumala
తిరుమలకు	tirumala	tirupathi
తిరుమలలో	tirumala	tirupathi
తిలక్	tilak	tilak
తీగల	cable	of wires
తీపి	dulce	sweet
తీయడం	tomando	removing
తీర	apuntalar	coastal
తీరం	costa	shore
తీరంలోని	costa	banks of river
తీరని	incurable	suffering
తీరము	hebra	shore
తీరమున	a lo largo del lado	on coast
తీరాంధ్ర	tirandhra	andhra shores
తీరాంధ్రంలో	tirandhranlo	borders of andhra
తీరాన	tirana	on the shore
తీరానికి	costa	to the coastal areal
తీరాన్ని	costa	bank of a river
తీరు	neumático	behaviour
తీర్చి	haciendo	judgement
తీర్థం	tirth	sacred place
తీర్థము	peregrinaciones	holy water
తీర్పు	veredicto	judgement
తీర్మానం	conclusión	motion
తీవ్ర	grave	severe
తీవ్రంగా	seriamente	extremely
తీవ్రత	gravedad	heavy
తీవ్రతను	intensidad	extremity
తీవ్రమైన	grave	intense
తీసి	halar	remove
తీసింది	tiene	lead to
తీసికొని	tomar	taken
తీసిన	tomado	taken
తీసుకు	llevar	carried
తీసుకుంటాయి	tomar	will take
తీసుకుంటారు	tomar	will take
తీసుకుంటే	tomar	taken
తీసుకుంది	tomó	taken
తీసుకుని	tomar	taken
తీసుకునే	tomando	taking
తీసుకున్న	los	had taken
తీసుకున్నాడు	tomó	taken
తీసుకున్నారు	tomó	taken
తీసుకోవటం	tomando	taking
తీసుకోవడం	tomando	taking
తీసుకోవాలి	tomar	should be taken
తీసే	haciendo	taking
తీస్తుంది	será	will take
తుంగభద్ర	tungabhadra	tungabhadra
తుది	el final	final
తుని	tuni	thuni
తుపాకీ	pistola	gun
తుఫాను	tormenta	cyclone
తుఫానులు	tormentas	cyclone
తుమ్మెద	abejas	bumble bee
తురుష్కుల	turuskula	turushkus
తులసి	albahaca	tulasi (its a medicine plant)
తులసిని	tulsi	holy basil
తులసీ	tulsi	ocimum tenuiflorum
తులసీదాసు	tulsidas	tulsidasu (name of a person)
తులా	tula	tula
తులాదండము	palanca	scales
తులాభారం	thulabharam	weighing by scale
తూర్పు	este	east
తూర్పుగోదావరి	este	eastgodavari
తూర్పున	este	east
తృతీయ	tercero	third
తృప్తి	satisfacción	satisfaction
తెగకు	comunidad	tribe
తెగల	tribus	cultures
తెగలు	tribus	branches
తెచ్చారు	trajo	brought
తెచ్చి	trajo	brought
తెచ్చింది	trajo	brought
తెచ్చిన	obtenido	brought
తెనాలి	tenali	tenali
తెనుగు	tenugu	tenugu
తెర	la pantalla	screen
తెరాస	trs	terasa (telangana rashtra samithi)
తెలంగాణ	picante	telangana
తెలంగాణా	telangana	telengana
తెలిపాడు	dijo	has told
తెలిపారు	dijo	said
తెలిపి	informa	intelligent
తెలిపిన	especificado	making known
తెలిపే	revelador	indicate
తెలియక	inconsciente	not known
తెలియకుండా	desconocido	not knowing
తెలియడంలేదు	desconocido	not known
తెలియదు	desconocido	i dont know
తెలియని	desconocido	unknown
తెలివి	ingenio	inteligent
తెలిసి	saber	knowing
తెలిసింది	encontró	came to light
తెలిసిన	conocido	known
తెలీదు	yo no sé	teleedu
తెలుగు	telugu	telugu
తెలుగుదేశం	tdp	telugudesham
తెలుగునాట	telugunata	from telugu side
తెలుగును	que telugu	telugu
తెలుగులో	inglés	in telugu
తెలుగులోకి	telugu	to telugu
తెలుగులోనూ	en telugu	in telugu also
తెలుగువారి	teluguvari	of telugus
తెలుగువారు	pueblo telugu	telugu people
తెలుపు	blanco	white
తెలుపుతూ	reconociendo	informing
తెలుసు	saber	know
తెలుసుకున్న	conocimiento	known
తెలుసుకొని	conocimiento	knowing
తెలుసుకొన్న	aprendizaje	taken
తెలుసుకోవచ్చు	aprender	we can know
తెలుసుకోవడం	conocimiento	to known
తెలుసుకోవడానికి	aprender	to know
తెలుస్తుంది	revelado	known
తెలుస్తున్నది	representar	knowing
తెలుస్తోంది	parece	knowing
తెల్ల	blanco	white
తెల్లని	blanco	white
తేజ	teja	teja
తేట	buscar	good
తేడా	diferencia	difference
తేడాలు	las diferencias	differences
తేది	fecha	date
తేదీ	fecha	date
తేదీన	en	on that date
తేనె	miel	honey
తేనెటీగలు	abejas	honey bees
తేనెను	miel	honey
తేనెలో	miel	honey
తేమగా	húmedo	pleasant
తేలింది	encontró	proved
తేలిక	ligero	light
తైమూర్	timor	oil
తైవాన్	taiwán	taiwan
తొందరగా	temprano	fastly
తొంభై	noventa	ninety
తొక్కిసలాట	estampida	stampede
తొడుగు	condón	prepuce
తొమ్మిదవ	noveno	ninth
తొమ్మిది	nueve	nine
తొలగించి	eliminar el	destroyed
తొలి	primero	first
తొలినాటి	temprano	firstly
తొలిసారి	por primera vez	first time
తొలిసారిగా	por primera vez	first time
తొలుత	primero	at first
తో	con	with
తోక	cola	tail
తోకచుక్క	cometa	comet
తోకచుక్కలు	cometa	comets
తోట	jardín	garden
తోటలు	jardines	garden
తోటి	compañero	with
తోడు	además, el	with
తోడ్పడుతుంది	ayuda	useful
తోనూ	con	with
తోరణాలు	arcos	decoration
త్యాగయ్య	tyagayya	thyagaya
త్యాగరాజు	thyagaraja	thyagaraju
త్రవ్వకం	minería	digg
త్రవ్వకాలలో	excavado	diggings
త్రికము	sacro	sarcum
త్రికోణం	triángulo	triangle
