$ tỉ	milyar dolar	$ billion
thú	ilginç	"(should be ""thích thú"") pleasurable"
thúc	uçları	push
thúy	thuy	thuy
thăm	ziyaret	visit
thăng	yükselmek	helicopter
thơm	kokulu	aromatic
thư	mektup	"(term should be ""ung thư"") cancer (n.)"
thưa	bayım	sparse
thương	aşk	love
thước	boyut	ruler
thường	sık sık	usually (adv.)
thưởng	ikramiye	to reward (v.)
thược	thuoc	(proper noun) thược
thượng	çatı	upper
thạc	ustalar	master
thạch	jöle	rock or stone (n.)
thạnh	thanh	thanh
thạo	uzman	fluent
thả	damla	"(term should be ""thả lỏng"") to let loose (v.)"
thải	atık	waste
thảm	halı	carpet or rug (n.)
thản	hafifletmek	calmly
thảo	atölye	"(term should be ""hội thảo"") a workshop (n.)"
thấp	düşük	low (adj.)
thấu	mercek	penetrate
thầm	sessizce	"(term should be ""thì thầm"") to whisper (v.)"
thần	allah	"entire term should be ""tinh than""; means ""of the mind"""
thầy	öğretmen	teacher (n.)
thẩm	yetkili	osmotic/leak
thẫm	karanlık	dark
thận	böbrek	careful
thập	toplanma	tens
thật	gerçek	true (adj.)
thắm	taçyaprağı	tham
thắn	candidly	frank
thắng	hakim	win
thắngthua	thangthua	win-lose
thắp	küfelik	light
thắt	bağlamak	tense
thằn	kertenkele	"entire term should be ""than lan""; means ""lizard"""
thằng	adam	a derogatory term for a man (n.)
thẳm	uçurum	"(term should be ""thăm thẳm"") extremely deep (adj.)"
thẳng	düz	horizontal
thặng	fazlalık	surplus
thẹn	uğultusunun	shameful
thẻ	kart	card
thế	nasıl	"with word ""tu,"" means ""posture"" or ""a position"""
thếp	demetler	steel
thề	yemin et	swear
thềm	raf	shelf
thể	kutu	maybe
thỉnh	davet etmek	"(term should be ""thỉnh thoảng"") occasionally"
thịnh	refah	prosperous
thịt	et	meat (n.)
thọ	hayat	phu tho
thọc	itme	jab
thỏ	tavşan	rabbit
thỏa	anlaşma	"(term should be ""thoả thuận"") to come to an agreement (v.)"
thỏi	külçeleri	a bar (n.)
thối	çürüme	smelly
thốt	blurted	scream
thồ	pack	to transport via horse (v.)
thổ	genelev	"(term should be ""lãnh thổ"") territory (n.)"
thổi	üflemek	blow
thớt	kesme tahtası	sparse
thời	zaman	period
thở	nefes almak	breathe
thợ	esnaf	craftman
thụ	reseptörü	"(term should be ""thụ thai"") to become pregnant"
thục	bağımsız	(proper noun) a vietnamese first name
thụt	lavman	clyster
thủ	asal	masturbate
thủa	araziler	during childhood
thủng	delinme	having holes
thứ	tür	no.
thức	uyanıklık	way
thừa	fazlalık	redundant
thừng	halat	"(term should be ""thẳng thừng"") mercilessly"
thử	denemek	try
thửa	araziler	square
thự	villa	mansion
thực	gerçek	perform
ti	ti	titov
tia	ışın	ray
tiananmen	tiananmen	tiananmen
tiara	taç	tiara
tibet	tibet	(proper noun) tibet
tigris	dicle nehri	tigris
tiliaceus	tiliaceus	hoa dam but
tim	kalp	heart
timor	doğu	timor
timothy	timothy	timothy
tin	inanmak	believe
tinbắc	tinbac	file bac
tincầu	teneke köprü	file bridge
tinh	rafine	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	tinnha	folder: house
tinsông	tinsong	file river
tinthị	tinthi	file: town
tirol	tirol	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	tv	television
tizard	tizard	(proper noun) tizard
tiên	ilk	first
tiêu	biber	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	üzgünüm	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	kişinin zorla alıkonulan	seize
tiến	ilerleme	operate
tiếng	saat	language
tiết	daha	abstinence/intensity
tiếu	aptal	"(should be ""đàm tiếu"") to sneer"
tiềm	potansiyel	potential
tiền	para	money (n.)
tiều	tieu	(proper noun) the name of a poet
tiểu	temel	tiểu sử= biography
tiễu	bay liu	patrol
tiệc	bayram	party
tiệm	mağaza	shop
tiện	kolaylık	mean
tiệp	konumlar	gustav franck
tiệt	sterilizatörler	sterilize
tncs	gençlik	communist youth union
tngt	kazalar	traffic accidents
tnhh	ltd	limited
toang	yayılmış	fast
tobago	tobago	tobago
toei	toei	toei
tokugawa	tokugawa	tokugawa
tokyo	tokyo	tokyo, the capital of japan
tokyopop	tokyopop	tokyopop
tomas	tomas	(proper noun) tomas
tommy	mehmetçik	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	üst	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	turizm	tourism
tourist	turist	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	mahkeme	office
toàn	tam	entire or whole (adj.)
toán	muhasebe	team
toát	sızar	to exude or emit, as in sweat (v.)
toạ	içinde	locate
toại	hoşnutluk	satisfaction
toả	yayılan	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	tpho	city ho
tpvĩnh	tpvinh	vinh city
tqlc	denizciler	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafford	trafford in greater manchester
trai	deniz tarağı	boy
trang	sayfa	a page (n.)
tranh	resimlerinde	to compete (v.)
trao	kazandırır	reward
trau	iyileştirmek	polish
tre	bambu	bamboo (n.)
treo	asmak	hang
tri	tri	tri
tribune	tribün	a name
trinh	s	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	üçlü	trinity
tristan	tristan	tristan
triết	felsefe	philosophy
triền	yamaçlar	"(should be ""triền miên"") endless"
triều	hanedan	court
triện	pullar	stamp
triệt	iyice	completely
triệu	milyon	a million
tro	kül	ashes
troia	troia	troy
trondheim	trondheim	trondheim
trong	içinde	inside (adv.)
true	gerçek	true
truman	truman	(proper noun) truman
trung	orta	"(term should be ""trung gian"") agent (n.)"
trungnhật	trungnhat	china-japan
truong	truong	truong
truyên	transmisyon	story
truyện	öykü	story
truân	sıkıntı	arduous
truất	kesim	cancel
truởng	bölüm başlığı	leader (n.)
truỵ	truỵ	depraved
trà	çay	tea (n.)
tràm	melaleuca	melaleuca
tràng	kolon	"entire term should be ""truc trang""; means ""rectum"""
trào	hareket	movement
trác	zhuo	trac
trách	sorumluluk	blame
trái	sol	against
trán	alın	forehead
tráng	kaplanmış	to coat (v.)
tránh	önlemek	to avoid (v.)
tráo	iki yüzlülük	tráo trở= liar/betrayal/treacherous
tráp	çipura	casket
trát	garanti	pile
trâm	broş	a type of elegant hairpin (n.)
trân	saygılarımla	respect
trâu	bizon	a last name
trãi	mayınları	trai
trèo	tırmanmak	climb
trên	üzerinde	above
trình		process
trí	us	intellectual
trích	özüt	to extract (v.)
trò	oyun	role
tròn	yuvarlak	rounding
trói	bağlanmış	tie
trôi	sürüklenme	afloat
trông	bakışlar	look
trùm	kapüşonlu	cover
trùng	tesadüf	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	kal	residence
trúc	yapıları	structure
trăm	yüz	hundred
trăn	piton	"(term should be ""trăn trở"") to ponder (v.)"
trăng	ay	moon
trĩ	hemoroid	hemorrhoids
trũng	batık	medium
trơ	atıl	bare
trơn	kaygan	slippery (adj.)
trư	okul	a pig (n.)
trưa	öğlen	noon (n.)
trưng	referandum	symbolic
trưngcông	trungcong	truongcong
trương	politika	policy
trước	önce	front
trước 	önce	front
trướng	şişkinlik	expand
trườn	yavaş ilerleme	crawl
trường	okullar	case
trượng	knobstick	a unit of length used in vietnam equal to 4 meters (n.)
trượt	yarı ünlü	slide
trạch	trach	ze
trại	kamp	camp
trạm	istasyon	station
trạng	durum	situation
trạo	trao	trao
trả	ödeme	to return
trải	yayılma	spread
trảm	beheaded	beheaded
trảo	kazandırır	trao
trấn	kasaba	town
trấu	pirinç kabuğu	rice skin
trầm	derin	depression
trần	çıplak	tran
trầu	tembul	trầu
trầy	çizik	scratch
trẩy	hac	pilgrimage
trẫm	ben	i
trận	maç	battle
trật	bayan	order
trắc	izleme	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	beyaz	white
trặc	sorun	"entire phrase is ""truc trac""; means ""problem"""
trẻ	genç	youth
trễ	geç kal	late
trệ	gecikmeler	bamboo
trị	tedavi	cure
trịnh	törenle	trịnh, a vietnamese last name
trọ	konaklama	motel
trọn	tüm	whole
trọng	ağırlık	serious
trỏ	gösterme	index
trối	cennet	last words
trốn	sakla	to hide
trống	tambur	in
trồi	çıkıntılı	to emerge (v.)
trồng	ekili	plant
trổ	ayı	to burst open or display
trỗi	çıkma	rise
trội	excel	better
trộm	hırsızlık	theft
trớn	moment	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	cennet	sun
trợ	ulaşabilme	support
trụ	sütun	universe
trục	eksen	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	çıplak	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	yumurta	egg
trừ	eksi	except
trừng	ceza	punish
trừu	koyun	abstract
trữ	rezerv	reserve
trực	nöbetçi	direct
ts	ts	phd
tt	tt	news
tua	dokunaç	fringe
tucker	tıkıştıran	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tukhachevsky	(proper noun) tukhachevsky
tulip	laleler	tulip
tum	mide	tum
tung	başlattı	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	toskanalı	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	gerçi	however
tuyên	devletler	"(should be ""tuyên ngôn"") a declaration"
tuyết	kar	snow (n.)
tuyền	tuyen	tuyen
tuyển	seçilmiş	recruit
tuyệt	harika	excellent (adj.)
tuân	uyma	comply
tuông	kıskanç	jealous
tuý	ilaç	drug
tuần	hafta	week
tuế	küçük balık	years
tuệ	özellik	intelligence
tuốc	türbin	turbine
tuổi	yaş	age
tuộc	ahtapot	octopus
tuột	kaçmak	slip
tuỳ	özelleştirme	depend
tv	tv	tv
tvb	tvb	tvb
twin	ikiz	twin
twitter	heyecan	twitter
ty	şirketler	company
type	tip	type
typhon	typhon	typhon
tà	sapkın	we
tài	kullanıcı	talent (n.)
tàn	engelli	dying
tàng	müze	"(should be ""bảo tàng"") a museum"
tành	evre	shatter
tàu	gemi	ship
tá	düzine	"(term should be ""thiếu tá"") major (n.)"
tách	fincan	to separate
tái	tekrar	return
tám	sekiz	eight
tán	yayılma	support
tánh	doğa	life
táp	kucak	to lap at (v.)
táu	gemi	ashton
tâm	merkez	tâm
tâu	rabbim	peach
tây	batı	western
tâynam	taynam	"(should be ""tây-nam"") southwest"
tã	bebek bezi	diaper
tét	tet	tet
tê	uyuşmuş	numb
tên	isim	name (n.)
tì	dinlenmiş	to lean on (v.)
tìm	aramak	find
tìmdiệt	timdiet	find-kill
tình	aşk	sex
tía	mor	dad
tích	entegre	"(term should be ""tích cực"") to be zealous (adv.)"
tím	mor	purple
tín	kredi	"(entire term should be ""tín dụng"") credit"
tít	başlık	"(term should be ""tít mù"") very far away (adv.)"
tò	meraklı	curious
tòa	mahkeme	a court
tòi	madde	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	vaftize	tòng, a last name
tóm	özet	summary
tô	araba	car
tôi	ben	i
tôm	karides	shrimp
tôn	dini	venerate
tông	karton	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	hapis	prison
tùng	yedek	tung
tùy	görenek	depend on
túc	yeterlik	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	çanta	pocket
túm	yakalandı	catch
túng	muhtaç	confuse
túp	tüf	hut
túy	elde	"(term should be ""thuần túy"") pure (adj.)"
tý	çok	mouse, as in year of the mouse
tăm	kürdan	"(term should be ""tiếng tăm"") reputation"
tăng	artış	increase
tĩnh	statik	calm
tơi	için	ragged
tư	yatırım	posture
tưng	tung	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	taze	fresh
tương	nispeten	"(term should be ""tương tự"") to be similar to"
tước	dük	title (n.)
tưới	sulama	irrigation
tướng	bakan	prime minister (thu tuong)
tường	duvar	"a common vietnamese first name; means ""wall"""
tạ	halter	weight
tạc	oyulmuş	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	en	survival
tạm	geçici	temporary
tạo	oluşturmak	create
tạp	karmaşık	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	tanım	describe
tản	radyatörler	disperse
tảng	vakıf	platform
tấc	dar	inch
tấm	tabaka	mirror
tấn	ton	tan
tấp	çekmek	crowded
tất	tüm	all
tấu	tau	tau
tầm	oyun	range or extent (n.)
tần	frekans	"(term should be ""tần số"") frequency (n.)"
tầng	katlar	layer
tầu	gemiler	ship
tẩm	emprenye	soak
tẩy	kaldır	to bleach
tận	almak	dedicated
tật	park	disease
tắc	anahtarlar	priciple
tắm	banyo yap	bathing
tắt	kapamak	initial
tặc	korsanları	"(term should be ""hải tặc"") a pirate (n.)"
tặng	bağışlamak	donate
tẻ	donuk	lẻ tẻ= scattered
tết	kıvrımlı	(proper noun) the vietnamese new year
tếxã	texa	economy - society
tề	prezentabl	tidy
tể	verir	lord
tệ	para	bad
tệp	dosya	file
tỉa	düzeltmek	"(term should be ""bắn tỉa"") to snipe"
tỉnh	il	province
tị	mülteci	refugee
tịch	başkan	"(""chủ tịch"") president or chairman"
tọa	koordinatlar	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	gösteri	to
tỏa	parlaklık	radiate
tỏi	sarımsak	garlic
tốc	ekspres yol	speed
tốn	tüketen	to cost (v.)
tống	hizmet	dispose
tốp	grup	top
tốt	iyi	good
tồi	yanlış	bad
tồn	n-	exist
tổn	kayıp	damage
tổng	toplam	president
tộc	etnik	"(term should be ""dân tộc"") a race or people"
tội	günah	crime
tột	aşırı	extreme
tớ	ben	servant
tới	gelecek	to the point
tờ	tabaka	paper/document
tởm	tiksinmek	disgusting
tục	sürdürmek	"(term should be ""tập tục"") customs or practices"
tụy	pankreas	"(term should be ""tận tụy"") devoted (adj.)"
tủ	göğüs	shelf
tủi	yazık	humiliated
tủy	ilik	spine
tức	haber	i.e.
từ	itibaren	from
từng	her	each
tử	ölüm	lion (su tu)
tửu	şarap	wine
tự	öz	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	koltuk	lean
tựu	başarılar	achievement
tỵ	mülteci	the han name for the year of the snake, according to the chinese zodiac
tỷ	milyar	billion
u	u	tumor
ua	ua	ua
uae	uae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	ah	uh
uk	uk	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	un	(proper noun) un, as in chung un chan of korea
und	und	und
under	up&#39;lar	under
unesco	unesco	unesco
ung	çürümüş	cancer
unicorn	tek boynuzlu at	unicorn
unit	birim	unit
unix	unix	unix
up	ups	up
ural	ural	ural, as in the ural mountains
urani	uranyum	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruguay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	uygur	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyen	scholarly
uyển	esneklik	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	özbekistan	uzbekistan
uông	hizmet etmek	uong
uất	uat	busy
uốn	kıvırma	to curl (v.)
uống	içmek	to drink
uổng	uổng	vain
v	v	v
va	ve	collide
vaccine	aşı	vaccine
vai	omuz	shoulder
valencia	valencia	valencia
valentine	sevgililer günü	valentine
valley	vadi	valley
van	valf	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	ariyet	borrow
vectơ	vektör	vector
ven	boyunca	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	venüs	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	vi	behavior
viagra	viagra	viagra
victor	galip	(proper noun) victor
victoria	victoria	victoria, a province of australia
vienna	viyana	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	viking	viking
villa	villa	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagames	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virjinya	(proper noun) virginia, as in the state
virus	virüs	virus
virút	virüsler	virus
vissarionovich	vissarionovich	vissarionovich
vista	manzara	vista, as in windows vista
vitamin	vitamin	vitamin
vitruvius	vitruvius	vitruvius
viz	yani	(proper noun) viz
viêm	iltihap	inflammation
viên	üye	member
viêng	vientiane	vientiane
viêt	yazı	vietnam
viếng	ziyaret	visit
viết	yazma	write
việc	iş	thing
viện	hastane	institute
việt	vietnam	viet
việtmường	vietnamca muong	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	fil	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	tungsten	wolfram
vong	ölümler	injured
voyager	gezgin	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	kral	king
vui	eğlenceli	happy
vulcan	vulkan	vulcan
vuông	kare	square
vuốt	pençe	stroke
vv	vb	etc.
vy	vy	vy
vyacheslav	vyacheslav	vyacheslav
và	ve	and
vài	az	several
vàm	vam	the mouth of a rivulet (n.)
vàng	sarı	gold
vành	koroner	coronary
vào	içinde	into
vá	yama	patchy
vác	slovakça	to shoulder (v.)
vách	duvar	wall
vái	yemin	some
ván	yatılı	game
váng	sersemlemiş	film
váy	etek	skirt
vân	bu yüzden	"(term should be ""vân vân"") et cetera"
vây	kuşatması&#39;nda	encircle
vã	vã	rush
vãi	saçılması	to release
vãn	kur	save
vè	crambo	to glance slyly (v.)
vé	bilet	ticket
vét	dip tarama	plunder
vê	sayfa	tremolo
vì	yüzünden	because
ví	cüzdan	example
vía	korkaklık	soul
vít	vida	screw
vò	sürahi	jar
vòi	musluk	tap
vòm	çatı	upper jaw
vòng	halka	around
vó	toynaklar	hooves
vóc	boy	"(should be ""vóc sương"") dew-like or delicate"
vô	servet	"(term should be ""vô số"") countless (adj.)"
vôi	kireç	limestone
võ	askeri	martial arts (n.)
võng	bebek karyolası	hammock
vùi	gömülü	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	bölge	region
vú	meme	breast (n.)
vút	yükselen	"entire term should be ""cong vut""; extreme curling"
văn	yazar	culture
văng	kanepeler	a name
vĩ	harika	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	kalıcı	ving
vũ	evren	armed
vũng	su birikintisi	vung
vơ	maldivler	lost
vơi	ile	ullage
vưu	sen quan	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	kendileri	reach
vương	kral	kingdom
vướng	yakalandı	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	bahçe	garden
vượn	gibbons	gibbon
vượt	ulaştı	to overcome
vạ	va	unfortunate problem
vạc	kazan	cauldron
vạch	çubuk	bar
vại	kavanoz	jar
vạn	on bin	thousand
vạng	alaca karanlık	twilight
vả	incir	hard
vải	bez	fabric
vảy	terazi	scale
vấn	konular	vấn đề= problem
vấp	yanılmak	stumble
vất	atmak	hard
vần	uyak	spell
vầng	vang	moon (vang trang)
vẩn	süspansiyonlar	wander
vẩy	pul	scale
vẫn	yine	still
vẫy	dalgasız	wave
vận	kampanya	active
vắc	aşı	vaccine
vắcxin	aşı	vaccine
vắn	kısa	short
vắng	yok	absent
vặn	sıkılacağından	to twist (v.)
vặt	sınıflandırılmış	odd
vẹn	bütünlük	complete
vẹt	papağan	parrots
vẽ	boya	draw
vết	yara	wound
vểnh	delindi	warping
vệ	koruma	"(term should be ""bảo vệ"") to defend (v.)"
vệt	meç	streak
vỉa	dikişler	"(term should be ""vỉa hè"") sidewalk"
vịnh	defne	bay
vịt	ördek	duck
vọng	görünüm	"(term should be ""hy vọng"") hope (n.)"
vọt	sınırları	to spurt out (v.)
vỏ	havlama	shell
vồ	tokmak	"(term should be ""gạch vồ"") a type of brick"
vỗ	sıvazlama	to clap
vội	acele	hurriedly (adv.)
vớ	çorap	"(term should be ""vớ vẩn"") silly (adj.)"
với	ile	to
vớt	balık	salvage
vờ	taklit	"(term should be ""giả vờ"") to pretend (v.)"
vời	harika	wonderful
vở	defterler	"(term should be ""vở kịch"") a play"
vỡ	kırma	break
vợ	karı	wife
vụn	paçavra	debris
vụng	sakar	covert
vứt	atmak	throw away
vừa	orta	just (adv.)
vừng	susam	sesame (n.)
vững	firma	firm (adj.)
vực	alan	place
vựng	kelime hazinesi	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	vy	majestic
w	w	w
wa	wa	wa
walt	walt	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	bitik	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	istiyorum	wanna
warren	kalabalık ev	a name
warsaw	varşova	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	washington	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	watergate	watergate
waterloo	waterloo	(proper noun) waterloo
waters	deniz	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	webloglar	weblog
webmail	webmail	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	kuyular	wells, as in author orson wells
welsh	sözünü tutmamak	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	westermarck	westermarck
western	batı	western
westlife	westlife	westlife
westview	westview	westview, as in westview press
wheeler	tekerlekli araç	a name
widener	widener	widener
wien	wien	wien
wiener	sosis	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	vikikitap&#39;ı	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	vahşi	wild
wilder	wilder	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	willard	willard
wimbledon	wimbledon	wimbledon
windows	pencereler	windows
winer	winer	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	trong	within
without	olmadan	without
wolfgang	wolfgang	wolfgang
won	won	won
wong	wong	wong
woodrow	woodrow	woodrow
woods	orman	(proper noun) woods, as in tiger woods
would	would	would
wrestling	güreş	wrestling
wright	wright	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	çok uzakta	ancient
xang	gaz	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	yeşil	green
xao	karıştırma	xôn xao = chatting
xay	çöp	grind
xe	araba	a car (n.)
xem	bkz	watch
xen	ürünler arası	to insert (v.)
xhcn	sosyalist	social republic
xi	xi	xi
xiii	xiii	eighth
xin	lütfen	please
xinh	güzel	beautiful
xiv	xiv	fourteenth
xiêm	siyam	(proper noun) xiêm, or siam
xiên	ters	oblique
xiêu	xieu	soften
xiếc	sirk	circus
xiết	sıkma	to twist tightly (v.)
xiềng	pranga	chain
xo	xo	spring
xoa	ovmak	massage
xoay	döner	turn
xong	başarılı	completed
xoàng	vasat	mediocre
xoá	silinen	delete
xoáy	girdap	vortex
xoắn	bükülmüş	coiled
xu	eğilim	trend
xua	korkutmak	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	kötü	incite
xuka	xuka	xuka
xum	bereketli	a name
xuyên	trans	frequently
xuyến	yumru	manage
xuân	bahar	spring
xuâncông	xuancong	xuan public
xuôi	aşağı	down
xuất	tavsiye	ejaculate
xuấtnhập	xuatnhap	import/export
xuống	aşağı	down
xuồng	kano	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	harcamak	use
xào	kızartmak	stir fry
xách	çanta	to carry by the handle (v.)
xám	gri	ustox
xán	xan	"(term should be ""xán lạn"") bright (adj.)"
xáo	rahatsızlık	chaos
xát	ovmak	touch
xâm	istila	invasion
xâu	dizeleri	string
xây	inşaat	build
xã	komün	society
xãy	olmuş	occur
xèo	krep	xeo
xé	parçalamak	tear
xén	klips	"(term should be ""biếu xén"") to gift (v.)"
xéo	yanlamasına	diagonally (adv.)
xét	yorumlar	examine
xê	hamle	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	darbe	scandal
xìu	bayılma	to become flaccid (v.)
xí	çirkin	factory (xi nghiep)
xít	nazi	nazi
xíu	xiu	small
xòe	yayılma	spread
xóa	silme	clear
xói	erozyon	erode
xóm	komşular	village
xót	merhamet	mercy
xô	kıpırdamak	soviet
xôi	yapışkan pirinç	pierce
xôn	bobin	tumultuous
xông	buhar	rush
xôphần	kova bölümü	soviet-poland
xôviết	sovyetler birliği	soviet
xù	havlu kumaş	gigantic
xú	valf	xu
xúc	temas	touch
xúi	uyarmak	induce
xăm	dövme	"(term should be ""xa xăm"") far away (adj.)"
xăng	benzin	gasoline
xơ	elyaf	xo
xưa	eski	old
xưng	itiraf	"(should be ""tự xưng"") self-proclaimed"
xương	kemik	bone (n.)
xước	çizik	scratch
xướng	koro	provoke
xưởng	atölye	workshop
xạ	radyasyon	"(term should be ""phản xạ"") to reflect"
xả	egzoz	release
xảo	sihirli	detailed
xảy	olmuş	happen
xấp	yaklaşık olarak	approximate
xấu	kötü	bad
xẩm	xam	a type of traditional vietnamese singing
xẩy	olmuş	occur
xắt	pirzola	cut
xẻo	kesip çıkarma	cut off
xếp	derecelendirme	rank
xỉ	cüruf	approximately
xỉa	diş ipi	to pick (v.)
xỉu	bayılma	to faint
xốc	şok	to lift up (v.)
xốp	gözenekli	porous
xổ	piyango	rush into
xộn	karışıklık	messy
xứ	ülke	native
xứng	değer	appropriate
xử	tedavi	judge
y	sağlık	medical
y=fracsin	y = fraksin	a function
ya	ya	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	yakushima	yakushima
yalta	yalta	(proper noun) yalta
yankee	yankee	(proper noun) yankee
yard	yarda	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	yeltsin	yeltsin, as in boris yeltsin
yemen	yemen	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	yo	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	york	york
yorker	yorker	yorker
yorkshire	yorkshire	yorkshire
youtube	youtube	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	yu	yu
yuan	yuan	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	yuri	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
