$ tỉ	milijardu dolara	$ billion
thừng	konop	"(term should be ""thẳng thừng"") mercilessly"
thử	probati	try
thửa	paket	square
thự	vila	mansion
thực	stvaran	perform
ti	ti	titov
tia	zraka	ray
tiananmen	tiananmen	tiananmen
tiara	tiara	tiara
tibet	tibet	(proper noun) tibet
tigris	tigris	tigris
tiliaceus	tiliaceus	hoa dam but
tim	srce	heart
timor	timor	timor
timothy	timothy	timothy
tin	vjerujte	believe
tinbắc	poruka	file bac
tincầu	limeni most	file bridge
tinh	planeta	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	tinhome	folder: house
tinsông	vijesti	file river
tinthị	tinthị	file: town
tirol	tirol	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	televizija	television
tizard	tizard	(proper noun) tizard
tiên	prvo	first
tiêu	biber	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	žaljenje	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	goofy	seize
tiến	gore	operate
tiếng	jezik	language
tiết	sekrecija	abstinence/intensity
tiếu	goofy	"(should be ""đàm tiếu"") to sneer"
tiềm	potencijal	potential
tiền	novac	money (n.)
tiều	sranje	(proper noun) the name of a poet
tiểu	piškiti	tiểu sử= biography
tiễu	gospodine liu	patrol
tiệc	gozba	party
tiệm	prodavnica	shop
tiện	povoljno	mean
tiệp	češki	gustav franck
tiệt	jebeno	sterilize
tncs	tncs	communist youth union
tngt	tngt	traffic accidents
tnhh	ograničeno	limited
toang	toang	fast
tobago	tobago	tobago
toei	toei	toei
tokugawa	tokugawa	tokugawa
tokyo	tokyo	tokyo, the capital of japan
tokyopop	tokyopop	tokyopop
tomas	tomas	(proper noun) tomas
tommy	tommy	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	vrh	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	turizam	tourism
tourist	turist	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	sud	office
toàn	sigurno	entire or whole (adj.)
toán	matematika	team
toát	dobro	to exude or emit, as in sweat (v.)
toạ	koordinate	locate
toại	u	satisfaction
toả	zračiti	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	grad	city ho
tpvĩnh	grad	vinh city
tqlc	tqlc	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafford	trafford in greater manchester
trai	školjke	boy
trang	stranica	a page (n.)
tranh	slike	to compete (v.)
trao	predao	reward
trau	trau	polish
tre	bambus	bamboo (n.)
treo	visi	hang
tri	tri	tri
tribune	tribina	a name
trinh	djevice	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	trojstvo	trinity
tristan	tristan	tristan
triết	filozofija	philosophy
triền	trien	"(should be ""triền miên"") endless"
triều	plima	court
triện	pečat	stamp
triệt	temeljno	completely
triệu	milion	a million
tro	pepeo	ashes
troia	troja	troy
trondheim	trondheim	trondheim
trong	u	inside (adv.)
true	istinito	true
truman	truman	(proper noun) truman
trung	sredina	"(term should be ""trung gian"") agent (n.)"
trungnhật	iskrenost	china-japan
truong	truong	truong
truyên	truyen	story
truyện	priča	story
truân	truân	arduous
truất	negativci	cancel
truởng	šefe	leader (n.)
truỵ	laž	depraved
trà	čaj	tea (n.)
tràm	cajuput	melaleuca
tràng	debelog creva	"entire term should be ""truc trang""; means ""rectum"""
trào	erupciju	movement
trác	trac	trac
trách	kriviti	blame
trái	levo	against
trán	čelo	forehead
tráng	premazan	to coat (v.)
tránh	izbegavaj	to avoid (v.)
tráo	lažno	tráo trở= liar/betrayal/treacherous
tráp	kutija	casket
trát	nalog	pile
trâm	broš	a type of elegant hairpin (n.)
trân	srdačan pozdrav	respect
trâu	bizon	a last name
trãi	rasute	trai
trèo	penjati se	climb
trên	na	above
trình	predati	process
trí	um	intellectual
trích	izvod	to extract (v.)
trò	trik	role
tròn	okrugli	rounding
trói	svezan	tie
trôi	drift	afloat
trông	izgleda	look
trùm	šef	cover
trùng	podudaraju se	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	ukrcavanje	residence
trúc	bambus	structure
trăm	sto	hundred
trăn	python	"(term should be ""trăn trở"") to ponder (v.)"
trăng	mesec	moon
trĩ	hemoroidi	hemorrhoids
trũng	potonuo	medium
trơ	inertan	bare
trơn	sklizak	slippery (adj.)
trư	tru	a pig (n.)
trưa	podne	noon (n.)
trưng	rekvizicija	symbolic
trưngcông	izloženi	truongcong
trương	truong	policy
trước	prije	front
trước 	prije	front
trướng	ekspanzija	expand
trườn	puzeti	crawl
trường	škola	case
trượng	kaduceus	a unit of length used in vietnam equal to 4 meters (n.)
trượt	klizati	slide
trạch	trach	ze
trại	kamp	camp
trạm	stanica	station
trạng	stanje	situation
trạo	tao	trao
trả	platiti	to return
trải	poklopac	spread
trảm	cajuput	beheaded
trảo	mačete	trao
trấn	grad	town
trấu	rižina ljuska	rice skin
trầm	duboko	depression
trần	golo	tran
trầu	betel	trầu
trầy	ogrebani	scratch
trẩy	odskočiti	pilgrimage
trẫm	ja sam	i
trận	utakmicu	battle
trật	dislociran	order
trắc	biometrija	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	bela	white
trặc	štucanje	"entire phrase is ""truc trac""; means ""problem"""
trẻ	mlad	youth
trễ	kasno	late
trệ	stagnira	bamboo
trị	tretman	cure
trịnh	phnh	trịnh, a vietnamese last name
trọ	gostionica	motel
trọn	pun	whole
trọng	bitan	serious
trỏ	pokazivači	index
trối	konačna	last words
trốn	sakriti	to hide
trống	prazan	in
trồi	u nastajanju	to emerge (v.)
trồng	rasti	plant
trổ	pokazati	to burst open or display
trỗi	nastajanje	rise
trội	dominantan	better
trộm	lopovi	theft
trớn	milovati	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	bože	sun
trợ	podrška	support
trụ	ured	universe
trục	osa	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	gola	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	jaje	egg
trừ	oduzeti	except
trừng	sjaj	punish
trừu	ovce	abstract
trữ	skladište	reserve
trực	na dužnosti	direct
ts	ts	phd
tt	tt	news
tua	šipka	fringe
tucker	tucker	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tukhachevsky	(proper noun) tukhachevsky
tulip	tulipan	tulip
tum	tum	tum
tung	baciti	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	toskanska	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	kako god	however
tuyên	izjaviti	"(should be ""tuyên ngôn"") a declaration"
tuyết	snijeg	snow (n.)
tuyền	tuyen	tuyen
tuyển	regrutovanje	recruit
tuyệt	odlično	excellent (adj.)
tuân	poslušati	comply
tuông	ispiranje	jealous
tuý	tuyý	drug
tuần	sedmicu	week
tuế	minnows	years
tuệ	mudrost	intelligence
tuốc	plutanje	turbine
tuổi	godinu dana	age
tuộc	hobotnica	octopus
tuột	skliznuti	slip
tuỳ	fakultativno	depend
tv	televizija	tv
tvb	tvb	tvb
twin	blizanci	twin
twitter	twitter	twitter
ty	ti	company
type	tip	type
typhon	typhon	typhon
tà	zlo	we
tài	bogatstvo	talent (n.)
tàn	pepeo	dying
tàng	muzej	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	brod	ship
tá	desetak	"(term should be ""thiếu tá"") major (n.)"
tách	kup	to separate
tái	re	return
tám	osam	eight
tán	nadstrešnica	support
tánh	tanh	life
táp	kucnite	to lap at (v.)
táu	kriv	ashton
tâm	centar	tâm
tâu	gospodaru moj	peach
tây	zapad	western
tâynam	westnam	"(should be ""tây-nam"") southwest"
tã	pelene	diaper
tét	vrisak	tet
tê	ukočen	numb
tên	ime	name (n.)
tì	slezina	to lean on (v.)
tìm	pronađi	find
tìmdiệt	pretraživanje	find-kill
tình	ljubav	sex
tía	ljubičasta	dad
tích	proizvod	"(term should be ""tích cực"") to be zealous (adv.)"
tím	ljubičasta	purple
tín	kredita	"(entire term should be ""tín dụng"") credit"
tít	naslov	"(term should be ""tít mù"") very far away (adv.)"
tò	znatiželja	curious
tòa	sud	a court
tòi	stvari	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	tong	tòng, a last name
tóm	zbornik	summary
tô	posuda	car
tôi	ja	i
tôm	kozice	shrimp
tôn	valoviti	venerate
tông	karton	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	zatvor	prison
tùng	rezervni	tung
tùy	fakultativno	depend on
túc	dovoljnost	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	torbu	pocket
túm	zgrabi	catch
túng	nespretno	confuse
túp	koliba	hut
túy	lijek	"(term should be ""thuần túy"") pure (adj.)"
tý	pacov	mouse, as in year of the mouse
tăm	čačkalica	"(term should be ""tiếng tăm"") reputation"
tăng	povećati	increase
tĩnh	statički	calm
tơi	ja	ragged
tư	od	posture
tưng	drhtav	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	svež	fresh
tương	slično	"(term should be ""tương tự"") to be similar to"
tước	skidanje	title (n.)
tưới	zalijevanje	irrigation
tướng	opšte	prime minister (thu tuong)
tường	zid	"a common vietnamese first name; means ""wall"""
tạ	mrena	weight
tạc	kiviti	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	u	survival
tạm	provizorni	temporary
tạo	stvoriti	create
tạp	časopis	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	opis	describe
tản	rasipanje	disperse
tảng	platforma	platform
tấc	inč	inch
tấm	tanjure	mirror
tấn	tona	tan
tấp	izvukao	crowded
tất	čarape	all
tấu	instrumentalni	tau
tầm	igre	range or extent (n.)
tần	frekvencija	"(term should be ""tần số"") frequency (n.)"
tầng	kat	layer
tầu	voz	ship
tẩm	impregniran	soak
tẩy	gumica	to bleach
tận	kraj	dedicated
tật	invalidnost	disease
tắc	sklopke	priciple
tắm	tuš	bathing
tắt	ugasiti	initial
tặc	hakeri	"(term should be ""hải tặc"") a pirate (n.)"
tặng	donirati	donate
tẻ	rupa	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	ekonomski	economy - society
tề	qi	tidy
tể	gospodin	lord
tệ	loše	bad
tệp	datoteka	file
tỉa	podrezati	"(term should be ""bắn tỉa"") to snipe"
tỉnh	provincijalni	province
tị	zavist	refugee
tịch	predsjedniče	"(""chủ tịch"") president or chairman"
tọa	koordinate	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	izraženo	to
tỏa	zračiti	radiate
tỏi	bijeli luk	garlic
tốc	brzina	speed
tốn	trošak	to cost (v.)
tống	pratnja	dispose
tốp	grupa	top
tốt	dobro	good
tồi	loše	bad
tồn	postoje	exist
tổn	boli	damage
tổng	ukupno	president
tộc	klan	"(term should be ""dân tộc"") a race or people"
tội	grijeh	crime
tột	ekstremnim	extreme
tớ	ja	servant
tới	sljedeći	to the point
tờ	list	paper/document
tởm	odvratno	disgusting
tục	profana	"(term should be ""tập tục"") customs or practices"
tụy	gušterače	"(term should be ""tận tụy"") devoted (adj.)"
tủ	ormari	shelf
tủi	loše	humiliated
tủy	srž	spine
tức	trenutak	i.e.
từ	od	from
từng	ikada	each
tử	smrt	lion (su tu)
tửu	tolerancija na alkohol	wine
tự	sebe	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	naslov	lean
tựu	dostignuća	achievement
tỵ	zmija	the han name for the year of the snake, according to the chinese zodiac
tỷ	milijardi	billion
u	u	tumor
ua	ua	ua
uae	uae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	uh	uh
uk	uk	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	un	(proper noun) un, as in chung un chan of korea
und	und	und
under	ispod	under
unesco	unesco	unesco
ung	trulo	cancer
unicorn	jednorog	unicorn
unit	jedinica	unit
unix	unix	unix
up	ups	up
ural	uralni	ural, as in the ural mountains
urani	uranijuma	uranium
uri	uri	uri, a former political party in south korea
uruguay	urugvaj	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	uyghur	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyen	scholarly
uyển	eufemizam	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	uzbekistan	uzbekistan
uông	uong	uong
uất	uất	busy
uốn	curling	to curl (v.)
uống	piti	to drink
uổng	rasipanje	vain
v	v	v
va	va	collide
vaccine	vakcina	vaccine
vai	rame	shoulder
valencia	valencia	valencia
valentine	valentina	valentine
valley	dolina	valley
van	ventil	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	posuditi	borrow
vectơ	vektora	vector
ven	uz	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	venera	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	jer	behavior
viagra	viagra	viagra
victor	pobednik	(proper noun) victor
victoria	victoria	victoria, a province of australia
vienna	beč	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vijetnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	viking	viking
villa	vila	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginia	(proper noun) virginia, as in the state
virus	virus	virus
virút	virus	virus
vissarionovich	vissarionovich	vissarionovich
vista	vista	vista, as in windows vista
vitamin	vitamina	vitamin
vitruvius	vitruvius	vitruvius
viz	viz	(proper noun) viz
viêm	upala	inflammation
viên	tablete	member
viêng	viang	vientiane
viêt	pisanje	vietnam
viếng	poseta	visit
viết	pisati	write
việc	posao	thing
viện	institut	institute
việt	vijetnam	viet
việtmường	vijetnamski muong	muong
việtnga	vijenga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	slonovi	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	volfram	wolfram
vong	žrtava	injured
voyager	voyager	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	kralju	king
vui	zabava	happy
vulcan	vulkan	vulcan
vuông	kvadrat	square
vuốt	kandža	stroke
vv	itd.	etc.
vy	vy	vy
vyacheslav	vyacheslav	vyacheslav
và	i	and
vài	nekoliko	several
vàm	vm	the mouth of a rivulet (n.)
vàng	žuto	gold
vành	obruč	coronary
vào	u	into
vá	zakrpa	patchy
vác	nošenje	to shoulder (v.)
vách	zid	wall
vái	da	some
ván	daska	game
váng	ološ	film
váy	haljina	skirt
vân	tako dalje	"(term should be ""vân vân"") et cetera"
vây	peraja	encircle
vã	požurila	rush
vãi	sranje	to release
vãn	van	save
vè	piškiti	to glance slyly (v.)
vé	ulaznica	ticket
vét	bager	plunder
vê	otprilike	tremolo
vì	jer	because
ví	novčanik	example
vía	novčanik	soul
vít	vijak	screw
vò	zgužvan	jar
vòi	crijevo	tap
vòm	krov	upper jaw
vòng	prsten	around
vó	hoooo	hooves
vóc	veličina	"(should be ""vóc sương"") dew-like or delicate"
vô	ne	"(term should be ""vô số"") countless (adj.)"
vôi	kreč	limestone
võ	borilački	martial arts (n.)
võng	viseća mreža	hammock
vùi	pokopan	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	region	region
vú	dojke	breast (n.)
vút	soaring	"entire term should be ""cong vut""; extreme curling"
văn	literatura	culture
văng	splash	a name
vĩ	odlicno	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	trajno	ving
vũ	vu	armed
vũng	lokva	vung
vơ	bespomoćan	lost
vơi	sa	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	doseg	reach
vương	kralju	kingdom
vướng	zapletena	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	bašta	garden
vượn	majmuni	gibbon
vượt	proći	to overcome
vạ	tako	unfortunate problem
vạc	kotao	cauldron
vạch	bar	bar
vại	jar	jar
vạn	deset hiljada	thousand
vạng	sumrak	twilight
vả	smokva	hard
vải	tkanina	fabric
vảy	vage	scale
vấn	savjet	vấn đề= problem
vấp	spotaknuo se	stumble
vất	baciti	hard
vần	rima	spell
vầng	halo	moon (vang trang)
vẩn	još	wander
vẩy	pahuljice	scale
vẫn	još	still
vẫy	mašući	wave
vận	bogatstvo	active
vắc	vakcina	vaccine
vắcxin	vakcina	vaccine
vắn	kratko	short
vắng	odsutna	absent
vặn	vijak	to twist (v.)
vặt	classifieds	odd
vẹn	integriteta	complete
vẹt	papige	parrots
vẽ	slikanje	draw
vết	zakrpa	wound
vểnh	pertle	warping
vệ	odbrana	"(term should be ""bảo vệ"") to defend (v.)"
vệt	pruge	streak
vỉa	šavovi	"(term should be ""vỉa hè"") sidewalk"
vịnh	uvala	bay
vịt	patka	duck
vọng	nada	"(term should be ""hy vọng"") hope (n.)"
vọt	skyrocket	to spurt out (v.)
vỏ	kora	shell
vồ	maul	"(term should be ""gạch vồ"") a type of brick"
vỗ	maziti	to clap
vội	požurite	hurriedly (adv.)
vớ	čarape	"(term should be ""vớ vẩn"") silly (adj.)"
với	sa	to
vớt	riba	salvage
vờ	pretvarati se	"(term should be ""giả vờ"") to pretend (v.)"
vời	odlicno	wonderful
vở	sveska	"(term should be ""vở kịch"") a play"
vỡ	slomljen	break
vợ	supruga	wife
vụn	čips	debris
vụng	nespretan	covert
vứt	baciti	throw away
vừa	stane	just (adv.)
vừng	susam	sesame (n.)
vững	čvrsto	firm (adj.)
vực	polje	place
vựng	vokabular	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	tako	majestic
w	w	w
wa	wa	wa
walt	val	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	wan	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	želim	wanna
warren	warren	a name
warsaw	ratna testera	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	washton	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	watergate	watergate
waterloo	waterloo	(proper noun) waterloo
waters	vode	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	weblog	weblog
webmail	webmail	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	bunari	wells, as in author orson wells
welsh	vel	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	westermarck	westermarck
western	zapadni	western
westlife	westlife	westlife
westview	westview	westview, as in westview press
wheeler	kotač	a name
widener	širi	widener
wien	wien	wien
wiener	wiener	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikibooks	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	divlji	wild
wilder	divlji	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	villard	willard
wimbledon	wimbledon	wimbledon
windows	prozori	windows
winer	winer	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	unutar	within
without	bez	without
wolfgang	wolfgang	wolfgang
won	pobijedio	won
wong	wong	wong
woodrow	woodrow	woodrow
woods	šume	(proper noun) woods, as in tiger woods
would	bi	would
wrestling	hrvanje	wrestling
wright	wright	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	daleko	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	plava	green
xao	otrcan	xôn xao = chatting
xay	samljeti	grind
xe	auto	a car (n.)
xem	vidi	watch
xen	xen	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	molim te	please
xinh	prekrasno	beautiful
xiv	xiv	fourteenth
xiêm	sijamski	(proper noun) xiêm, or siam
xiên	nagnut	oblique
xiêu	xiao	soften
xiếc	cirkus	circus
xiết	zategnuti	to twist tightly (v.)
xiềng	okovi	chain
xo	xo	spring
xoa	trljati	massage
xoay	skrenuti	turn
xong	ostvareno	completed
xoàng	osrednji	mediocre
xoá	izbriši	delete
xoáy	eddy	vortex
xoắn	uvrnut	coiled
xu	novčić	trend
xua	odagnati	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	nesretan	incite
xuka	xuka	xuka
xum	raskošan	a name
xuyên	piercing	frequently
xuyến	narukvice	manage
xuân	proljeće	spring
xuâncông	proljeće	xuan public
xuôi	pomesti	down
xuất	izvoz	ejaculate
xuấtnhập	izvoz-uvoz	import/export
xuống	dole	down
xuồng	kanu	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	trošiti	use
xào	pržiti	stir fry
xách	torbu	to carry by the handle (v.)
xám	siva	ustox
xán	pržena	"(term should be ""xán lạn"") bright (adj.)"
xáo	uznemiravanje	chaos
xát	trljanje	touch
xâm	tetoviran	invasion
xâu	string	string
xây	graditi	build
xã	komuna	society
xãy	prepirka	occur
xèo	xèo	xeo
xé	suza	tear
xén	obrezivanje	"(term should be ""biếu xén"") to gift (v.)"
xéo	bočno	diagonally (adv.)
xét	uzeti u obzir	examine
xê	potez	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	prdne	scandal
xìu	prdne	to become flaccid (v.)
xí	fabrika	factory (xi nghiep)
xít	fascinantno	nazi
xíu	sićušno	small
xòe	širenje	spread
xóa	izbrisati	clear
xói	erozije	erode
xóm	komšije	village
xót	milost	mercy
xô	gurnuti	soviet
xôi	ljepljiva riža	pierce
xôn	promešati	tumultuous
xông	požurila	rush
xôphần	sekcija kašike	soviet-poland
xôviết	sovjetski savez	soviet
xù	razbarušen	gigantic
xú	nepristojan	xu
xúc	kontakt	touch
xúi	inducirati	induce
xăm	tetovaža	"(term should be ""xa xăm"") far away (adj.)"
xăng	benzin	gasoline
xơ	vlakno	xo
xưa	stari	old
xưng	priznati	"(should be ""tự xưng"") self-proclaimed"
xương	kost	bone (n.)
xước	ogrebani	scratch
xướng	zbor	provoke
xưởng	radionica	workshop
xạ	zračenje	"(term should be ""phản xạ"") to reflect"
xả	pražnjenje	release
xảo	lukav	detailed
xảy	javljaju se	happen
xấp	cca	approximate
xấu	loše	bad
xẩm	drhtav	a type of traditional vietnamese singing
xẩy	javljaju se	occur
xắt	kockice	cut
xẻo	nesretan	cut off
xếp	presavijeni	rank
xỉ	šljaka	approximately
xỉa	konac	to pick (v.)
xỉu	onesviješten	to faint
xốc	šoka	to lift up (v.)
xốp	stiropor	porous
xổ	tombola	rush into
xộn	neuredan	messy
xứ	zemljište	native
xứng	dostojan	appropriate
xử	gozba	judge
y	y	medical
y=fracsin	y = fraksin	a function
ya	da	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	yakushima	yakushima
yalta	yalta	(proper noun) yalta
yankee	yankee	(proper noun) yankee
yard	dvorište	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	yeltsin	yeltsin, as in boris yeltsin
yemen	jemen	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	yo	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	york	york
yorker	yorker	yorker
yorkshire	jorkšir	yorkshire
youtube	youtube	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	yu	yu
yuan	juan	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	jurij	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	jurta	yurt
yên	jen	peace or stillness (n.)
yêu	voljeti	love
yếm	kombinezoni	tender
yến	ptičje gnijezdo	a type of swallow (n.)
yết	kotiranje	yet
yếu	slab	mainly
yểm	poklopac	support
yển	jen	"is a name meaning, ""bird"""
yểu	ljupko	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	zambia	(proper noun) zambia, as in the nation
zealand	zeland	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	nula	zero
zeus	zeus	zeus
zheng	zheng	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	zinedin	(proper noun) zinedine
zing	zing	zing, as in the website
zoe	zoe	zoe
zurich	cirih	(proper noun) zurich
zürich	zürich	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| pluta	"(term should be ""nổi"") to float (v.)"
|petya	| petya	(proper noun) petya
|tên	| ime	"(should be ""tên"") name (n.)"
|việt	| vijetnamski	vietnam
 kg	kg	kg
 triệu	milion	million
 °c	° c	degrees celsius
°đến	° do	up to
°độ	° stepeni	degree
×	×	x
ào	wow	rush
á	azijski	asia
ác	zlo	evil
ách	jaram	yoke (n.)
ái	žudnja	ai
ám	renderira	(with the word chi) to hint at
ánh	sjaj	light
áo	košulja	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	pritisku	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aoi	eurasian
â	â	a vietnamese vowel sound
âm	oduzeti	vagina
ân	naklonost	deed
én	lastavice	swallow
ép	stisnuti	press
êgê	ego	aegean
êm	glatka	smooth
ích	korisno	benefit
ílam	ílam	tamil language name for the island of sri lanka
ít	malo	less
île	île	Île, as in Île de la cité, france
îledefrance	îledefrance	ile-de-france
ðiều	član	article
ðài	ðài	taiwan
ðường	šećer	a road
ðảng	party	party
ðức	nemačke	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	mozak	brain
óng	iridescentno	"(term should be ""óng ả"") flexible"
ôi	oh	"vietnamese version of the exclamation ""oh"""
ôm	zagrljaj	hug
ôn	umjerenost	peaceful (on hoa)
ông	on	a man (n.)
ôtô	auto	car
ôxi	kiseonik	oxygen
ôxy	kiseonik	the element oxygen (n.)
ôxít	oksid	oxide
ôzôn	ozon	ozone
ùn	džemovi	congest
úng	zamrznut	flood
úp	lice dole	upside
úy	poručniče	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	italija	italian
ăn	jesti	eat
ăng	mrav	antenna
ăngten	antena	antenna
đa	multi	majority
đai	bend	"(term should be ""Đai khố"") name of a village"
đak	dak	(proper noun) Đak
đan	pleteni	scandal
đau	bol	painful
đay	juta	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	db	dien ban
đcstq	dcstq	communist party of china
đcsvn	dcsvn	vietnam communist party
