$	dollarni tashkil etadi	dollar
ликер	likyor	liqueur
ликова	belgilar	characters
ликови	belgilar	characters
ликом	belgi	character
лику	belgi	"lika (part of croatia),""Лик(а)"" ""(lik(a)"" also means ""character"",""image"""
лима	lima	lima
линија	chiziq	line
линијама	chiziqlar	lines
линије	chiziqlar	line
линији	chiziq	line
линију	chiziq	line
линукс	linux	lynux
лист	ro&#39;yxati	sheet
листа	ro&#39;yxati	newspapers
листе	ro&#39;yxatlari	list
листи	ro&#39;yxatlari	list
листу	ro&#39;yxati	list
литванија	litva	litvani
литваније	litva	lithuania
литература	adabiyot	literature
литератури	adabiyot	lterature
лица	yuzlar	persons
лице	yuzi	face
лиценца	litsenziya	licence
лиценцом	litsenziya	licence
лицу	yuzi	person
лична	shaxsiy	personal
личне	shaxsiy	personal
лични	shaxsiy	personal
личних	shaxsiy	personal
лично	shaxsan	personally
личност	shaxsiyat	peronality
личности	shaxslar	persons
лобање	bosh suyagi	skull
лов	ov qilish	hunt
ловац	ovchi	hunter
лове	sevgi	hunt
лого	logotipi	logo
логор	lager	leaguer
логора	lager	camps
логоре	lagerlar	camps
логори	lagerlar	camps
логору	lager	camp
ложа	turar joy	lodge
лоза	tok	vine
лозе	uzum	vinifera
лозница	loznica	loznica
локалитети	joylar	archeological site
локалитету	joy	locality
локална	mahalliy	local
локалне	mahalliy	local [plural]
локални	mahalliy	local
локалним	mahalliy	local
локалних	mahalliy	local
локално	mahalliy	locally
локалног	mahalliy	local
локација	manzil	location
локације	joylar	location
лола	lola	lola (novakovic)
лондон	london	london
лондона	london	london
лондону	london	london
лопта	bir to&#39;p	ball
лопте	sharlar	ball
лоптица	to&#39;p	ball
лопту	koptok	ball
лос	yo&#39;qotish	los
лош	yomon	bad
лоше	yomon	bad
лошег	yomon	bad
луг	raft	lug
лудвиг	ludvig	ludwig
лужички	lusatian	luzicki
лужичких	lusatian	sorbs
лук	piyoz	"onion,garlic,arc(serbian word ""лук"" matches all these english words. from the text below,can not be determined))"
лука	port	port
луке	portlar	luke
луки	piyoz	luke
лукић	port	lukic
луксембург	lyuksemburg	luxemburg
луку	piyoz	harbor
лутер	lyuter	luther (martin)
лухан	luxan	luhan
луци	luci	luka
луј	luj	louis
луја	luja	louis
м	m	m
ма	ma	soever
магазин	jurnal	magazine
мада	garchi; .. bo&#39;lsa ham	but
мадона	madonna	madonna
мадрид	madrid	madrid
мадриду	madrid	madrid
македонија	makedoniya	macedonia
македоније	makedoniya	macdonia
македонији	makedoniya	macedonia
македонијом	makedoniya	macedonia
македонију	makedoniya	macedonia
македонске	makedoniyalik	macedonian
македонски	makedoniyalik	macedonian
македонци	makedoniyaliklar	macedonians
макс	maksimal	max
максимална	maksimal	maximum
максимовић	maksimović	maksimovic
мала	kichik	small
мале	erkak	small
мали	oz	small
малим	kichik	small
малих	kichik	small
мало	ozgina	little
малог	kichik	small
малом	kichik	small
малој	kichik	little
малта	malta	malta
малте	malt	maltha
малтешки	malta	maltese (refer to people of malta)
малти	malta	maltha
малу	kichik	small
манасија	manasija	manasija,name of serbian monastery
манастир	monastir	monastery
манастира	monastir	monastery
манастире	monastirlari	monasteries
манастири	monastirlari	monasteries
манастирима	monastirlari	monasteries
манастиру	monastir	monastery
мандат	mandat	mandat
мандата	mandat	mandates
мане	piyoda	flaws
манифестација	namoyon bo&#39;lishi	manifestation
манифестације	namoyishlar	manifestations
манојло	manojlo	manojlo (name)
манчестер	manchester	manchester
мапа	xarita	map
мапе	xaritalar	maps
мапи	xaritalar	map
мари	mari	marry
марина	marina	marina
марија	mariya	marija
марије	maryamning	marija,first name
марић	marić	maric
марк	belgisi	mark
марка	brend	marko
марке	brendlar	stamps
маркетинг	marketing	marketing
марко	marko	marco
марковић	markovik	markovic
марковића	markovik	markovic
маркс	belgilari	marx
марку	brend	marko
мароко	marokash	morocco
март	mart	march
марта	mart	march
мартин	martin	martin
мартина	martina	martina
марту	mart	march
марш	marsh	march
маса	massa	mass
масакр	qirg&#39;in	massacre
масе	massa	masses
маскарпоне	mascarpone	mascarpone (name of italian cheese)
маслине	zaytun	olives
масовна	massa	mass
масовне	massa	mass
масовни	massa	mass
масовно	eng ommaviy	mass
мастерс	ustalar	masters
мастерсу	ustalar	masters
масу	massa	mass
математика	matematika	mathematics
математике	matematika	mathematics
материце	bachadon	uterus
материја	materiya	matter
материјал	material	material
материјала	material	materials
материјали	materiallar	materials
материје	materiya	matter
матерњи	onalik	mother
матеј	matej	matthew
матеју	mateju	mathew
матица	qirolicha asalari	mainstream
матице	yong&#39;oqlar	matica
матија	matija	matija
маузолеј	maqbarasi	mausoleum
мафија	mafiya	mafia
махом	asosan	mostly
мач	qilich	sword
мачака	mushuklar	cats
мачка	mushuk	cat
мачке	mushuklar	cats
машина	mashina	machine
машине	mashinalari	machine
мађара	venger	hungarians
мађари	vengerlar	hungarians
мађарима	vengerlar	hugarians
мађарска	vengriya	hungary
мађарске	venger	hungary
мађарски	venger	hungarians
мађарском	venger	hungary
мађарској	vengriya	hungary
мај	may	may
маја	may	may
мајами	mayami	miami
маје	may	maya
мајка	ona	mother
мајке	onalar	mother
мајкл	maykl	michael
мајком	ona	mother
мајкрософт	microsoft	microsoft
мајку	ona	mother
мајор	asosiy	major
мајора	asosiy	major
мајстор	usta	master
мајстора	ustalar	masters
мајстори	magistrlar	craftsmen
мају	may	may
мајци	onalar	mother
мања	kichikroq	smaller
мање	kamroq	less
мањи	kichikroq	smaller
мањим	kichikroq	smaller
мањина	ozchilik	the few
мањине	ozchiliklar	minorities
мањих	kichikroq	smaller
мањој	kichikroq	smaller
мбабане	mbabane	mbanane
ме	meni	me
меандар	meander	meandar
медаља	medal	medal
медаље	medallar	medals
медаљу	medal	medal
медитерана	o&#39;rta er dengizi	mediterranean
медитеранска	o&#39;rta er dengizi	mediteranian
медитеранске	o&#39;rta er dengizi	mediteranian
медитерану	o&#39;rta er dengizi	mediterranean
медицина	dori	medicine
медицине	dori	medicine
медицинска	tibbiy	medical
медицински	tibbiy	medical
медија	ommaviy axborot vositalari	media
медији	ommaviy axborot vositalari	media
медијима	ommaviy axborot vositalari	media
меке	yumshoq	mecca
меки	yumshoq	mecca
меконг	mekong	mekong (it's a personal noun)
мексика	meksika	mexico
мексико	meksika	mexico
мексику	meksika	mexico
мембрана	membrana	membrane
мембране	membrana	membranes
мене	meni	me
менингитис	meningit	meningitis
мера	o&#39;lchov	measures
мерама	chora-tadbirlar	measures
мере	ko&#39;proq	measurement
мерења	o&#39;lchovlar	meausrement
мери	chora-tadbirlar	extent
меркатор	simobator	merkator,latin for merchant
меркур	simob	mercury
меса	go&#39;sht	meat
месец	oy	month
месеца	oylar	months
месеци	oylar	months
месецима	oylar	months
месецу	oy	moon
места	joylar	ranks
местима	joylar	places
место	joy	place
месту	joy	place
мета	nishon	target
метаболизам	metabolizm	metabolism
