$ tỉ	milliárd dollár	$ billion
thằn	gyík	"entire term should be ""than lan""; means ""lizard"""
thằng	fickó	a derogatory term for a man (n.)
thẳm	mély	"(term should be ""thăm thẳm"") extremely deep (adj.)"
thẳng	egyenes	horizontal
thặng	többlet	surplus
thẹn	megszégyenülve	shameful
thẻ	kártya	card
thế	így	"with word ""tu,"" means ""posture"" or ""a position"""
thếp	acél-	steel
thề	esküszik	swear
thềm	polc	shelf
thể	lenni	maybe
thỉnh	meghív	"(term should be ""thỉnh thoảng"") occasionally"
thịnh	divat	prosperous
thịt	hús	meat (n.)
thọ	hosszú élet	phu tho
thọc	döf	jab
thỏ	nyúl	rabbit
thỏa	megegyezés	"(term should be ""thoả thuận"") to come to an agreement (v.)"
thỏi	rúd	a bar (n.)
thối	rothadt	smelly
thốt	kimondott	scream
thồ	csomag	to transport via horse (v.)
thổ	föld	"(term should be ""lãnh thổ"") territory (n.)"
thổi	ütés	blow
thớt	vágódeszka	sparse
thời	idő	period
thở	lehelet	breathe
thợ	munkás	craftman
thụ	receptor	"(term should be ""thụ thai"") to become pregnant"
thục	shu	(proper noun) a vietnamese first name
thụt	benyomott	clyster
thủ	legfontosabb	masturbate
thủa	thua	during childhood
thủng	átlyukasztás	having holes
thứ	dolgok	no.
thức	ébren	way
thừa	fölösleges	redundant
thừng	kötél	"(term should be ""thẳng thừng"") mercilessly"
thử	hogy megpróbálja a	try
thửa	csomag	square
thự	villa	mansion
thực	igazi	perform
ti	ti	titov
tia	sugár	ray
tiananmen	tienanmen	tiananmen
tiara	tiara	tiara
tibet	tibet	(proper noun) tibet
tigris	tigris	tigris
tiliaceus	tiliaceus	hoa dam but
tim	szív	heart
timor	timor	timor
timothy	timothy	timothy
tin	hinni	believe
tinbắc	üzenet	file bac
tincầu	ón híd	file bridge
tinh	bolygó	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	tinhome	folder: house
tinsông	hírek	file river
tinthị	tinthị	file: town
tirol	tirol	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	televízió	television
tizard	tizard	(proper noun) tizard
tiên	első	first
tiêu	bors	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	megbánás	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	ostoba	seize
tiến	fel	operate
tiếng	nyelv	language
tiết	kiválasztás	abstinence/intensity
tiếu	ostoba	"(should be ""đàm tiếu"") to sneer"
tiềm	lehetséges	potential
tiền	pénz	money (n.)
tiều	szar	(proper noun) the name of a poet
tiểu	pisil	tiểu sử= biography
tiễu	mr. liu	patrol
tiệc	ünnep	party
tiệm	üzlet	shop
tiện	kényelmes	mean
tiệp	cseh	gustav franck
tiệt	kibaszott	sterilize
tncs	tnc	communist youth union
tngt	tngt	traffic accidents
tnhh	korlátozott	limited
toang	toang	fast
tobago	tobago	tobago
toei	toei	toei
tokugawa	tokugava	tokugawa
tokyo	tokyo	tokyo, the capital of japan
tokyopop	tokyopop	tokyopop
tomas	tomas	(proper noun) tomas
tommy	tommy	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	felső	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	idegenforgalom	tourism
tourist	turista	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	bíróság	office
toàn	biztonságos	entire or whole (adj.)
toán	matematika	team
toát	jó	to exude or emit, as in sweat (v.)
toạ	koordináták	locate
toại	nál nél	satisfaction
toả	sugárzik	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	város	city ho
tpvĩnh	város	vinh city
tqlc	tqlc	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafford	trafford in greater manchester
trai	kagyló	boy
trang	oldal	a page (n.)
tranh	képek	to compete (v.)
trao	kiosztott	reward
trau	trau	polish
tre	bambusz	bamboo (n.)
treo	lóg	hang
tri	tri	tri
tribune	tribunus	a name
trinh	szűz-	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	szentháromság	trinity
tristan	tristan	tristan
triết	filozófia	philosophy
triền	trien	"(should be ""triền miên"") endless"
triều	árapály	court
triện	fóka	stamp
triệt	alaposan	completely
triệu	millió	a million
tro	hamu	ashes
troia	troia	troy
trondheim	trondheim	trondheim
trong	ban ben	inside (adv.)
true	igaz	true
truman	truman	(proper noun) truman
trung	középső	"(term should be ""trung gian"") agent (n.)"
trungnhật	őszinteség	china-japan
truong	truong	truong
truyên	truyen	story
truyện	sztori	story
truân	truan	arduous
truất	ellenzői	cancel
truởng	fő	leader (n.)
truỵ	fekszik	depraved
trà	tea	tea (n.)
tràm	cajuput	melaleuca
tràng	kettőspont	"entire term should be ""truc trang""; means ""rectum"""
trào	kitörés	movement
trác	trac	trac
trách	szemrehányás	blame
trái	bal	against
trán	homlok	forehead
tráng	bevont	to coat (v.)
tránh	elkerül	to avoid (v.)
tráo	csalárd	tráo trở= liar/betrayal/treacherous
tráp	doboz	casket
trát	parancs	pile
trâm	bross	a type of elegant hairpin (n.)
trân	üdvözlettel	respect
trâu	bivaly	a last name
trãi	elszórt	trai
trèo	mászik	climb
trên	tovább	above
trình	beküldés	process
trí	ész	intellectual
trích	szemelvény	to extract (v.)
trò	trükk	role
tròn	kerek	rounding
trói	megközötve	tie
trôi	sodródás	afloat
trông	úgy néz ki,	look
trùm	főnök	cover
trùng	egybeesik	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	beszállás	residence
trúc	bambusz	structure
trăm	száz	hundred
trăn	piton	"(term should be ""trăn trở"") to ponder (v.)"
trăng	hold	moon
trĩ	aranyér	hemorrhoids
trũng	elsüllyedt	medium
trơ	közömbös	bare
trơn	csúszós	slippery (adj.)
trư	tru	a pig (n.)
trưa	dél	noon (n.)
trưng	igénybevétel	symbolic
trưngcông	kiállított	truongcong
trương	truong	policy
trước	előtt	front
trước 	előtt	front
trướng	terjeszkedés	expand
trườn	csúszik	crawl
trường	iskola	case
trượng	pusztulásnak indult	a unit of length used in vietnam equal to 4 meters (n.)
trượt	csúszni	slide
trạch	trach	ze
trại	tábor	camp
trạm	állomás	station
trạng	feltétel	situation
trạo	tao	trao
trả	fizetés	to return
trải	borító	spread
trảm	ékszerdoboz	beheaded
trảo	machetével	trao
trấn	város	town
trấu	rizs héj	rice skin
trầm	mély	depression
trần	csupasz	tran
trầu	bétel	trầu
trầy	karcos	scratch
trẩy	ugrál	pilgrimage
trẫm	én vagyok	i
trận	a meccs	battle
trật	kificamodott	order
trắc	biometrikus	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	fehér	white
trặc	csuklás	"entire phrase is ""truc trac""; means ""problem"""
trẻ	fiatal	youth
trễ	késő	late
trệ	pangó	bamboo
trị	kezelés	cure
trịnh	phnh	trịnh, a vietnamese last name
trọ	fogadó	motel
trọn	teljes	whole
trọng	fontos	serious
trỏ	mutatók	index
trối	végső	last words
trốn	elrejt	to hide
trống	üres	in
trồi	feltörekvő	to emerge (v.)
trồng	nő	plant
trổ	előadás	to burst open or display
trỗi	megjelenése	rise
trội	uralkodó	better
trộm	tolvajok	theft
trớn	cirógatás	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	isten	sun
trợ	támogatás	support
trụ	hivatal	universe
trục	tengely	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	meztelen	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	tojás	egg
trừ	mínusz	except
trừng	ragyogás	punish
trừu	juh	abstract
trữ	tárolás	reserve
trực	szolgálatban	direct
ts	ts	phd
tt	tt	news
tua	csáp	fringe
tucker	kimerít	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tuhacsevszkij	(proper noun) tukhachevsky
tulip	tulipán	tulip
tum	tum	tum
tung	dobás	release
tupolev	tupoljev	tupolev, as in alexei tupolev
tuscan	toszkán	(proper noun) tuscan
tutsi	tuszi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	azonban	however
tuyên	kijelent	"(should be ""tuyên ngôn"") a declaration"
tuyết	hó	snow (n.)
tuyền	tuyen	tuyen
tuyển	toborzás	recruit
tuyệt	nagy	excellent (adj.)
tuân	engedelmeskedik	comply
tuông	flush	jealous
tuý	tuyý	drug
tuần	hét	week
tuế	minnows	years
tuệ	bölcsesség	intelligence
tuốc	kopasztás	turbine
tuổi	éves	age
tuộc	polip	octopus
tuột	lecsúszik	slip
tuỳ	választható	depend
tv	televízió	tv
tvb	tvb	tvb
twin	iker-	twin
twitter	twitter	twitter
ty	ty	company
type	típus	type
typhon	typhon	typhon
tà	gonosz	we
tài	szerencse	talent (n.)
tàn	hamu	dying
tàng	múzeum	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	hajó	ship
tá	tucat	"(term should be ""thiếu tá"") major (n.)"
tách	csésze	to separate
tái	újra	return
tám	nyolc	eight
tán	ejtőernyőkupola	support
tánh	tanh	life
táp	koppintson a	to lap at (v.)
táu	bűnös	ashton
tâm	központ	tâm
tâu	uram	peach
tây	nyugat	western
tâynam	westnam	"(should be ""tây-nam"") southwest"
tã	pelenka	diaper
tét	sikoltás	tet
tê	zsibbadt	numb
tên	név	name (n.)
tì	lép	to lean on (v.)
tìm	megtalálja	find
tìmdiệt	keresés	find-kill
tình	szeretet	sex
tía	lila	dad
tích	termék	"(term should be ""tích cực"") to be zealous (adv.)"
tím	ibolya	purple
tín	kredit	"(entire term should be ""tín dụng"") credit"
tít	főcím	"(term should be ""tít mù"") very far away (adv.)"
tò	kíváncsiság	curious
tòa	bíróság	a court
tòi	dolog	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	tong	tòng, a last name
tóm	rövid összefoglalás	summary
tô	tál	car
tôi	én	i
tôm	garnélarák	shrimp
tôn	hullámos	venerate
tông	karton	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	börtön	prison
tùng	tartalék	tung
tùy	választható	depend on
túc	önellátás	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	kézitáska	pocket
túm	megragad	catch
túng	kínos	confuse
túp	kunyhó	hut
túy	drog	"(term should be ""thuần túy"") pure (adj.)"
tý	patkány	mouse, as in year of the mouse
tăm	fogpiszkáló	"(term should be ""tiếng tăm"") reputation"
tăng	növekedés	increase
tĩnh	statikus	calm
tơi	én	ragged
tư	tól től	posture
tưng	ingatag	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	friss	fresh
tương	hasonló	"(term should be ""tương tự"") to be similar to"
tước	csupaszítási	title (n.)
tưới	locsolás	irrigation
tướng	tábornok	prime minister (thu tuong)
tường	fal	"a common vietnamese first name; means ""wall"""
tạ	súlyzó	weight
tạc	farag	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	ban ben	survival
tạm	ideiglenes	temporary
tạo	teremt	create
tạp	magazin	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	leírás	describe
tản	tékozlás	disperse
tảng	felület	platform
tấc	hüvelyk	inch
tấm	tányérok	mirror
tấn	tonna	tan
tấp	húzta	crowded
tất	zokni	all
tấu	hangszeres	tau
tầm	játékok	range or extent (n.)
tần	frekvencia	"(term should be ""tần số"") frequency (n.)"
tầng	padló	layer
tầu	vonat	ship
tẩm	impregnált	soak
tẩy	radír	to bleach
tận	vég	dedicated
tật	fogyatékosság	disease
tắc	kapcsolók	priciple
tắm	zuhany	bathing
tắt	kikapcsolni	initial
tặc	hackerek	"(term should be ""hải tặc"") a pirate (n.)"
tặng	adományoz	donate
tẻ	sárgásszürke	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	gazdaságosan	economy - society
tề	qi	tidy
tể	uram	lord
tệ	rossz	bad
tệp	fájl	file
tỉa	állapot	"(term should be ""bắn tỉa"") to snipe"
tỉnh	a tartományi	province
tị	irigység	refugee
tịch	elnök	"(""chủ tịch"") president or chairman"
tọa	koordináták	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	kifejezett	to
tỏa	sugárzik	radiate
tỏi	fokhagyma	garlic
tốc	sebesség	speed
tốn	költség	to cost (v.)
tống	kíséret	dispose
tốp	csoport	top
tốt	jó	good
tồi	rossz	bad
tồn	létezik	exist
tổn	sért	damage
tổng	teljes	president
tộc	klán	"(term should be ""dân tộc"") a race or people"
tội	bűn	crime
tột	szélső	extreme
tớ	nekem	servant
tới	következő	to the point
tờ	lap	paper/document
tởm	undorító	disgusting
tục	profán	"(term should be ""tập tục"") customs or practices"
tụy	hasnyálmirigy	"(term should be ""tận tụy"") devoted (adj.)"
tủ	szekrények	shelf
tủi	rossz	humiliated
tủy	velő	spine
tức	azonnali	i.e.
từ	tól től	from
từng	valaha	each
tử	halál	lion (su tu)
tửu	alkohol tolerancia	wine
tự	maga	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	cím	lean
tựu	eredmények	achievement
tỵ	kígyó	the han name for the year of the snake, according to the chinese zodiac
tỷ	milliárd, ezermillió	billion
u	u	tumor
ua	ua	ua
uae	uae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	uh	uh
uk	uk	uk
ukiyoe	ukijo-e	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	ensz	(proper noun) un, as in chung un chan of korea
und	und	und
under	alatt	under
unesco	unesco	unesco
ung	rothadt	cancer
unicorn	egyszarvú	unicorn
unit	mértékegység	unit
unix	unix	unix
up	ups	up
ural	urál	ural, as in the ural mountains
urani	uránium	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruguay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	ujgur	(proper noun) uyghur
uygur	ujgur	uygur
uyên	uyen	scholarly
uyển	eufemizmus	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	üzbegisztán	uzbekistan
uông	uong	uong
uất	uat	busy
uốn	bodorítás	to curl (v.)
uống	inni	to drink
uổng	pazarlás	vain
v	v	v
va	va	collide
vaccine	vakcina	vaccine
vai	váll	shoulder
valencia	valencia	valencia
valentine	szerető	valentine
valley	völgy	valley
van	szelep	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	kölcsönzés	borrow
vectơ	vektor	vector
ven	mentén	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	vénusz	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	mivel	behavior
viagra	viagra	viagra
victor	győztes	(proper noun) victor
victoria	victoria	victoria, a province of australia
vienna	bécs	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	viking	viking
villa	villa	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginia	(proper noun) virginia, as in the state
virus	vírus	virus
virút	vírus	virus
vissarionovich	vissarionovich	vissarionovich
vista	távlat	vista, as in windows vista
vitamin	vitamin	vitamin
vitruvius	vitruvius	vitruvius
viz	azaz	(proper noun) viz
viêm	gyulladás	inflammation
viên	tabletek	member
viêng	viang	vientiane
viêt	írás	vietnam
viếng	látogatás	visit
viết	ír	write
việc	munka	thing
viện	intézet	institute
việt	vietnam	viet
việtmường	vietnami muong	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	elefántok	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	volfrám	wolfram
vong	veszteség	injured
voyager	hajóutas	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	király	king
vui	móka	happy
vulcan	vulkán	vulcan
vuông	négyzet	square
vuốt	karom	stroke
vv	stb.	etc.
vy	vy	vy
vyacheslav	vjacseszlav	vyacheslav
và	és	and
vài	kevés	several
vàm	vm	the mouth of a rivulet (n.)
vàng	sárga	gold
vành	abroncs	coronary
vào	bele	into
vá	tapasz	patchy
vác	könyv	to shoulder (v.)
vách	fal	wall
vái	igen	some
ván	deszka	game
váng	hab	film
váy	ruha	skirt
vân	hamar	"(term should be ""vân vân"") et cetera"
vây	uszony	encircle
vã	rohant	rush
vãi	szar	to release
vãn	kisteherautó	save
vè	pisil	to glance slyly (v.)
vé	jegy	ticket
vét	kotor	plunder
vê	ról ről	tremolo
vì	mivel	because
ví	pénztárca	example
vía	pénztárca	soul
vít	csavar	screw
vò	összegyűrt	jar
vòi	tömlő	tap
vòm	tető	upper jaw
vòng	gyűrű	around
vó	hoooo	hooves
vóc	méret	"(should be ""vóc sương"") dew-like or delicate"
vô	nem	"(term should be ""vô số"") countless (adj.)"
vôi	mész	limestone
võ	harcias	martial arts (n.)
võng	függőágy	hammock
vùi	eltemetett	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	vidék	region
vú	mell	breast (n.)
vút	szárnyaló	"entire term should be ""cong vut""; extreme curling"
văn	irodalom	culture
văng	loccsanás	a name
vĩ	nagy	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	tartósan	ving
vũ	vu	armed
vũng	pocsolya	vung
vơ	tehetetlen	lost
vơi	val vel	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	megközelíthető	reach
vương	király	kingdom
vướng	összekuszált	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	kert	garden
vượn	majmok	gibbon
vượt	elhalad	to overcome
vạ	így	unfortunate problem
vạc	üst	cauldron
vạch	rúd	bar
vại	befőttes üveg	jar
vạn	tízezer	thousand
vạng	szürkület	twilight
vả	ábra	hard
vải	szövet	fabric
vảy	mérleg	scale
vấn	tanács	vấn đề= problem
vấp	megbotlott	stumble
vất	dobd el	hard
vần	rím	spell
vầng	halo	moon (vang trang)
vẩn	még mindig	wander
vẩy	pehely	scale
vẫn	még mindig	still
vẫy	hullámzás	wave
vận	szerencse	active
vắc	vakcina	vaccine
vắcxin	vakcina	vaccine
vắn	rövid	short
vắng	hiányzó	absent
vặn	csavar	to twist (v.)
vặt	apróhirdetés	odd
vẹn	sértetlenség	complete
vẹt	papagájok	parrots
vẽ	festmény	draw
vết	tapasz	wound
vểnh	sügér	warping
vệ	védelem	"(term should be ""bảo vệ"") to defend (v.)"
vệt	csíkok	streak
vỉa	varratok	"(term should be ""vỉa hè"") sidewalk"
vịnh	öböl	bay
vịt	kacsa	duck
vọng	remény	"(term should be ""hy vọng"") hope (n.)"
vọt	egekbe szöknek	to spurt out (v.)
vỏ	ugat	shell
vồ	marcangol	"(term should be ""gạch vồ"") a type of brick"
vỗ	pat	to clap
vội	siet	hurriedly (adv.)
vớ	zokni	"(term should be ""vớ vẩn"") silly (adj.)"
với	val vel	to
vớt	hal	salvage
vờ	színlel	"(term should be ""giả vờ"") to pretend (v.)"
vời	nagy	wonderful
vở	jegyzetfüzet	"(term should be ""vở kịch"") a play"
vỡ	törött	break
vợ	feleség	wife
vụn	hasábburgonya	debris
vụng	ügyetlen	covert
vứt	dobd el	throw away
vừa	elfér	just (adv.)
vừng	szezám	sesame (n.)
vững	cég	firm (adj.)
vực	terület	place
vựng	szójegyzék	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	így	majestic
w	w	w
wa	wa	wa
walt	walt	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	halvány	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	akarsz	wanna
warren	nyúlkert	a name
warsaw	varsó	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	washington	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	watergate	watergate
waterloo	waterloo	(proper noun) waterloo
waters	vizek	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	weblog	weblog
webmail	webmail	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	kutak	wells, as in author orson wells
welsh	walesi	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	westermarck	westermarck
western	nyugati	western
westlife	nyugati élet	westlife
westview	westview	westview, as in westview press
wheeler	targoncás	a name
widener	widener	widener
wien	wien	wien
wiener	wiener	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikikönyvek	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravelről	a name
wild	vad	wild
wilder	vadabb	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	willard	willard
wimbledon	wimbledon	wimbledon
windows	ablakok	windows
winer	winer	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	belül	within
without	nélkül	without
wolfgang	wolfgang	wolfgang
won	nyerte	won
wong	wong	wong
woodrow	woodrow	woodrow
woods	fák	(proper noun) woods, as in tiger woods
would	vajon	would
wrestling	birkózás	wrestling
wright	wright	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	messze	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	kék	green
xao	petyhüdt	xôn xao = chatting
xay	darál	grind
xe	autó	a car (n.)
xem	lát	watch
xen	xen	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	kérem	please
xinh	szép	beautiful
xiv	xiv	fourteenth
xiêm	sziámi	(proper noun) xiêm, or siam
xiên	ferde	oblique
xiêu	xiao	soften
xiếc	cirkusz	circus
xiết	húzza	to twist tightly (v.)
xiềng	bilincsek	chain
xo	xo	spring
xoa	dörzsölés	massage
xoay	fordulat	turn
xong	rutinos	completed
xoàng	középszerű	mediocre
xoá	töröl	delete
xoáy	örvény	vortex
xoắn	csavart	coiled
xu	érme	trend
xua	dispel	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	szerencsétlen	incite
xuka	xuka	xuka
xum	buja	a name
xuyên	piercing	frequently
xuyến	karkötő	manage
xuân	tavaszi	spring
xuâncông	tavaszi	xuan public
xuôi	söpört	down
xuất	export	ejaculate
xuấtnhập	export import	import/export
xuống	le-	down
xuồng	kenu	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	tölt	use
xào	süt	stir fry
xách	kézitáska	to carry by the handle (v.)
xám	szürke	ustox
xán	sült	"(term should be ""xán lạn"") bright (adj.)"
xáo	zavarás	chaos
xát	dörzsölés	touch
xâm	tetovált	invasion
xâu	húr	string
xây	épít	build
xã	közösség	society
xãy	ingatag	occur
xèo	xeo	xeo
xé	könny	tear
xén	növénytermesztés	"(term should be ""biếu xén"") to gift (v.)"
xéo	oldalsó	diagonally (adv.)
xét	fontolgat	examine
xê	mozog	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	fing	scandal
xìu	fing	to become flaccid (v.)
xí	gyár	factory (xi nghiep)
xít	elbűvölő	nazi
xíu	apró	small
xòe	terjedés	spread
xóa	törli	clear
xói	erózió	erode
xóm	szomszédok	village
xót	kegyelem	mercy
xô	lök	soviet
xôi	ragadós rizs	pierce
xôn	kavar	tumultuous
xông	rohant	rush
xôphần	vödör szakasz	soviet-poland
xôviết	szovjet únió	soviet
xù	felborzolt	gigantic
xú	durva	xu
xúc	kapcsolatba lépni	touch
xúi	indukál	induce
xăm	tetoválás	"(term should be ""xa xăm"") far away (adj.)"
xăng	benzin	gasoline
xơ	rost	xo
xưa	régi	old
xưng	bevallani	"(should be ""tự xưng"") self-proclaimed"
xương	csont	bone (n.)
xước	karcos	scratch
xướng	énekkar	provoke
xưởng	műhely	workshop
xạ	sugárzás	"(term should be ""phản xạ"") to reflect"
xả	mentesítés	release
xảo	ravasz	detailed
xảy	előfordul	happen
xấp	kb	approximate
xấu	rossz	bad
xẩm	bozontos	a type of traditional vietnamese singing
xẩy	előfordul	occur
xắt	dobókocka	cut
xẻo	szerencsétlen	cut off
xếp	hajtogatott	rank
xỉ	salak	approximately
xỉa	hernyóselyem	to pick (v.)
xỉu	elájul	to faint
xốc	sokk	to lift up (v.)
xốp	hungarocell	porous
xổ	tombola	rush into
xộn	rendetlen	messy
xứ	föld	native
xứng	méltó	appropriate
xử	csemege	judge
y	y	medical
y=fracsin	y = fracsin	a function
ya	ya	(proper noun) ya, as in ya trang
yakovlev	jakovlev	yakovlev
yakushima	jakusima	yakushima
yalta	yalta	(proper noun) yalta
yankee	jenki	(proper noun) yankee
yard	udvar	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	jelcin	yeltsin, as in boris yeltsin
yemen	jemen	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	yo	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	york	york
yorker	yorker	yorker
yorkshire	yorkshire	yorkshire
youtube	youtube	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	yu	yu
yuan	yuan	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	yuri	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	jurta	yurt
yên	jen	peace or stillness (n.)
yêu	szeretni	love
yếm	kezeslábas	tender
yến	madárfészek	a type of swallow (n.)
yết	felsorolja	yet
yếu	gyenge	mainly
yểm	borító	support
yển	jen	"is a name meaning, ""bird"""
yểu	bájos	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	zambia	(proper noun) zambia, as in the nation
zealand	-zéland	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	nulla	zero
zeus	zeusz	zeus
zheng	zheng	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	zinedine	(proper noun) zinedine
zing	spiritusz	zing, as in the website
zoe	zoe	zoe
zurich	zürich	(proper noun) zurich
zürich	zürich	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| úszók	"(term should be ""nổi"") to float (v.)"
|petya	| petya	(proper noun) petya
|tên	| név	"(should be ""tên"") name (n.)"
|việt	| vietnami	vietnam
 kg	kg	kg
 triệu	millió	million
 °c	° c	degrees celsius
°đến	° -ig	up to
°độ	° fok	degree
×	×	x
ào	azta	rush
á	ázsiai	asia
ác	gonosz	evil
ách	iga	yoke (n.)
ái	sóvárgás	ai
ám	vakolatok	(with the word chi) to hint at
ánh	ragyogás	light
