$	usd	dollar
изведено	izpildīts	derived
извео	izpildīts	performed
извесно	noteikti	certain
известан	noteikti	certain
извештај	pārskats	report
извештају	ziņot	report
извире	atsperes	springs
изводе	izpilda	performed
изводи	atvasinājumi	extract's
извоз	eksportēt	export
извоза	eksports	export
извозу	eksportēt	export
извор	avots	source
извора	avoti	sources
изворе	avoti	sources
извори	avoti	sources
изворима	avoti	sources
изворни	oriģināls	source
изворно	sākotnēji	originally
изворног	oriģināla	source
извођач	darbuzņēmējs	performer
извођача	izpildītāji	performer
извођачи	izpildītāji	artists
извођења	izpildījums	performance
извођење	izpildījums	performance
извршен	izpildīts	executed
извршена	nēsāts	is performed
изврши	izpildīt	perform
извршила	izpildīts	conducted
извршили	izpildīts	executed
извршио	izdarīts	did
извршна	izpilddirektors	executive
извршне	izpilddirektors	executive
извршни	izpilddirektors	executive
извршног	izpilddirektors	executive
извршну	izpilddirektors	executive
изглед	izskats	apperance
изгледа	izskatās kā	seems
изгледу	izskats	appearance
изговара	izrunā	pronounce
изговор	attaisnojums	excuse
изградио	būvēts	built
изградња	būvniecība	building
изградње	būvniecība	building
изградњи	būvniecība	building
изградњом	būvniecība	building
изградњу	būvniecība	building
изграђен	būvēts	built
изграђена	būvēts	built
изграђене	būvēts	build
изграђени	būvēts	built
изграђено	būvēts	bulit
изгубила	pazaudēts	lost
изгубили	pazaudēts	lost
изгубио	pazudis	lost
изгубљена	pazaudēts	lost
издавање	izsniegšana	publishing
издао	izdots	betrayed
издат	izdots	issued
издаје	izdots	released
издају	nodot	issue
издања	izdevumos	publications
издање	izdevums	edition
издању	izdevums	edition
издваја	singli	distinguishes
издвајају	izcelties	stand out stand out stand out
издвојити	izcelt	put aside
излаз	izeja	output
излазе	nāc ārā	came out
излази	izejas	come out
изласка	izeja	outing
изложена	pakļauti	exposed
изложени	pakļauti	exposed
измена	mainīt	modifications
измене	izmaiņas	changes
између	starp	between
изнад	virs	above
изненада	pēkšņi	suddenly
изненађење	pārsteigums	surprise
изнео	izvilka	presented
износе	summas	amounts
износи	summas	amounts
износио	izvilka	amount
израде	veidošana	development
изради	veidošana	creation
израдио	izgatavots	made
израду	veidošana	building
израел	izraēla	israel
израела	izraēla	israel
израелске	izraēlas	israeli
израелу	izraēla	israel
изражава	izsaka	expresses
изражавања	izteicieni	expresions
изражен	izteikts	over indicated
изражена	izteikts	expressed
израз	izteiksme	expression
израза	izteiksme	sayings
изрази	izteicieni	expresions
изразито	skaidri	very
изузев	izņemot	except
изузетак	izņēmums	exception
изузетком	ar izņēmumu	exception
изузетне	ārkārtējs	extraordinary
изузетно	ārkārtējs	exceptionally
изучава	studijas	learned
изучавања	studijas	studying
изучавање	studēt	studying
изјава	paziņojums, apgalvojums	statement
изјаве	paziņojumi	statemets
изјавио	paziņoja	stated
иили	un vai	and/or
икад	un tad, kad	ever
икада	kādreiz	sometimes
икона	ikona	icon
иконе	ikonas	ikons
икс-окс	desas spēle	tic-tac-toe
или	vai	or
илира	ilira	illyrians
илири	illyrians	illyria
илија	ilija	ilija
илијаде	iliad	iliad
илије	vai ir	eli
илић	ilić	ilic
илиџа	ilidža	ilidza
илузија	ilūzija	ilusion
им	un m	them
има	ir	is
имала	bija	had
имале	bija	had
имали	vai tur ir	had
имало	bija	had
имамо	mums ir	we have
имао	bija	had
имати	ir	having
имају	ir	have
имања	muižas	plots
имање	īpašums	property
име	vārds	name
имена	vārdi	names
именима	vārdi	names
именица	lietvārds	noun
именице	lietvārdi	noun
именовање	pieraksts	named
именом	pēc vārda	name
имену	vārds	by name
именује	ieceļ	assign
имовине	īpašums	property
имовину	īpašums	property
император	imperators	imperator
империја	impērija	empire
империје	impērija	empire
имунизација	imunizācija	immunisation
иначе	savādāk	otherwise
инвазија	iebrukums	invasion
инвазије	iebrukums	invasion
инвазију	iebrukums	invasion
инвестиције	investīcijas	investment
инволуција	involūcija	involution
индикатор	indikators	indicator
индија	indija	india
индијан	indiānis	indian
индије	indija	india
индији	indija	india
индијски	indiānis	indian
индијског	indiānis	indian
индоевропски	indoeiropietis	indo-european
индонезија	indonēzija	indonesia
индонезије	indonēzija	indonesia
индустрија	nozare	industry
индустрије	nozare	industry
индустрији	nozare	industry
индустријска	rūpniecības	industrial
индустријске	rūpniecības	industrial
индустријски	rūpniecības	industrial
индустријских	rūpniecības	industrial
индустрију	nozare	industry
инжењер	inženieris	engineer
иницијативу	iniciatīvs	initiative
инка	inca	inca
инкубација	inkubācija	incubation (could be: desease, bactery, or development of a newborn child)
инокулација	inokulācija	inoculation
иностраних	ārzemju	foreign
иностранству	ārzemēs	overseas
инсекти	kukaiņi	insects
инсистирао	uzstāja	inisted
инспирација	iedvesma	inspiration
институт	institūts	institute
института	institūts	institute
институција	institūcija	institution
институције	institūcijas	institutions
инструкција	instrukcija	instruction
инструмената	instrumenti	instruments
инструмент	instrumentu	instrument
инсулин	insulīns	insuline
инсулина	insulīns	insulin
интеграције	integrācija	integration
интелектуализација	intelektualizācija	intellectualizing
интензивно	intensīvi	intensively
интервенције	iejaukšanās	intervention
интервју	intervija	interview
интервјуу	intervija	interview
интерес	interese	interest
интереса	interese	interests
интересе	interese	interests
интересовања	intereses	interests
интересовање	interese	interesting
интернационални	starptautiskā	international
интернет	internets	internet
интернета	internets	the internet
интернету	internets	internet
инфекција	infekcija	infection
инфекције	infekcijas	infections
инфлација	inflācija	inflation
инфлације	inflācija	inflation
информација	informācija	information
информације	informācija	information
инфраструктура	infrastruktūra	infrastructure
инфраструктуре	infrastruktūra	infrastructure
инцидент	starpgadījums	incident
ип	ip	ip
ипак	tomēr	however
ирак	irāka	iraq
иран	irāna	iran
ирана	irāna	iran
иранска	irāņu	iran
иранске	irāņu	iran
ирански	irāņu	iranian
ирану	irāna	iran
ирска	īrija	ireland
ирске	īru	irish
иса	un ar	isa
исидора	isidora	isidora (personal name)
искористи	izmantot priekšrocības	use
искористили	izmanto	used
искористио	izmanto	used
