$	usd	dollar
తీసుకుంటే	ņem	taken
తీసుకుంది	paņēma	taken
తీసుకుని	ņem	taken
తీసుకునే	ņemot	taking
తీసుకున్న		had taken
తీసుకున్నాడు	paņēma	taken
తీసుకున్నారు	paņēma	taken
తీసుకోవటం	ņemot	taking
తీసుకోవడం	ņemot	taking
తీసుకోవాలి	ņem	should be taken
తీసే	izgatavošana	taking
తీస్తుంది	būs	will take
తుంగభద్ర	tungabhadra	tungabhadra
తుది	fināls	final
తుని	tunijs	thuni
తుపాకీ	pistole	gun
తుఫాను	vētra	cyclone
తుఫానులు	vētras	cyclone
తుమ్మెద	bites	bumble bee
తురుష్కుల	turuskula	turushkus
తులసి	baziliks	tulasi (its a medicine plant)
తులసిని	tulsi	holy basil
తులసీ	tulsi	ocimum tenuiflorum
తులసీదాసు	tulsidas	tulsidasu (name of a person)
తులా	tula	tula
తులాదండము	svira	scales
తులాభారం	thulabharam	weighing by scale
తూర్పు	austrumos	east
తూర్పుగోదావరి	austrumos	eastgodavari
తూర్పున	austrumos	east
తృతీయ	trešais	third
తృప్తి	gandarījums	satisfaction
తెగకు	kopiena	tribe
తెగల	ciltis	cultures
తెగలు	ciltis	branches
తెచ్చారు	atvests	brought
తెచ్చి	atvests	brought
తెచ్చింది	atvests	brought
తెచ్చిన	ienācis	brought
తెనాలి	tenali	tenali
తెనుగు	tenugu	tenugu
తెర	ekrāns	screen
తెరాస	trs	terasa (telangana rashtra samithi)
తెలంగాణ	pikants	telangana
తెలంగాణా	telangana	telengana
తెలిపాడు	teica	has told
తెలిపారు	teica	said
తెలిపి	informē	intelligent
తెలిపిన	norādīts	making known
తెలిపే	atklāšana	indicate
తెలియక	nezina	not known
తెలియకుండా	nezināms	not knowing
తెలియడంలేదు	nezināms	not known
తెలియదు	nezināms	i dont know
తెలియని	nezināms	unknown
తెలివి	asprātība	inteligent
తెలిసి	zini	knowing
తెలిసింది	atrasts	came to light
తెలిసిన	zināms	known
తెలీదు	es nezinu	teleedu
తెలుగు	telugu	telugu
తెలుగుదేశం	tdp	telugudesham
తెలుగునాట	telugunata	from telugu side
తెలుగును	kurš telugu	telugu
తెలుగులో	angļu	in telugu
తెలుగులోకి	telugu	to telugu
తెలుగులోనూ	telugu valodā	in telugu also
తెలుగువారి	teluguvari	of telugus
తెలుగువారు	telugu cilvēki	telugu people
తెలుపు	balts	white
తెలుపుతూ	atzīšanās	informing
తెలుసు	zini	know
తెలుసుకున్న	zinot	known
తెలుసుకొని	zinot	knowing
తెలుసుకొన్న	mācīšanās	taken
తెలుసుకోవచ్చు	uzziniet	we can know
తెలుసుకోవడం	zinot	to known
తెలుసుకోవడానికి	uzziniet	to know
తెలుస్తుంది	atklāts	known
తెలుస్తున్నది	pārstāvēt	knowing
తెలుస్తోంది	šķiet	knowing
తెల్ల	balts	white
తెల్లని	balts	white
తేజ	teja	teja
తేట	meklēt	good
తేడా	atšķirība	difference
తేడాలు	atšķirības	differences
తేది	datums	date
తేదీ	datums	date
తేదీన	ieslēgts	on that date
తేనె	medus	honey
తేనెటీగలు	bites	honey bees
తేనెను	medus	honey
తేనెలో	medus	honey
తేమగా	mitrs	pleasant
తేలింది	atrasts	proved
తేలిక	gaismas	light
తైమూర్	timors	oil
తైవాన్	taivāna	taiwan
తొందరగా	agri	fastly
తొంభై	deviņdesmit	ninety
తొక్కిసలాట	stampede	stampede
తొడుగు	prezervatīvs	prepuce
తొమ్మిదవ	devītā	ninth
తొమ్మిది	deviņi	nine
తొలగించి	noņemiet	destroyed
తొలి	pirmkārt	first
తొలినాటి	agri	firstly
తొలిసారి	pirmo reizi	first time
తొలిసారిగా	pirmo reizi	first time
తొలుత	pirmkārt	at first
తో	ar	with
తోక	aste	tail
తోకచుక్క	komēta	comet
తోకచుక్కలు	komēta	comets
తోట	dārzs	garden
తోటలు	dārzi	garden
తోటి	kolēģis	with
తోడు	turklāt	with
తోడ్పడుతుంది	palīdzība	useful
తోనూ	ar	with
తోరణాలు	arkas	decoration
త్యాగయ్య	tyagayya	thyagaya
త్యాగరాజు	tjagaradža	thyagaraju
త్రవ్వకం	ieguves rūpniecība	digg
త్రవ్వకాలలో	izrakta	diggings
త్రికము	sakrālais	sarcum
త్రికోణం	trijstūris	triangle
త్రికోణమితి	trigonometrija	triangular
త్రిపుర	tripura	tripura
త్రిపురనేని	tripuraneni	thripuraneni
త్రిభుజం	trijstūris	three sides
త్రిమూర్తులు	trīsvienība	tirumoorthy
త్వచం	membrāna	outer membrane
త్వరగా	ātri	fast
త్వరణము	paātrinājums	acceleration
త్వరలో	drīzumā	very soon
త్వరలోనే	drīzumā	soon
థ		the
థామస్	tomass	thomas
థాయిలాండ్	taizeme	thailand
థాయ్	taizemiešu	thai
థియేటర్	teātris	theater
థియేటర్లు	teātri	theatres
థెరీసా	tur ir	theresa
థేరవాద	theravada	dherawad
దండ	smalki	garland
దండయాత్ర	iebrukums	declare war
దండయాత్రల	iebrukumi	war campaign
దండయాత్రలకు	iebrukumi	attacks
దండెత్తి	iekāpšana	capture
దంపతులకు	pāris	couple
దంపతులు	pāris	couple
దక్కను	dekāns	deccan
దక్కన్	dekāns	deccan
దక్షిణం	dienvidi	south
దక్షిణంగా	dienvidi	towards south
దక్షిణాదికి	dienvidi	southern
దక్షిణాన	dienvidi	at the south
దక్షిణాఫ్రికా	dienvidāfrika	south africa
దక్షిణాఫ్రికాలో	dienvidāfrika	southamerica
దక్షిణామూర్తి	dakshinamurti	dakshina murthy
దక్షిణాసియా	dienvidi	south asia
దగ్గర	plkst	at
దగ్గరకు	uz	director
దగ్గరగా	aizveriet	near by
దగ్గరలో	tuvumā	near by
దగ్గరలోని	netālu	near
దగ్గు	klepus	cough
దట్టమైన	pārsvarā	thick
దత్తత	pieņemts	adopt
దయ	laipnība	kind
దయచేసి	lūdzu	please
దరఖాస్తు	pieteikums	application
దరిదాపు	gandrīz	close to
దర్శకత్వంలో	režisēja	direction
దర్శకుడిగా	režisors	as a director
దర్శకుడు	režisors	director
దర్శకులు	direktori	director
దర్శన	iziet cauri	seeing
దర్శనం	priekšskatījums	viewing
దర్శనానికి	apmeklējums	sight (to see)
దర్శనీయ	tūrists	tourist places
దర్శించి	apmeklējums	visited
దళ	vietne	dhala
దళం	armija	force
దళానికి	pavēle	soldiers
దళాల	spēki	troops
దళాలను	karaspēks	groups
దళాలు	spēki	groups
దశ	solis	phase
దశకం	vēlu	10 years
దశకంలో	iekš	decade
దశకు	skatuve	phase
దశమి	deviņi	ten
దశరథ	imperators	dasaradha
దశరధుడు	dasaradhudu	dasaratha
దశలో	skatuve	in the situation
దశాబ్దంలో	gadu desmiti	in decade
దశాబ్దాలలో	gadu desmitiem	in centuries
దశాబ్దాలు	gadu desmitiem	decades
దశాబ్దాలులు	dasabdalulu	decades
దసరా	dusehra	dussara
దహనం	dedzināšana	firing
దాంతో		after that
దాకా	uz	upto
దాఖలాలు	aizpildījumi	proofs
దాటిన	krustojums	crossed
దాడి	uzbrukums	attack
దాడికి	uzbrukums	fights
దాడులు	uzbrukumi	attackings
దాదా	dada	elder brother
దాదాపు	gandrīz	nearly
దాదాపుగా	gandrīz	almost
దాదాసాహెబ్	dadasahebs	dada saheb (name)
దాద్రా	dators	dadra (name of the place)
దాన	labdarība	donate
దానం	ziedo	donate
దాని	tā	that thing
దానికి		it has
దానితో	tā	these
దానిని	tā	that one
దానిపై	ieslēgts	on its
దానిలో	tā	in that
దాన్ని	tā	that is
దాన్నే	kas	that is
దారి	veids	way
దారితీసింది	vadošais	to move
దారిలో	veids	on the way
దారుణంగా	sliktāk	horribly
దారులు	takas	ways
దాల్చి	kļuva	convert
దాసరి	dasari	dasari
దాస్	das	das
ది		the
దిక్కు	virziens	a direction
దిక్కున	uz	direction
దిగి	uz leju	step down
దిగుమతి	importēt	import
దిగువ	zemāks	lower
దిగువన	apakšā	below
దిన	diena	daily
దినం	diena	day
దినపత్రిక	katru dienu	newspaper
దినము	diena	day
దినములు	dienas	days
దినాలు	dienas	days
దినోత్సవం	diena	day
దినోత్సవము	diena	day
దియేటర్	teātris	theatre
దిశగా		direction
దిశలో	virziens	directions
దీంతో		with ths
దీక్షను	ātri	dedication
దీని	tā	this
దీనికి		this
దీనితో		with this
దీనిని		it is
దీనినే	šis	this
దీనిపై		on this
దీనిలో	kura	in this
దీనివలన	šis	due to this
దీనివల్ల	šis	for this reason
దీన్ని	tā	this
దీన్నే	it	this
దీప	svečturis	fire candle
దీపం	lampa	lkight
దీపాల	gaismas	light
దీపాలు	gaismas	lights
దీపావళి	diwali	deepavali
దీర్ఘ	ilgi	long
దీర్ఘకాల	ilgtermiņa	long period
దీర్ఘకాలిక	ilgtermiņa	so many days, long period
