$	usd	dollars
القليلة	tikai daži	few
القماش	audums	cloth
القمة	augšā	summit
القمح	kvieši	castle
القمر	mēness	the moon
القمرية	mēness	lunar
القمني	apikāls	feeds me
القنابل	bumbas	bombs
القناة	kanāls	canal
القنوات	kanāli	canals
القهري	piespiedu	compulsive
القوائم	saraksti	alqguanm
القوات	spēki	the forces
القواعد	noteikumi	rules
القوافل	karavānas	convoy
القوانين	likumi	the laws
القوس	priekšgala	the arc
القوط	goti	kut (name of a tribe)
القوقاز	kaukāzs	caucasians
القول	teikt	saying
القوم	tautas	tribe
القومي	nacionālais	national
القومية	nacionālisms	national
القوى	pilnvaras	powers
القوي	spēcīgais	strong
القوية	iesita	strong
القيادة	vadība	the leadership
القياس	analoģija	measuring
القياسي	standarta	the standard
القياسية	standarta	standard
القيام	uzstāšanās	doing
القيامة	augšāmcelšanās	resurrection
القيروان	kairouan	the kairouan
القيس	mērīšana	al kaiss
القيصر	cēzars	caesar
القيم	vērtība	morals
القيمة	vērtība	the value
القيود	ierobežojumi	limitations
الكأس	krūze	the cup
الكائن	objekts	creature
الكائنات	būtnes	beings
الكاتب	rakstnieks	writer
الكاثوليكية	katolicisms	catholic
الكاريبي	karību jūras reģions	the caribbean
الكافي	pietiekami	sufficient
الكافية	pietiekami	enough
الكامل	pilns	whole
الكاملة	pilns	complete
الكبار	pieaugušie	big
الكبد	aknas	the liver
الكبرى	lieliski	the major
الكبريت	sērs	sulphur
الكبير	lieliski	al-kabeer
الكبيرة	lielais	big
الكتاب	grāmata	the book (quran)
الكتابات	raksti	writings
الكتابة	rakstīšana	writing
الكتب	grāmatas	books
الكتل	bloki	masses
الكتلة	bloks	mass
الكثافة	blīvums	density
الكثير	daudz	a lot
الكثيرة	daudzi	many
الكثيرون	daudzi	many
الكثيرين	daudzi	many
الكثيفة	blīvs	dense
الكحول	alkohols	alcohol
الكحولية	alkoholiķi	alcoholic
الكذب	guļ	lying
الكرامة	cieņa	dignity
الكربون	ogleklis	carbon
الكردية	kurdu	kurdish
الكرسي	krēsls	chair
الكرك	karaks	kark
الكريم	dāsns	noble
الكريمة	žēlīgs	precious
الكسوف	aptumsums	eclipse
الكعبة	kaaba	the kaaba
الكفاءة	efektivitāte	efficiency
الكلاب	suņi	dogs
الكلاسيكي	klasika	classical
الكلاسيكية	klasika	classical
الكلام	saruna	speech
الكلمات	vārdi	the words
الكلمة	vārds	the word
الكلي	nieres	overall
الكليات	fakultātes	colleges
الكلية	koledža	college
الكم	kvants	quantum / punches
الكمال	pilnība	perfection
الكمبيوتر	dators	the computer
الكمية	daudzums	the quantity
الكنائس	baznīcas	churches
الكندي	kanādietis	kindy
الكندية	kanādietis	canadian
الكنيسة	baznīca	the church
الكهرباء	elektrība	the electricity
الكهربائي	elektroforēze	electrical
الكهربائية	elektriskā	the electric
الكهربية	elektrofizioloģija	the electrical
الكهرومغناطيسية	elektromagnētisms	electromagnetic
الكهنة	priesteri	the priests
الكهوف	alas	caves
الكوارث	katastrofas	disasters
الكواكب	planētas	planets
الكورية	korejiešu	korean
الكوفة	kufa	kufah
الكوفي	kufi	kufi
الكوكب	planēta	the planet
الكومنولث	sadraudzība	the commenwealth
الكون	visums	universe
الكونغرس	kongress	congress
الكونغو	kongo	congo
الكوني	kosmiskais	universal
الكونية	kosmiskais	universal
الكويت	kuveita	kuwait
الكويتي	kuveita	kuwait
الكويتية	kuveita	kuwaiti
الكويكبات	asteroīdi	asteroids
الكيماوية	ķīmiski	chemical
الكيمياء	ķīmija	chemistry
الكيميائي	ķīmiķis	chemical
الكيميائية	ķīmiski	chemical
اللاتيني	latīņu valoda	latin
اللاتينية	latīņu valoda	latin
اللاجئين	bēgļi	refugees
اللاحقة	suffix	the coming
اللاذقية	lattakia	lattakia
اللازم	nepieciešams	required
اللازمة	nepieciešams	necessary
اللاعب	spēlētājs	player
اللاعبين	spēlētāji	players
اللبناني	libānas	lebanian
اللبنانية	libānas	lebanese
اللبنانيين	libānas	lebanese
اللجنة	komisija	committee
اللجوء	meklēt patvērumu	the resort
اللحظة	tas mirklis	the second
اللحم	gaļa	meat
اللحوم	gaļa	meats
اللذان	pvo	who are
اللسان	mēle	tongue
اللطيف	jauki	al latif
اللعب	spēlē	play
اللعبة	spēle	the game
اللغات	valodas	languages
اللغة	valoda	language
اللغوية	lingvistiski	linguistic
اللفظ	izruna	pronunciation
اللقاء	tikšanās	meeting
اللقب	nosaukums	nickname
الله	allāhs	god
اللهجات	dialekti	dialects
اللهجة	akcents	dialect
اللهم	ak, allah	o god
اللهِ	allāhs	god
اللواء	ģenerālmajors	major - general
اللوحات	gleznas	paintings
اللوحة	valde	motherboard
اللون	krāsa	color
الليبرالية	liberālisms	liberalism
الليبي	lībija	libyan
الليبية	lībija	libyan
الليزر	lāzers	laser
الليل	nakts	the night
الليلة	šovakar	night
الليمفاوية	limfa	lymph
اللَّهُ	allāhs	god
اللّه	allāhs	god
المأكولات	ēdiens	food
المأمون	drošs	alma'mon
المؤتمر	konference	conference
المؤتمرات	konferences	the conferences
المؤثرة	ietekmīgs	influential
المؤرخ	vēsturnieks	historian
المؤرخون	vēsturnieki	historians
المؤرخين	vēsturnieki	historians
المؤسس	dibinātājs	established
المؤسسات	iestādes	institutions
المؤسسة	uzņēmējdarbība	foundation
المؤسسين	dibinātāji	founders
المؤكد	noteikti	sure
المؤلف	autors	author
المؤلفات	literatūra	to molvat
المؤمن	ticīgais	almo'men
المؤمنين	uzticīgs	the believers
المؤيدين	atbalstītāji	supporters
المئات	simtiem	hundreds
الماء	ūdens	water
المائة	cent	hundred
المائدة	galds	table
المائي	ūdeņains	water
المائية	akvarelis	water
المادة	priekšmets	for a period
المادي	fiziskā	financial
المادية	fiziskā	and the materialistic
الماركسية	marksisms	marxism
الماسونية	brīvmūrniecība	freemasonry
الماشية	liellopi	for cattle
الماضي	pagātne	past
الماضية	iepriekšējie	past
المال	nauda	the money
المالكة	karaliskais	the royal
المالكي	al-maliki	maliki
المالي	finanšu	for mali
المالية	finanses	المالية
الماليزية	malaizietis	malaysian
المبادئ	principi	principles
المبادرة	iniciatīva	initiative
المباراة	spēle	the match
المباريات	sērkociņi	the matches
المباشر	tiešā	the direct
المباشرة	tiešā	the direct
المباني	ēkas	to buildings
المبدأ	princips	principle
المبشرين	misionāri	informed people
المبكر	agri	early
المبكرة	agri	early
المبنى	ēka	building
المبيدات	pesticīdi	pesticides
المتاحة	pieejams	available for
المتاحف	muzeji	museums
المتبقية	atlikušie	the remaining
المتجددة	atjaunojams	renewable
المتحدة	vienoti	united
المتحدثين	runātāji	speakers
المتحركة	animācija	animated
المتحف	muzejs	the museum
المتخصصة	niša	specialist
المتزايد	aug	increasing
المتزايدة	aug	increasing
المتطورة	griešanas mala	developed
المتعة	prieks	lust
المتعددة	daudzspēlētāji	to different
المتعلقة	saistīts	related
المتقدم	advanced	advanced
المتقدمة	advanced	the advanced
المتكاملة	integrēts	integrated
المتمثلة	pārstāvēts	represented
المتميزة	izcils	the special
المتنبي	mutanabbi	almutanabi
المتنوعة	dažādi	variant
المتواجدة	pieejams	founded
المتوسط	vidējais	the mediterranean
المتوسطة	vidēja	medium
المتوفرة	pieejams	available
المتوفى	miris	who died
المتوقع	paredzams	expected
المتوكل	al-mutawakkil	mutawakkil
المثال	piemērs	example
المثل	sakāmvārds	model
المثلث	trijstūris	triangle
المثلثات	trijstūri	of triangles
المثلية	homeopātija	homosexuality
المثليين	homoseksuāļi	gays
المجاعة	bads	famine
المجال	lauks	field
المجالات	domēni	fields
المجالس	padomes	the councils
المجاهدين	mujahideen	mujahideen
المجاورة	kaimiņš	the neighboring
المجتمع	sabiedrība	the society
المجتمعات	biedrības	the societies
المجر	ungārija	hungary
المجرات	galaktikas	about galaxies
المجرة	galaktika	the galaxy
المجردة	kails	abstract
المجري	ungāru valodā	hungarian
المجرية	ungāru valodā	hungarian
المجلات	žurnāli	magazines
المجلة	žurnāls	the magazine
المجلس	padome	for the council
المجمع	komplekss	total
المجموع	kopā	total
المجموعات	grupas	groups
المجموعة	grupa	the group
المجيد	krāšņs	the glorious
المحاسبة	grāmatvedība	accounting
المحاصيل	kultūras	crops
المحافظات	provinces	provinces
المحافظة	pārvalde	province
المحاولات	mēģinājumi	tries
المحاولة	mēģināt	attempt
المحبة	mīlestība	love
المحتلة	aizņemts	occupied
المحتمل	iespējams	likely
المحدودة	sia	limited
المحرقة	holokausts	holocaust
المحرك	dzinējs	motor
المحركات	motori	engines
المحسن	uzlabots	el-mohsen
المحطات	stacijas	the stations
المحطة	stacija	station
المحكمة	tiesa	court
المحلة	mahalla	neighborhood
المحلي	vietējie	local
المحلية	vietējie	local
المحليين	vietējie	local
المحور	rumbas	the axis
المحيط	okeāns	the ocean
المحيطات	okeāni	oceans
المحيطة	apkārtne	around it
المخ	smadzenes	for a brain
المخاطر	riski	to dangers
المخاوف	bailes	fears
المختار	izvēlētais	chosen
المختصة	kompetents	specific
المختلفة	savādāk	the different
المخدرات	zāles	drugs
المخرج	režisors	the director
المخصص	piešķirts	specified
المخصصة	piešķirts	dedicated to
المخطط	shēma	planed
المخطوطات	manuskripti	manuscripts
المخلص	pestītājs	redeemer
المخلوقات	radības	to creatures
المد	pagarinājums	wave
المدارس	skolas	schools
المداري	orbitāla	orbital
المدارية	tropu	orbiting
المدافع	lielgabali	cannons
المدة	ilgums	for a period
المدرب	treneris	trainer
المدرسة	skola	to a school
المدرعة	bruņumašīna	armored
المدفعية	artilērija	artillery
المدن	pilsētas	the cities
المدني	civilā	the urban
المدنية	civilā	city
المدنيين	civiliedzīvotāji	civilians
المدونات	emuāri	blogs
المدونة	emuārs	for the archive
المدى	jēdziens	run
المديح	slavē	eulogy
المدير	vadītājs	manager
المدينة	pilsēta	city
المذاهب	mācības	doctrines
المذكور	pieminēts	the said
المذكورة	pieminēts	mentioned
المذنبات	komētas	meteorites
المذهب	nominālvērtība	ideology
المرء	viens pats	people
المرأة	sieviete	woman
المرئي	redzams	seen
المرابطين	almoravids	morabitin
المراجع	atsauces	references
المراحل	posmi	stages
المراد	būt	the desired
المرافق	pavada	the facilities
المراقبة	skaties	monitoring
المراكز	centri	centers
المرة	laiks	time
المرتبة	rank	ranked
المرتبط	saistīts	related to
المرتبطة	saistīts ar	connected
المرتفع	augstais	for altitude
المرتفعات	augstienes	highlands
المرتفعة	augsts	high
المرجانية	koraļļi	reefs
المرحلة	skatuve	the stage
المرشد	vadītājs	supreme leader
المرض	slimība	the disease
المرضى	pacienti	diseased
المركب	savienojums	composite
المركبات	transportlīdzekļi	cars
المركبة	transportlīdzeklis	for vehicles
