$ tỉ	milyard dollar	$ billion
thoạt	ilk baxışdan	just (adv.)
thoả	sövdələşmə	compromise
thoải	rahat	"(term should be ""thoải mái"") comfortable or relaxing (adj.)"
thoảng	ara-sıra	"(term should be ""thỉnh thoảng"") occasionally (adv.)"
thoắt	tez	suddenly
thpt	min	high school
thriller	triller	thriller
thskts	thskts	phd- architect
thua	itirmək	defeat
thumb|các	baş barmaq |	thumb|many
thunderbolt	ildırım vurdu	thunderbolt
thung	dərə	valley
thuyên	yerdəyişmə	a name
thuyết	nəzəriyyə	theory
thuyền	qayıq	boat
thuê	kirayə vermək	employ
thuần	saf	"(term should be ""đơn thuần"") pure (adj.)"
thuẫn	münaqişə	support
thuận	lehte	favourable
thuật	sənət	term
thuế	vergi	tax
thuốc	dərman	medicine (n.)
thuộc	aiddir	belong
thuớc	su	"(term should be ""kích thước"") dimensions of an object"
thuờng	adətən	usually
thuở	uşaqlıq	period
thuỵ	thuy	"(term should be ""thụy Điển"") the nation of sweden (proper noun)"
thuỷ	thuy	water
thvn	min	vietnam television
thy	sənin	thy
thà	daha yaxşı olardı	honest
thành	üçün	"(term should be ""hình thành"") to take shape"
thày	müəllim	teacher
thác	kaskad	harvest
thách	meydan	challenge
thái	tay	attitude
thám	dedektiv	to spy (v.)
tháng	ay	month (n.)
thánh	müqəddəs	a holy person; a saint (n.)
tháo	açmaq	"(term should be ""tháo chạy"") to run with abandon"
tháp	qüllə	tower
thâm	intensiv	penetrate
thâu	qeyd edildi	to collect (v.)
thây	bax	body
thãi	bağırlamaq	superabundant
thèm	atmaq	desire
thép	polad	steel
thét	qışqırdı	shout
thê	martha	category
thêm	əlavə edin	more
thêu	tikmə	to embroider (v.)
thìa	qaşıq	spoon
thìn	sonra	(proper noun) thìn, the year of the dragon
thình	birdən	"(term should be ""thình lình"") suddenly"
thí	təcrübələr	(with word du) for example
thít	thit	(proper noun) mân thít, a district in vietnam
thò	poked	tho
thòi	dezavantaj	"(term should be ""thiệt thòi"") to cost (adv.)"
thóc	çəltik	grain (n.)
thói	vərdiş	a habit (n.)
thô	kobud	rough, old-fashioned
thôi	gəl	only
thông	məlumat verdi	"(term should be ""thông thường"") usual (adj.)"
thù	ədavət	"entire term should be ""ke thu""; means ""enemy"""
thùng	barel	barrel
thùy	lob	thuy
thú	maraqlıdır	"(should be ""thích thú"") pleasurable"
thúc	son	push
thúy	thuy	thuy
thăm	ziyarət	visit
thăng	təbliğ olunur	helicopter
thơm	ətirli	aromatic
thư	məktub	"(term should be ""ung thư"") cancer (n.)"
thưa	əziz	sparse
thương	sevgi	love
thước	hökmdar	ruler
thường	tez-tez	usually (adv.)
thưởng	mükafat	to reward (v.)
thược	thud	(proper noun) thược
thượng	yuxarı	upper
thạc	ustalar	master
thạch	jele	rock or stone (n.)
thạnh	daha çox	thanh
thạo	mütəxəssis	fluent
thả	düşmək	"(term should be ""thả lỏng"") to let loose (v.)"
thải	israf	waste
thảm	xalça	carpet or rug (n.)
thản	sakit	calmly
thảo	thao	"(term should be ""hội thảo"") a workshop (n.)"
thấp	aşağı	low (adj.)
thấu	penetrant	penetrate
thầm	səssizcə	"(term should be ""thì thầm"") to whisper (v.)"
thần	allah	"entire term should be ""tinh than""; means ""of the mind"""
thầy	müəllim	teacher (n.)
thẩm	münsiflər heyəti	osmotic/leak
thẫm	qaranlıq	dark
thận	böyrəklər	careful
thập	xaç	tens
thật	doğrudur	true (adj.)
thắm	ləçək	tham
thắn	açığını deyim	frank
thắng	qazandı	win
thắngthua	winthua	win-lose
thắp	işıq	light
thắt	bağlamaq	tense
thằn	kərtənkələ	"entire term should be ""than lan""; means ""lizard"""
thằng	guy	a derogatory term for a man (n.)
thẳm	dərin	"(term should be ""thăm thẳm"") extremely deep (adj.)"
thẳng	düz	horizontal
thặng	artıqlığı	surplus
thẹn	utanir	shameful
thẻ	kartı	card
thế	beləliklə	"with word ""tu,"" means ""posture"" or ""a position"""
thếp	polad	steel
thề	and iç	swear
thềm	rəf	shelf
thể	olmaq	maybe
thỉnh	bəzən	"(term should be ""thỉnh thoảng"") occasionally"
thịnh	vogue	prosperous
thịt	ət	meat (n.)
thọ	uzunömürlülük	phu tho
thọc	cəbhə	jab
thỏ	dovşan	rabbit
thỏa	razılaşma	"(term should be ""thoả thuận"") to come to an agreement (v.)"
thỏi	külçə	a bar (n.)
thối	çürük	smelly
thốt	söylədi	scream
thồ	qablaşdırma	to transport via horse (v.)
thổ	torpaq	"(term should be ""lãnh thổ"") territory (n.)"
thổi	üfürmək	blow
thớt	kəsmə taxtası	sparse
thời	vaxt	period
thở	nəfəs al	breathe
thợ	işçi	craftman
thụ	reseptor	"(term should be ""thụ thai"") to become pregnant"
thục	şu	(proper noun) a vietnamese first name
thụt	girir	clyster
thủ	əsas	masturbate
thủa	thua	during childhood
thủng	perforasiya	having holes
thứ	şeylər	no.
thức	oyaq	way
thừa	lazımsız	redundant
thừng	ip	"(term should be ""thẳng thừng"") mercilessly"
thử	cəhd edin	try
thửa	bağlama	square
thự	villa	mansion
thực	real	perform
ti	ti	titov
tia	şüaları	ray
tiananmen	tiananmen	tiananmen
tiara	tiara	tiara
tibet	tibet	(proper noun) tibet
tigris	pələng	tigris
tiliaceus	diliaceus	hoa dam but
tim	ürək	heart
timor	timor	timor
timothy	timoti	timothy
tin	inanmaq	believe
tinbắc	mesajı	file bac
tincầu	qalay körpüsü	file bridge
tinh	planet	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	tinhome	folder: house
tinsông	xəbərlər	file river
tinthị	onuncu	file: town
tirol	tirol	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	televiziya	television
tizard	tizard	(proper noun) tizard
tiên	əvvəlcə	first
tiêu	istiot	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	təəssüf ki	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	goofy	seize
tiến	irəli	operate
tiếng	saat	language
tiết	ifraz	abstinence/intensity
tiếu	goofy	"(should be ""đàm tiếu"") to sneer"
tiềm	potensial	potential
tiền	pul	money (n.)
tiều	bağırlamaq	(proper noun) the name of a poet
tiểu	qabıq	tiểu sử= biography
tiễu	cənab liu	patrol
tiệc	tərəf	party
tiệm	salon	shop
tiện	əlverişlidir	mean
tiệp	çex	gustav franck
tiệt	cılız	sterilize
tncs	tncs	communist youth union
tngt	tngt	traffic accidents
tnhh	məhduddur	limited
toang	toang	fast
tobago	tobaqo	tobago
toei	toei	toei
tokugawa	tokugawa	tokugawa
tokyo	tokyo	tokyo, the capital of japan
tokyopop	tokopop	tokyopop
tomas	tomas	(proper noun) tomas
tommy	tommy	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	üst	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	turizm	tourism
tourist	turist	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	məhkəmə	office
toàn	təhlükəsiz	entire or whole (adj.)
toán	riyaziyyat	team
toát	yaxsi	to exude or emit, as in sweat (v.)
toạ	koordinatları	locate
toại	at	satisfaction
toả	nurlandırmaq	spread
tp	tp	city
tphcm	tfcm	ho chi minh city
tphồ	şəhər	city ho
tpvĩnh	şəhər	vinh city
tqlc	tqlc	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	tacir	trafford in greater manchester
trai	midye	boy
trang	səhifə	a page (n.)
tranh	şəkillər	to compete (v.)
trao	təltif edilmişdir	reward
trau	trau	polish
tre	bambuk	bamboo (n.)
treo	asmaq	hang
tri	tri	tri
tribune	tribunası	a name
trinh	bakirə	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	üçlük	trinity
tristan	tristan	tristan
triết	fəlsəfə	philosophy
triền	trien	"(should be ""triền miên"") endless"
triều	gelgit	court
triện	möhür	stamp
triệt	hərtərəfli	completely
triệu	milyon	a million
tro	kül	ashes
troia	troya	troy
trondheim	trondheim	trondheim
trong	içində	inside (adv.)
true	doğrudur	true
truman	truman	(proper noun) truman
trung	orta	"(term should be ""trung gian"") agent (n.)"
trungnhật	dürüstlük	china-japan
truong	truong	truong
truyên	truyen	story
truyện	hekayə	story
truân	truân	arduous
truất	pozucu	cancel
truởng	rəis	leader (n.)
truỵ	yalan	depraved
trà	çay	tea (n.)
tràm	cajuput	melaleuca
tràng	kolon	"entire term should be ""truc trang""; means ""rectum"""
trào	püskürmə	movement
trác	trac	trac
trách	günahkar	blame
trái	qalıb	against
trán	aln	forehead
tráng	örtülmüşdür	to coat (v.)
tránh	çəkinin	to avoid (v.)
tráo	dırmaşmaq	tráo trở= liar/betrayal/treacherous
tráp	kasetlər	casket
trát	zəmanət	pile
trâm	broş	a type of elegant hairpin (n.)
trân	ən xoş arzularım	respect
trâu	camış	a last name
trãi	dağılmış	trai
trèo	qalxmaq	climb
trên	yandır	above
trình	təqdim	process
trí	ağıl	intellectual
trích	çıxarış	to extract (v.)
trò	oyunlar	role
tròn	yuvarlaq	rounding
trói	bağladı	tie
trôi	sürüşmək	afloat
trông	görünür	look
trùm	patron	cover
trùng	üst-üstə düşür	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	internat	residence
trúc	bambuk	structure
trăm	yüz	hundred
trăn	piton	"(term should be ""trăn trở"") to ponder (v.)"
trăng	ay	moon
trĩ	hemoroid	hemorrhoids
trũng	batmış	medium
trơ	inert	bare
trơn	hamar	slippery (adj.)
trư	tru	a pig (n.)
trưa	günorta	noon (n.)
trưng	rekvizit	symbolic
trưngcông	sərgiləndi	truongcong
trương	truong	policy
trước	əvvəl	front
trước 	əvvəl	front
trướng	genişlənməsi	expand
trườn	sürünmək	crawl
trường	məktəb	case
trượng	caduceus	a unit of length used in vietnam equal to 4 meters (n.)
trượt	sürüşmək	slide
trạch	trach	ze
trại	düşərgə	camp
trạm	stansiyası	station
trạng	şərtdir	situation
trạo	trạo	trao
trả	ödəmək	to return
trải	örtmək	spread
trảm	cajuput	beheaded
trảo	maketlər	trao
trấn	qəsəbə	town
trấu	qabıq	rice skin
trầm	bas	depression
trần	çılpaq	tran
trầu	betel	trầu
trầy	cızıqlandı	scratch
trẩy	sıçramaq	pilgrimage
trẫm	mənəm	i
trận	matç	battle
trật	yerindən ayrılıb	order
trắc	biometriya	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	ağ	white
trặc	hıçqırıq	"entire phrase is ""truc trac""; means ""problem"""
trẻ	cavan	youth
trễ	gecikmək	late
trệ	durğun	bamboo
trị	müalicə	cure
trịnh	phnh	trịnh, a vietnamese last name
trọ	mehmanxana	motel
trọn	dolu	whole
trọng	vacibdir	serious
trỏ	göstəricilər	index
trối	final	last words
trốn	gizlət	to hide
trống	boş	in
trồi	yaranan	to emerge (v.)
trồng	əkmək	plant
trổ	şou	to burst open or display
trỗi	yaranma	rise
trội	dominant	better
trộm	oğru	theft
trớn	zövqlə	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	allah	sun
trợ	dəstək	support
trụ	ofis	universe
trục	ox	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	çılpaq	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	yumurta	egg
trừ	istisna olmaqla	except
trừng	parıltı	punish
trừu	mücərrəd	abstract
trữ	saxlama	reserve
trực	növbətçi	direct
ts	ts	phd
tt	tt	news
tua	çadır	fringe
tucker	taxmaq	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tuxaçevski	(proper noun) tukhachevsky
tulip	lalə	tulip
tum	tum	tum
tung	silkələmək	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	tuscan	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	lakin	however
tuyên	elan edin	"(should be ""tuyên ngôn"") a declaration"
tuyết	qar	snow (n.)
tuyền	toyen	tuyen
tuyển	işə qəbul	recruit
tuyệt	əla	excellent (adj.)
tuân	itaət edin	comply
tuông	çırpınmaq	jealous
tuý	tuyy	drug
tuần	həftə	week
tuế	minnows	years
tuệ	hikmət	intelligence
tuốc	cırmaq	turbine
tuổi	yaş	age
tuộc	ahtapot	octopus
tuột	sürüşmək	slip
tuỳ	isteğe bağlıdır	depend
tv	tv	tv
tvb	tvb	tvb
twin	əkiz	twin
twitter	twitter	twitter
ty	ty	company
type	növü	type
typhon	tayfon	typhon
tà	pis	we
tài	bəxt	talent (n.)
tàn	kül	dying
tàng	muzey	"(should be ""bảo tàng"") a museum"
tành	tanh	shatter
tàu	gəmi	ship
tá	çoxdur	"(term should be ""thiếu tá"") major (n.)"
tách	kubok	to separate
tái	yenidən	return
tám	səkkiz	eight
tán	kanop	support
tánh	tanh	life
táp	vurun	to lap at (v.)
táu	günahkar	ashton
tâm	ağıl	tâm
tâu	rəbbim	peach
tây	qərb	western
tâynam	qərbnamə	"(should be ""tây-nam"") southwest"
tã	uşaq bezləri	diaper
tét	qışqırıq	tet
tê	uyuşmaq	numb
tên	adı	name (n.)
tì	dalaq	to lean on (v.)
tìm	tapmaq	find
tìmdiệt	axtarış	find-kill
tình	sevgi	sex
tía	bənövşəyi	dad
tích	məhsul	"(term should be ""tích cực"") to be zealous (adv.)"
tím	bənövşəyi	purple
tín	kreditlər	"(entire term should be ""tín dụng"") credit"
tít	başlıq	"(term should be ""tít mù"") very far away (adv.)"
tò	maraq	curious
tòa	məhkəmə	a court
tòi	əşyalar	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	ton	tòng, a last name
tóm	məcmuə	summary
tô	qab	car
tôi	menim	i
tôm	karides	shrimp
tôn	büzməli	venerate
tông	karton	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	həbsxana	prison
tùng	ehtiyat	tung
tùy	isteğe bağlıdır	depend on
túc	kafilik	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	çanta	pocket
túm	tutmaq	catch
túng	yöndəmsiz	confuse
túp	daxma	hut
túy	dərman	"(term should be ""thuần túy"") pure (adj.)"
tý	siçovul	mouse, as in year of the mouse
tăm	diş məcunu	"(term should be ""tiếng tăm"") reputation"
tăng	artmaq	increase
tĩnh	statik	calm
tơi	mən	ragged
tư	dən	posture
tưng	titrək	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	təzə	fresh
tương	oxşar	"(term should be ""tương tự"") to be similar to"
tước	soyundu	title (n.)
tưới	suvarma	irrigation
tướng	ümumi	prime minister (thu tuong)
tường	divar	"a common vietnamese first name; means ""wall"""
tạ	barbell	weight
tạc	heykəl	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	at	survival
tạm	müvəqqəti	temporary
tạo	yaratmaq	create
tạp	jurnal	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	təsviri	describe
tản	dağılma	disperse
tảng	platforma	platform
tấc	düym	inch
tấm	plitələr	mirror
tấn	ton təşkil edib	tan
tấp	çəkdi	crowded
tất	corab	all
tấu	instrumental	tau
tầm	oyunlar	range or extent (n.)
tần	tezliyi	"(term should be ""tần số"") frequency (n.)"
tầng	mərtəbə	layer
tầu	qatar	ship
tẩm	emprenye olunmuşdur	soak
tẩy	pozan	to bleach
tận	son	dedicated
tật	əlillik	disease
tắc	açarları	priciple
tắm	hamam almaq	bathing
tắt	off	initial
tặc	hakerlər	"(term should be ""hải tặc"") a pirate (n.)"
tặng	bağışlamaq	donate
tẻ	drab	lẻ tẻ= scattered
tết	tet	(proper noun) the vietnamese new year
tếxã	iqtisadi cəhətdən	economy - society
tề	qi	tidy
tể	mister	lord
tệ	pis	bad
tệp	sənəd	file
tỉa	kəsilmiş	"(term should be ""bắn tỉa"") to snipe"
tỉnh	vilayət	province
tị	paxıllıq	refugee
tịch	prezident	"(""chủ tịch"") president or chairman"
tọa	koordinatları	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	dilə gətirdi	to
tỏa	nurlandırmaq	radiate
tỏi	sarımsaq	garlic
tốc	sürət	speed
tốn	dəyəri	to cost (v.)
tống	müşayiət etmək	dispose
tốp	dəstə	top
tốt	yaxsi	good
tồi	pis	bad
tồn	mövcuddur	exist
tổn	incidir	damage
tổng	cəmi	president
tộc	qəbilə	"(term should be ""dân tộc"") a race or people"
tội	cinayət	crime
tột	həddindən artıq	extreme
tớ	menim	servant
tới	üçün	to the point
tờ	vərəq	paper/document
tởm	iyrənc	disgusting
tục	mənfur	"(term should be ""tập tục"") customs or practices"
tụy	mədəaltı vəzi	"(term should be ""tận tụy"") devoted (adj.)"
tủ	kabinetlər	shelf
tủi	pis	humiliated
tủy	medulla	spine
tức	ani	i.e.
từ	dən	from
từng	hər biri	each
tử	ölüm	lion (su tu)
tửu	içmək	wine
tự	özünü	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	başlıq	lean
tựu	nailiyyətlər	achievement
tỵ	i̇lan	the han name for the year of the snake, according to the chinese zodiac
tỷ	milyard	billion
u	u	tumor
ua	ua	ua
uae	uae	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	uh	uh
uk	uk	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	un	(proper noun) un, as in chung un chan of korea
und	und	und
under	altında	under
unesco	unesco	unesco
ung	ung	cancer
unicorn	unicorn	unicorn
unit	bölmə	unit
unix	unix	unix
up	yüksəlişlər	up
ural	ural	ural, as in the ural mountains
urani	uran	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruqvay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	uyğur	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyen	scholarly
uyển	evfemizm	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	uzbekistan	uzbekistan
uông	uong	uong
uất	uất	busy
uốn	əyilmə	to curl (v.)
uống	içmək	to drink
uổng	israf	vain
v	v	v
va	va	collide
vaccine	peyvənd	vaccine
vai	çiyin	shoulder
valencia	valensiya	valencia
valentine	sevgilim	valentine
valley	dərə	valley
van	mikroavtobus	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	varqas	(proper noun) vargas
vasari	vasari	vasari
vay	borc götürmək	borrow
vectơ	vektor	vector
ven	ven	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendome	vendome
venezia	veneziya	venice
venus	venus	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	en	behavior
viagra	viagra	viagra
victor	qalib	(proper noun) victor
victoria	qələbə	victoria, a province of australia
vienna	vyana	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	vikinq	viking
villa	villa	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagame	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	üzümlü	vinepeal
viqr	viqr	viqr
virginia	bakirəlik	(proper noun) virginia, as in the state
virus	virus	virus
virút	virus	virus
vissarionovich	vissarionoviç	vissarionovich
vista	vista	vista, as in windows vista
vitamin	vitaminlər	vitamin
vitruvius	vitruvius	vitruvius
viz	viz	(proper noun) viz
viêm	iltihab	inflammation
viên	tabletlər	member
viêng	viang	vientiane
viêt	yazmaq	vietnam
viếng	ziyarət	visit
viết	yazmaq	write
việc	işləmək	thing
viện	institutu	institute
việt	vyetnamca	viet
việtmường	vyetnam muong	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	səs	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	fil	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	volfram	wolfram
vong	itki	injured
voyager	səyahətçi	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	padşah	king
vui	əyləncəli	happy
vulcan	vulkan	vulcan
vuông	kvadrat	square
vuốt	pençələr	stroke
vv	və s.	etc.
vy	vy	vy
vyacheslav	vyacheslav	vyacheslav
và	və	and
vài	az	several
vàm	vm	the mouth of a rivulet (n.)
vàng	qızıl	gold
vành	üzük	coronary
vào	yandır	into
vá	yamaq	patchy
vác	daşımaq	to shoulder (v.)
vách	divar	wall
vái	bəli	some
ván	taxta	game
váng	köpük	film
váy	ətək	skirt
vân	və s	"(term should be ""vân vân"") et cetera"
vây	fin	encircle
vã	qaçdı	rush
vãi	bağırlamaq	to release
vãn	van	save
vè	qabıq	to glance slyly (v.)
vé	biletlər	ticket
vét	zibil	plunder
vê	haqqında	tremolo
vì	çünki	because
ví	pul kisəsi	example
vía	cüzdan	soul
vít	vida	screw
vò	əzildi	jar
vòi	hortum	tap
vòm	tağları	upper jaw
vòng	yuvarlaq	around
vó	hoooo	hooves
vóc	fizika	"(should be ""vóc sương"") dew-like or delicate"
vô	yox	"(term should be ""vô số"") countless (adj.)"
vôi	əhəng	limestone
võ	döyüş	martial arts (n.)
võng	hamam	hammock
vùi	dəfn edilmişdir	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	bölgə	region
vú	döşlər	breast (n.)
vút	yüksələn	"entire term should be ""cong vut""; extreme curling"
văn	göndərilib	culture
văng	sıçramaq	a name
vĩ	əla	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	daimi	ving
vũ	vu	armed
vũng	gölməçə	vung
vơ	köməksiz	lost
vơi	ilə	ullage
vưu	vưu	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	çatmaq	reach
vương	kral	kingdom
vướng	qarışdı	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	bağ	garden
vượn	meymunlar	gibbon
vượt	keçmək	to overcome
vạ	belə	unfortunate problem
vạc	qazan	cauldron
vạch	bar	bar
vại	tank	jar
vạn	on min	thousand
vạng	alacakaranlıq	twilight
vả	əncir	hard
vải	parça	fabric
vảy	tərəzi	scale
vấn	nəsihət	vấn đề= problem
vấp	büdrəyib	stumble
vất	atmaq	hard
vần	qafiyə	spell
vầng	halo	moon (vang trang)
vẩn	yenə də	wander
vẩy	lopa	scale
vẫn	yenə də	still
vẫy	yellənmək	wave
vận	bəxt	active
vắc	peyvənd	vaccine
vắcxin	peyvənd	vaccine
vắn	qısa	short
vắng	yox	absent
vặn	vida	to twist (v.)
vặt	təsniflər	odd
vẹn	bütövlüyü	complete
vẹt	tutuquşular	parrots
vẽ	çəkmək	draw
vết	ləkə	wound
vểnh	perch	warping
vệ	müdafiə	"(term should be ""bảo vệ"") to defend (v.)"
vệt	zolaqlar	streak
vỉa	tikişlər	"(term should be ""vỉa hè"") sidewalk"
vịnh	bəy	bay
vịt	ördək	duck
vọng	ümid	"(term should be ""hy vọng"") hope (n.)"
vọt	göyərti	to spurt out (v.)
vỏ	qabıq	shell
vồ	taxta	"(term should be ""gạch vồ"") a type of brick"
vỗ	pat	to clap
vội	tələsmək	hurriedly (adv.)
vớ	corab	"(term should be ""vớ vẩn"") silly (adj.)"
với	ilə	to
vớt	qurtardı	salvage
vờ	iddia etmək	"(term should be ""giả vờ"") to pretend (v.)"
vời	əla	wonderful
vở	notebook	"(term should be ""vở kịch"") a play"
vỡ	qırıq	break
vợ	arvad	wife
vụn	fişlər	debris
vụng	qarmaqarışıq	covert
vứt	atmaq	throw away
vừa	orta	just (adv.)
vừng	susam	sesame (n.)
vững	möhkəm	firm (adj.)
vực	sahə	place
vựng	lüğət	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	belə	majestic
w	w	w
wa	wa	wa
walt	duz	(proper noun) walt, as in walt disney
walter	gəzmək	walter
walther	gəzən	walther
wan	wan	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	isteyirem	wanna
warren	warren	a name
warsaw	varşava	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	vaşinqton	(proper noun) washington
wat	vatt	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	su qapısı	watergate
waterloo	qarpız	(proper noun) waterloo
waters	sular	waters
wayne	yol	wayne
wcdma	wcdma	w-cdma
weasley	araq	weasley, as in ron weasley in the harry potter series
weblog	veblog	weblog
webmail	veb poçt	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	quyular	wells, as in author orson wells
welsh	welsh	(proper noun) welsh, as in the welsh language
wembley	ağbirçək	wembley, as in wembley stadium
werner	qarmaqarışıq	werner
westermarck	westermarck	westermarck
western	qərb	western
westlife	qərb həyatı	westlife
westview	qərb mənzərəsi	westview, as in westview press
wheeler	çəngəl	a name
widener	genişləndirici	widener
wien	wien	wien
wiener	wiener	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikibooks	(proper noun) wikibooks
wikimapia	vikimapiya	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	vəhşi	wild
wilder	səhrada	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	qarmaqarışıq	willard
wimbledon	uimbldon	wimbledon
windows	pəncərələr	windows
winer	qazan	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	daxilində	within
without	olmadan	without
wolfgang	canavar	wolfgang
won	qazandı	won
wong	wong	wong
woodrow	odun ağacı	woodrow
woods	meşələr	(proper noun) woods, as in tiger woods
would	olardı	would
wrestling	güləş	wrestling
wright	ayaq	a name
wu	wu	wu
wushu	uuşu	wushu, a type of martial art
wwf	wwf	wwf
xa	uzaqda	ancient
xang	xang	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	yaşıl	green
xao	qarmaqarışıq	xôn xao = chatting
xay	üyütmək	grind
xe	maşın	a car (n.)
xem	bax	watch
xen	yerləşmişdir	to insert (v.)
xhcn	xhcn	social republic
xi	xi	xi
xiii	xiii	eighth
xin	xahiş edirəm	please
xinh	gözəl	beautiful
xiv	xiv	fourteenth
xiêm	siam	(proper noun) xiêm, or siam
xiên	əyri	oblique
xiêu	xiao	soften
xiếc	sirk	circus
xiết	bərkidin	to twist tightly (v.)
xiềng	qandallar	chain
xo	xo	spring
xoa	ovuşdurmaq	massage
xoay	dönmək	turn
xong	etdi	completed
xoàng	orta	mediocre
xoá	silmək	delete
xoáy	tərpənmək	vortex
xoắn	bükülmüş	coiled
xu	qəpik	trend
xua	dağıtmaq	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	uğursuz	incite
xuka	xuka	xuka
xum	lüks	a name
xuyên	pirsinq	frequently
xuyến	torso	manage
xuân	bahar	spring
xuâncông	bahar	xuan public
xuôi	süpürülmüşdür	down
xuất	ixrac	ejaculate
xuấtnhập	ixrac	import/export
xuống	aşağı	down
xuồng	kanoe	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	sərf etmək	use
xào	sauteed	stir fry
xách	əl çantası	to carry by the handle (v.)
xám	boz	ustox
xán	qızardılmış	"(term should be ""xán lạn"") bright (adj.)"
xáo	pozğunluq	chaos
xát	ovuşdurmaq	touch
xâm	döymə	invasion
xâu	simli	string
