$  	dollar təşkil edib	dollar
hasonlóképpen	eyni şəkildə	similarly
hasznos	faydalıdır	useful
használ	istifadə etmək	use
használat	istifadə etmək	usage
használata	istifadə etmək	use of
használatban	istifadə olunur	benefits
használatos	faydalıdır	in use
használatára	istifadə etmək	usage of
használatát	i̇stifadə	use
használatával	istifadə edərək	use
használható	istifadəyə yararlıdır	use
használja	istifadə etmək	use
használjuk	istifadə olunur	use
használják	istifadə olunur	use
használnak	istifadə olunur	use
használni	istifadə etmək	to use
használt	istifadə olunur	used
használta	istifadə olunur	used
használtak	istifadə olunur	used
használták	istifadə olunur	used
használva	istifadə edərək	using
használó	istifadəçi	using
hat	altı	six
hatalma	güc	power of
hatalmak	səlahiyyətləri	powers
hatalmas	güclü	huge
hatalmat	güc	power
hatalmi	güc	of power
hatalmának	güc	power
hatalmát	güc	power
hatalom	güc	power
hatalommal	güc	power
hatalomra	güc	to power
hatodik	altıncı	sixth
hatott	bilərdi	influenced
hatottak	təsirləndi	influenced
hatvanas	cinsi əlaqəli	sixties
határ	haşiyə	border
határa	həddi	border of
határain	sərhədləri	on its borders
határait	sərhədləri	borders
határok	məhdudiyyətlər	borders
határolja	ayrılmış	delimited
határon	haşiyə	on the border
határos	bitişik	neighbouring
határozott	qəti	certain
határozottan	möhkəm	definitely
határozta	müəyyənləşdirilib	defined
határozza	qərarlı	decides
határozzák	qərarlı	appoint
határozószó	tələffüz	definer
határt	həddi	border
határában	sərhədi	in the border of sg
határán	haşiyə	boundary
határát	haşiyə	border of
hatás	təsiri	effect
hatása	təsiri	effect of
hatásai	effektləri	(its) effects
hatások	effektləri	effects
hatásos	təsirli	effective
hatással	təsir edir	with effect
hatást	təsiri	effect
hatására	təsiri	to the effect
hatását	təsiri	effect
hatású	təsiri	with effect
hatékony	təsirli	efficient
ható	fəaliyyət göstərir	affecting
hatóság	səlahiyyətlilər	authority
hatóságok	səlahiyyətlilər	authorities
havi	aylıq	monthly
havonta	aylıq	monthly
hawaii	havay	havaii
haydn	haydn	haydn
haydnt	haydn	haydnt
haza	ev	home
hazafelé	evə	on the way home
hazafias	vətənpərvər	patriotic
hazai	yerli	national
hazatért	evə gəldi	returned
hazája	ölkə	home
hazánk	macarıstan	our fatherland
hazánkban	bizim ölkəmiz	our country
head	baş	head
hegedű	skripka	violin
hegedűs	ifaçı	hegedus
hegesztés	qaynaq	joint
hegy	dağ	mountain
hegyek	dağlar	mountains
hegyi	dağ	mountain
hegység	dağ	mountains
hegyvidék	dağlar	mountains
hegyvidéki	dağlıq	highland
heinrich	heinrix	heinrich (a person's name)
helikon	helikon	helikon
heliocentrikus	heliotsentrik	heliocentric
hely	yer	place
helyben	yerində	in the place
helye	yer	place of
helyek	yerlər	places
helyeken	yerləri	locations
helyen	yer	at a place
helyenként	bəzi yerlərdə	locally
helyes	düzəldin	right
helyesen	düzgün	correctly
helyet	yer	place
helyett	əvəzinə	in place of
helyette	əvəzinə	instead
helyezett	qiymətləndirilib	placed
helyezi	qoyur	put
helyezik	yerləşdirilib	place
helyezkedik	yerləşən	lies
helyezkednek	yerləşən	positioning
helyezte	yerləşdirilib	placed
helyeztek	yerləşdirilib	placed
helyezték	yerləşdirilib	placed
helyezés	yer	ranking
helyi	yerli	local
helyre	yer	location
helyről	yer	from
helyszín	məkan	place
helyszíne	saytlar	the scene of sg
helyszínei	saytlar	scenes of sg
helyszínek	saytlar	sites
helyszínen	sayt	on the spot
helytelen	səhv	incorrect
helyzet	dövlət	status
helyzetbe	mövqe	situation
helyzetben	vəzifələr	in situation
helyzete	vəziyyət	situation
helyzetet	vəziyyət	situation
helyzetét	vəziyyət	situation
helyébe	əvəzləndi	replaced by
helyén	yer	(on sy/sg's) place
helyére	yer	in place of
helyét	yer	place
helyüket	yer	their place
hemingway	hemingway	hemingway
hendrix	hendrix	hendrix
henri	henri	henry
henrik	henri	henrik
henry	hə	henry
hepatitis	hepatit	hepatitis
herbert	herbert	herbert
herceg	şahzadə	prince
hercege	duke	prince (of sg)
hercegi	ducal	princely
hercegnő	şahzadə	princess
hercegség	qaranlıq	princedom
hermann	hermann	hermann
hermione	hermiona	hermione
hess	edə bilər	begone
hetedik	yeddinci	seventh
hetek	mən	sevens
hetente	həftəlik	weekly
hetet	həftə	week
hetfield	hetfield	hetfield
heti	həftəlik	weekly
hetvenes	yetmişli	seventies
heves	qızdırılmış	vehement
hiba	nöqsan	mistake
hibák	səhvlər	mistakes
hibás	səhv	faulty
hibát	səhvlər	error
hidak	körpülər	bridges
hidat	körpü	bridge
hideg	soyuq	cold
hidegháború	soyuq müharibə	cold war
hihetetlen	inanılmaz	unbelievable
hill	təpə	hill
himnusz	himni	hymn
himnusza	himni	hymn of
hindu	hindu	hindu
hinduizmus	hinduizm	hinduism
hirdetett	təbliğ olunur	advertised
hirdette	təbliğ	announced, advertised
hirtelen	birdən	suddenly
history	tarixi	history
hisz	düşün	since
hiszen	çünki	since
hiszi	düşünürsən	think
hit	iman	faith
hite	salmaq	one's religion
hitel	kredit	credit
hiteles	orijinal	credible
hitet	iman	belief
hitler	hitler	hitler
hitre	iman	to a religion
hitt	inanırdı	believed
hitte	düşündü	believed
hitték	düşündü	believed
hivatal	ofis	office
hivatala	ofis	office of
hivatali	inzibati	magisterial
hivatalos	rəsmi	official
hivatalosan	rəsmi olaraq	officially
hivatkoznak	link	refer to
hivatkozott	istinad edilir	referenced
hivatkozva	istinad edir	referring to
hivatkozás	arayış	reference
hivatkozások	istinadlar	links
hivatott	üçün nəzərdə tutulmuşdur	meant
hivatásos	peşəkar	professional
hiába	boş yerə	in vain
hiánya	çatışmazlığı	lack of
hiányzik	darıxmaq	misses
hiányzott	əskik idi	lacked
hiányzó	itkin	missing
hiányában	uğursuz	lacking
hn	hn	germ
ho	ay	ho
hogy	ki	that
hogyan	necə	how
hol	harada	where
hold	ay	moon
holdak	aylar	satellites
holdat	ay	the moon
holdi	ay	moon-
holdkomp	aysul modulu	moon cruiser
holdon	ay	on the moon
holdra	ay	to the moon
holland	holland	dutsch
hollandia	hollandiya	holland
hollandiában	hollandiyada	in the netherlands
hollywood	hollywood	hollywood
hollywoodi	hollywood	hollywoodian
holló	qarğa	crow
holmes	holmes	holmes
holnap	sabah	tomorrow
holocaust	holokost	holocaus
holokauszt	holokost	holocaust
holott	baxmayaraq	although
holtan	ölü	dead
holttestét	cəsəd	body
homo	homo	homo
homoszexuális	homoseksual	homosexual
honda	honda	honda
honfoglalás	fəth	original settlement
hongkong	honq konq	hongkong
hongkongi	honq konq	hongkong
honlap	veb saytı	webpage
honlapja	veb saytı	website
honlapján	veb saytı	webpage
honvéd	müdafiə	soldier
honvédelmi	müdafiə	of national defence
honvédség	ordu	army
horthy	layiqdir	horthy
horvát	xorvat	croatian
horváth	horváth	horváth
horvátok	xoruzlar	croat
horvátország	xorvatiya	croatia
hossza	uzunluğu	length
hosszabb	daha uzun	longer
hosszan	uzun	prolonged
hosszas	uzun	long
hosszú	uzun	long
hosszúságú	uzunluğu	of length
hotel	otel	hotel
house	ev	house
howard	necə	howard
hoz	üçün	brings
hoznak	götürmək	bring
hozni	gətirmək	bring
hozott	gətirdi	brought
hozta	gətirdi	brought
hoztak	gətirdi	(they) brought
hozták	bu idi	they have brought
hozza	gətirəcək	bring
hozzá	ona	to
hozzájuk	onlara	to them
hozzájárul	töhfə vermək	contribute
hozzájárult	töhfə verdi	contributed to
hozzájárultak	töhfə verdi	consented
hozzák	gətir	bring
hozzávetőleg	təxminən	approximately
hozó	qurmaq	bringing
html	html	html
hugh	qucaqlamaq	hugh
hughes	qucaqlayir	hughes
hugo	hugo	hugo
hullám	dalğa	wave
hullámok	dalğalar	waves
humanista	humanist	humanist
humor	yumor	humor
humoros	yumorlu	humorous
hun	ovlamaq	hun
hungary	asma	hungary
hunok	hunlar	huns
hunyadi	hunyadi	hunyadi
hunyt	ölmüş	die
huszadik	iyirminci	twentieth
huszár	hussar	hussar
hybrid	hibrid	hybrid
háború	müharibə	war
háborúba	müharibə	in war
háborúban	müharibə	in war
háborúellenes	antiwar	antiwar
háborúja	müharibələr	war of sy/sg
háborúk	müharibələr	wars
háborús	müharibə vaxtı	of war
háborút	döyüşlər	war
hálózat	şəbəkə	network
hálózati	güc	network
hálózatok	şəbəkələr	networks
hány	nə qədər	how many
hármas	üçlü	threesome
három	üç	three
háromszor	üç dəfə	three times
háromszög	üçbucaq	triangle
hártyásszárnyúak	hymenoptera	membranous wings
hát	geri	so
hátra	geri	to the back
hátránya	eksiklikleri	disadvantage of sg
hátsó	arxa	back
háttere	fon	background of
hátterében	fon	background of
háttér	fon	background
háttérbe	fon	background
háttérben	fon	in the background
hátulról	arxadan	behind
hátán	kürəyi	on the back of
ház	ev	house
háza	ev	house of
házak	evlər	houses
házaspár	evli cütlük	couple
házasság	evlilik	marriage
házasságot	evli	marriage
házat	ev	house
házba	ev	to the house
házban	ev	house
házi	ev	home
házában	ev	in the house of sy
häkkinen	hakkinen	häkkinen
händel	händel	händel
héber	i̇brani	hebrew
hélium	helium	helium
hét	yeddi	seven
héten	həftə	week
hétig	bir həftə	week
héttel	həftələr	week
híd	körpü	bridge
hídon	körpü	bridge
híján	əskik	lack of
hím	kişi	male
hír	xəbərlər	news
híre	xəbərlər	its reputation
hírek	xəbərlər	news
híres	məşhurdur	famous
híressé	məşhurdur	well-known
hírhedt	notariat	notorious
hírlap	qəzet	newspaper
hírneve	nüfuz	reputation
hírnevet	şöhrət	fame
hírnevét	nüfuz	reputation
hírt	xəbərlər	message
hírére	xəbərlər	news
hírű	məşhurdur	famous
híve	dindar	vassal
hívei	tərəfdarlar	believers
hívja	zəng edin	call
hívjuk	zəng edin	call
hívják	zəng edin	is called
hívnak	mənə zəng edirlər	call
hívott	çağırdı	named
hívta	o zəng etmişdi	called
hívták	dedilər	called
hívő	zəng edən	believer
hívők	sadiq	believers
hó	ay	snow
hódfélék	kastoridae	castoridae
hódoltság	işğal	territory under enemy rule
hódítás	fəth	conquest
hódító	fəthçi	conqueror
hónap	ay	month
hónapban	ay	in the month
hónapig	aylar	month
hónapok	aylar	months
hónapokban	aylar	in the ... months
hónapos	ay	months old
hónapot	aylar	month
hónappal	aylar	month
hónapra	aylar	to the month
hölgy	xanım	lady
húga	bacı	sy's sister
húr	simli	string
húrok	döngə	strings
húrtartó	quyruq	string holder
hús	ət	meat
húsvét	pasxa	easter
húsvéti	pasxa	eastern
húsz	iyirmi	twenty
húzódik	uzanır	lies
húzódott	çəkdi	ran
húzódó	uzanan	running
hüvelyk	düym	inch
hő	ay	heat
hőmérséklet	temperatur	temperature
hőmérséklete	temperatur	sg's temperature
hőmérsékleten	temperatur	temperature
hőmérsékleti	temperatur	temperature
hős	qəhrəman	hero
hőse	qəhrəman	hero
hősi	qəhrəmanlıq	heroic
hősök	qəhrəmanları	heroes
hű	sadiq	loyal
hűséges	sadiq	faithful
hűvös	sərin	cold
i	i	i.
ian	ian	ian
ibm	ibm	ibm
ibn	ibn	ibn
ibolya	bənövşəyi	ibolya
ich	iç	german word
icsigo	icsigo	icsigo
id	id	senior
ida	ida	ida (forename)
ide	burada	to here
idegen	xarici	foreign
idegenforgalmi	turist	tourism
idegenforgalom	turizm	tourism
ideig	vaxt	for a time
ideiglenes	müvəqqəti	temporary
ideiglenesen	müvəqqəti	temporarily
ideje	vaxt	timeslot of
idejében	vaxt	in the time of
idején	içində	in the time of
idejére	vaxt	for the time of
idejét	vaxt	time of sg
ideológia	ideologiya	ideology
ideális	ideal	ideal
idény	mövsüm	season
idézet	sitat	quote
idézetek	kotirovkalar	quotes
idézi	xatırladır	quotes
idő	vaxt	time
időben	vaxtında	in time
időjárás	hava	weather
időjárási	meteoroloji	weather
idők	vaxt	times
időkben	vaxt	times
időközben	bu vaxt	in the meantime
időmérő	vaxtı	time trial
időn	vaxt	on time
időnként	bəzən	sometime
időpont	vaxt	date
időpontja	vaxt	data
időre	vaxt	to time
időről	vaxt	about time
idős	yaşlı	old
idősebb	ağsaqqal	elder
időszak	dövrü	time
időszaka	dövrü	age of
időszakban	mövsüm	(in this) period
időszakot	qalmaq	period
időszakra	dövrü	on a period
időszakában	vaxt	period
időszámítás	vaxt	time
időt	vaxt	time of
idővel	zamanla	with time
ie	b.c	b.c.
ifj	jr.	jr.
ifjabb	cavan	younger
ifjú	cavan	young
ifjúkora	onun gəncliyi	youth
ifjúság	gənclik	youth
ifjúsági	yetkinlik yaşına çatmayan	youth
ig	yuxarı	until
igaz	doğru	true
igazgató	direktor	director
igazgatója	direktor	director of
igazi	real	true
igazolt	sübut olunmuşdur	proved
igazság	həqiqət	truth
igazságot	həqiqət	truth
igazságszolgáltatás	ədalət	jurisdiction
igazságügyi	ədalət	justice
igazából	həqiqətən	really
igazán	həqiqətən	truly
ige	fe&#39;l	ige
igen	bəli	quite
igencsak	çox	rather
igenév	bəli il	verb
ignác	i̇qnatius	ignác
igyekezett	axtarıldı	made an effort to
igyekeznek	çalışır	make an effort
igyekeztek	axtarıldı	strived
igyekszik	çalışır	endeavors to
igék	fellər	verbs
igény	ehtiyac	need
igénybe	giriş	in need
igénye	tələb	need of
igényel	ehtiyac	requires
igénylő	tələb edən	requiring
igényt	tələb	claim
ihlette	ilhamlandı	inspired by
ii	ii	"abbreviation of ""second"""
iii	iii	iii.
ikarus	ikarus	ikarus
il	yl	or
ildikó	ildikó	ildikó
ill	və ya	resp.
illegális	qanunsuz	illegal
illeti	o ki qaldı	concerns
illetve	və ya	or rather
illető	əlaqədar	concerning
illetően	gəlincə	relative to
illetőleg	müvafiq olaraq	respectively
illyés	vinton	illyes
illés	i̇lyas	elijah
illúzió	illüziya	unreality
ilona	ilona	helena
ily	beləliklə	such
ilyen	bu cür	such
ilyenek	hər hansı	such
ilyenkor	bu vaxt	then
im	im	im
immunrendszer	immun sistemi	immune system
immár	i̇ndi	now
imperial	imperial	imperial
importtermékek	idxal məhsulları	imported products
imre	i̇mre	imre
in	tendon	in
increment	artım	english word
index	indeks	index
indexhu	indexhu	index.hu, hungarian infoportal
india	hindistan	india
indiai	hind	indian
indiában	hindistan	india
indián	hind	indian
indiánok	hindlilər	indians
indoeurópai	hind-avropa	indo-european
indonéz	i̇ndoneziyalı	indonesian
indonézia	i̇ndoneziya	indonesia
indul	başlayır	starts
indulnak	yola düşmək	(they) start from
indult	başladı	started
indultak	başlatdı	started
induló	mart	starter
indított	başlatdı	started
indította	başlatdı	started
indítottak	başlatdı	started
indították	başlatdı	started
infinitiv	infinitive	infinitive
influenza	qrip	influenza
infláció	inflyasiya	inflation
információ	məlumat	information
információk	məlumat	information
információkat	məlumat	information
információs	məlumat	information
információt	məlumat	information
infrastruktúra	infrastruktur	infrastucture
ingyen	sərbəst	free
ingyenes	sərbəst	free
inka	inca	inca
inkább	əksinə	rather
innen	deməli	hence
innentől	buradan	from then
institute	institut	institute
int	int	beckon
intel	intel	intel
intelligens	ağıllı	intelligent
intenzív	intensiv	intensive
interaktív	interaktiv	interactive
interjú	reportaj	interview
interjúban	reportaj	interview
international	beynəlxalq	international
internazionale	internazionale	internazionale
internet	i̇nternet	internet
interneten	internetdə	on internet
internetes	onlayn	internet
intézet	institut	institute
intézett	ünvanlandı	executed
intézkedések	müddəalar	arrangements
intézmény	qurum	institution
intézménye	qurumları	institution of
intézményei	qurumları	institute
intézmények	qurumları	institutes
inzulin	insulin	insulin
io	io	io
ipar	sənaye	industry
iparban	sənaye	in the industry
ipari	sənaye	industrial
iparművészeti	sənət və sənətkarlıq	of arts and crafts
iphone	iphone	iphone (as mac's communication device)
