$  	ps	dollar
gyönyörű	hermoso	beautiful
györgy	jorge	györgy
gyümölcs	fruta	fruit
győr	győr	győr (hungarian city)
győri	győr	of győr
győzelem	victoria	victory
győzelemmel	victoria	with victory
győzelme	victoria	victory of
győzelmet	victoria	victory
győzelmét	victoria	victory of sy/sg
győzelmével	victoria	with the victory of
győzni	para ganar	win
győztes	ganador	winning / winner
győzött	won	win
győző	gyozo	győző
gyűjtemény	colección	collection
gyűjteménye	colección	collection of
gyűjtött	recogido	collected
gyűlés	reunión	meeting
gyűrű	anillo	ring
gyűrűk	anillos	rings
gyűrűt	anillo	ring
gábor	gábor	gabor
gárda	guardias	guards
gárdonyi	gárdony	gárdonyi
gáspár	jaspe	gáspár
gátolja	bloques	inhibits
gáz	gas	gas
gázok	gases	gases
gébicsfélék	alcaudón	shrikes
gén	gene	gene
gének	genes	genes
gép	máquina	machine
gépek	máquinas	machines
gépgyártás	ingeniería mecánica	machinery production
géza	géza	géza (common fist name)
gírosz	giroscopios	gyros
gól	objetivo	goal
gólját	objetivo	his goal
góljával	metas	with his goal
góllal	disparo	with goal
gólok	metas	goals
gólt	dirigir	goal
gótika	gótico	gothic
gótikus	gótico	gothic
gödényfélék	gödényfélék	pelecanidae
gömb	orbe	sphere
görbe	curva	crooked
görgei	gorgei	görgei
görgey	görgey	görgey
görög	griego	greek
görögország	grecia	greece
görögországban	grecia	greece
görögök	griegos	greeks
görögül	griego	greek for
ha	si	if
habsburg	habsburgo	habsburg
habsburgház	casa de los habsburgo	house of habsburg
habsburgok	habsburgo	habsburgs
habár	lucha	although
had	militar	army
hadaikum	hadean	hadean perion
hadak	ejércitos	armies
hadarás	algarabía	gabble
hadat	guerra	declare war (hadat üzen)
haderő	efectivo	force
hadi	militar	military
haditengerészet	armada	navy
hadjárat	campaña	campaign
hadjáratok	campañas	campaigns
hadjáratot	campaña	crusade
hadművelet	operaciones	maneuver
hadnagy	teniente	lieutenant
hadosztály	división	division
hadsereg	ejército	army
hadseregben	ejército	(in) army
hadseregcsoport	grupo de ejercito	army group
hadserege	ejército	army of
hadsereget	ejército	army
hadtest	cuerpo	legion
hadvezetés	liderazgo militar	army command
hadvezér	general	war-lord
hadászati	estratégico	strategic
hagyatéka	legado	legacy of
hagyja	salir	leave
hagyják	salir	leave
hagyni	salir	leave
hagynia	salir	leave
hagyomány	tradicion	tradition
hagyománya	tradiciones	traditional
hagyományai	tradiciones	traditions of
hagyományok	tradiciones	traditions
hagyományos	tradicional	traditional
hagyományosan	tradicionalmente	traditionally
hagyott	izquierda	left
hagyta	dejarlo	left
hagyták	se fueron	let
hagyva	dejando	let
hajdani	de antaño	prestine
hajlandó	complaciente	willing
hajnal	amanecer	hajnal
hajnalban	amanecer	at dawn
hajnali	auroral	early morning
hajtott	impulsado	drove
hajtotta	fuera	drove
hajtottak	estado	executed
hajó	embarcacion	ship
hajók	buques	ships
hajón	a bordo	on a ship
hajós	marinero	sailors
hajót	embarcacion	ship
hal	pez	die
halad	continuar	advances
haladt	movido	went on
haladva	yendo	going
haladó	avanzado	going
halak	piscis	fish
hallani	oír	to hear
hallgatott	escucha	attended
hallható	audible	available for listening
halott	muerto	death
halottak	muerto	deads
halotti	mortuorio	death
halt	murió	died
haltak	murió	died
haltetvek	branchiura	fishlices
halál	muerte	death
halála	su muerte	(his) death
halálakor	su muerte	at sy's death
halálbüntetés	pena capital	death penalty
halálbüntetést	pena de muerte	death penalty
halálistenek	dioses de la muerte	death gods
halállal	muerte	death
halálos	mortal	lethal
halálra	muerte	death
halált	muerte	death
haláláig	su muerte	to his death
halálának	muerte	death
halálát	muerte	death
halálával	muerte	with his death
halászat	pescar	fishery
hamar	pronto	soon
hamarabb	más temprano	sooner
hamarosan	pronto	shortly
hamburg	hamburgo	hamburg
hamilton	hamilton	hamilton
hamis	falso	false
hamlet	aldea	hamlet
hamvait	despojos mortales	ashes
hanem	pero también	but
hang	voz	sound
hangja	sonido	's voice
hangján	voz	with the voice
hangját	voz	voice
hangok	suena	sounds
hangot	sonido	sound
hangszer	instrumento	musical instrument
hangszerek	instrumentos musicales	instruments
hangszeres	instrumental	instrumental
hangsúly	énfasis	emphasis
hangsúlyos	enfático	articular
hangsúlyt	atención	accent
hangulat	ambiente	mood
hangversenyt	concierto	concert
hangvételű	tono	intonation
hangyászmadárfélék	hormiguero	thmnophilideae
hangzik	sonido	sound
hangzott	sonado	sounded
hangzású	sondeo	sound
hangú	inclinado	worded
hanks	madejas	hanks
hannah	hannah	hannah
hans	hans	hans
harc	lucha	fight
harca	lucha	battle of
harcba	lucha	to battle
harcban	lucha	in battle
harci	batalla	battle
harcművészeti	artes marciales	martial
harcok	batallas	fights
harcokban	batallas	in battles
harcolt	luchado	fought
harcoltak	luchado	fought
harcoló	luchando	fighting
harcos	guerrero	warrior
harcosok	guerreros	warriors
harcot	lucha	fight
hargita	harghita	hungarian mountain
harkályfélék	pájaros carpinteros	picidaes
harmadik	tercero	third
harminc	treinta	thirty
harmincas	años treinta	30's
harold	harold	harold
harrison	harrison	harrison
harry	harry	harry
harryt	harry	harry
harvard	harvard	the university
hasfelmetsző	destripador	ripper
hashajtó	laxante	laxative
hasmenés	diarrea	diarrhea
hasonlít	similar	reminiscent
hasonlítanak	me gusta	compare
hasonlított	me gusta	was look like
hasonló	similar	similar
hasonlóan	me gusta	similarlay
hasonlóképpen	igualmente	similarly
hasznos	útil	useful
használ	utilizar	use
használat	utilizar	usage
használata	utilizar	use of
használatban	en uso	benefits
használatos	útil	in use
használatára	utilizar	usage of
használatát	el uso	use
használatával	utilizando	use
használható	usable	use
használja	utilizar	use
használjuk	usado	use
használják	usado	use
használnak	usado	use
használni	utilizar	to use
használt	usado	used
használta	usado	used
használtak	usado	used
használták	usado	used
használva	utilizando	using
használó	usuario	using
hat	seis	six
hatalma	poder	power of
hatalmak	potestades	powers
hatalmas	poderoso	huge
hatalmat	poder	power
hatalmi	poder	of power
hatalmának	poder	power
hatalmát	poder	power
hatalom	poder	power
hatalommal	poder	power
hatalomra	poder	to power
hatodik	sexto	sixth
hatott	podría	influenced
hatottak	afectado	influenced
hatvanas	sexagésimo	sixties
határ	frontera	border
határa	límite	border of
határain	fronteras	on its borders
határait	límites	borders
határok	límites	borders
határolja	delimitado	delimited
határon	frontera	on the border
határos	adyacente	neighbouring
határozott	definido	certain
határozottan	firmemente	definitely
határozta	identificado	defined
határozza	determinado	decides
határozzák	determinado	appoint
határozószó	adverbio	definer
határt	límite	border
határában	borde de	in the border of sg
határán	frontera	boundary
határát	frontera	border of
hatás	efecto	effect
hatása	efecto	effect of
hatásai	efectos	(its) effects
hatások	efectos	effects
hatásos	eficaz	effective
hatással	afectar	with effect
hatást	efecto	effect
hatására	efecto	to the effect
hatását	efecto	effect
hatású	efecto	with effect
hatékony	eficaz	efficient
ható	interino	affecting
hatóság	autoridades	authority
hatóságok	autoridades	authorities
havi	mensual	monthly
havonta	por mes	monthly
hawaii	hawai	havaii
haydn	haydn	haydn
haydnt	haydn	haydnt
haza	hogar	home
hazafelé	de regreso	on the way home
hazafias	patriótico	patriotic
hazai	doméstico	national
hazatért	vino a casa	returned
hazája	país	home
hazánk	hungría	our fatherland
hazánkban	nuestro país	our country
head	cabeza	head
hegedű	violín	violin
hegedűs	violinista	hegedus
hegesztés	soldadura	joint
hegy	montaña	mountain
hegyek	montañas	mountains
hegyi	montaña	mountain
hegység	montaña	mountains
hegyvidék	tierras altas	mountains
hegyvidéki	montañoso	highland
heinrich	heinrich	heinrich (a person's name)
helikon	helicon	helikon
heliocentrikus	heliocéntrico	heliocentric
hely	sitio	place
helyben	en su lugar	in the place
helye	sitio	place of
helyek	lugares	places
helyeken	ubicaciones	locations
helyen	sitio	at a place
helyenként	en algunos lugares	locally
helyes	correcto	right
helyesen	correctamente	correctly
helyet	sitio	place
helyett	en vez de	in place of
helyette	en lugar	instead
helyezett	clasificado	placed
helyezi	pone	put
helyezik	metido	place
helyezkedik	situado	lies
helyezkednek	situado	positioning
helyezte	metido	placed
helyeztek	metido	placed
helyezték	metido	placed
helyezés	sitio	ranking
helyi	local	local
helyre	sitio	location
helyről	sitio	from
helyszín	lugar de eventos	place
helyszíne	sitios	the scene of sg
helyszínei	sitios	scenes of sg
helyszínek	sitios	sites
helyszínen	sitio	on the spot
helytelen	incorrecto	incorrect
helyzet	estado	status
helyzetbe	posición	situation
helyzetben	posiciones	in situation
helyzete	la situación	situation
helyzetet	situación	situation
helyzetét	la situación	situation
helyébe	sustituido	replaced by
helyén	sitio	(on sy/sg's) place
helyére	sitio	in place of
helyét	sitio	place
helyüket	sitio	their place
hemingway	hemingway	hemingway
hendrix	hendrix	hendrix
henri	henri	henry
henrik	enrique	henrik
henry	enrique	henry
hepatitis	hepatitis	hepatitis
herbert	herbert	herbert
herceg	príncipe	prince
hercege	el duque	prince (of sg)
hercegi	ducal	princely
hercegnő	princesa	princess
hercegség	ducado	princedom
hermann	hermann	hermann
hermione	hermione	hermione
hess	poder	begone
hetedik	séptimo	seventh
hetek	yo	sevens
hetente	semanal	weekly
hetet	semana	week
hetfield	hetfield	hetfield
heti	semanal	weekly
hetvenes	setenta	seventies
heves	calentado	vehement
hiba	culpa	mistake
hibák	errores	mistakes
hibás	incorrecto	faulty
hibát	errores	error
hidak	puentes	bridges
hidat	puente	bridge
hideg	frío	cold
hidegháború	guerra fría	cold war
hihetetlen	increíble	unbelievable
hill	colina	hill
himnusz	himno	hymn
himnusza	himno	hymn of
hindu	hindú	hindu
hinduizmus	hinduismo	hinduism
hirdetett	promovido	advertised
hirdette	predicado	announced, advertised
hirtelen	repentinamente	suddenly
history	historia	history
hisz	pensar	since
hiszen	porque	since
hiszi	crees	think
hit	fe	faith
hite	hite	one's religion
hitel	crédito	credit
hiteles	auténtico	credible
hitet	fe	belief
hitler	hitler	hitler
hitre	fe	to a religion
hitt	creí en	believed
hitte	pensamiento	believed
hitték	pensamiento	believed
hivatal	oficina	office
hivatala	oficina	office of
hivatali	administrativo	magisterial
hivatalos	oficial	official
hivatalosan	oficialmente	officially
hivatkoznak	enlace	refer to
hivatkozott	referido	referenced
hivatkozva	refiriéndose a	referring to
hivatkozás	referencia	reference
hivatkozások	referencias	links
hivatott	destinado a	meant
hivatásos	profesional	professional
hiába	en vano	in vain
hiánya	carencia	lack of
hiányzik	perder	misses
hiányzott	faltaba	lacked
hiányzó	desaparecido	missing
hiányában	defecto	lacking
hn	hn	germ
ho	mes	ho
hogy	ese	that
hogyan	cómo	how
hol	dónde	where
hold	luna	moon
holdak	lunas	satellites
holdat	luna	the moon
holdi	luna	moon-
holdkomp	modulo lunar	moon cruiser
holdon	luna	on the moon
holdra	luna	to the moon
holland	holandés	dutsch
hollandia	países bajos	holland
hollandiában	en los paises bajos	in the netherlands
hollywood	hollywood	hollywood
hollywoodi	hollywood	hollywoodian
holló	cuervo	crow
holmes	holmes	holmes
holnap	mañana	tomorrow
holocaust	holocausto	holocaus
holokauszt	holocausto	holocaust
holott	a pesar de que	although
holtan	muerto	dead
holttestét	cadáver	body
homo	homo	homo
homoszexuális	homosexual	homosexual
honda	honda	honda
honfoglalás	conquista	original settlement
hongkong	hong kong	hongkong
hongkongi	hong kong	hongkong
honlap	sitio web	webpage
honlapja	sitio web	website
honlapján	sitio web	webpage
honvéd	defensa	soldier
honvédelmi	defensa	of national defence
honvédség	ejército	army
horthy	horthy	horthy
horvát	croata	croatian
horváth	horváth	horváth
horvátok	croatas	croat
horvátország	croacia	croatia
hossza	longitud	length
hosszabb	más	longer
hosszan	largo	prolonged
hosszas	largo	long
hosszú	largo	long
hosszúságú	longitud	of length
hotel	hotel	hotel
house	casa	house
howard	howard	howard
hoz	a	brings
hoznak	tomar	bring
hozni	traer	bring
hozott	trajo	brought
hozta	trajo	brought
hoztak	trajo	(they) brought
hozták	era	they have brought
hozza	traerá	bring
hozzá	él	to
hozzájuk	a ellos	to them
hozzájárul	contribuir	contribute
hozzájárult	contribuido	contributed to
hozzájárultak	contribuido	consented
hozzák	traer	bring
hozzávetőleg	aproximadamente	approximately
hozó	estableciendo	bringing
html	html	html
hugh	hugh	hugh
hughes	abrazos	hughes
hugo	hugo	hugo
