$ tỉ	$ અબજ	$ billion
kalashnikov	કલાશ્નિકોવ	(proper noun) kalashnikov
kali	પોટેશિયમ	potassium
kama	કામા	(proper noun) kama, as in the kama sutra
kamakura	કામકુરા	kamakura
kamov	કામોવ	kamov
kampf	kampf	kampf
kampong	કેમ્પોંગ	kampong
kampuchea	કમ્પૂચિયા	cambodian
kana	કાના	kana, the japanese phonetic alphabet
kangin	કાંગીન	(proper noun) kangin
kanji	કાનજી	kanji
kant	કાંત	a name
kar	કાર	(proper noun) kar
kara	કારા	kara
karaoke	કરાઓકે	karaoke
karate	કરાટે	karate
karatedo	કરાટેડો	karatedo
karen	કારેન	(proper noun) karen
karim	કરીમ	(proper noun) karim
kashmir	કશ્મિર	kashmir
kaspersky	કસ્પરસ્કી	(proper noun) kaspersky, as in kaspersky anti-virus software
katakana	કટકાના	katakana, a type of japanese script
kate	કેટ	(proper noun) kate, as in actress kate winslet
katherine	કેથરિન	katherine
kathmandu	કાઠમંડુ	kathmandu
katrina	કેટરિના	(proper noun) katrina, as in hurricane katrina
katz	કટઝ	katz
kauthara	કૌથારા	kauthara, a part of the ancient kingdom of champa
kavkaz	કાકેશસ	kavkaz
kawasaki	કાવાસાકી	(proper noun) kawasaki
kay	કે	kay
kazan	કાઝાન	kazan, the name of a city
kcn	કેસીએન	industrial zone
ke	કે	"(term should be ""boong ke"") a bunker (n.)"
kelly	કેલી	kelly
kelsi	કેલ્સી	kelsi
kelvin	કેલ્વિન	kelvin
kem	ક્રીમ	ice cream (n.)
ken	કેન	ken
kennedy	કેનેડી	(proper noun) kennedy, as in john f. kennedy
kenneth	કેનેથ	(proper noun) kenneth, a name
kenny	કેની	kenny, an english first name
kentucky	કેન્ટુકી	(proper noun) kentucky
kepler	કેપ્લર	kepler
kerala	કેરાલા	(proper noun) kerala
kevin	કેવિન	kenvin
keynes	કીનેસ	keynes, as in economist john maynard keynes
kg	કિલો ગ્રામ	kilogram
kha	ખા	(proper noun) a vietnamese first name
khai	જાહેરાત	announce
khali	ખાલી	(proper noun) khali
khalip	ખાલિપ	(proper noun) khalip
kham	ખામ	endure
khan	નિર્જલીય	rare
khang	ખાંગ	khang
khanh	ખાનહ	khanh
khao	ઝંખના	desire
khay	ટ્રે	tray
khe	સ્લોટ	chink
khem	ખેમ	abstinence
khen	વખાણ	praise
kheo	અટકી પર	kheo
khi	જ્યારે	when
khieu	સમજી નથી	(proper noun) khieu, as in khieu samphan
khiêm	વિનમ્ર	khiem
khiên	.ાલ	a shield
khiêu	શૃંગારિક	"('khiêu dâm"") pornographic"
khiếm	ક્ષતિગ્રસ્ત	lack
khiến	કારણ	control
khiếp	ભયભીત	horrible
khiếu	લોજ	talent (n.)
khiển	નિયંત્રણ	control
khleang	ખલેંગ	kh'leang
kho	વેરહાઉસ	warehouse
khoa	ફેકલ્ટી	"(term should be ""y khoa"") the study of medicine (n.)"
khoan	કવાયત	drill
khoang	પોલાણ	brag
khoanh	રિંગ આઉટ	a slice (n.)
khoe	બડાઈ મારવી	to boast
khoá	લોક	lock
khoác	ઓવરકોટ	coat
khoán	સ્ટોક	stock
khoáng	ખનિજ	mineral
khoát	નિર્ણાયક	decisive
khoét	કાપવું	carve
khoăn	ઝગડો	disturbed
khoả	નગ્ન	naked
khoản	વસ્તુ	an item (n.)
khoảng	આશરે	about
khoảnh	ક્ષણો	moment
khoẻ	સરસ	health
khrushchev	ખ્રુશ્ચેવ	khrushchev
khrushchyov	ખ્રુશ્ચ્યોવ	khrushchyov
khu	ક્વાર્ટર્સ	section
khung	ફ્રેમ્સ	frame
khural	ખુરલ	khural
khuynh	ડાબી	trend
khuyên	સલાહ	advise
khuyết	ખામીયુક્ત	lack
khuyển	કૂતરો	khuyen
khuất	છુપાયેલું	hidden
khuấy	હલાવ્યો	stir
khuẩn	બેક્ટેરિયા	bacteria
khuếch	વિસ્તૃત કરવું	amplification
khuỷu	કોણી	elbow
khá	બદલે	quite
khác	અન્ય	different
khách	મહેમાન	customer
khái	વૈચારિક	concept
khám	પરીક્ષા	discover
khán	પ્રેક્ષક	audience
kháng	પ્રતિકાર	appeal
khánh	સ્વતંત્રતા	a type of chime made of stone (n.)
khát	તરસ્યું	to be thirsty for (adj.)
khâm	khâm	admire
khèn	અરે	a pan-pipe (n.)
khéo	બુદ્ધિશાળી	cleverly or skillfully (adv.)
khép	બંધ	close
khía	ઉત્તમ	"(term should be ""khía cạnh"") angle (n.)"
khích	પ્રોત્સાહન	encourage
khít	બંધ	close
khó	મુશ્કેલ	difficulty
khóa	લ lockક અપ	a session
khóc	રુદન	cry
khói	ધૂમ્રપાન	smoke
khóm	અનેનાસ	a cluster
khô	સૂકા	dry
khôn	મુજબની	clever, intelligent
không	નથી	not
khúc	સેગમેન્ટ	song
khăm	દુર્ગંધયુક્ત	nasty (adj.)
khăn	ટુવાલ	difficult
khơi	ઓફશોર	sea
khư	khư	grip
khưu	khưu	khuu
khước	નામંજૂર	waive
khả	શક્યતા	"(term should be ""khả năng"") ability (n.)"
khải	સાક્ષાત્કાર	triumph
khảm	મોઝેક	to encrust
khảo	પરીક્ષા	"(term should be ""tham khảo"") to consult (v.)"
khấm	વીંધેલા	endure
khấn	પ્રાર્થના	pray
khấu	છૂટ	"(term should be ""sân khấu"") a stage (n.)"
khẩn	તાત્કાલિક	"(term should be ""khẩn cấp"") urgent (adj.)"
khắc	ઉત્તમ	moment
khắp	બધા ઉપર	all over
khẳng	હકારાત્મક	"(term should be ""khẳng định"") to assert (v.)"
khế	તારો ફળ	bond
khỉ	વાંદરો	monkey or ape (n.)
khỏa	નગ્ન	nude
khỏe	મજબૂત	health
khỏi	બહાર	leave
khố	લિનોક્લોથ	loincloths
khốc	ભયાનક	devastating
khối	ગ્રેડ સ્તર	a block or mass of (n.)
khốn	હરકોઈ	miserable
khống	ખોંગ	control
khổ	દુ sufferingખ	miserable (adj.)
khổng	વિશાળ	huge
khởi	દીક્ષા આપે છે	start
khủng	ભયંકર	"(term should be ""khủng bố"") terrorist (n.)"
khủyu	હરકોઈ	elbow
khứu	પેસ્ટલ	olfactory
khử	દૂર કરો	reduction
ki	કી	"entire phrase is ""ki lo""; means ""kilometer"""
kia	કે	other
kid	બાળક	kid
kiel	કીલ	(proper noun) kiel
kierkegaard	કિરકેગાર્ડ	kierkegaard, as in soren kierkegaard
kiernan	કીર્નાન	kiernan
kii	કી	kii
kikyo	કિક્યો	kikyo
kilômét	કિલોમીટર	kilometer
kim	કિમ	kim
kingdom	રાજ્ય	kingdom
kinsey	કિન્સે	kisney
kiribati	કીરીબતી	kiribati
kishimoto	કિશિમોટો	(proper noun) kishimoto
kiss	ચુંબન	kiss
kissinger	ચુંબન	kissinger
kitts	બિલાડીના બચ્ચાં	kitts
kitô	ખ્રિસ્તી	christian
kiêm	કમ	cum
kiên	દર્દી	consistent
kiêng	ત્યાગ કરવો	abstinence, as in abstaining from eating
kiêu	ઘમંડી	showy
kiếp	આજીવન	a lifetime (n.)
kiết	કીટ	cheap (adj.)
kiềm	ક્ષારયુક્ત	"(term should be ""kiềm chế"") to restrain (v.)"
kiểm	તપાસો	control
kiểu	પ્રકાર	type
kiệm	આર્થિક	save
kiện	દાવો માંડવો	event (su kien)
kiệt	માસ્ટરપીસ	exhausted (adv.)
kiệu	પાલક	scallion
klaus	ક્લાઉસ	klaus
klein	ક્લેઇન	klein
km	કિલોમીટર	kilometer
knesset	નેસેટ	knesset
knuth	ગાંઠ	knuth, as in donald knuth
koch	કોચ	koch
kodansha	કોડનશા	kodansha
kofun	કોફન	kofun, as in the kofun period of japanese history
kogoro	કોગોરો	kogoro
komodo	કોમોડો	komodo
kon	કોન	"(term should be ""kon tum"") a province in the highlands of vietnam"
kong	કાંગ	(proper noun) kong, as in hong kong
konstantin	konstantin	(proper noun) konstantin
konversationslexikon	konversationslexikon	konversation-lexikon
kop	કોપ	kop
koran	કોરન	koran
kornai	કોર્નાઇ	(proper noun) kornai, as in janos kornai
koruna	કોરુના	koruna
kosovo	કોસોવો	(proper noun) kosovo
kremli	ક્રેમલી	kremil
kremlin	ક્રેમલિન	kremlin
kristen	ક્રિસ્ટેન સ્ટુઆર્ટ	kristen
krông	ક્રોંગ	krong
ku	કુ	is a name
kuala	કુઆલા	(proper noun) kuala, as in kuala lumpur
kubrick	કુબ્રીક	kubrick
kuen	કુએન	kuen
kuiper	કુપેર	(proper noun) kuiper, as in the kuiper belt
kulak	કુલક	kulak
kune	કુને	(proper noun) kune, as in the martial art jeet kune do
kung	કૂંગ	danh vo
kungfu	કૂંગ ફુ	kung fu
kunst	કુન્સ્ટ	kunst, as in richard kunst
kurd	કુર્દ	kurd
kurt	કર્ટ	(proper noun) kurt
kuwait	કુવૈત	kuwait, the country (n.)
kwan	ક્વાન	kwan
kwen	ક્વેન	kwen
kwon	ક્વોન	kwon, as in tae kwon do; proper noun
kyrgyzstan	કિરીંકિસ્તાન	(proper noun) the country of kyrgyzstan
kyushu	કયુષુ	kyushu
kyūshū	kyūshū	kyushu, a japanese island
kèm	બંધ	included
kèn	ટ્રમ્પેટ	horn
kém	ઓછામાં ઓછું	less
kén	કોકોન	selective
kéo	ખેંચો	scissors
kép	દ્વિ	dual
két	safes	"(term should be ""rốc két"") rocket (n.)"
kê	બાજરી	statistics
kênh	ચેનલો	channel
kêu	અવાજ	appeal
kìa	જોયેલું	that
kìm	પેઇર	bar
kình	ચશ્મા	rivalry
kí	હસ્તાક્ષર	sign
kích	ક્લિક કરો	excite
kíchbom	ક્લબબટન	bombers
kín	ખાનગી	secretive or closed tight (adj.)
kính	ચશ્મા	respect
kíp	ક્રૂ	esoterica
kít	ચીસો પાડી	wheelbarrow
ký	હસ્તાક્ષર	"(""nhật ký"") a diary"
kĩ	કાળજીપૂર્વક	technique
kơnia	કિયા	a tree found in southeast asia; sometimes called wild mango
kạn	કાન	kan
kẹo	કેન્ડી	candy
kẹp	ક્લિપ	to clamp down (v.)
kẹt	અટવાઇ	jam
kẻ	ગાય્ઝ	guy
kẻo	કદાચ	lest
kẽ	આંતરરાજ્ય	crevice
kẽm	જસત	zinc
kế	આગળ	a scheme (n.)
kết	અંત	combine
kề	અડીને	adjacent
kềnh	વિશાળ	bulky
kệ	છાજલીઓ	ignore
kỉ	સદી	"(term should be ""kỉ niệm"") souvenir (n.)"
kị	ઘોડેસવાર	ki
kịp	રાખવું	kip
kỵ	ઘોડેસવાર	taboo
kỷ	સદી	"(term should be ""thế kỷ"") century (n.)"
l	એલ	l.
label	લેબલ	label
laboulaye	laboulaye	a name
ladakh	લદાખ	(proper noun) ladakh
lai	વર્ણસંકર	"(term should be ""tương lai"") the future (n.)"
lam	લમ	lam
lama	લામા	a name
lan	લnન	a name
land	જમીન	land
landon	ઉતરાણ કરવું	a name
lang	લંગ	lang
langdon	લંગડોન	langdon
lange	લnંગ	lange, as in oscar lange
langue	લંગ	langue
lanh	લેનિન	ringing
lanka	લંકા	(proper noun) lanka, as in the island of sri lanka
lao	ટીબી	labor
laos	લાઓસ	(proper noun) laos
lap	ખોળો	greek
larry	લારી	larry
lars	લાર્સ	lars
las	લાસ	(proper noun) las, as in las vegas
laser	લેસર	laser
lateran	લેટરન	lateran
latinh	લેટિન	latin
latvia	લેટવિયા	(proper noun) latvia
lau	સાફ કરવું	lau
laura	લૌરા	(proper noun) laura, as in laura bush
laurence	લોરેન્સ	(proper noun) laurence
lawrence	લોરેન્સ	(proper noun) lawrence
lay	મૂકે છે	lay
lazarus	lazarus	(proper noun) lazarus
leach	લીચ	(proper noun) leach
leaf	પર્ણ	leaf
leave	રજા	leave
lebanon	લેબનોન	(proper noun) lebanon
lee	લી	lee
legacy	વારસો	legacy
leiden	લેડન	leiden
lem	લેમ	cinderella
lenin	લેનિન	lenin
lenins	lenins	lenin's
leo	ચ .ી	climb
leon	લિયોન	leon
leonard	ચિત્તો	leonard
leonardo	લિયોનાર્ડો	(proper noun) leonardo, as in leonardo da vinci
leonid	લિયોનીડ	leonid
les	લેસ	les
leslie	લેસ્લી	a name
lesotho	લેસોથો	lesotho
lg	એલજી	lg
lhp	એલએચપી	film festival
lhq	lhq	un
libby	bંકાયેલું	(proper noun) libby
libero	લિબરો	libero
libya	લિબ્યા	libya
lido	લિડો	lido
liechtenstein	લિક્ટેસ્ટાઇન	liechtenstein
liga	લિગા	a name
lightning	વીજળી	lightning
lilly	લીલી	(proper noun) lilly
linga	લિંગા	linga
linh	લિન્હ	efficacious (adj.)
links	લિંક્સ	links
linux	લિનક્સ	linux server
lionel	સિંહ	lionel
lisboa	લિસ્બોઆ	lisboa
lisbon	લિસ્બન	a name
litva	લિથુનીયા	(proper noun) lithuania
liu	લિયુ	liu
liêm	અખંડિતતા	good example
liên	સાહસ	relate
liêng	પવિત્ર	sacred
liêu	અમલદારશાહી	bureaucracy
liềm	સિકલ	sickle
liều	માત્રા	daring
liễu	વિલો	a willow tree (n.)
liệng	ફેંકી દો	"(term should be ""cánh liệng"") the aileron of a plane (n.)"
liệt	લકવો	impotent
liệu	ભલે	document
lleyton	લિલેટોન	lleyton
lo	ચિંતા	to worry (v.)
loa	બોલો	"(term should be ""cổ loa"") an ancient vietnamese city (proper noun)"
loaita	લોઇતા	loaita
loang	ચપળ	patchy
loch	લૂચ	loch
locke	લોકીંગ	(proper noun) locke, as in philosopher john locke
lockheed	લોકહિડ	(proper noun) lockheed, as in lockheed martin
log	લ .ગ	log
logan	લોગન	a name
lon	કરી શકો છો	lon
london	લંડન	london
long	લાંબી	dragon
lorenzo	લોરેન્ઝો	lorenzo
los	લોસ	los, as in los angeles
louis	લુઇસ	louis
louisiana	લ્યુઇસિયાના	(proper noun) the state of louisiana
louvre	લૂવર	(proper noun) louvre
love	પ્રેમ	yeu
loài	પ્રજાતિઓ	species
loát	આછકલું	overturn
loãng	ધોવા	wishy-washy
loét	અલ્સર	gaping, as in a wound
loại	પ્રજાતિઓ	type
loạianh	પ્રકાર	not a word
loạianime	ટાઇપ એનાઇમ	type anime
loạibệnh	રોગનો પ્રકાર	disease
loạichiến	પ્રકાર	loaichien
loạicác	પ્રકાર	item
loạicâu	પ્રકાર	type: club
loạicông	પ્રકાર	type: industry
loạicựu	પ્રકાર	kind former
