$ tỉ	$ miliardo	$ billion
timor	timor	timor
timothy	timoteo	timothy
tin	credere	believe
tinbắc	tinbac	file bac
tincầu	ponte di latta	file bridge
tinh	raffinato	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	tinnha	folder: house
tinsông	tinsong	file river
tinthị	tinthi	file: town
tirol	tirol	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	tv	television
tizard	tizard	(proper noun) tizard
tiên	prima	first
tiêu	pepe	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	scusa	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	usurpazione	seize
tiến	progresso	operate
tiếng	ora	language
tiết	più	abstinence/intensity
tiếu	sciocco	"(should be ""đàm tiếu"") to sneer"
tiềm	potenziale	potential
tiền	soldi	money (n.)
tiều	tieu	(proper noun) the name of a poet
tiểu	elementare	tiểu sử= biography
tiễu	signor liu	patrol
tiệc	festa	party
tiệm	negozio	shop
tiện	convenienza	mean
tiệp	attrazioni	gustav franck
tiệt	sterilizzatori	sterilize
tncs	gioventù	communist youth union
tngt	incidenti	traffic accidents
tnhh	ltd	limited
toang	flung	fast
tobago	tobago	tobago
toei	toei	toei
tokugawa	tokugawa	tokugawa
tokyo	tokyo	tokyo, the capital of japan
tokyopop	tokyopop	tokyopop
tomas	tomas	(proper noun) tomas
tommy	tommy	tommy
tomoyo	tomoyo	tomoyo
tony	tony	tony
toonami	toonami	(proper noun) toonami
top	top	top
torino	torino	torino, as in the italian city
toriyama	toriyama	(proper noun) toriyama
tottenham	t tottenham	tottenham
tourism	turismo	tourism
tourist	turista	tourist
toyama	toyama	toyama
toyota	toyota	(proper noun) toyota
toà	corte	office
toàn	pieno	entire or whole (adj.)
toán	contabilità	team
toát	trasuda	to exude or emit, as in sweat (v.)
toạ	entro	locate
toại	contentezza	satisfaction
toả	radiante	spread
tp	tp	city
tphcm	tphcm	ho chi minh city
tphồ	tpho	city ho
tpvĩnh	tpvinh	vinh city
tqlc	marines	marine
trafalgar	trafalgar	(proper noun) trafalgar
trafford	trafford	trafford in greater manchester
trai	molluschi	boy
trang	pagina	a page (n.)
tranh	dipinti	to compete (v.)
trao	confer	reward
trau	migliorare	polish
tre	bambù	bamboo (n.)
treo	appendere	hang
tri	tri	tri
tribune	tribuna	a name
trinh	s	"(should be ""trinh bạch"") virtuous"
trinidad	trinidad	trinidad
trinity	trinità	trinity
tristan	tristan	tristan
triết	filosofia	philosophy
triền	versante	"(should be ""triền miên"") endless"
triều	dinastia	court
triện	francobolli	stamp
triệt	a fondo	completely
triệu	milione	a million
tro	cenere	ashes
troia	troia	troy
trondheim	trondheim	trondheim
trong	in	inside (adv.)
true	vero	true
truman	truman	(proper noun) truman
trung	medio	"(term should be ""trung gian"") agent (n.)"
trungnhật	trungnhat	china-japan
truong	truong	truong
truyên	trasmissione	story
truyện	storia	story
truân	angoscia	arduous
truất	taglio	cancel
truởng	caposezione	leader (n.)
truỵ	truy	depraved
trà	tè	tea (n.)
tràm	melaleuca	melaleuca
tràng	colon	"entire term should be ""truc trang""; means ""rectum"""
trào	movimento	movement
trác	zhuo	trac
trách	responsabilità	blame
trái	sinistra	against
trán	fronte	forehead
tráng	rivestito	to coat (v.)
tránh	evitare	to avoid (v.)
tráo	duplicità	tráo trở= liar/betrayal/treacherous
tráp	orata	casket
trát	mandato	pile
trâm	spilla	a type of elegant hairpin (n.)
trân	i migliori saluti	respect
trâu	bufalo	a last name
trãi	cosparso	trai
trèo	salire	climb
trên	su	above
trình	il	process
trí	mente	intellectual
trích	estratto	to extract (v.)
trò	gioco	role
tròn	tondo	rounding
trói	legato	tie
trôi	deriva	afloat
trông	sguardi	look
trùm	cappuccio	cover
trùng	coincidenza	"(should be ""tinh trùng"") sperm"
trùy	truy	something to with monk
trú	soggiorno	residence
trúc	strutture	structure
trăm	cento	hundred
trăn	pitone	"(term should be ""trăn trở"") to ponder (v.)"
trăng	luna	moon
trĩ	emorroidi	hemorrhoids
trũng	affondata	medium
trơ	inerte	bare
trơn	scivoloso	slippery (adj.)
trư	scuola	a pig (n.)
trưa	mezzogiorno	noon (n.)
trưng	referendum	symbolic
trưngcông	trungcong	truongcong
trương	politica	policy
trước	prima	front
trước 	prima	front
trướng	distensione	expand
trườn	crawl	crawl
trường	scuole	case
trượng	knobstick	a unit of length used in vietnam equal to 4 meters (n.)
trượt	planata	slide
trạch	trach	ze
trại	campo	camp
trạm	stazione	station
trạng	condizione	situation
trạo	trao	trao
trả	retribuzione	to return
trải	diffusione	spread
trảm	beheaded	beheaded
trảo	confer	trao
trấn	città	town
trấu	buccia	rice skin
trầm	profondo	depression
trần	nudo	tran
trầu	betel	trầu
trầy	zero	scratch
trẩy	pellegrinaggio	pilgrimage
trẫm	lo sono	i
trận	la partita	battle
trật	perdere	order
trắc	monitoraggio	"(term should be ""trắc ẩn"") to have pity (adj.)"
trắng	bianco	white
trặc	difficoltà	"entire phrase is ""truc trac""; means ""problem"""
trẻ	giovane	youth
trễ	essere in ritardo	late
trệ	ritardi	bamboo
trị	trattamento	cure
trịnh	cerimoniosamente	trịnh, a vietnamese last name
trọ	alloggio	motel
trọn	intero	whole
trọng	peso	serious
trỏ	puntamento	index
trối	cielo	last words
trốn	nascondere	to hide
trống	tamburo	in
trồi	sporgevano	to emerge (v.)
trồng	piantato	plant
trổ	orso	to burst open or display
trỗi	emersione	rise
trội	eccellere	better
trộm	furto	theft
trớn	impulso	"(term should be ""mơn trớn"") to fondle or caress (v.)"
trời	cielo	sun
trợ	accessibilità	support
trụ	pilastro	universe
trục	asse	"(term should be ""khu trục"") fighter, in reference to planes (adj.)"
trụi	nudo	"(term should be ""trơ trụi"") bare (adj.)"
trứ	tru	famous
trứng	uova	egg
trừ	meno	except
trừng	punito	punish
trừu	pecora	abstract
trữ	riserva	reserve
trực	in servizio	direct
ts	ts	phd
tt	tt	news
tua	tentacolo	fringe
tucker	scialetto	tucker, an english last name
tudor	tudor	(proper noun) tudor, as in the tudor family
tukhachevsky	tuchacevskij	(proper noun) tukhachevsky
tulip	tulipani	tulip
tum	tum	tum
tung	lanciato	release
tupolev	tupolev	tupolev, as in alexei tupolev
tuscan	toscana	(proper noun) tuscan
tutsi	tutsi	(proper noun) tutsi
tuvalu	tuvalu	(proper noun) tuvalu, a polynesian island nation
tuy	anche se	however
tuyên	stati	"(should be ""tuyên ngôn"") a declaration"
tuyết	neve	snow (n.)
tuyền	tuyen	tuyen
tuyển	selezionato	recruit
tuyệt	grande	excellent (adj.)
tuân	conformità	comply
tuông	geloso	jealous
tuý	droga	drug
tuần	settimana	week
tuế	pesciolini	years
tuệ	proprietà	intelligence
tuốc	turbina	turbine
tuổi	età	age
tuộc	polpo	octopus
tuột	scivolare via	slip
tuỳ	personalizzazione	depend
tv	tv	tv
tvb	tvb	tvb
twin	gemello	twin
twitter	cinguettio	twitter
ty	aziende	company
type	tipo	type
typhon	typhon	typhon
tà	deviante	we
tài	utente	talent (n.)
tàn	disabile	dying
tàng	museo	"(should be ""bảo tàng"") a museum"
tành	palcoscenico	shatter
tàu	nave	ship
tá	dozzina	"(term should be ""thiếu tá"") major (n.)"
tách	tazza	to separate
tái	re	return
tám	otto	eight
tán	diffusione	support
tánh	natura	life
táp	grembo	to lap at (v.)
táu	nave	ashton
tâm	centro	tâm
tâu	mio signore	peach
tây	ovest	western
tâynam	taynam	"(should be ""tây-nam"") southwest"
tã	pannolino	diaper
tét	tet	tet
tê	intorpidito	numb
tên	il nome	name (n.)
tì	riposato	to lean on (v.)
tìm	ricercare	find
tìmdiệt	timdiet	find-kill
tình	amore	sex
tía	porpora	dad
tích	integrato	"(term should be ""tích cực"") to be zealous (adv.)"
tím	porpora	purple
tín	credito	"(entire term should be ""tín dụng"") credit"
tít	titolo	"(term should be ""tít mù"") very far away (adv.)"
tò	curioso	curious
tòa	corte	a court
tòi	roba	"(term should be ""tìm tòi"") to search doggedly for something (v.)"
tòng	catecumeni	tòng, a last name
tóm	sommario	summary
tô	auto	car
tôi	io	i
tôm	gamberetto	shrimp
tôn	religioso	venerate
tông	cartone	tông, as in lê thánh tông; first name of an ancient vietnamese emperor
tù	prigione	prison
tùng	scorta	tung
tùy	costume	depend on
túc	sufficienza	"(term should be ""bổ túc"") to give a refresher course (v.)"
túi	borsa	pocket
túm	catturato	catch
túng	nel bisogno	confuse
túp	tufo	hut
túy	ottenuto	"(term should be ""thuần túy"") pure (adj.)"
tý	troppo	mouse, as in year of the mouse
tăm	stuzzicadenti	"(term should be ""tiếng tăm"") reputation"
tăng	aumento	increase
tĩnh	statica	calm
tơi	a	ragged
tư	investimento	posture
tưng	tung	"(term should be ""tưng bừng"") joyously (adv.)"
tươi	fresco	fresh
tương	relativamente	"(term should be ""tương tự"") to be similar to"
tước	duca	title (n.)
tưới	irrigazione	irrigation
tướng	ministro	prime minister (thu tuong)
tường	muro	"a common vietnamese first name; means ""wall"""
tạ	pesistica	weight
tạc	lavorato	"(term should be ""oanh tạc"") to bomb from the air (v.)"
tại	a	survival
tạm	provvisorio	temporary
tạo	creare	create
tạp	complesso	"(should be ""hỗn tạp"") a jumble or mish-mash"
tả	descrizione	describe
tản	radiatori	disperse
tảng	fondazione	platform
tấc	stento	inch
tấm	foglio	mirror
tấn	tonnellata	tan
tấp	accostare	crowded
tất	tutto	all
tấu	tau	tau
tầm	giochi	range or extent (n.)
tần	frequenza	"(term should be ""tần số"") frequency (n.)"
tầng	pavimenti	layer
tầu	navi	ship
tẩm	impregnati	soak
tẩy	remove	to bleach
tận	prendere	dedicated
tật	parcheggio	disease
tắc	interruttori	priciple
tắm	fare un bagno	bathing
tắt	spegnere	initial
tặc	dirottatori	"(term should be ""hải tặc"") a pirate (n.)"
tặng	donare	donate
tẻ	ottuso	lẻ tẻ= scattered
tết	intrecciato	(proper noun) the vietnamese new year
tếxã	texa	economy - society
tề	presentabile	tidy
tể	consente	lord
tệ	valuta	bad
tệp	file	file
tỉa	tagliare	"(term should be ""bắn tỉa"") to snipe"
tỉnh	provincia	province
tị	rifugiato	refugee
tịch	presidente	"(""chủ tịch"") president or chairman"
tọa	coordinate	"(term should be ""chủ toạ"") chairman (n.)"
tỏ	spettacolo	to
tỏa	brillare	radiate
tỏi	aglio	garlic
tốc	autostrada	speed
tốn	consumare	to cost (v.)
tống	servito	dispose
tốp	gruppo	top
tốt	buono	good
tồi	sbagliato	bad
tồn	n	exist
tổn	perdita	damage
tổng	totale	president
tộc	etnico	"(term should be ""dân tộc"") a race or people"
tội	peccato	crime
tột	estremo	extreme
tớ	io	servant
tới	arrivo	to the point
tờ	foglio	paper/document
tởm	detestare	disgusting
tục	continuare	"(term should be ""tập tục"") customs or practices"
tụy	pancreas	"(term should be ""tận tụy"") devoted (adj.)"
tủ	petto	shelf
tủi	peccato	humiliated
tủy	midollo	spine
tức	notizie	i.e.
từ	da	from
từng	ogni	each
tử	morte	lion (su tu)
tửu	vino	wine
tự	stesso	"(term should be ""tương tự"") like or similar to (adv.)"
tựa	sede	lean
tựu	realizzazioni	achievement
tỵ	rifugiato	the han name for the year of the snake, according to the chinese zodiac
tỷ	miliardo	billion
u	u	tumor
ua	ua	ua
uae	emirati arabi uniti	uae
ubuntu	ubuntu	ubuntu
uc	uc	uc
uchiha	uchiha	uchiha
uefa	uefa	uefa
uh	uh	uh
uk	regno unito	uk
ukiyoe	ukiyoe	ukiyoe
ukraina	ukraina	ukraine
ulsan	ulsan	ulsan
umm	umm	umm
un	un	(proper noun) un, as in chung un chan of korea
und	und	und
under	under	under
unesco	unesco	unesco
ung	marcio	cancer
unicorn	unicorno	unicorn
unit	unità	unit
unix	unix	unix
up	ups	up
ural	ural	ural, as in the ural mountains
urani	uranio	uranium
uri	uri	uri, a former political party in south korea
uruguay	uruguay	uruguay
usagi	usagi	usagi
usb	usb	usb
uss	uss	uss
utah	utah	utah
utrecht	utrecht	(proper noun) utrecht
uy	uy	"(term should be ""uy lực"") power (n.)"
uyghur	uyghur	(proper noun) uyghur
uygur	uygur	uygur
uyên	uyen	scholarly
uyển	flessibilità	"(term should be ""uyển chuyển"") flexible (adj.)"
uzbekistan	uzbekistan	uzbekistan
uông	servire	uong
uất	svs	busy
uốn	arricciatura	to curl (v.)
uống	da bere	to drink
uổng	uong	vain
v	v	v
va	e	collide
vaccine	vaccino	vaccine
vai	spalla	shoulder
valencia	valencia	valencia
valentine	san valentino	valentine
valley	valle	valley
van	valvola	"(term should be ""van xin"") to beg (v.)"
vanessa	vanessa	vanessa
vargas	vargas	(proper noun) vargas
vasari	vasari	vasari
vay	borrow	borrow
vectơ	vettore	vector
ven	lungo	"(term should be ""ven biển"") coastal (adj.)"
vendôme	vendôme	vendome
venezia	venezia	venice
venus	venere	venus
verdun	verdun	verdun
vermont	vermont	vermont
verona	verona	(proper noun) the city of verona
versailles	versailles	(proper noun) versailles
vhs	vhs	vhs
vi	vi	behavior
viagra	viagra	viagra
victor	vincitore	(proper noun) victor
victoria	vittoria	victoria, a province of australia
vienna	vienna	(proper noun) vienna, austria
viet	viet	vietnamese
vietnam	vietnam	vietnam
viettel	viettel	viettel
viii	viii	eighth
vijaya	vijaya	(proper noun) vijaya
viking	vichingo	viking
villa	villa	villa
villeneuve	villeneuve	(proper noun) villeneuve, a french last name
vinagame	vinagames	vinagame
vinashin	vinashin	vinashin
vince	vince	(proper noun) vince, as in vince mcmahon
vincennes	vincennes	vincennes
vincent	vincent	vincent
vinpearl	vinpearl	vinepeal
viqr	viqr	viqr
virginia	virginia	(proper noun) virginia, as in the state
virus	virus	virus
virút	virus	virus
vissarionovich	vissarionovich	vissarionovich
vista	vista	vista, as in windows vista
vitamin	vitamina	vitamin
vitruvius	vitruvio	vitruvius
viz	cioè	(proper noun) viz
viêm	infiammazione	inflammation
viên	membro	member
viêng	vientiane	vientiane
viêt	scrittura	vietnam
viếng	visita	visit
viết	write	write
việc	lavoro	thing
viện	ospedale	institute
việt	vietnam	viet
việtmường	muong vietnamita	muong
việtnga	vietnga	vietnam-russia
việttrung	viettrung	vietnam-china
vn	vn	vietnam
vnexpress	vnexpress	(proper noun) vnexpress
vni	vni	vni
vo	vo	"(term should be ""tròn vo"") perfectly round (adj.)"
voi	elefante	elephant
voip	voip	voip
voldemort	voldemort	(proper noun) voldemort, the villain from the harry potter series
von	von	compare
vonfram	tungsteno	wolfram
vong	morti	injured
voyager	voyager	voyager
voọc	langurs	a langur (n.)
vtc	vtc	vtc
vu	vu	"entire phrase is ""vu cao""; means ""to accuse wrongly"""
vua	re	king
vui	divertente	happy
vulcan	vulcano	vulcan
vuông	piazza	square
vuốt	artiglio	stroke
vv	eccetera	etc.
vy	vy	vy
vyacheslav	vyacheslav	vyacheslav
và	e	and
vài	pochi	several
vàm	vam	the mouth of a rivulet (n.)
vàng	giallo	gold
vành	coronario	coronary
vào	in	into
vá	toppa	patchy
vác	slovacco	to shoulder (v.)
vách	muro	wall
vái	voto	some
ván	imbarco	game
váng	capogiri	film
váy	gonna	skirt
vân	così via	"(term should be ""vân vân"") et cetera"
vây	assediare	encircle
vã	vã	rush
vãi	scatterings	to release
vãn	corteggiamento	save
vè	crambo	to glance slyly (v.)
vé	biglietto	ticket
vét	dragaggio	plunder
vê	pagina	tremolo
vì	a causa di	because
ví	portafoglio	example
vía	chickened	soul
vít	vite	screw
vò	brocca	jar
vòi	rubinetto	tap
vòm	tetto	upper jaw
vòng	anello	around
vó	zoccoli	hooves
vóc	statura	"(should be ""vóc sương"") dew-like or delicate"
vô	ricchezza	"(term should be ""vô số"") countless (adj.)"
vôi	calce	limestone
võ	marziale	martial arts (n.)
võng	culla	hammock
vùi	sepolto	"(term should be ""chôn vùi"") to bury or keep secret (v.)"
vùng	regione	region
vú	seno	breast (n.)
vút	soaring	"entire term should be ""cong vut""; extreme curling"
văn	scrittore	culture
văng	divani	a name
vĩ	grande	"(term should be ""vĩ đại"") great (adj.)"
vĩnh	permanente	ving
vũ	universo	armed
vũng	pozza	vung
vơ	maldive	lost
vơi	con	ullage
vưu	si quan	"actual term is ""xi vưu""; proper noun; name of a leader of a people in chinese legend"
vươn	se stessi	reach
vương	re	kingdom
vướng	catturato	"(term should be ""vướng víu"") to become involved in (v.)"
vườn	giardino	garden
vượn	gibboni	gibbon
vượt	raggiunto	to overcome
vạ	va	unfortunate problem
vạc	calderone	cauldron
vạch	bar	bar
vại	vaso	jar
vạn	diecimila	thousand
vạng	crepuscolo	twilight
vả	fico	hard
vải	panno	fabric
vảy	bilancia	scale
vấn	problemi	vấn đề= problem
vấp	inciampare	stumble
vất	buttare via	hard
vần	rima	spell
vầng	vang	moon (vang trang)
vẩn	sospensioni	wander
vẩy	fiocco	scale
vẫn	ancora	still
vẫy	ondulato	wave
vận	campagna	active
vắc	vaccino	vaccine
vắcxin	vaccino	vaccine
vắn	breve	short
vắng	assente	absent
vặn	strizzare	to twist (v.)
vặt	classificato	odd
vẹn	integrità	complete
vẹt	pappagallo	parrots
vẽ	vernice	draw
vết	ferita	wound
vểnh	punse	warping
vệ	protezione	"(term should be ""bảo vệ"") to defend (v.)"
vệt	striscia	streak
vỉa	cuciture	"(term should be ""vỉa hè"") sidewalk"
vịnh	baia	bay
vịt	anatra	duck
vọng	prospettiva	"(term should be ""hy vọng"") hope (n.)"
vọt	misura	to spurt out (v.)
vỏ	corteccia	shell
vồ	maglio	"(term should be ""gạch vồ"") a type of brick"
vỗ	picchiettare	to clap
vội	fretta	hurriedly (adv.)
vớ	calzino	"(term should be ""vớ vẩn"") silly (adj.)"
với	con	to
vớt	pesce	salvage
vờ	fingere	"(term should be ""giả vờ"") to pretend (v.)"
vời	grande	wonderful
vở	notebook	"(term should be ""vở kịch"") a play"
vỡ	rottura	break
vợ	moglie	wife
vụn	brandello	debris
vụng	maldestro	covert
vứt	buttare via	throw away
vừa	medio	just (adv.)
vừng	sesamo	sesame (n.)
vững	azienda	firm (adj.)
vực	zona	place
vựng	vocabolario	"(term should be ""từ vựng"") regional vocabulary (n.)"
vỹ	vy	majestic
w	w	w
wa	wa	wa
walt	walt	(proper noun) walt, as in walt disney
walter	walter	walter
walther	walther	walther
wan	pallido	wan
wang	wang	wang
wankel	wankel	(proper noun) wankel
wanna	voglio	wanna
warren	conigliera	a name
warsaw	varsavia	warsaw
warszawa	warszawa	(proper noun) warsaw
washington	washington	(proper noun) washington
wat	wat	(proper noun) wat, as in angkor wat, the temple in cambodia
watergate	watergate	watergate
waterloo	waterloo	(proper noun) waterloo
waters	acque	waters
wayne	wayne	wayne
wcdma	wcdma	w-cdma
weasley	weasley	weasley, as in ron weasley in the harry potter series
weblog	weblog	weblog
webmail	webmail	ưebmail
weimar	weimar	(proper noun) weimar
wellington	wellington	wellington
wells	pozzi	wells, as in author orson wells
welsh	gallese	(proper noun) welsh, as in the welsh language
wembley	wembley	wembley, as in wembley stadium
werner	werner	werner
westermarck	westermarck	westermarck
western	western	western
westlife	westlife	westlife
westview	westview	westview, as in westview press
wheeler	wheeler	a name
widener	widener	widener
wien	wien	wien
wiener	wiener	wiener
wifi	wifi	wi-fi, a technology term
wiki	wiki	wiki
wikia	wikia	a name
wikibooks	wikibooks	(proper noun) wikibooks
wikimapia	wikimapia	wikimapia
wikimedia	wikimedia	wikimedia
wikitravel	wikitravel	a name
wild	selvaggio	wild
wilder	wilder	(proper noun) wilder, as in billy wilder
wiley	wiley	wiley
willard	willard	willard
wimbledon	wimbledon	wimbledon
windows	finestre	windows
winer	winer	winer
wisconsin	wisconsin	(proper noun) wisconsin
within	trong	within
without	senza	without
wolfgang	wolfgang	wolfgang
won	won	won
wong	wong	wong
woodrow	woodrow	woodrow
woods	bosco	(proper noun) woods, as in tiger woods
would	would	would
wrestling	lotta	wrestling
wright	wright	a name
wu	wu	wu
wushu	wushu	wushu, a type of martial art
wwf	wwf	wwf
xa	molto lontano	ancient
xang	gas	"(term should be ""lan xang"") name of an ancient country in southeast asia"
xanh	verde	green
xao	mescolare	xôn xao = chatting
xay	spazzatura	grind
xe	auto	a car (n.)
xem	vedere	watch
xen	consociazione	to insert (v.)
xhcn	socialista	social republic
xi	xi	xi
xiii	xiii	eighth
xin	prego	please
xinh	bello	beautiful
xiv	xiv	fourteenth
xiêm	siamese	(proper noun) xiêm, or siam
xiên	storto	oblique
xiêu	xieu	soften
xiếc	circo	circus
xiết	serraggio	to twist tightly (v.)
xiềng	ceppi	chain
xo	xo	spring
xoa	strofinare	massage
xoay	perno	turn
xong	compiuto	completed
xoàng	mediocre	mediocre
xoá	soppresso	delete
xoáy	gorgo	vortex
xoắn	contorto	coiled
xu	tendenza	trend
xua	spaventare	dispel
xuan	xuan	"(term should be ""xuân"") a common vietnamese middle or first name; means ""the season of spring"""
xui	cattivo	incite
xuka	xuka	xuka
xum	lussureggiante	a name
xuyên	trans	frequently
xuyến	toro	manage
xuân	primavera	spring
xuâncông	xuancong	xuan public
xuôi	giù	down
xuất	raccomandato	ejaculate
xuấtnhập	xuatnhap	import/export
xuống	giù	down
xuồng	canoa	boat
xv	xv	fifteenth
xvi	xvi	xvi
xvii	xvii	xvii
xx	xx	xx
xy	xy	cylinder
xài	spendere	use
xào	frittura	stir fry
xách	borse	to carry by the handle (v.)
xám	grigio	ustox
xán	xan	"(term should be ""xán lạn"") bright (adj.)"
xáo	disturbo	chaos
xát	strofinare	touch
xâm	invasione	invasion
xâu	stringhe	string
xây	costruzione	build
xã	comune	society
xãy	successo	occur
xèo	pancake	xeo
xé	lacerare	tear
xén	clip	"(term should be ""biếu xén"") to gift (v.)"
xéo	obliquo	diagonally (adv.)
xét	recensioni	examine
xê	mossa	"(term should be ""bánh xu xê"") a type of vietnamese cake"
xêkô	suneo	xeko
xì	colpo	scandal
xìu	svenire	to become flaccid (v.)
xí	brutto	factory (xi nghiep)
xít	nazista	nazi
xíu	xiu	small
xòe	diffusione	spread
xóa	erase	clear
xói	erosione	erode
xóm	vicinato	village
xót	misericordia	mercy
xô	spintone	soviet
xôi	riso appiccicoso	pierce
xôn	bobina	tumultuous
xông	vapore	rush
xôphần	sezione della benna	soviet-poland
xôviết	unione sovietica	soviet
xù	terry	gigantic
xú	valvola	xu
xúc	contatto	touch
xúi	indurre	induce
xăm	tatuaggio	"(term should be ""xa xăm"") far away (adj.)"
xăng	benzina	gasoline
xơ	fibra	xo
xưa	vecchio	old
xưng	confessare	"(should be ""tự xưng"") self-proclaimed"
xương	osso	bone (n.)
xước	zero	scratch
xướng	coro	provoke
xưởng	laboratorio	workshop
xạ	radiazione	"(term should be ""phản xạ"") to reflect"
xả	scarico	release
xảo	magia	detailed
xảy	successo	happen
xấp	circa	approximate
xấu	cattivo	bad
xẩm	xam	a type of traditional vietnamese singing
xẩy	successo	occur
xắt	chop	cut
xẻo	escissione	cut off
xếp	feedback	rank
xỉ	scoria	approximately
xỉa	filo	to pick (v.)
xỉu	svenire	to faint
xốc	shock	to lift up (v.)
xốp	poroso	porous
xổ	lotteria	rush into
xộn	pasticcio	messy
xứ	paese	native
xứng	valore	appropriate
xử	trattamento	judge
y	salute	medical
y=fracsin	y = fracsin	a function
ya	ya	(proper noun) ya, as in ya trang
yakovlev	yakovlev	yakovlev
yakushima	yakushima	yakushima
yalta	yalta	(proper noun) yalta
yankee	yankee	(proper noun) yankee
yard	yard	yard
yasha	yasha	a name
yeeun	yeeun	(proper noun) yeeun
yeltsin	eltsin	yeltsin, as in boris yeltsin
yemen	yemen	yemen
yersin	yersin	(proper noun) yersin, asin alexandre yersin
yi	yi	(proper noun) yi
ying	ying	(proper noun) ying, as in ying yang
ymca	ymca	ymca
yo	yo	yo
yomiuri	yomiuri	yomiuri
yoochun	yoochun	yoochun
york	york	york
yorker	yorker	yorker
yorkshire	yorkshire	yorkshire
youtube	youtube	youtube
ypres	ypres	ypres
ytv	ytv	ytv
yu	yu	yu
yuan	yuan	(proper noun) yuan, as in yuan mu
yucatán	yucatán	yucatan, as in the yucatan peninsula
yudhoyono	yudhoyono	(proper noun) yudhoyono, as in indonesian president susilo bambang yudhoyono
yugi	yugi	yugi
yukito	yukito	yukito
yume	yume	(proper noun) yume
yunho	yunho	yunho
yuri	yuri	yuri, as in soviet pilot and cosmonaut yuri alekseyevich gagarin
yurt	yurta	yurt
yên	yen	peace or stillness (n.)
yêu	amore	love
yếm	plastron	tender
yến	nido d&#39;uccello	a type of swallow (n.)
yết	elencato	yet
yếu	debole	mainly
yểm	copertura	support
yển	fondi trasferiti	"is a name meaning, ""bird"""
yểu	prematuro	"(term should be ""yểu điệu"") graceful (adj.)"
z	z	z
zac	zac	zac
zambia	zambia	(proper noun) zambia, as in the nation
zealand	zelanda	(proper noun) zealand, as in new zealand
zedong	zedong	mao zedong
zero	zero	zero
zeus	zeus	zeus
zheng	zheng	zheng
zhukmse	zhukmse	zhuk-mse
zimbabwe	zimbabwe	zimbabwe
zinedine	zinedine	(proper noun) zinedine
zing	sibilo	zing, as in the website
zoe	zoe	zoe
zurich	zurigo	(proper noun) zurich
zürich	zürich	(proper noun) zurich, as in zurich, switzerland
|nguyễn	| nguyen	a common vietnamese last name
|nổi	| galleggia	"(term should be ""nổi"") to float (v.)"
|petya	| petya	(proper noun) petya
|tên	| nome	"(should be ""tên"") name (n.)"
|việt	| vietnamita	vietnam
 kg	kg	kg
 triệu	milione	million
 °c	° c	degrees celsius
°đến	° a	up to
°độ	° gradi	degree
×	×	x
ào	forte	rush
á	á	asia
ác	male	evil
ách	giogo	yoke (n.)
ái	carità	ai
ám	lasciato intendere	(with the word chi) to hint at
ánh	luce	light
áo	cappotto	clothe
áohung	aohung	"(term should be ""Áo-hung"") austria-hungary"
áp	pressione	"(term should be ""huyết áp"") blood pressure (n.)"
áâu	aau	eurasian
â	â	a vietnamese vowel sound
âm	suono	vagina
ân	grazia	deed
én	rondine	swallow
ép	spremere	press
êgê	ege	aegean
êm	liscio	smooth
ích	addizionale	benefit
ílam	ilam	tamil language name for the island of sri lanka
ít	pochi	less
île	île	Île, as in Île de la cité, france
îledefrance	île-de-france	ile-de-france
ðiều	articolo	article
ðài	dai	taiwan
ðường	autostrada	a road
ðảng	meritorio	party
ðức	germania	"Đức, a common vietnamese first name; means ""virtue"""
ó	ó	(with the word la) to boo down
óc	cervello	brain
óng	ong	"(term should be ""óng ả"") flexible"
ôi	rancidezza	"vietnamese version of the exclamation ""oh"""
ôm	abbraccio	hug
ôn	recensione	peaceful (on hoa)
ông	voi	a man (n.)
ôtô	automobile	car
ôxi	ossigeno	oxygen
ôxy	ossigeno	the element oxygen (n.)
ôxít	ossido	oxide
ôzôn	ozono	ozone
ùn	marmellata	congest
úng	allagamenti	flood
úp	a faccia in giù	upside
úy	capitano	"(term should be ""thiếu úy"") second lieutenant (n.)"
ý	recensioni	italian
ăn	mangiare	eat
ăng	antenna	antenna
ăngten	antenna	antenna
đa	multi	majority
đai	banda	"(term should be ""Đai khố"") name of a village"
đak	dak	(proper noun) Đak
đan	maglia	scandal
đau	dolore	painful
đay	iuta	jute, a type of vegetation the vietnamese use to make soup (n.)
đb	ne	dien ban
đcstq	ccp	communist party of china
đcsvn	cpv	vietnam communist party
đe	incudine	threaten
đem	portato	to bring (v.)
đen	nero	black
đentrắng	dentrang	"(term should be ""đen-trắng"") black-and-white (adj.)"
đeo	usura	wear
đh	djh	university
đhcn	coltech	university of industry
đhtm	dhtm	university of economics
đhông	dhong	dhong
đi	go	go
điên	pazzo	crazy
điêu	scultura	sculpture
điôxít	biossido	dioxide
điạ	il porto	dia
điếc	sordo	heron
điếu	sigarette	funeral oration
điềm	presagio	omen
điền	riempimento	estate
điều	cosa	control
điểm	punto	bearing point
điển	dizionario	"(term should be ""từ điển"") a dictionary"
điểu	điểu	thing
