$	usd	dollars
заета	aizņemts	taken by
заети	aizņemts	employed
заето	aizņemts	taken
заключение	secinājums	conclusion
закон	likumu	law
закона	likuma normas	law
закони	likumi	laws
законите	likumi	laws
законодателен	likumdošanas	legislative
законодателна	likumdošanas	legislative
законодателната	likumdošanas	legislative
законодателни	likumdošanas	legislative
законодателство	likumdošana	legislation
законът	likums	law
закрила	aizsardzība	protection
закрит	slēgts	covered
зала	zāle	hall
залежи	noguldījumi	deposits
залез	saulriets	sunset
зали	zāles	halls
залив	līcis	bay
залива	līcis	bay
заливи	līči	bays
заловен	sagūstīts	captured
заловени	sagūstīts	captured
залог	derēt	pledge
заменен	aizstāts	replaced
заменена	aizstāts	replaced
заменя	aizvieto	replaced
замества	aizvietotāji	replace
заместник	vietnieks	deputy
заминава	lapas	went
замъка	pils	castle
замърсяване	piesārņojums	freezing
замърсяването	piesārņojums	pollution
замяна	nomaiņa	trade
занаяти	amatniecība	crafts
занаятите	amatniecība	crafts
занимава	aizņem	deals
занимават	okupēt	deal
занимания	klases	activities
заобиколен	ieskauj	surrounded
запад	uz rietumiem	west
запада	uz rietumiem	west
западен	rietumu	west
западна	uz rietumiem	western
западната	rietumu	western
западни	rietumu	western
западните	rietumu	west
западния	rietumu	west
западно	uz rietumiem	west
западното	rietumu	western
запазва	ietaupa	keeps
запазване	saglabāšana	preservation
запазването	saglabāšana	preservation
запазват	saglabāt	remember
запазен	rezervēts	preserved
запазена	saglabāts	known
запазени	saglabāts	reserved
запазено	rezervēts	reserved
запази	ietaupīt	protect
запазили	konservēti	saved
запазят	saglabās	preserve
запаси	krājumi	reserves
запетая	komats	comma
запис	ieraksts	recording
записан	ierakstīts	written
записани	ierakstīts	written
записва	ierakstus	record
записват	ieraksts	record
записи	ierakstus	records
записите	ierakstus	records
записки	piezīmes	notes
запише	pierakstīt	record
заплата	alga	salary
заплаха	draudi	threat
заплахата	draudi	invasion
заплашва	draud	threatens
заповед	pasūtīt	order
заповядва	komandas	commands
запознава	sanāk	meets
започва	sākas	begins
започвайки	sākot	starting
започването	sākums	beginning
започват	sākt	begin
започваща	sākot	starts
започна	sākās	started
започнал	sākās	started
започнала	sākās	started
започнали	sākās	started
започнало	sākās	started
започнат	sākās	start
започне	sākt	start
заради	tāpēc ka	because of
заражда	topošais	born
заразяване	infekcija	infection
заредени	uzlādēts	charged
зарка	zarka	zarqa
заряд	uzlādēt	load
засада	slazds	ambush
засега	tagad	so far
засегнати	skarto	affected
заселването	norēķins	the settlement
заселват	nokārtot	settled
заселници	kolonisti	settlers
засилва	pastiprinās	increases
засилване	pastiprināšana	strengthening
засилват	pastiprināt	strengthen
заслуги	nopelns	merits
застава	priekšpostenis	takes
застъпва	pārklājas	advocates
застъпени	pārstāvēts	covered
засяга	ietekmē	concerns
засягат	ietekmēt	affect
затваря	aizver	closes
затвор	cietums	prison
затвора	cietums	the jailhouse / the prison
затворен	slēgts	imprisoned
затворена	slēgts	closed
затворени	slēgts	closed
затворници	ieslodzītie	prisoners
затова	tāpēc	therefore
затопляне	sasilšana	warming
затруднения	grūtības	difficulties
захар	cukurs	sugar
захари	cukuri	zachary (name)
захарий	cukurs	zachary
захарна	cukurs	sugar
защита	aizsardzība	protection
защитава	aizsargā	defends
защитават	aizsargāt	protect
защитата	aizsardzība	protection
защитена	aizsargāts	protected
защитени	aizsargāts	protected
защитна	aizsargājošs	firewall
защитни	aizsargājošs	defensive
защитник	aizstāvis	defender
защитниците	aizstāvji	defenders
защо	kāpēc	why
защото	jo	because
заявява	štatos	said
звание	nosaukums	rank
звезда	zvaigzne	star
звездата	zvaigzne	star
звезден	zvaigžņu	star
звезди	zvaigznes	stars
звездите	zvaigznes	stars
звездни	zvaigžņu	astral
звук	skaņu	sound
звука	skaņu	sound
звуци	skaņas	sounds
звучи	skaņas	sounds
здрава	veselīgi	healthy
здраве	veselība	health
здравеопазване	veselības aprūpe	health
здравеопазването	veselības aprūpe	the healthcare system
здравето	veselība	health
здрави	veselīgi	healthy
здравко	sveiki	zdravko
здравна	veselība	health
здравни	veselība	health
зевс	zevs	zeus
зеландия	jaunzēlande	zealand
зелена	zaļš	green
зелени	zaļš	green
зелените	zaļš	the green
зелено	zaļš	green
зеленчуци	dārzeņi	vegetables
земеделие	lauksaimniecība	farming
земеделието	lauksaimniecība	agriculture
земеделска	lauksaimniecības	agricultural
земеделски	lauksaimniecības	agricultural
земен	zemes	earth
земетресение	zemestrīce	earthquake
земетресения	zemestrīces	earthquakes
земи	zemes	lands
земите	zemes	land
землището	zemes	land
земната	zeme	earth
земни	zemes	earth
земните	virszemes	earth
земното	zemes	earth
земя	zeme	earth
земята	zeme	ground
зима	ziema	winter
зимата	ziema	winter
зимбабве	zimbabve	zimbabwe
зимен	ziema	winter
зимите	ziemām	winters
зимна	ziema	winter
зимните	ziema	winter
златарски	zeltkalis	zlatarski
златен	zelts	golden
златна	zelts	golden
златната	zeltainais	golden
златни	zelts	gold
златните	zeltainajiem	gold
златния	zeltainais	golden
златният	zeltainais	golden
златно	zelts	gold
златното	zelta	golden
злато	zelts	gold
златоград	zlatograd	zlatograd
златото	zelts	gold
зле	slikti	badly
злото	ļaunums	evil
змии	čūskas	snakes
змиите	čūskas	snakes
змия	čūska	snake
змията	čūska	snake
знае	viņš zina	know
знак	parakstīt	sign
знаме	karogs	flag
знамето	karogs	flag
знание	zināšanas	knowledge
знанието	zināšanas	knowledge
знания	zināšanas	knowledge
знаци	zīmes	signs
значение	nozīme	meaning
значението	nozīme	importance
значения	vērtības	meanings
значи	nozīmē	means, meaning
значими	nozīmīgs	significant
значителен	nozīmīgs	considerable
значителна	nozīmīgs	significant
значителни	nozīmīgs	significant
значително	ievērojami	considerably
знаят	viņi zina	known
зона	zona	zone
зоната	platība	area
зони	zonas	zones
зоология	zooloģija	zoology
зора	rītausma	dawn
